Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Alexis Sánchez 35,  M(CLR),FW",169,62,20(5),1681,12,5,4,-,1.8,80.8,0.4,1,7.43,Barcelona,2011/2012
"Javier Mascherano 39,  D(C),M(C)",174,73,30(1),2738,-,-,4,1,0.1,88.7,0.7,-,7.42,Barcelona,2011/2012
"Xavi 44,  DMC",170,68,27(5),2256,10,7,3,-,1.2,92.4,-,2,7.41,Barcelona,2011/2012
"Sergio Busquets 35,  DMC",189,74,28(3),2439,1,1,9,-,0.2,91.6,0.8,-,7.41,Barcelona,2011/2012
"Thiago Alcântara 32,  M(C)",174,70,20(7),1820,2,3,2,1,0.9,92.7,0.4,1,7.4,Barcelona,2011/2012
"Adriano 39,  D(CLR),M(L)",172,75,20(6),1733,1,5,3,-,0.8,89.9,0.5,1,7.13,Barcelona,2011/2012
"Eric Abidal 44,  D(C)",186,75,20(2),1765,-,2,-,-,0.2,89.9,1,-,7.07,Barcelona,2011/2012
"Isaac Cuenca 32,  D(R),M(LR)",179,68,11(5),1076,2,2,1,-,0.9,88.8,0.1,-,7.05,Barcelona,2011/2012
"Carles Puyol 45,  D(C)",178,80,23(3),1920,3,-,3,-,0.4,90.7,0.8,-,6.95,Barcelona,2011/2012
"Pinto 48,  GK",185,82,3,270,-,-,-,-,-,82.5,-,-,6.94,Barcelona,2011/2012
"Martín Montoya 32,  D(LR),M(R)",175,73,3(4),369,-,1,1,-,0.3,89,0.7,-,6.86,Barcelona,2011/2012
"Gerard Piqué 37,  D(C)",194,85,17(5),1476,2,-,7,1,0.6,86,1,-,6.82,Barcelona,2011/2012
"David Villa 42,  AM(L),FW",175,69,8(7),890,5,1,1,-,2.3,77.2,0.1,-,6.81,Barcelona,2011/2012
"Pedro 36,  M(CLR),FW",169,65,20(9),1640,5,5,4,-,1.4,88.2,-,-,6.78,Barcelona,2011/2012
"Seydou Keita 44,  M(C)",183,75,14(12),1336,3,1,4,-,0.5,91.9,0.9,1,6.77,Barcelona,2011/2012
"Maxwell 42,  D(L)",176,73,4(3),420,-,-,1,-,0.3,88.8,1,-,6.71,Barcelona,2011/2012
"Jonathan dos Santos 33,  M(CR)",172,74,1(2),119,-,-,-,-,0.3,91,1,-,6.71,Barcelona,2011/2012
"Víctor Valdés 42,  GK",183,78,35,3150,-,-,4,-,-,77.9,-,-,6.65,Barcelona,2011/2012
"Andreu Fontàs 34,  D(C),DMC",188,91,1,80,-,-,-,-,-,93,1,-,6.55,Barcelona,2011/2012
"Cristian Tello 32,  M(LR)",178,65,4(12),438,3,-,1,-,1.3,85.6,-,-,6.47,Barcelona,2011/2012
"Sergi Roberto 32,  D(R),M(CR)",178,68,1,90,-,-,1,-,1,74.6,2,-,6.43,Barcelona,2011/2012
"Marc Bartra 33,  D(CR),DMC",184,70,0(1),22,-,-,-,-,-,83.3,-,-,6.29,Barcelona,2011/2012
"Ibrahim Afellay 37,  M(CLR)",180,76,1(3),120,-,-,-,-,0.3,94.1,-,-,6.26,Barcelona,2011/2012
"Gerard Deulofeu 30,  AM(CLR),FW",177,73,0(1),26,-,-,-,-,-,50,-,-,6.11,Barcelona,2011/2012
"Marc Muniesa 31,  D(CL)",179,72,0(1),7,-,-,-,-,-,100,-,-,6.01,Barcelona,2011/2012
"Éver Banega 35,  M(C)",176,78,13,1065,-,1,3,-,1.8,85.3,0.1,1,7.42,Valencia,2011/2012
"David Albelda 46,  M(C)",181,77,19(2),1599,-,-,10,1,0.2,82.2,1.6,-,7.13,Valencia,2011/2012
"Miguel Brito 44,  D(R)",179,78,11,925,-,2,3,-,0.2,75.8,0.9,-,7.07,Valencia,2011/2012
"Adil Rami 38,  D(C)",190,90,33,2970,2,1,10,1,0.6,81.1,2.2,-,7.03,Valencia,2011/2012
"Vicente Guaita 37,  GK",190,81,26,2340,-,-,1,-,-,58.6,0.3,2,7.02,Valencia,2011/2012
"Roberto Soldado 38,  FW",180,74,29(3),2454,17,3,11,-,2.5,73.4,0.5,4,7.02,Valencia,2011/2012
"Jordi Alba 34,  D(L),M(L)",170,68,27(5),2541,2,5,13,1,0.5,78.9,0.2,1,7.01,Valencia,2011/2012
"Jérémy Mathieu 40,  D(CL)",189,82,27(4),2363,-,3,5,-,0.7,74.2,1.4,1,7.01,Valencia,2011/2012
"Alberto Costa 39,  M(C)",177,74,22(5),2033,5,2,12,1,1.6,78.8,0.4,2,6.99,Valencia,2011/2012
"Sofiane Féghouli 34,  M(CR)",177,75,25(5),2108,6,4,7,1,1.1,75.1,0.5,1,6.97,Valencia,2011/2012
"Dani Parejo 34,  M(C)",182,74,12(4),1000,-,-,4,-,0.9,89.6,0.5,-,6.94,Valencia,2011/2012
"Jonas 39,  AM(CLR),FW",181,73,23(11),2110,10,5,4,-,2.4,77.8,0.7,2,6.94,Valencia,2011/2012
"Víctor Ruiz 35,  D(C)",184,95,22,1961,-,-,7,-,0.1,83.2,1,1,6.92,Valencia,2011/2012
"Ricardo Costa 42,  D(C)",183,80,11(1),1011,-,-,4,1,1,84.4,2.4,1,6.91,Valencia,2011/2012
"Antonio Barragán 36,  D(CR),M(R)",182,76,15(3),1422,-,-,6,-,0.4,79.9,1,-,6.87,Valencia,2011/2012
"Ángel Dealbert 41,  D(C)",185,80,11,990,-,-,1,-,-,82.5,0.5,1,6.87,Valencia,2011/2012
"Mehmet Topal 38,  D(C),M(C)",187,82,13(7),1279,-,-,4,-,0.4,82.9,1.2,-,6.84,Valencia,2011/2012
"Diego Alves 38,  GK",190,90,12,1080,-,-,3,-,-,64.8,0.1,-,6.83,Valencia,2011/2012
"Sergio Canales 33,  M(CLR)",176,65,6(5),576,1,2,1,-,1.2,85.9,-,-,6.82,Valencia,2011/2012
"Bruno 43,  D(R),M(R)",181,76,11(3),897,-,1,5,-,0.1,80,0.7,2,6.77,Valencia,2011/2012
"Pablo Hernández 38,  M(CLR)",173,64,19(11),1777,3,3,5,-,1.3,78.4,0.1,-,6.73,Valencia,2011/2012
"Hedwiges Maduro 39,  DMC",185,79,4(3),390,-,-,1,-,0.4,91.7,0.6,-,6.69,Valencia,2011/2012
"Aritz Aduriz 43,  FW",181,77,11(18),1286,7,1,5,1,1.9,69.6,2.1,1,6.67,Valencia,2011/2012
"Pablo Piatti 34,  M(CLR)",163,63,14(16),1232,2,2,3,-,1,71.2,0.2,-,6.36,Valencia,2011/2012
"Juan Bernat 31,  D(L),M(CL)",177,67,2(5),183,-,-,-,-,0.4,78.2,0.3,-,6.22,Valencia,2011/2012
"Paco Alcácer 30,  AM(R),FW",175,72,0(3),34,-,-,-,-,0.3,100,-,-,6.07,Valencia,2011/2012
"Jérémy Toulalan 40,  D(C),M(C)",183,86,25,2196,3,-,6,1,0.5,78.9,1.7,5,7.68,Malaga,2011/2012
"Santi Cazorla 39,  M(CLR)",168,65,38,3250,9,5,2,-,2.3,84.9,0.1,9,7.6,Malaga,2011/2012
"Jesús Gámez 38,  D(LR)",177,75,24(1),2155,-,5,3,-,0.3,80.4,0.6,-,7.22,Malaga,2011/2012
"Isco 31,  M(CLR),FW",176,79,29(3),2520,5,4,5,2,1.9,86.6,0.3,4,7.2,Malaga,2011/2012
"Martín Demichelis 43,  D(C)",184,80,33(2),3017,2,1,7,1,0.5,79.8,1.6,2,7.19,Malaga,2011/2012
"Joaquín 42,  M(CLR),FW",179,75,19(4),1711,2,3,3,-,1.2,81.5,0.3,-,7.18,Malaga,2011/2012
"Nacho Monreal 38,  D(CL),M(L)",179,72,28(3),2564,-,4,1,-,0.4,81.9,1.5,1,7.17,Malaga,2011/2012
"Weligton 44,  D(C)",186,71,19,1710,1,-,5,-,0.6,78.3,1.3,-,7.04,Malaga,2011/2012
"Salomón Rondón 34,  FW",186,86,29(8),2489,11,4,1,-,2.6,68.9,2.4,2,6.94,Malaga,2011/2012
"Ignacio Camacho 33,  D(C),M(C)",182,75,8(5),806,1,-,5,-,0.2,81.4,1.8,-,6.9,Malaga,2011/2012
"Julio Baptista 42,  AM(C),FW",183,86,4,328,1,1,1,-,3,64.5,1.3,1,6.88,Malaga,2011/2012
"Sergio Sánchez 37,  D(CR)",185,84,17(3),1501,-,2,7,-,0.3,78.6,0.6,-,6.81,Malaga,2011/2012
"Eliseu 40,  D(L),M(L)",175,75,19(6),1643,2,2,3,1,1.3,77.1,0.4,-,6.81,Malaga,2011/2012
"Joris Mathijsen 43,  D(C)",183,82,28,2513,-,-,5,-,0.3,79.7,1.3,-,6.77,Malaga,2011/2012
"Willy Caballero 42,  GK",186,81,28,2403,-,-,2,1,-,51.6,0.2,-,6.7,Malaga,2011/2012
"Duda 43,  M(CLR)",175,71,14(11),1161,1,2,6,-,1,77.1,0.3,-,6.66,Malaga,2011/2012
"Enzo Maresca 44,  M(C)",180,77,9(10),834,2,1,1,-,0.9,81.1,0.3,-,6.52,Malaga,2011/2012
"Sebastián Fernández 38,  M(C),FW",171,69,15(17),1433,5,-,2,-,1,75.7,0.3,-,6.5,Malaga,2011/2012
"Ruud van Nistelrooij 47,  AM(L),FW",188,80,10(18),1154,4,1,3,-,1.4,72.4,1.3,-,6.42,Malaga,2011/2012
"Apoño 40,  M(C)",173,72,2(4),206,1,-,1,-,0.8,85.7,-,-,6.41,Malaga,2011/2012
"Recio 33,  M(C)",183,74,4(4),319,-,-,2,-,0.5,84.6,0.3,-,6.39,Malaga,2011/2012
"Juanmi 30,  AM(CLR),FW",172,69,2(4),214,1,-,-,-,1,86.4,-,-,6.34,Malaga,2011/2012
"Diego Buonanotte 35,  AM(C)",161,57,4(6),366,-,-,1,-,1,79.4,-,-,6.32,Malaga,2011/2012
"Carlos Kameni 40,  GK",186,86,8(1),767,-,-,-,1,-,60.6,0.1,-,6.29,Malaga,2011/2012
"Francisco Portillo 33,  M(CLR)",169,60,1(1),95,-,-,-,-,0.5,83,-,-,6.19,Malaga,2011/2012
"Rubén Martínez 39,  GK",188,79,2(2),248,-,-,-,-,-,56.9,-,-,5.89,Malaga,2011/2012
"Filipe Luís 38,  D(L)",181,77,36,3240,-,3,8,-,0.5,78.6,0.5,3,7.38,Atletico Madrid,2011/2012
"Gabi 40,  M(C)",180,74,30(1),2624,2,5,12,1,1.4,81.4,0.5,2,7.28,Atletico Madrid,2011/2012
"Arda Turan 37,  AM(CLR)",177,76,24(9),2167,3,6,10,-,1.4,83.2,0.5,3,7.21,Atletico Madrid,2011/2012
"Radamel Falcao 38,  FW",177,72,33(1),2942,24,3,7,-,3.6,76.6,1.6,4,7.2,Atletico Madrid,2011/2012
"Diego 39,  M(CLR)",174,78,27(3),2210,3,3,8,-,1.9,80.2,0.2,-,7.12,Atletico Madrid,2011/2012
"Juanfran 39,  D(R)",181,71,23(3),2064,-,5,5,-,0.5,76.3,0.6,2,7.12,Atletico Madrid,2011/2012
"Tiago 42,  M(C)",184,75,22(2),1731,-,-,11,-,0.7,84.6,0.9,-,6.94,Atletico Madrid,2011/2012
"Mario Suárez 37,  D(C),M(C)",188,80,23(5),1974,-,-,12,-,0.7,82.1,1.6,-,6.88,Atletico Madrid,2011/2012
"Diego Godín 38,  D(C)",187,78,26(1),2256,2,3,8,1,0.9,70.2,1.7,1,6.85,Atletico Madrid,2011/2012
"Fran Mérida 34,  AM(C)",177,74,0(3),71,-,-,-,-,1.3,87.5,-,-,6.84,Atletico Madrid,2011/2012
"José Antonio Reyes 40,  M(CLR)",176,72,8(5),714,-,2,-,-,2.6,77.3,0.4,-,6.83,Atletico Madrid,2011/2012
"Eduardo Salvio 33,  M(CR)",173,71,17(14),1623,3,2,7,-,1.4,72.3,0.5,-,6.83,Atletico Madrid,2011/2012
"Miranda 39,  D(C)",186,78,25(2),2295,1,-,9,1,0.6,74.8,1,-,6.8,Atletico Madrid,2011/2012
"Álvaro Domínguez 34,  D(CL)",189,83,22(6),2026,3,-,6,-,0.5,77.1,0.9,-,6.76,Atletico Madrid,2011/2012
"Paulo Assunção 44,  M(C)",173,70,5(4),508,-,-,5,-,0.1,83.1,1,-,6.74,Atletico Madrid,2011/2012
"Luis Perea 45,  D(CLR)",180,76,11(8),1089,-,-,5,-,-,72.7,0.7,-,6.74,Atletico Madrid,2011/2012
"Adrián López 36,  M(CLR),FW",183,73,27(9),2506,7,2,3,-,1.7,73.3,1.5,1,6.69,Atletico Madrid,2011/2012
"Silvio 36,  D(LR)",178,72,8(1),658,-,-,2,-,0.6,80.2,0.4,-,6.64,Atletico Madrid,2011/2012
"Thibaut Courtois 31,  GK",200,96,37,3262,-,-,1,1,-,49.3,-,2,6.64,Atletico Madrid,2011/2012
"Koke 32,  M(CLR)",176,77,11(14),1066,2,3,7,-,1.2,81.5,0.4,-,6.63,Atletico Madrid,2011/2012
"Pizzi 34,  M(CLR)",177,71,0(11),229,1,-,1,-,1.1,83.3,0.1,-,6.34,Atletico Madrid,2011/2012
"Antonio López 42,  D(L)",173,65,2,160,-,-,1,-,0.5,84.2,-,-,6.04,Atletico Madrid,2011/2012
"Pedro Martín 32,  Forward",189,79,0(1),1,-,-,-,-,-,-,-,-,6,Atletico Madrid,2011/2012
"Sergio Asenjo 34,  GK",189,87,1(1),156,-,-,-,-,-,38.9,-,-,5.92,Atletico Madrid,2011/2012
"Keylor Navas 37,  GK",185,80,1,90,-,-,-,-,-,12.5,-,-,8.06,Levante,2011/2012
"Gustavo Cabral 38,  D(C)",182,80,15(1),1366,1,1,5,-,0.4,76.7,1.7,-,7.25,Levante,2011/2012
"Juanfran 47,  D(CL)",183,78,29,2587,-,3,10,2,0.2,66.8,1.5,1,7.25,Levante,2011/2012
"Valdo 42,  M(CR),FW",184,78,32(2),2852,6,6,9,-,0.8,69.8,2.5,4,7.2,Levante,2011/2012
"Javi Venta 48,  D(R)",180,74,25(1),2225,-,2,8,-,0.1,72.8,0.3,2,7.2,Levante,2011/2012
"Sergio Ballesteros 48,  D(C)",188,93,37,3330,1,1,9,-,0.2,64.3,1.1,-,7.14,Levante,2011/2012
"Iborra 36,  M(C)",190,80,28(5),2328,-,1,9,1,0.5,74.8,1.2,1,7.12,Levante,2011/2012
"David Navarro 43,  D(C)",188,82,3(1),271,-,-,1,-,0.3,75,2.8,-,7.11,Levante,2011/2012
"Barkero 44,  M(C)",180,71,30(2),2510,7,8,9,-,1.6,68.7,0.7,-,7.07,Levante,2011/2012
"Arouna Koné 40,  AM(LR),FW",181,78,34,2939,15,4,5,-,2.3,74.9,1.2,1,7.06,Levante,2011/2012
"Nano 43,  DMC",186,80,17,1438,2,-,3,1,0.3,58.2,0.7,-,7,Levante,2011/2012
"Juanlu 43,  AM(L)",173,70,13(6),1077,6,-,6,-,1.5,68.6,0.1,1,6.99,Levante,2011/2012
"Asier Del Horno 43,  D(C),DMC",183,72,12(1),1050,-,-,6,-,0.7,70.4,1.9,-,6.98,Levante,2011/2012
"Gustavo Munúa 46,  GK",188,87,37,3330,-,-,5,-,-,42.8,0.3,2,6.85,Levante,2011/2012
"Farinós 45,  D(C),M(CR)",172,68,18(12),1715,1,2,6,-,0.5,79.6,0.6,1,6.83,Levante,2011/2012
"Pedro Botelho 34,  D(L)",188,80,10(4),918,-,1,4,-,0.9,67.3,1.1,-,6.83,Levante,2011/2012
"Xavi Torres 37,  M(C)",182,76,32(2),2731,5,1,9,-,0.8,77.4,0.7,1,6.79,Levante,2011/2012
"Pedro López 40,  D(R),M(R)",174,72,17(4),1551,-,-,5,-,0.2,71.2,0.4,-,6.72,Levante,2011/2012
"Abdelkader Ghezzal 39,  FW",186,78,9(7),854,2,2,1,-,1.3,72.4,0.8,1,6.66,Levante,2011/2012
"Rubén Suárez 45,  FW",167,67,7(26),964,8,1,3,-,1.3,80.6,0.1,1,6.5,Levante,2011/2012
"Nabil El Zhar 37,  M(CLR)",171,66,9(13),872,-,-,2,-,0.9,76.5,0.2,1,6.45,Levante,2011/2012
"Óscar Serrano 42,  AM(CL),FW",172,73,3(3),234,-,1,1,-,0.5,64.9,-,-,6.27,Levante,2011/2012
"Miguel Pallardó 37,  M(CR)",173,73,0(8),105,-,-,1,-,0.4,83.3,-,-,6.18,Levante,2011/2012
"Aranda 43,  FW",186,82,0(10),186,-,1,1,-,0.3,75,0.2,-,6.16,Levante,2011/2012
"Rafael Jordá 40,  AM(L)",191,87,0(2),23,-,-,-,-,0.5,70,1.5,-,6.15,Levante,2011/2012
"Roger Martí 33,  FW",179,74,0(2),18,-,-,-,-,-,100,-,-,6.15,Levante,2011/2012
"José Higón 32,  Forward",173,65,0(2),40,-,-,-,-,-,75,-,-,6.12,Levante,2011/2012
"Asier Riesgo 40,  GK",185,76,1,45,-,-,-,-,-,50,-,-,7.42,Osasuna,2011/2012
"Raúl García 37,  M(CLR),FW",184,83,30(3),2572,11,8,10,1,2.6,58.9,3.3,6,7.4,Osasuna,2011/2012
"Sergio 46,  D(CL),DMC",191,81,20,1699,1,1,2,-,0.4,65.2,2.9,1,7.35,Osasuna,2011/2012
"Álvaro Cejudo 40,  M(LR)",179,74,28(6),2387,4,7,4,1,1.6,71.4,0.7,5,7.26,Osasuna,2011/2012
"Javad Nekounam 43,  D(C),M(CR)",186,78,28(3),2507,5,-,11,-,1.5,76.2,1.1,2,7.22,Osasuna,2011/2012
"Eneko Satrústegui 33,  D(C)",187,84,10,787,-,-,3,2,0.1,65.8,1.3,-,7.09,Osasuna,2011/2012
"Marc Bertrán 41,  D(R)",181,78,27(1),2355,-,2,3,-,0.3,67.4,1,-,7.02,Osasuna,2011/2012
"Damiá 41,  D(LR)",188,79,24(6),2244,-,-,11,-,0.2,68.5,1.5,-,6.96,Osasuna,2011/2012
"Rovérsio 40,  D(L)",187,70,14(2),1206,2,1,5,-,0.3,65.7,2.1,-,6.94,Osasuna,2011/2012
"Francisco Puñal 48,  M(C)",179,73,35,3063,-,1,10,1,0.5,73.7,0.9,1,6.88,Osasuna,2011/2012
"Andrés Fernández 37,  GK",187,82,37(1),3376,-,-,3,-,-,48.1,0.3,1,6.87,Osasuna,2011/2012
"Raoul Loé 35,  M(C)",192,83,5(3),466,-,-,1,-,0.8,69.4,2.1,-,6.85,Osasuna,2011/2012
"Ibrahima Baldé 34,  FW",188,72,13(9),1363,7,1,2,-,1.5,61.8,2.1,1,6.83,Osasuna,2011/2012
"Jukka Raitala 35,  D(CLR),M(L)",181,76,13(4),1069,-,-,2,-,0.1,59.6,0.6,-,6.78,Osasuna,2011/2012
"Miguel Flaño 39,  D(C)",177,70,27(3),2492,1,-,7,-,0.1,71.4,1.5,-,6.77,Osasuna,2011/2012
"Roland Lamah 36,  M(CLR)",180,71,23(7),1987,1,1,4,2,1.6,65.2,1.4,1,6.74,Osasuna,2011/2012
"Kike Sola 38,  FW",184,78,6(1),509,-,1,1,-,1.3,57.5,2.9,-,6.67,Osasuna,2011/2012
"Rubén González 42,  D(C)",187,77,8(3),700,-,-,3,-,0.6,66.8,0.8,-,6.63,Osasuna,2011/2012
"Lolo 39,  D(C),M(C)",182,72,16(12),1546,1,1,4,-,0.3,60.9,1,-,6.57,Osasuna,2011/2012
"Nino 43,  AM(C)",169,68,32(4),2813,6,4,2,-,1.8,76.8,0.6,-,6.54,Osasuna,2011/2012
"David Timor 34,  D(C),M(C)",185,80,7(17),810,-,2,6,-,1,69.3,1.4,-,6.51,Osasuna,2011/2012
"Dejan Lekic 38,  AM(L)",193,93,9(10),838,4,1,2,1,1.2,55.4,2.3,-,6.47,Osasuna,2011/2012
"Echaide 36,  Defender",179,77,1(2),105,-,-,-,-,0.3,82.6,0.3,-,6.41,Osasuna,2011/2012
"Marcos Pérez 34,  Defender",174,72,0(1),31,-,-,-,-,-,50,-,-,6.27,Osasuna,2011/2012
"Roberto Torres 35,  AM(CLR)",178,72,0(2),36,-,-,-,-,1.5,78.3,0.5,-,6.22,Osasuna,2011/2012
"Manuel Onwu 36,  Forward",187,75,1(3),139,-,-,-,-,1,57.7,0.3,-,6.14,Osasuna,2011/2012
"Javier Calleja 45,  AM(C)",171,70,1(5),194,-,-,2,-,-,64.6,0.2,-,6.13,Osasuna,2011/2012
"Annunziata 36,  Midfielder",174,63,2(4),145,-,-,-,-,0.2,69.2,0.2,-,6.05,Osasuna,2011/2012
"Jonathan de Guzmán 36,  M(CLR)",173,70,1,90,1,-,-,-,3,81,-,1,7.99,Mallorca,2011/2012
"Chico Flores 37,  D(C)",187,82,33,2916,-,2,14,-,0.2,71,1.9,1,7.3,Mallorca,2011/2012
"Gonzalo Castro 39,  AM(LR),FW",178,80,30(5),2545,6,9,7,-,1.9,77.5,0.3,4,7.25,Mallorca,2011/2012
"Iván Ramis 39,  D(C)",188,82,34,2976,2,-,10,2,0.9,73,2.5,1,7.13,Mallorca,2011/2012
"Martí 48,  M(C)",180,74,24(4),2140,1,-,8,-,0.3,74.1,1.1,-,7.07,Mallorca,2011/2012
"Tomás Pina 36,  M(C)",184,78,23(8),2058,1,2,13,-,0.6,76.7,1.8,1,7.01,Mallorca,2011/2012
"Fernando Tissone 37,  M(C)",180,77,21(6),1825,-,-,9,-,0.6,75.2,1,1,6.98,Mallorca,2011/2012
"José Nunes 47,  D(C)",185,82,11(3),1016,2,-,2,-,0.5,69.9,1.7,-,6.88,Mallorca,2011/2012
"Pau Cendrós 36,  D(R)",176,70,19(6),1793,-,-,9,-,0.2,66.9,1,-,6.87,Mallorca,2011/2012
"Dudu Aouate 46,  GK",188,84,37,3279,-,-,4,1,-,48.1,0.4,1,6.84,Mallorca,2011/2012
"Michaël Pereira 36,  M(LR)",187,80,26(4),2266,2,4,8,-,1.8,69.9,1.2,-,6.84,Mallorca,2011/2012
"Gianni Zuiverloon 37,  D(CR)",179,75,6(3),588,-,-,-,-,0.1,77.1,0.4,1,6.83,Mallorca,2011/2012
"Víctor Casadesús 39,  AM(C),FW",180,79,30(5),2687,9,3,3,1,1.6,65.6,2.1,1,6.83,Mallorca,2011/2012
"Pablo Cáceres 38,  D(L)",172,68,28,2397,-,2,10,-,0.2,69.3,0.7,-,6.82,Mallorca,2011/2012
"Emilio Nsue 34,  D(R),M(R),FW",182,77,20(10),1976,3,3,2,1,1.2,78.1,1.8,1,6.73,Mallorca,2011/2012
"Martí Crespí 36,  D(C)",183,74,5(3),505,-,-,1,-,0.1,70,1,-,6.72,Mallorca,2011/2012
"Juan Calatayud 44,  GK",191,84,1(2),139,-,-,-,-,-,45.8,-,-,6.71,Mallorca,2011/2012
"Tomer Hemed 36,  FW",186,80,18(11),1623,8,3,3,-,1.8,60,2.3,-,6.69,Mallorca,2011/2012
"Pedro Bigas 33,  D(CL)",181,83,12(4),1032,-,-,5,1,0.4,62.5,1.1,-,6.67,Mallorca,2011/2012
"Alejandro Alfaro 37,  M(R)",175,72,13(16),1260,2,1,2,-,1.3,75.6,0.6,1,6.49,Mallorca,2011/2012
"Sergio Tejera 33,  D(C),M(C),FW",180,75,7(8),682,-,1,4,-,0.7,73.3,0.4,-,6.49,Mallorca,2011/2012
"Álvaro Giménez 32,  FW",183,83,9(3),692,2,-,1,-,0.8,78.6,0.7,1,6.46,Mallorca,2011/2012
"João Victor 35,  D(C),M(CR)",181,75,6(5),536,-,-,1,-,0.2,78.5,0.7,-,6.29,Mallorca,2011/2012
"Marvin Ogunjimi 36,  Forward",186,80,1(6),211,-,-,1,-,0.7,63.6,0.3,-,6.15,Mallorca,2011/2012
"Abdón Prats 31,  FW",181,81,0(1),10,-,-,-,-,-,50,1,-,6.06,Mallorca,2011/2012
"Kevin Martín 34,  D(L)",178,74,0(1),23,-,-,-,-,-,66.7,-,-,6.06,Mallorca,2011/2012
"Akihiro Ienaga 37,  Midfielder",173,70,1(3),165,-,-,1,-,-,87.8,-,-,6.04,Mallorca,2011/2012
"Pablo Marí 30,  D(C)",193,87,0(1),3,-,-,-,-,-,-,-,-,6.02,Mallorca,2011/2012
