Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Alexis Ruano 38,  D(CLR)",182,75,1,90,1,-,1,-,1,87.8,3,-,7.63,Sevilla,2011/2012
"Andrés Palop 50,  GK",184,75,13,1170,-,-,1,-,-,64.1,0.3,1,7.51,Sevilla,2011/2012
"Jesús Navas 38,  D(R),M(R)",172,60,37,3330,5,12,5,-,2.2,75.1,0.4,3,7.46,Sevilla,2011/2012
"Emir Spahic 43,  D(C)",186,81,22,1925,-,-,12,-,0.6,73.4,2.7,3,7.28,Sevilla,2011/2012
"Fernando Navarro 41,  D(CL)",177,70,35,3043,-,1,11,1,0.1,79.3,1.4,1,7.23,Sevilla,2011/2012
"Álvaro Negredo 38,  FW",186,71,28(2),2341,14,3,5,-,2.8,67,1.8,4,7.15,Sevilla,2011/2012
"Federico Fazio 36,  D(C)",195,85,25(3),2249,2,-,7,1,0.8,77.6,4,2,7.14,Sevilla,2011/2012
"Gary Medel 36,  D(C),DMC",171,65,30(1),2638,2,-,15,1,0.8,85.5,1.1,1,7.08,Sevilla,2011/2012
"José Antonio Reyes 40,  M(CLR)",176,72,15(4),1210,1,4,1,-,1.7,71.6,0.6,1,7.07,Sevilla,2011/2012
"Martín Cáceres 36,  D(CLR),M(R)",180,77,13(1),1173,1,-,3,-,0.5,76,2.1,1,7.04,Sevilla,2011/2012
"Coke 36,  D(CLR),M(R)",182,78,24(4),2173,-,-,6,1,0.4,78,0.6,1,6.93,Sevilla,2011/2012
"Javi Varas 41,  GK",182,74,25,2250,-,-,1,-,-,58.3,-,1,6.85,Sevilla,2011/2012
"Diego Perotti 35,  M(CLR),FW",179,70,14(3),1098,-,2,2,-,1.6,76.9,0.5,-,6.82,Sevilla,2011/2012
"Ivan Rakitic 36,  M(CL)",184,78,19(17),1917,-,6,4,-,0.9,82.1,0.5,1,6.8,Sevilla,2011/2012
"Julien Escudé 44,  D(C),DMC",183,79,24,2093,1,-,8,1,0.7,84.9,1.6,-,6.79,Sevilla,2011/2012
"Antonio Luna 32,  D(L),M(L)",178,68,11(3),937,1,1,2,-,0.6,72.4,0.6,-,6.75,Sevilla,2011/2012
"Juan Cala 34,  D(C)",185,78,7(1),614,1,-,2,-,0.5,79.9,1.9,-,6.72,Sevilla,2011/2012
"Manu del Moral 40,  M(CLR),FW",185,84,25(9),2229,10,1,5,1,2.4,73.1,0.6,1,6.66,Sevilla,2011/2012
"Piotr Trochowski 39,  M(CL)",169,72,27(8),2232,1,2,7,1,1.7,82.9,0.4,-,6.66,Sevilla,2011/2012
"Frederic Kanoute 46,  AM(CL),FW",192,82,12(14),1265,4,2,7,1,1.3,71.7,2.2,-,6.49,Sevilla,2011/2012
"Deivid 35,  D(C),DMC",188,75,3(2),288,-,-,2,-,0.2,83.5,0.2,-,6.47,Sevilla,2011/2012
"Emiliano Armenteros 38,  AM(CLR)",179,78,4(9),456,-,-,1,-,0.6,71.6,0.5,-,6.44,Sevilla,2011/2012
"Papa Baba Diawara 36,  FW",182,76,2(9),391,3,-,-,-,1.6,71.1,0.5,-,6.42,Sevilla,2011/2012
"Tiberio Guarente 38,  DMC",180,67,0(3),28,-,-,1,-,1.3,86.4,-,-,6.4,Sevilla,2011/2012
"José Campaña 30,  M(CLR)",179,70,3(12),425,-,3,-,-,0.3,86.5,0.1,-,6.36,Sevilla,2011/2012
"Luis Alberto 31,  AM(CL),FW",182,70,0(5),76,-,-,-,-,1.4,78.7,-,-,6.28,Sevilla,2011/2012
"Alberto Moreno 31,  D(L),M(L)",171,65,0(1),11,-,-,-,-,-,100,-,-,6.19,Sevilla,2011/2012
"Hiroshi Ibusuki 33,  Forward",195,89,0(1),6,-,-,-,-,-,50,-,-,6.1,Sevilla,2011/2012
"Javi Martínez 35,  D(C),M(C)",192,86,30(1),2561,4,1,10,3,0.8,84.3,2.4,1,7.34,Athletic Bilbao,2011/2012
"Fernando Amorebieta 38,  D(CL)",192,85,27(1),2339,3,1,9,2,0.3,73.3,2.4,2,7.25,Athletic Bilbao,2011/2012
"Gorka Iraizoz 43,  GK",191,87,37,3330,-,-,-,-,-,73.3,0.2,-,7.08,Athletic Bilbao,2011/2012
"Ander Herrera 34,  M(C)",182,71,25(7),2163,1,7,10,-,1.2,81.1,0.5,2,7.05,Athletic Bilbao,2011/2012
"Fernando Llorente 39,  FW",193,90,24(8),2253,17,1,-,-,2.5,68,1.4,4,7.04,Athletic Bilbao,2011/2012
"Mikel San José 34,  D(C),DMC",188,78,15(9),1629,2,1,6,-,0.5,80,1,-,7,Athletic Bilbao,2011/2012
"Iker Muniain 31,  AM(CLR)",170,65,30(3),2665,2,2,6,-,1.3,83.1,0.1,1,6.98,Athletic Bilbao,2011/2012
"Markel Susaeta 36,  M(LR)",179,63,34(4),2997,6,7,4,-,1.5,80.5,0.4,1,6.95,Athletic Bilbao,2011/2012
"Óscar De Marcos 34,  D(LR),M(CR)",182,77,34,2926,4,4,9,1,1.4,77.7,0.6,1,6.91,Athletic Bilbao,2011/2012
"Jon Aurtenetxe 32,  D(CL)",182,82,30(1),2505,1,-,10,-,0.6,74.8,1.1,-,6.9,Athletic Bilbao,2011/2012
"Andoni Iraola 41,  D(R),M(CR)",182,75,32(3),2949,1,3,7,1,0.5,82.4,0.6,-,6.9,Athletic Bilbao,2011/2012
"Ander Iturraspe 35,  M(C)",187,80,31(4),2727,1,-,15,-,0.4,81.9,1.6,-,6.8,Athletic Bilbao,2011/2012
"Ekiza 36,  D(C)",180,73,13(8),1240,-,-,3,1,0.1,87.7,0.5,1,6.77,Athletic Bilbao,2011/2012
"Gurpegi 43,  D(C),M(C)",181,74,6(1),500,-,-,2,-,0.3,82.6,1.3,-,6.68,Athletic Bilbao,2011/2012
"Gaizka Toquero 39,  AM(R),FW",182,72,15(20),1540,4,6,7,-,1,60.5,1.2,1,6.6,Athletic Bilbao,2011/2012
"Jonás Ramalho 30,  D(CR)",181,68,1(1),49,-,-,-,-,-,71.4,1,-,6.59,Athletic Bilbao,2011/2012
"David López 41,  M(CR)",181,75,4(9),396,1,-,1,-,0.9,81.7,0.1,-,6.51,Athletic Bilbao,2011/2012
"Igor Gabilondo 45,  AM(CL),FW",185,78,8(8),743,2,-,-,-,0.8,75,0.9,-,6.51,Athletic Bilbao,2011/2012
"Raúl Fernández 36,  GK",195,92,2,180,-,-,1,-,-,83.3,-,-,6.49,Athletic Bilbao,2011/2012
"Ibai Gómez 34,  AM(LR)",177,72,7(12),879,-,2,1,-,1.6,78.1,0.1,-,6.46,Athletic Bilbao,2011/2012
"Iñigo Pérez 36,  D(L),M(CL)",178,74,14(8),1004,-,2,4,-,0.6,78.7,0.4,-,6.41,Athletic Bilbao,2011/2012
"Igor Martínez 34,  FW",169,68,0(2),37,-,-,-,-,0.5,70,-,-,6.19,Athletic Bilbao,2011/2012
"Míchel 38,  M(C)",183,72,19(3),1609,1,1,11,1,0.5,77.6,2.2,2,7.27,Getafe,2011/2012
"Juan Valera 39,  D(R)",184,76,30,2678,1,2,11,-,0.4,65.6,4.4,2,7.26,Getafe,2011/2012
"Cata Díaz 44,  D(C)",182,74,36,3240,-,-,10,-,0.3,75,0.7,1,7.07,Getafe,2011/2012
"Miguel Ángel Moyá 39,  GK",188,83,36,3240,-,-,2,-,-,61.1,0.3,2,7,Getafe,2011/2012
"Rubén Pérez 34,  M(C)",178,73,8(1),714,-,-,5,-,0.6,74.3,0.8,-,6.98,Getafe,2011/2012
"Álex Pérez 32,  Defender",191,88,1(1),121,-,-,-,-,-,76.5,-,-,6.98,Getafe,2011/2012
"Abdelaziz Barrada 34,  M(CR)",179,73,25(7),2171,4,1,4,1,0.9,71.7,0.8,2,6.9,Getafe,2011/2012
"Mehdi Lacen 39,  M(C)",176,74,26(7),2421,1,1,5,1,0.5,77.6,1.1,-,6.89,Getafe,2011/2012
"Tsepo Masilela 38,  D(C)",175,70,11(2),1007,-,-,5,-,-,78.5,1.1,-,6.86,Getafe,2011/2012
"Mané 42,  D(L)",175,68,21(1),1744,-,1,5,-,0.6,70.5,0.5,-,6.85,Getafe,2011/2012
"Alberto Lopo 43,  D(C)",186,82,14(2),1273,-,-,6,2,0.4,76.2,1.8,1,6.8,Getafe,2011/2012
"Jaime Gavilán 38,  AM(L)",177,71,13(4),1031,1,4,1,-,0.9,74.7,0.6,2,6.8,Getafe,2011/2012
"Juan Rodríguez 41,  M(C)",185,72,10(7),902,-,-,5,-,0.3,73.4,2.6,-,6.79,Getafe,2011/2012
"Miguel Torres 38,  D(CLR)",185,81,18(5),1629,1,1,8,1,0.1,69.7,1.3,-,6.78,Getafe,2011/2012
"Álvaro Arroyo 35,  D(R)",180,71,3(1),254,-,-,-,-,-,64.6,1,-,6.77,Getafe,2011/2012
"Alexis Ruano 38,  D(CLR)",182,75,11(1),991,1,-,3,-,0.8,78.5,1.7,-,6.76,Getafe,2011/2012
"Miku Fedor 38,  FW",185,91,33(5),2929,12,2,4,1,1.6,69,1.6,2,6.72,Getafe,2011/2012
"Diego Castro 41,  M(CLR)",174,71,25(6),2226,7,1,6,-,1.2,72.2,0.2,1,6.71,Getafe,2011/2012
"Rafa 38,  D(CL)",183,72,9(4),798,-,-,5,-,0.2,77.1,0.9,-,6.67,Getafe,2011/2012
"Pedro Ríos 42,  M(R)",175,72,17(5),1368,2,3,6,-,1,63.5,0.5,1,6.67,Getafe,2011/2012
"Jordi Codina 41,  GK",189,81,2,180,-,-,-,-,-,52.6,-,-,6.55,Getafe,2011/2012
"Pedro León 37,  M(LR)",183,70,6(7),616,1,1,4,-,1.7,60.5,0.8,-,6.49,Getafe,2011/2012
"Casquero 48,  D(C),M(CR),FW",180,73,19(9),1695,1,-,8,-,0.9,77.1,0.3,-,6.46,Getafe,2011/2012
"Dani Güiza 43,  AM(L),FW",183,78,15(17),1504,3,2,8,-,1.1,67.9,0.3,-,6.38,Getafe,2011/2012
"Pablo Sarabia 31,  D(L),M(CLR),FW",174,70,10(9),914,-,1,3,1,1.2,65.8,0.2,-,6.33,Getafe,2011/2012
"Adrián Colunga 39,  AM(LR),FW",169,64,0(4),110,-,-,-,-,1,70.8,-,-,6.15,Getafe,2011/2012
"Javier Arizmendi 40,  M(CLR)",189,76,0(3),52,-,-,1,-,-,52.9,0.3,-,6.08,Getafe,2011/2012
"Samu Sáiz 33,  AM(CL)",174,68,0(1),12,-,-,-,-,-,100,-,-,6.07,Getafe,2011/2012
"Hugo Fraile 36,  Midfielder",176,73,0(1),12,-,-,-,-,1,50,-,-,6.05,Getafe,2011/2012
"David Zurutuza 37,  M(CL)",186,79,30(3),2530,3,2,4,-,0.9,80.3,1.7,1,7.32,Real Sociedad,2011/2012
"Asier Illarramendi 34,  M(C)",179,75,16(2),1411,-,1,3,1,1,79.8,0.8,-,7.29,Real Sociedad,2011/2012
"Carlos Martínez 37,  D(R)",189,79,19(2),1687,-,2,2,1,0.2,68.1,0.8,1,7.28,Real Sociedad,2011/2012
"Antoine Griezmann 32,  AM(CLR),FW",176,73,28(7),2621,7,4,5,-,2.7,73,0.9,5,7.21,Real Sociedad,2011/2012
"Ion Ansotegi 41,  D(C)",192,84,9(1),833,-,-,2,-,0.5,75.9,1.8,-,7.15,Real Sociedad,2011/2012
"Gorka Elustondo 36,  D(C),M(C)",184,79,16(1),1412,1,2,2,2,1.1,77.7,1.5,1,7.14,Real Sociedad,2011/2012
"Alberto de la Bella 38,  D(L)",182,79,21,1818,-,2,4,-,0.2,78.7,0.8,1,7.1,Real Sociedad,2011/2012
"Carlos Vela 35,  M(CLR),FW",177,77,28(7),2488,12,7,2,-,2.3,79.7,0.4,2,7.09,Real Sociedad,2011/2012
"Mikel González 38,  D(C)",190,78,25(3),2206,1,-,7,1,0.1,78.7,0.7,1,7.07,Real Sociedad,2011/2012
"Daniel Estrada 37,  D(R)",179,74,25(4),2263,2,1,8,-,0.4,72.7,1.2,2,7.07,Real Sociedad,2011/2012
"Xabi Prieto 40,  M(CLR)",187,76,25(9),2295,2,5,1,-,0.6,77.1,2.8,1,7,Real Sociedad,2011/2012
"Claudio Bravo 40,  GK",184,80,37,3330,-,-,1,1,-,57,0.2,2,7,Real Sociedad,2011/2012
"Iñigo Martínez 32,  D(C)",182,76,26,2203,3,-,8,2,0.5,75.3,1.5,-,6.96,Real Sociedad,2011/2012
"Vadim Demidov 37,  D(C)",185,80,20(3),1836,-,1,5,-,0.2,76.6,0.8,-,6.88,Real Sociedad,2011/2012
"Liassine Cadamuro 36,  D(CL)",188,81,13(6),1223,-,-,6,-,0.3,73.7,1.2,1,6.82,Real Sociedad,2011/2012
"Mikel Aranburu 45,  D(C),M(CR),FW",180,70,26(3),2165,2,2,3,-,0.8,78,0.6,1,6.8,Real Sociedad,2011/2012
"McDonald Mariga 36,  DMC",188,86,10(4),951,-,-,1,-,1,79.4,0.5,-,6.79,Real Sociedad,2011/2012
"Markel Bergara 37,  M(C)",180,74,9(2),702,-,-,4,-,0.2,77,1.3,-,6.74,Real Sociedad,2011/2012
"Imanol Agirretxe 37,  FW",187,78,27(9),2211,10,4,1,-,2.3,65.3,1.5,2,6.73,Real Sociedad,2011/2012
"Eñaut Zubikarai 40,  GK",185,84,2,91,-,-,1,-,-,68.4,-,-,6.71,Real Sociedad,2011/2012
"Rubén Pardo 31,  M(C)",181,69,2(13),338,1,-,-,-,0.4,78.7,-,1,6.46,Real Sociedad,2011/2012
"Diego Ifrán 36,  FW",174,74,4(12),474,1,-,4,-,1.4,60.8,0.4,-,6.3,Real Sociedad,2011/2012
"Jeffrey Sarpong 35,  AM(CLR)",176,67,1(2),87,-,-,-,-,-,85.7,-,-,6.19,Real Sociedad,2011/2012
"Joseba Llorente 44,  FW",184,72,2(16),359,-,-,4,-,0.7,64.5,0.1,-,6.04,Real Sociedad,2011/2012
"Nacho 43,  D(L)",176,70,37,3317,1,-,8,-,0.1,73.1,1.8,4,7.42,Real Betis,2011/2012
"Beñat Etxebarria 37,  M(C)",176,75,30(5),2648,6,5,11,-,2.2,81.4,0.2,4,7.23,Real Betis,2011/2012
"Jefferson Montero 34,  M(L)",173,70,26(6),2052,1,3,2,-,1.9,70.8,0.4,2,7.17,Real Betis,2011/2012
"Iriney 42,  DMC",179,70,30(1),2549,-,-,12,-,0.7,86.4,0.9,1,7.05,Real Betis,2011/2012
"Casto 41,  GK",181,77,22,1959,-,-,3,1,-,63.1,0.5,2,7.04,Real Betis,2011/2012
"Fabri 36,  GK",184,79,15,1350,-,-,3,-,-,49,0.5,1,7.04,Real Betis,2011/2012
"Rubén Castro 42,  AM(LR),FW",169,68,33(1),2959,16,5,5,-,3,75.6,0.1,2,7.03,Real Betis,2011/2012
"Antonio Amaya 40,  D(C)",192,86,9(3),936,-,-,4,-,0.2,80.2,2.3,-,7.01,Real Betis,2011/2012
"Ustaritz Aldekoaotalora 41,  D(CL),DMC",183,77,6(1),514,-,-,-,-,0.4,82.8,0.9,-,6.97,Real Betis,2011/2012
"Chechu Dorado 41,  D(C)",180,70,32(1),2892,1,-,5,1,0.3,80.7,0.6,1,6.96,Real Betis,2011/2012
"José Cañas 36,  DMC",177,69,17(5),1597,-,-,6,-,0.4,83.1,1.6,-,6.95,Real Betis,2011/2012
"Paulao 41,  D(C)",186,82,17,1494,-,-,4,-,0.5,86.7,1.9,-,6.94,Real Betis,2011/2012
"Nono 30,  DMC",176,71,1(1),99,-,-,1,-,1.5,86.5,1,-,6.94,Real Betis,2011/2012
"Javi Chica 38,  D(LR)",175,78,14(1),1237,-,2,3,-,0.3,74.3,0.7,-,6.92,Real Betis,2011/2012
"Roque Santa Cruz 42,  FW",191,93,20(13),1960,7,1,2,-,1.2,70.7,2.8,1,6.89,Real Betis,2011/2012
"Isidoro 37,  D(R)",180,71,10(1),893,-,-,4,-,0.4,73.5,0.5,-,6.85,Real Betis,2011/2012
"Mario Álvarez 42,  D(C)",178,75,12,904,-,-,4,3,0.2,79.6,1.2,-,6.78,Real Betis,2011/2012
"Nélson 40,  D(R)",171,64,14,1212,1,-,2,-,0.4,78.8,0.1,-,6.75,Real Betis,2011/2012
"Jonathan Pereira 36,  FW",167,61,14(17),1449,4,6,8,-,1.3,70.7,0.1,-,6.73,Real Betis,2011/2012
"Alejandro Pozuelo 32,  M(CLR),FW",170,75,10(8),1032,2,2,-,1,1.3,80.2,0.4,-,6.68,Real Betis,2011/2012
"Salva Sevilla 39,  M(CL)",178,71,19(7),1459,2,2,6,-,1.5,82.9,0.2,-,6.61,Real Betis,2011/2012
"Juanma Gómez 42,  D(C)",176,72,8(6),781,-,1,2,-,0.4,82.2,0.4,-,6.58,Real Betis,2011/2012
"Álvaro Vadillo 29,  AM(LR)",180,69,2(2),112,-,-,-,-,0.5,76.2,0.5,-,6.58,Real Betis,2011/2012
"Álex Martínez 33,  D(L)",176,67,1(2),116,-,-,-,-,0.7,83.3,0.3,-,6.57,Real Betis,2011/2012
"Jorge Molina 41,  FW",188,72,14(12),1275,6,1,2,1,1.4,71.2,0.9,-,6.53,Real Betis,2011/2012
"Iñaki Goitia 42,  Goalkeeper",188,79,1(1),109,-,-,-,-,-,58.1,-,-,6.5,Real Betis,2011/2012
"Dusko Tosic 39,  D(CL)",185,80,0(1),36,-,-,-,-,-,72.2,1,-,6.49,Real Betis,2011/2012
"Matilla 35,  DMC",176,72,4(10),379,-,-,2,-,0.1,86.2,0.1,-,6.35,Real Betis,2011/2012
"Momo 41,  AM(LR)",178,68,0(2),22,-,-,1,-,0.5,87.5,-,-,6.33,Real Betis,2011/2012
"Ezequiel 33,  Midfielder",169,59,0(4),99,-,-,1,-,0.5,68.4,-,-,6.17,Real Betis,2011/2012
"Sergio Rodríguez 31,  Midfielder",169,65,0(3),114,-,-,-,-,0.7,81.8,-,-,6,Real Betis,2011/2012
"Javi López 38,  D(R),DMC",180,76,26(3),2286,1,3,10,1,0.6,76.1,1.5,2,7.24,Espanyol,2011/2012
"Raúl Rodríguez 36,  D(CR),DMC",183,70,28,2437,-,-,6,-,0.5,81.1,1.4,3,7.19,Espanyol,2011/2012
"Ernesto Galán 37,  D(R),DMC",181,79,11,952,-,-,2,1,0.4,72.9,1.5,-,7.16,Espanyol,2011/2012
"Dídac Vilá 34,  D(L),M(L)",185,74,37,3330,2,2,9,-,0.7,65.8,1,-,7.12,Espanyol,2011/2012
"Kiko Casilla 37,  GK",190,86,15(1),1359,-,-,2,-,0.1,59.7,0.7,2,7.07,Espanyol,2011/2012
"Sergio García 40,  M(CLR),FW",174,72,21(3),1773,5,8,7,-,3,73.8,0.2,2,7.06,Espanyol,2011/2012
"Joan Verdú 40,  M(CR)",178,71,36,3134,5,5,6,-,1.9,83.7,0.1,1,7.01,Espanyol,2011/2012
"Philippe Coutinho 31,  M(CLR)",172,68,14(2),1189,5,1,2,1,2.5,76.9,0.4,-,6.96,Espanyol,2011/2012
"Héctor Moreno 36,  D(CL)",186,76,35,3150,3,1,9,-,0.3,82.3,1.1,1,6.95,Espanyol,2011/2012
"Romaric 40,  D(C),M(C)",187,88,22(6),1893,3,1,7,-,2.1,82.7,1.3,3,6.93,Espanyol,2011/2012
"Kalu Uche 41,  FW",180,79,11(4),911,6,1,1,-,2.2,69.3,1.7,1,6.91,Espanyol,2011/2012
"Cristian Álvarez 38,  GK",186,83,23,2061,-,-,3,-,-,65.3,0.3,-,6.89,Espanyol,2011/2012
"Víctor Sánchez 36,  D(LR),M(CL)",174,72,5(1),459,-,1,3,-,0.2,84.6,0.5,-,6.85,Espanyol,2011/2012
"Javi Márquez 37,  M(C)",174,71,8(1),599,-,-,5,-,1.6,78.5,0.8,-,6.8,Espanyol,2011/2012
"Juan Forlín 36,  D(C),M(C)",179,74,26(2),2261,-,1,12,2,0.1,75.3,1.2,-,6.76,Espanyol,2011/2012
"Vladimír Weiss 34,  M(CLR)",173,71,19(9),1805,2,3,13,-,0.9,77.3,-,-,6.74,Espanyol,2011/2012
"Thievy Bifouma 31,  AM(CLR),FW",180,74,11(8),1151,1,3,5,-,1.1,79.6,0.5,-,6.72,Espanyol,2011/2012
"Raúl Baena 35,  M(C)",181,72,22(10),2136,1,1,9,-,0.4,85.6,0.7,-,6.62,Espanyol,2011/2012
"Juan Ángel Albín 37,  AM(C),FW",179,77,2(4),164,1,-,1,-,0.8,76.8,0.5,-,6.47,Espanyol,2011/2012
"Jordi Amat 31,  D(CL),DMC",185,83,8(2),725,-,-,4,1,-,75,0.2,-,6.42,Espanyol,2011/2012
"Cristian Gómez 34,  M(C)",181,75,10(9),906,1,-,5,-,0.2,87,0.2,-,6.36,Espanyol,2011/2012
"Álvaro Vázquez 32,  FW",182,75,19(9),1621,5,1,2,-,1.4,71.3,0.2,-,6.35,Espanyol,2011/2012
"Rui Fonte 33,  M(R),FW",181,73,7(12),719,1,1,2,-,0.8,78.1,0.4,-,6.31,Espanyol,2011/2012
"Luis García 43,  M(CR),FW",178,69,1,60,-,-,-,-,1,47.6,-,-,6.29,Espanyol,2011/2012
"Jesús Dátolo 39,  M(CL)",179,77,2(3),238,-,-,1,-,-,80.5,0.2,-,6.26,Espanyol,2011/2012
"Walter Pandiani 47,  AM(L),FW",185,75,0(16),269,3,1,3,1,0.6,67.3,0.4,-,6.21,Espanyol,2011/2012
"Paul Quaye 28,  Midfielder",178,76,0(1),3,-,-,-,-,-,100,-,-,6.19,Espanyol,2011/2012
"Bácari 36,  Forward",178,77,0(1),5,-,-,-,-,-,50,-,-,6.03,Espanyol,2011/2012
"Cristian Alfonso 34,  Midfielder",183,77,0(5),48,-,-,-,-,0.4,93.1,-,-,6,Espanyol,2011/2012
"Javi Fuego 40,  M(C)",181,76,31,2743,-,-,8,-,0.4,76.1,1.6,3,7.48,Rayo Vallecano,2011/2012
"Emiliano Armenteros 38,  AM(CLR)",179,78,12(1),996,2,2,1,-,1.2,69.5,1.7,1,7.47,Rayo Vallecano,2011/2012
"Michu 37,  AM(C),FW",191,76,37,3285,15,3,9,1,2.4,68.4,4.1,1,7.24,Rayo Vallecano,2011/2012
"Diego Costa 35,  FW",188,83,15(1),1320,10,4,9,-,2.8,70.1,1.2,2,7.18,Rayo Vallecano,2011/2012
"Casado 37,  D(L)",173,72,32,2776,-,2,16,1,0.5,67.6,1,1,7.12,Rayo Vallecano,2011/2012
"Jordi Figueras 36,  D(C)",185,82,17,1530,-,-,6,-,0.3,75.3,0.8,1,7.04,Rayo Vallecano,2011/2012
"Piti 42,  M(CLR)",174,69,29(6),2404,3,4,5,-,2.3,70.8,0.6,1,7.03,Rayo Vallecano,2011/2012
"Alejandro Arribas 34,  D(C)",182,76,34,2997,1,1,17,-,0.5,68.6,1.3,3,6.95,Rayo Vallecano,2011/2012
"Tito 38,  D(CLR)",175,64,36,3163,1,1,12,-,0.3,69.5,1.4,-,6.94,Rayo Vallecano,2011/2012
"Roberto Trashorras 43,  M(C)",179,71,18(11),1674,2,4,4,-,1.4,79.2,0.3,-,6.87,Rayo Vallecano,2011/2012
"Pedro Botelho 34,  D(L)",188,80,8(3),718,1,1,4,1,0.4,68.9,0.5,1,6.83,Rayo Vallecano,2011/2012
"Joel Robles 33,  GK",195,78,13,1170,-,1,-,-,-,53.5,0.2,-,6.79,Rayo Vallecano,2011/2012
"Dani Giménez 40,  GK",185,81,11,956,-,-,1,-,-,55.6,0.6,1,6.79,Rayo Vallecano,2011/2012
"José María Movilla 49,  M(C)",170,71,36(2),2831,2,3,4,-,0.7,77.9,0.2,-,6.74,Rayo Vallecano,2011/2012
"Mikel Labaka 43,  D(C)",185,79,12(1),986,1,-,-,1,0.8,71,2.8,-,6.72,Rayo Vallecano,2011/2012
"Jorge Pulido 32,  D(CR)",186,72,13(1),1132,-,-,8,-,0.1,72.4,0.9,-,6.62,Rayo Vallecano,2011/2012
"Raúl Tamudo 46,  AM(L)",180,74,17(15),1625,9,2,6,-,1.5,70.2,0.7,-,6.55,Rayo Vallecano,2011/2012
"David Cobeño 41,  GK",185,82,14(1),1295,-,-,1,-,-,63.2,0.1,1,6.54,Rayo Vallecano,2011/2012
"Alberto Perea 33,  AM(LR)",177,74,0(1),10,-,-,-,-,1,42.9,-,-,6.5,Rayo Vallecano,2011/2012
"Lass Bangoura 31,  M(LR)",174,68,15(13),1556,3,4,8,-,1.2,69,0.3,-,6.5,Rayo Vallecano,2011/2012
"Raúl Bravo 42,  D(C)",170,69,5(1),398,-,-,-,-,0.5,74.8,1,-,6.47,Rayo Vallecano,2011/2012
"Rafa García 38,  Midfielder",188,84,1(3),151,-,-,1,-,0.3,76.6,0.8,-,6.4,Rayo Vallecano,2011/2012
"Míchel 48,  FW",174,66,2(7),236,-,1,-,-,0.2,82.6,-,-,6.33,Rayo Vallecano,2011/2012
"Pape Maly Diamanka 34,  Midfielder",182,72,2(5),290,-,-,2,-,0.3,74.6,0.4,-,6.3,Rayo Vallecano,2011/2012
"Rayco García 36,  Forward",173,64,1(5),212,-,-,1,-,0.3,74.4,0.5,-,6.29,Rayo Vallecano,2011/2012
"Andrija Delibasic 42,  FW",187,84,5(14),611,1,-,3,-,0.6,72.7,0.8,-,6.25,Rayo Vallecano,2011/2012
"Koke 40,  Forward",180,80,0(5),131,1,-,-,-,0.4,75.6,0.2,-,6.25,Rayo Vallecano,2011/2012
"Dani Pacheco 33,  Forward",170,70,0(11),266,-,-,-,-,0.6,79.2,-,-,6.25,Rayo Vallecano,2011/2012
"Diego Benito 35,  Midfielder",174,69,0(4),33,-,-,-,-,0.8,66.7,-,-,6.06,Rayo Vallecano,2011/2012
"Néstor Susaeta 39,  Midfielder",178,74,0(2),16,-,-,-,-,-,100,-,-,6.03,Rayo Vallecano,2011/2012
"Aitor Núñez 36,  D(R)",176,70,0(1),61,-,-,-,-,-,70,-,-,6,Rayo Vallecano,2011/2012
"Rober Correa 31,  D(R)",180,71,2,93,-,-,1,-,-,46.2,-,-,5.92,Rayo Vallecano,2011/2012
"Apoño 40,  M(C)",173,72,16(1),1383,5,1,4,-,1.6,75,1.1,1,7.29,Real Zaragoza,2011/2012
"Leonardo Ponzio 42,  M(C)",178,75,16,1393,1,1,5,-,1.3,70.4,1.6,-,7.29,Real Zaragoza,2011/2012
"Pablo Álvarez 39,  D(CLR)",178,80,15,1282,-,-,6,1,0.8,69.2,1.3,-,7.1,Real Zaragoza,2011/2012
"Paulo Da Silva 44,  D(C)",180,76,27(2),2468,1,-,4,-,0.3,70.8,2,2,7.09,Real Zaragoza,2011/2012
"Ádám Pintér 35,  D(C),M(C)",191,76,14(3),1258,-,-,6,-,0.7,75.5,1.8,1,7.07,Real Zaragoza,2011/2012
"Javier Paredes 41,  D(C)",175,73,32,2776,-,-,16,-,0.2,67.9,1.2,2,7.04,Real Zaragoza,2011/2012
"Ivan Obradovic 35,  D(L)",181,74,13(4),1176,-,-,1,-,0.6,75.3,1.1,1,6.96,Real Zaragoza,2011/2012
"Roberto Jiménez 38,  GK",192,94,38,3420,-,-,4,-,-,40.9,0.1,2,6.94,Real Zaragoza,2011/2012
"Efraín Juárez 36,  DMC",176,62,15,1305,1,1,6,-,0.1,71.1,0.9,-,6.92,Real Zaragoza,2011/2012
"Abraham Minero 38,  D(L)",175,71,17(5),1427,1,1,3,1,0.4,77.4,0.7,2,6.89,Real Zaragoza,2011/2012
"Ángel Lafita 39,  M(CLR),FW",187,73,29(8),2717,3,4,8,-,1.6,69.8,1.5,1,6.82,Real Zaragoza,2011/2012
"David Mateos 36,  D(C)",191,82,13(1),1098,-,1,6,-,0.4,64.6,1.6,1,6.79,Real Zaragoza,2011/2012
"Franco Zuculini 33,  M(CR)",176,70,11(10),1012,-,3,4,1,1,83.3,0.6,-,6.76,Real Zaragoza,2011/2012
