Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Cani 42,  M(CLR)",180,75,0(4),68,-,-,1,-,-,65.6,0.3,-,6.08,Atletico Madrid,2014/2015
"Héctor Hernández 28,  FW",180,73,0(1),16,-,-,-,-,-,66.7,1,-,6.03,Atletico Madrid,2014/2015
"Lucas Hernández 28,  D(CL)",184,79,0(1),2,-,-,-,-,-,66.7,-,-,6,Atletico Madrid,2014/2015
"Alessio Cerci 36,  M(R),FW",178,78,0(6),114,-,-,-,1,1,91.2,0.2,-,5.92,Atletico Madrid,2014/2015
"Nicolás Otamendi 36,  D(C)",183,81,35,3098,6,-,9,1,0.6,80.2,3.5,7,7.58,Valencia,2014/2015
"Dani Parejo 34,  M(C)",182,74,33(1),2929,12,5,13,1,1.6,84.4,0.9,4,7.37,Valencia,2014/2015
"Pablo Piatti 34,  M(CLR)",163,63,26(2),1913,7,6,2,-,1.1,77.2,0.6,3,7.26,Valencia,2014/2015
"Rúben Vezo 29,  D(CR)",182,80,6(1),554,-,-,-,-,0.4,79.7,3.3,1,7.24,Valencia,2014/2015
"Shkodran Mustafi 31,  D(CR)",184,82,33,2915,4,-,8,-,0.6,79.6,2.8,2,7.23,Valencia,2014/2015
"José Gayà 28,  D(L),M(L)",172,66,32(3),2921,1,6,10,-,0.6,79.9,0.8,1,7.2,Valencia,2014/2015
"Javi Fuego 40,  M(C)",181,76,34(1),3005,3,1,8,1,0.3,83.4,0.9,-,7.06,Valencia,2014/2015
"Antonio Barragán 36,  D(CR),M(R)",182,76,32(2),2846,1,2,8,-,0.1,81.4,1.1,-,7.01,Valencia,2014/2015
"Sofiane Féghouli 34,  M(CR)",177,75,20(13),1934,6,6,5,-,1,74,1,3,6.98,Valencia,2014/2015
"André Gomes 30,  M(CLR)",188,84,31(2),2559,4,1,8,1,1.2,79.2,2.2,-,6.91,Valencia,2014/2015
"Paco Alcácer 30,  AM(R),FW",175,72,26(6),2174,11,5,2,1,1.9,69,0.8,3,6.87,Valencia,2014/2015
"Enzo Pérez 38,  M(CR)",178,77,12(2),1036,-,1,7,-,0.4,85,1.1,-,6.84,Valencia,2014/2015
"Diego Alves 38,  GK",190,90,37,3312,-,-,4,-,-,52.7,0.5,1,6.83,Valencia,2014/2015
"Lucas Orbán 35,  D(CL)",184,76,8(14),889,1,1,4,-,-,75.1,1.2,3,6.78,Valencia,2014/2015
"Rodrigo 33,  M(CLR),FW",182,77,24(7),2087,3,4,5,2,1.7,72,0.9,-,6.78,Valencia,2014/2015
"Álvaro Negredo 38,  FW",186,71,14(16),1532,5,4,4,-,1.8,63.7,3.2,1,6.77,Valencia,2014/2015
"Bruno Zuculini 30,  DMC",182,74,0(1),45,-,-,-,-,-,76.9,4,-,6.61,Valencia,2014/2015
"João Cancelo 29,  D(LR),M(R)",182,74,5(5),515,-,-,1,1,0.4,77.2,0.8,-,6.58,Valencia,2014/2015
"Carles Gil 31,  AM(CR),FW",171,65,2(6),267,1,1,-,-,0.4,90.7,0.3,-,6.56,Valencia,2014/2015
"Rodrigo De Paul 29,  AM(CLR),FW",180,70,6(19),717,1,4,3,1,0.9,75,0.1,-,6.48,Valencia,2014/2015
"Filipe Augusto 30,  DMC",182,78,1(5),142,-,-,2,-,0.5,85.7,0.3,-,6.29,Valencia,2014/2015
"Rober Ibáñez 30,  AM(R)",175,67,0(4),39,-,-,-,-,0.3,89.3,0.3,-,6.18,Valencia,2014/2015
"Tropi 28,  Midfielder",173,69,0(1),1,-,-,-,-,-,-,-,-,6,Valencia,2014/2015
"Yoel Rodríguez 35,  GK",186,78,1(1),108,-,-,-,-,-,60.9,0.5,-,5.78,Valencia,2014/2015
"Iborra 36,  M(C)",190,80,24(2),2026,7,1,7,-,1.5,74.2,4.6,3,7.32,Sevilla,2014/2015
"Grzegorz Krychowiak 34,  D(C),M(C)",186,82,31(1),2717,2,1,13,1,1.1,80.8,3.4,4,7.3,Sevilla,2014/2015
"José Antonio Reyes 40,  M(CLR)",176,72,15(4),1227,3,4,5,-,1.6,69.8,0.8,1,7.25,Sevilla,2014/2015
"Nicolás Pareja 40,  D(C)",181,75,26,2280,1,1,6,-,0.3,77.6,2.2,2,7.16,Sevilla,2014/2015
"Coke 36,  D(CLR),M(R)",182,78,21(1),1818,2,3,6,-,0.9,73.6,1.3,2,7.04,Sevilla,2014/2015
"Carlos Bacca 37,  FW",181,77,31(6),2568,20,6,4,-,1.9,67.5,1.1,4,7.01,Sevilla,2014/2015
"Éver Banega 35,  M(C)",176,78,23(11),2199,3,3,11,-,1,82.5,0.2,1,7,Sevilla,2014/2015
"Fernando Navarro 41,  D(CL)",177,70,15(4),1375,-,-,3,-,0.5,76.8,1,1,6.95,Sevilla,2014/2015
"Benoît Trémoulinas 38,  D(L),M(L)",173,65,18(2),1640,-,4,5,-,0.4,74.7,0.7,1,6.94,Sevilla,2014/2015
"Aleix Vidal 34,  D(R),M(LR)",177,70,22(9),2167,4,5,8,-,0.6,74.4,0.5,1,6.93,Sevilla,2014/2015
"Vitolo 34,  M(CLR),FW",185,80,25(3),2091,6,3,6,-,1.1,81.4,0.7,2,6.91,Sevilla,2014/2015
"Daniel Carriço 35,  D(C),DMC",180,79,28,2517,1,-,8,1,0.5,81.7,1.9,1,6.88,Sevilla,2014/2015
"Sergio Rico 30,  GK",195,90,19(2),1810,-,-,2,-,-,51.6,0.7,-,6.86,Sevilla,2014/2015
"Alejandro Arribas 34,  D(C)",182,76,10(1),866,-,1,4,-,0.4,77.2,2.2,-,6.85,Sevilla,2014/2015
"Stéphane Mbia 37,  D(C),M(C)",189,82,17(6),1462,4,-,9,-,1,81.5,2.3,-,6.83,Sevilla,2014/2015
"Gerard Deulofeu 30,  AM(CLR),FW",177,73,10(7),783,1,5,-,-,0.9,72.2,0.1,-,6.71,Sevilla,2014/2015
"Timothée Kolodziejczak 32,  D(CL),M(L)",185,75,18,1576,1,-,3,-,0.2,81.4,0.6,-,6.71,Sevilla,2014/2015
"Denis Suárez 30,  M(CLR)",176,69,16(15),1611,2,4,2,-,1,80.2,0.3,-,6.6,Sevilla,2014/2015
"Kevin Gameiro 36,  AM(C),FW",172,70,7(19),934,8,2,-,-,1.2,74.3,0.4,-,6.55,Sevilla,2014/2015
"Iago Aspas 36,  AM(CR),FW",176,67,4(12),445,2,1,2,-,0.9,70.6,0.6,1,6.55,Sevilla,2014/2015
"Diogo Figueiras 33,  D(LR),M(R)",168,64,19(5),1840,1,2,7,-,0.8,75.9,0.3,-,6.46,Sevilla,2014/2015
"Beto 41,  GK",182,81,18,1449,-,-,4,-,-,55.3,0.2,-,6.45,Sevilla,2014/2015
"Mariano Barbosa 39,  GK",188,79,1(1),162,-,-,-,-,-,68,1.5,-,6.37,Sevilla,2014/2015
"Carlos Fernández 27,  AM(C),FW",185,72,0(1),7,-,-,-,-,-,75,-,-,6.02,Sevilla,2014/2015
"Juan Muñoz 28,  Forward",179,72,0(1),34,-,-,-,-,-,57.1,-,-,5.99,Sevilla,2014/2015
"Luismi 31,  Midfielder",180,73,0(1),10,-,-,1,-,-,90.9,-,-,5.81,Sevilla,2014/2015
"Bruno Soriano 39,  M(C)",184,73,23(1),2087,2,1,3,-,1,82.5,2.5,1,7.43,Villarreal,2014/2015
"Denis Cheryshev 33,  AM(L),FW",179,74,18(8),1693,4,9,7,-,2.5,69.1,2.1,5,7.36,Villarreal,2014/2015
"Adrián Marín 27,  D(L),M(L)",181,73,4,346,-,-,1,-,0.3,79.8,0.8,-,7.24,Villarreal,2014/2015
"Víctor Ruiz 35,  D(C)",184,95,24(1),2205,-,2,5,-,0.3,78.8,3,1,7.18,Villarreal,2014/2015
"Mateo Musacchio 33,  D(C)",180,73,12(2),1135,3,-,2,-,0.4,78.5,1.9,-,7.17,Villarreal,2014/2015
"Gabriel Paulista 33,  D(CR)",185,72,18(1),1607,-,-,4,-,0.7,84.4,2.5,-,7.1,Villarreal,2014/2015
"Eric Bailly 29,  D(CR)",187,77,10,829,-,-,5,-,0.2,83.9,2,2,7.1,Villarreal,2014/2015
"Mario Gaspar 33,  D(CR),M(R)",182,74,31(3),2835,3,2,5,-,1,72.9,0.9,1,7.03,Villarreal,2014/2015
"Jaume Costa 36,  D(LR),M(L)",171,62,29(1),2431,1,-,8,1,0.6,75.8,0.8,1,6.95,Villarreal,2014/2015
"Sergio Asenjo 34,  GK",189,87,34,3055,-,-,1,-,-,42.1,0.6,-,6.93,Villarreal,2014/2015
"Joel Campbell 31,  AM(CLR),FW",178,71,16,1211,1,-,1,-,1.5,70.9,1.4,-,6.89,Villarreal,2014/2015
"Manu Trigueros 32,  M(CLR),FW",178,75,28(5),2428,1,1,9,-,1.2,78.8,0.9,-,6.87,Villarreal,2014/2015
"Sergio Marcos 32,  M(C)",178,68,5(2),481,-,-,-,-,0.4,77.5,0.7,-,6.84,Villarreal,2014/2015
"Tomás Pina 36,  M(C)",184,78,17(5),1450,-,3,4,1,0.6,78.4,2.2,1,6.81,Villarreal,2014/2015
"Luciano Vietto 30,  AM(CLR),FW",174,73,17(15),1895,12,2,5,-,2.4,72.8,0.3,1,6.8,Villarreal,2014/2015
"Ikechukwu Uche 40,  FW",172,70,19(4),1386,6,1,2,-,1.8,65.5,1.7,1,6.77,Villarreal,2014/2015
"Jonathan dos Santos 33,  M(CR)",172,74,17(11),1632,2,1,5,-,0.5,81.2,0.5,1,6.75,Villarreal,2014/2015
"Gerard Moreno 31,  AM(CR),FW",180,77,19(7),1617,7,3,2,-,1.6,71.3,1.8,2,6.75,Villarreal,2014/2015
"Espinosa González 31,  AM(CLR)",173,67,3(3),289,1,-,1,-,1,75.9,0.2,-,6.72,Villarreal,2014/2015
"Chechu Dorado 41,  D(C)",180,70,13(2),1151,-,-,3,-,0.1,80.5,1,-,6.65,Villarreal,2014/2015
"Moi Gómez 29,  M(CLR)",176,71,17(14),1613,4,4,6,-,0.9,79,0.4,1,6.6,Villarreal,2014/2015
"Cani 42,  M(CLR)",180,75,5(4),426,-,2,1,-,0.1,75.9,0.2,-,6.58,Villarreal,2014/2015
"Bojan Jokic 37,  D(CL),M(L)",176,77,6(1),552,-,-,2,-,0.1,72.5,1.9,-,6.57,Villarreal,2014/2015
"Antonio Rukavina 40,  D(LR),M(R)",177,74,15(6),1408,-,-,5,-,0.2,76.6,0.3,1,6.54,Villarreal,2014/2015
"Juan Carlos Sánchez 36,  GK",182,72,5(1),366,-,-,1,-,-,36.1,0.2,-,6.38,Villarreal,2014/2015
"Giovani dos Santos 34,  AM(CLR),FW",174,71,15(11),1389,1,3,5,-,1.5,75.4,0.2,-,6.37,Villarreal,2014/2015
"Alfonso Pedraza 27,  D(L),M(L)",184,73,0(2),42,-,-,1,-,0.5,63.6,0.5,-,6.12,Villarreal,2014/2015
"Aleix García 26,  DMC",173,68,0(1),12,-,-,-,-,2,72.7,-,-,5.96,Villarreal,2014/2015
"Fran Sol 32,  FW",181,77,0(2),17,-,-,-,-,1,60,-,-,5.88,Villarreal,2014/2015
"Aritz Aduriz 43,  FW",181,77,30(1),2586,18,4,12,-,2.8,59.5,6,5,7.37,Athletic Bilbao,2014/2015
"Aymeric Laporte 29,  D(CL)",189,86,33,2960,-,1,10,1,0.6,80.2,2.8,1,7.17,Athletic Bilbao,2014/2015
"Mikel San José 34,  D(C),DMC",188,78,23(5),2140,5,1,9,1,0.8,78,3.2,1,7.15,Athletic Bilbao,2014/2015
"Xabier Etxeita 36,  D(C)",186,78,22(2),1971,2,-,5,1,0.3,76.1,2,5,7.12,Athletic Bilbao,2014/2015
"Mikel Balenziaga 36,  D(L)",177,76,33,2921,-,-,9,-,0.3,71.7,1.5,-,6.99,Athletic Bilbao,2014/2015
"Iker Muniain 31,  AM(CLR)",170,65,25,2034,1,1,7,-,1.2,79.4,0.6,1,6.94,Athletic Bilbao,2014/2015
"Ander Iturraspe 35,  M(C)",187,80,20(5),1811,2,-,6,-,0.4,77.6,3.1,1,6.91,Athletic Bilbao,2014/2015
"Óscar De Marcos 34,  D(LR),M(CR)",182,77,32(3),2945,1,3,6,-,0.7,67.9,1.3,1,6.85,Athletic Bilbao,2014/2015
"Andoni Iraola 41,  D(R),M(CR)",182,75,16(6),1536,1,1,5,-,0.6,79.4,0.9,-,6.84,Athletic Bilbao,2014/2015
"Markel Susaeta 36,  M(LR)",179,63,20(11),1803,1,7,2,-,1,75.9,0.7,-,6.81,Athletic Bilbao,2014/2015
"Beñat Etxebarria 37,  M(C)",176,75,20(8),1712,2,2,4,-,0.9,80,0.5,2,6.79,Athletic Bilbao,2014/2015
"Mikel Rico 39,  M(C)",179,75,32(4),2796,3,2,3,-,0.9,76.8,0.8,-,6.72,Athletic Bilbao,2014/2015
"Gorka Iraizoz 43,  GK",191,87,34,3060,-,-,3,-,-,47.8,0.4,-,6.72,Athletic Bilbao,2014/2015
"Gurpegi 43,  D(C),M(C)",181,74,15(8),1431,1,-,7,-,0.2,79.3,1.8,-,6.7,Athletic Bilbao,2014/2015
"Jon Aurtenetxe 32,  D(CL)",182,82,3(1),286,-,-,-,-,0.5,69.2,1,-,6.69,Athletic Bilbao,2014/2015
"Iago Herrerín 36,  GK",187,88,4,360,-,-,-,-,-,53.3,1,-,6.68,Athletic Bilbao,2014/2015
"Iñaki Williams 29,  AM(CLR),FW",186,81,15(4),1310,1,1,1,-,1.6,66.6,1.2,-,6.63,Athletic Bilbao,2014/2015
"Ager Aketxe 30,  AM(C)",174,69,3(5),294,1,1,1,-,0.8,82.1,0.1,-,6.61,Athletic Bilbao,2014/2015
"Ibai Gómez 34,  AM(LR)",177,72,9(12),1007,1,2,2,-,1.5,76.8,0.4,1,6.55,Athletic Bilbao,2014/2015
"Unai Bustinza 32,  D(CR)",175,74,1(1),98,-,-,-,1,-,65.7,2,-,6.47,Athletic Bilbao,2014/2015
"Borja Viguera 36,  AM(L),FW",184,74,10(10),961,1,-,-,-,1.2,68.1,1.3,-,6.3,Athletic Bilbao,2014/2015
"Kike Sola 38,  FW",184,78,1(4),110,-,-,-,-,0.8,35.3,1,-,6.18,Athletic Bilbao,2014/2015
"Guillermo Fernández 30,  FW",180,70,5(9),554,-,-,2,-,1.1,56.1,2,-,6.14,Athletic Bilbao,2014/2015
"Unai López 28,  M(CR)",170,68,11(8),833,-,-,2,-,0.5,74,0.3,-,6.14,Athletic Bilbao,2014/2015
"Gaizka Toquero 39,  AM(R),FW",182,72,0(4),35,-,-,-,-,0.3,28.6,1.3,-,6.09,Athletic Bilbao,2014/2015
"Erik Morán 32,  DMC",187,74,1(1),55,-,-,-,-,0.5,91.3,-,-,6.09,Athletic Bilbao,2014/2015
"Nolito 37,  AM(CL)",175,65,32(4),2973,13,13,11,-,2.9,73.9,0.5,7,7.47,Celta Vigo,2014/2015
"David Costas 28,  D(C)",184,71,1,90,-,-,1,-,-,95.3,-,-,7.4,Celta Vigo,2014/2015
"Fabián Orellana 38,  AM(CLR)",170,64,34(1),2967,5,6,13,1,2,77.2,0.4,2,7.16,Celta Vigo,2014/2015
"Andreu Fontàs 34,  D(C),DMC",188,91,33(1),2984,-,-,7,1,0.4,82.6,1.8,2,7.06,Celta Vigo,2014/2015
"Gustavo Cabral 38,  D(C)",182,80,35,3083,1,-,9,1,0.5,85.7,2.3,-,6.99,Celta Vigo,2014/2015
"Augusto Fernández 37,  M(CR)",177,73,24(6),2114,1,-,11,-,1.2,86.7,1,3,6.98,Celta Vigo,2014/2015
"Michael Krohn-Dehli 40,  M(CLR)",171,70,35(1),3105,1,5,7,-,1.3,84.3,0.3,2,6.93,Celta Vigo,2014/2015
"Hugo Mallo 32,  D(CR),M(R)",173,69,27(1),2338,1,-,6,-,0.4,76.9,1.5,-,6.92,Celta Vigo,2014/2015
"Jonny Otto 30,  D(CLR),M(LR)",175,70,32(4),2964,-,1,9,-,0.3,84.3,1.2,1,6.91,Celta Vigo,2014/2015
"Joaquín Larrivey 39,  FW",185,81,26(9),2208,11,2,5,-,1.8,66.6,4.5,2,6.82,Celta Vigo,2014/2015
"Sergi Gómez 31,  D(CR)",185,80,14(8),1276,-,-,5,-,0.2,85.2,1.2,-,6.68,Celta Vigo,2014/2015
"Santi Mina 28,  AM(LR),FW",185,79,14(6),1158,7,1,6,-,1.7,74.4,0.9,-,6.67,Celta Vigo,2014/2015
"Rubén Blanco 28,  GK",188,70,0(1),68,-,-,-,-,-,22.2,-,-,6.64,Celta Vigo,2014/2015
"Carles Planas 33,  D(L),M(L)",173,76,10(1),816,-,1,3,1,0.4,77.3,1.2,-,6.62,Celta Vigo,2014/2015
"Nemanja Radoja 31,  DMC",186,77,23(5),2006,-,-,5,-,0.1,83,1.7,-,6.62,Celta Vigo,2014/2015
"Sergio Álvarez 37,  GK",180,75,38,3350,-,-,1,1,-,56,0.3,1,6.61,Celta Vigo,2014/2015
"Pablo Hernández 37,  M(C)",185,85,15(14),1343,2,1,5,-,0.9,72.6,2.7,-,6.59,Celta Vigo,2014/2015
"Álex López 36,  M(C)",177,71,12(13),1122,1,-,5,-,0.9,87,0.4,-,6.42,Celta Vigo,2014/2015
"Charles 39,  FW",179,76,12(16),1105,3,1,6,-,1,63.7,2,-,6.39,Celta Vigo,2014/2015
"Borja Fernández 28,  Midfielder",178,71,1(5),197,-,-,1,-,-,85.4,0.3,-,6.35,Celta Vigo,2014/2015
"Théo Bongonda 28,  AM(CLR)",177,73,0(8),129,1,1,-,-,0.1,72.9,-,-,6.13,Celta Vigo,2014/2015
"Borja Iglesias 31,  FW",187,86,0(1),11,-,-,-,-,-,100,-,-,6.12,Celta Vigo,2014/2015
"Lévy Madinda 31,  M(C)",182,77,0(5),53,-,-,1,-,0.2,81.5,-,-,6.06,Celta Vigo,2014/2015
"Ignacio Camacho 33,  D(C),M(C)",182,75,25,2206,2,2,11,-,0.8,75.1,4.7,3,7.41,Malaga,2014/2015
"Antunes 36,  D(L),M(L)",175,72,15,1323,1,2,1,1,1.3,67.2,0.5,-,7.12,Malaga,2014/2015
"Weligton 44,  D(C)",186,71,32,2747,-,1,13,2,0.2,78.9,1.9,3,6.96,Malaga,2014/2015
"Roberto Rosales 35,  D(R),M(R)",174,73,34,3041,-,3,7,-,0.6,73.6,0.9,-,6.94,Malaga,2014/2015
"Roque Santa Cruz 42,  FW",191,93,11(1),913,3,1,-,-,2.1,72.1,4.2,-,6.93,Malaga,2014/2015
