Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Héctor Herrera 33,  M(C)",185,80,8(8),681,-,1,2,-,0.4,90.1,0.9,-,6.59,Atletico Madrid,2020/2021
"Diego Costa 35,  FW",188,83,2(5),207,2,-,1,-,0.7,77.8,1.3,-,6.51,Atletico Madrid,2020/2021
"Geoffrey Kondogbia 31,  D(C),DMC",188,80,4(21),596,-,-,4,-,0.2,85.2,0.2,-,6.32,Atletico Madrid,2020/2021
"Lucas Torreira 28,  DMC",166,65,3(16),507,1,-,2,-,0.2,87.2,0.2,-,6.3,Atletico Madrid,2020/2021
"Vitolo 34,  M(CLR),FW",185,80,4(7),295,-,-,2,-,0.2,84.5,0.3,-,6.18,Atletico Madrid,2020/2021
"Moussa Dembélé 27,  FW",183,73,0(5),95,-,-,-,-,1.2,64.5,1,-,6.16,Atletico Madrid,2020/2021
"Ricard Sánchez 24,  D(R)",175,67,0(1),29,-,-,-,-,1,61.5,-,-,6.15,Atletico Madrid,2020/2021
"Karim Benzema 36,  FW",185,81,33(1),2902,23,9,2,-,3.6,84.6,0.8,8,7.57,Real Madrid,2020/2021
"Casemiro 32,  DMC",185,84,32(2),2903,6,4,9,1,1.4,83.9,3,4,7.36,Real Madrid,2020/2021
"Toni Kroos 34,  M(C)",183,76,24(4),2122,3,10,6,-,1.2,93.6,0.4,3,7.22,Real Madrid,2020/2021
"Lucas Vázquez 32,  D(R),M(R)",173,70,21(3),1851,2,5,3,-,0.9,87.7,0.4,2,7.2,Real Madrid,2020/2021
"Luka Modric 38,  M(C)",172,66,32(3),2744,5,3,4,-,1.3,88.1,0.5,5,7.15,Real Madrid,2020/2021
"Sergio Ramos 37,  D(CR)",184,82,15,1277,2,-,3,-,1.1,91.9,2,1,6.96,Real Madrid,2020/2021
"Dani Carvajal 32,  D(R)",173,73,11(2),952,-,2,5,-,0.7,84.7,1.1,-,6.93,Real Madrid,2020/2021
"Éder Militão 26,  D(CR)",186,78,13(1),1134,1,-,3,1,0.9,90.6,2.2,1,6.86,Real Madrid,2020/2021
"Raphaël Varane 30,  D(C)",191,81,31,2717,2,-,2,-,0.5,89.6,2.4,-,6.85,Real Madrid,2020/2021
"Ferland Mendy 28,  D(L),M(L)",180,73,24(2),2207,1,-,3,-,0.5,90.3,0.4,1,6.84,Real Madrid,2020/2021
"Nacho 34,  D(CLR)",180,76,22(2),2000,1,-,8,-,0.5,90.5,1.3,-,6.78,Real Madrid,2020/2021
"Federico Valverde 25,  M(CLR)",182,78,15(9),1333,3,1,-,-,0.9,89,0.4,1,6.78,Real Madrid,2020/2021
"Thibaut Courtois 31,  GK",200,96,38,3420,-,-,-,-,-,78.3,0.3,2,6.78,Real Madrid,2020/2021
"Antonio Blanco 23,  DMC",176,70,2(2),218,-,-,-,-,0.5,93.4,-,-,6.73,Real Madrid,2020/2021
"Marcelo 35,  D(L),M(L)",173,72,12(4),1052,-,2,3,-,0.8,82.7,0.3,-,6.71,Real Madrid,2020/2021
"Miguel Gutiérrez 22,  D(L),M(L)",180,73,3(3),314,-,1,-,-,-,88.6,1,-,6.69,Real Madrid,2020/2021
"Marco Asensio 28,  AM(CLR),FW",182,76,21(14),1876,5,2,1,-,1.1,85.1,0.3,1,6.67,Real Madrid,2020/2021
"Eden Hazard 33,  M(CLR),FW",175,74,7(7),533,3,2,-,-,0.7,88.4,0.1,-,6.66,Real Madrid,2020/2021
"Rodrygo 23,  AM(CLR),FW",174,64,10(12),979,1,6,-,-,1.1,83.2,0.2,-,6.64,Real Madrid,2020/2021
"Victor Chust 24,  D(C)",182,77,1(1),94,-,-,-,-,-,89.3,1.5,-,6.64,Real Madrid,2020/2021
"Álvaro Odriozola 28,  D(R)",176,66,9(4),830,2,-,-,-,0.2,90.6,0.2,-,6.63,Real Madrid,2020/2021
"Vinícius Júnior 23,  AM(L),FW",176,73,22(13),1975,3,3,3,-,1.1,86.1,0.1,-,6.62,Real Madrid,2020/2021
"Marvin Park 23,  M(R)",177,67,2(2),133,-,1,-,-,0.3,82.9,1,-,6.48,Real Madrid,2020/2021
"Isco 31,  M(CLR),FW",176,79,8(17),899,-,2,1,-,0.8,90.2,0.2,-,6.46,Real Madrid,2020/2021
"Sergio Arribas 22,  AM(CR)",173,64,0(8),128,-,-,1,-,0.1,82.4,0.3,-,6.3,Real Madrid,2020/2021
"Mariano Díaz 30,  FW",180,76,5(11),508,1,-,-,-,0.9,69.5,1.3,-,6.28,Real Madrid,2020/2021
"Luka Jovic 26,  FW",181,78,2(2),149,-,-,-,-,1.5,84.6,0.8,-,6.22,Real Madrid,2020/2021
"Martin Ødegaard 25,  AM(CR)",178,68,3(4),233,-,-,-,-,0.4,88.9,-,-,6.21,Real Madrid,2020/2021
"Hugo Duro 24,  AM(L),FW",177,70,0(2),53,-,-,-,-,0.5,85.7,0.5,-,6.19,Real Madrid,2020/2021
"Borja Mayoral 26,  AM(R),FW",182,74,0(2),21,-,-,-,-,-,60,-,-,5.96,Real Madrid,2020/2021
"Lionel Messi 36,  AM(CR),FW",170,72,33(2),3023,30,9,4,-,5.6,85.1,0.2,22,8.52,Barcelona,2020/2021
"Ansu Fati 21,  AM(L),FW",178,66,6(1),437,4,-,1,-,2,83.8,0.3,2,7.38,Barcelona,2020/2021
"Antoine Griezmann 33,  AM(CLR),FW",176,73,32(4),2621,13,7,4,-,2,87.3,0.5,4,7.17,Barcelona,2020/2021
"Frenkie de Jong 26,  D(C),DMC",181,74,35(2),3159,3,4,5,-,0.5,91.9,1.1,2,7.13,Barcelona,2020/2021
"Ousmane Dembélé 26,  AM(CLR),FW",178,67,19(11),1781,6,3,2,-,1.8,85.8,0.3,3,7.01,Barcelona,2020/2021
"Jordi Alba 35,  D(L),M(L)",170,68,34(1),3030,3,5,9,-,0.8,86.9,0.1,-,7,Barcelona,2020/2021
"Sergio Busquets 35,  DMC",189,74,32(4),2530,-,5,9,-,0.1,91.3,1.1,-,6.88,Barcelona,2020/2021
"Gerard Piqué 37,  D(C)",194,85,19,1486,-,-,4,-,0.5,94.1,3.2,-,6.8,Barcelona,2020/2021
"Philippe Coutinho 31,  M(CLR)",172,68,8(4),657,2,2,-,-,2.3,89.1,0.2,-,6.79,Barcelona,2020/2021
"Óscar Mingueza 24,  D(CR),M(R)",184,75,23(4),1907,2,2,4,-,0.4,92.9,0.5,-,6.76,Barcelona,2020/2021
"Pedri 21,  AM(CL)",174,60,28(9),2430,3,3,2,-,0.7,87.7,0.1,-,6.75,Barcelona,2020/2021
"Ronald Araujo 25,  D(CR)",188,79,16(8),1509,2,1,3,-,0.5,91.8,2.1,-,6.74,Barcelona,2020/2021
"Sergi Roberto 32,  D(R),M(CR)",178,68,9(6),947,1,2,1,-,0.3,90.1,0.8,-,6.73,Barcelona,2020/2021
"Neto 34,  GK",190,84,7,630,-,-,-,-,-,85.8,-,-,6.64,Barcelona,2020/2021
"Sergiño Dest 23,  D(LR),M(R)",173,62,23(7),1919,2,1,1,-,0.5,90,0.2,-,6.63,Barcelona,2020/2021
"Ilaix Moriba 21,  DMC",185,73,4(10),538,1,2,1,-,0.9,91.6,0.9,-,6.63,Barcelona,2020/2021
"Marc-André ter Stegen 31,  GK",187,85,31,2790,-,-,1,-,-,86.9,0.2,1,6.63,Barcelona,2020/2021
"Clément Lenglet 28,  D(C)",186,81,29(4),2478,1,-,7,2,0.3,92.1,1.8,-,6.59,Barcelona,2020/2021
"Samuel Umtiti 30,  D(CL)",182,75,6(7),643,-,-,1,-,0.2,93.8,1.1,-,6.55,Barcelona,2020/2021
"Junior Firpo 27,  D(L),M(L)",184,78,3(4),286,1,1,2,-,0.1,89.7,0.4,-,6.54,Barcelona,2020/2021
"Miralem Pjanic 33,  M(C)",178,72,6(13),623,-,-,1,-,0.8,91.4,0.5,-,6.41,Barcelona,2020/2021
"Trincão 24,  AM(CLR)",183,77,3(25),683,3,2,1,-,0.8,86.3,0.1,-,6.4,Barcelona,2020/2021
"Martin Braithwaite 32,  AM(CLR),FW",180,77,11(18),1164,2,2,3,-,0.8,82.2,0.6,-,6.33,Barcelona,2020/2021
"Riqui Puig 24,  AM(C),FW",169,56,2(12),283,1,-,1,-,0.3,91.9,0.1,-,6.32,Barcelona,2020/2021
"Carles Aleñá 26,  AM(CLR)",180,73,0(2),46,-,-,1,-,0.5,92.3,0.5,-,6.06,Barcelona,2020/2021
"Jules Koundé 25,  D(CR)",180,75,33(1),2976,2,1,4,-,0.6,90.1,3,4,7.01,Sevilla,2020/2021
"Fernando 36,  D(C),DMC",183,76,28(3),2547,3,4,6,-,0.2,89.7,1.8,1,7,Sevilla,2020/2021
"Lucas Ocampos 29,  M(CLR),FW",187,84,30(4),2648,5,4,3,-,2,77.3,0.9,4,6.93,Sevilla,2020/2021
"Suso 30,  AM(CLR),FW",177,70,28(6),2234,3,4,2,-,1.4,86,0.1,1,6.89,Sevilla,2020/2021
"Jesús Navas 38,  D(R),M(R)",172,60,34,2836,-,6,4,-,0.4,82.1,0.6,2,6.88,Sevilla,2020/2021
"Youssef En-Nesyri 26,  FW",188,73,23(15),2314,18,-,2,-,2.1,68.2,2.5,6,6.87,Sevilla,2020/2021
"Marcos Acuña 32,  D(CL),M(CL)",172,69,26(4),2331,1,2,5,-,0.6,84.2,0.8,2,6.84,Sevilla,2020/2021
"Joan Jordán 29,  M(C)",184,74,28(7),2424,1,6,6,1,0.7,88.2,0.5,1,6.82,Sevilla,2020/2021
"Sergio Escudero 34,  D(L),M(L)",176,65,7(2),567,1,-,3,-,0.7,88.4,0.9,-,6.82,Sevilla,2020/2021
"Papu Gómez 36,  M(CLR),FW",167,68,11(7),917,3,1,-,-,1,88.9,0.2,-,6.76,Sevilla,2020/2021
"Yassine Bounou 32,  GK",195,78,33,2970,1,-,3,-,-,75.7,0.2,-,6.71,Sevilla,2020/2021
"Diego Carlos 31,  D(C)",186,79,32(1),2791,1,-,9,1,0.5,89.9,1.8,1,6.69,Sevilla,2020/2021
"Sergi Gómez 31,  D(CR)",185,80,9,723,-,-,2,-,0.1,93.4,2.2,-,6.64,Sevilla,2020/2021
"Aleix Vidal 34,  D(R),M(LR)",177,70,5(7),590,-,1,2,-,0.1,86.2,1.2,-,6.61,Sevilla,2020/2021
"Ivan Rakitic 36,  M(CL)",184,78,25(12),2243,4,2,5,-,1.1,87.2,0.8,2,6.59,Sevilla,2020/2021
"Karim Rekik 29,  D(CL)",186,84,6(5),651,-,-,2,-,0.2,90.5,1.3,-,6.56,Sevilla,2020/2021
"Óliver Torres 29,  M(CLR)",178,70,15(18),1397,-,3,2,-,0.3,86.3,0.1,-,6.55,Sevilla,2020/2021
"Munir El Haddadi 28,  AM(CLR),FW",175,69,9(15),839,4,2,2,-,1.3,82.4,0.4,-,6.53,Sevilla,2020/2021
"Luuk de Jong 33,  AM(C),FW",188,86,14(20),1264,4,-,3,-,0.9,72.8,2.1,1,6.46,Sevilla,2020/2021
"Óscar Rodríguez 25,  AM(CLR)",174,67,4(16),498,-,-,1,-,0.5,83.8,0.4,-,6.38,Sevilla,2020/2021
"Bryan Gil 23,  AM(CLR)",175,60,0(1),12,-,-,-,-,-,83.3,1,-,6.35,Sevilla,2020/2021
"Tomás Vaclík 34,  GK",188,85,5,450,-,-,-,-,-,80.5,-,-,6.32,Sevilla,2020/2021
"Carlos Fernández 27,  AM(C),FW",185,72,2(3),142,-,-,-,-,0.4,73.7,1.2,-,6.31,Sevilla,2020/2021
"Nemanja Gudelj 32,  D(C),M(C)",187,79,10(20),1025,-,-,8,-,0.3,93.1,0.5,1,6.29,Sevilla,2020/2021
"Oussama Idrissi 28,  AM(LR)",183,78,0(3),24,-,-,-,-,0.3,75,-,-,6.22,Sevilla,2020/2021
"Franco Vázquez 35,  AM(CLR),FW",187,82,1(14),154,1,-,1,-,0.2,90.2,0.7,-,6.19,Sevilla,2020/2021
"Mikel Merino 27,  M(C)",188,83,25(1),2157,2,4,5,-,1.3,76.7,3.2,4,7.24,Real Sociedad,2020/2021
"Diego Llorente 30,  D(C),DMC",186,75,1,90,-,-,-,-,-,82.8,3,-,7.18,Real Sociedad,2020/2021
"Mikel Oyarzabal 26,  AM(CLR),FW",181,78,30(3),2432,11,8,1,-,1.9,76.7,0.6,2,7.05,Real Sociedad,2020/2021
"Alexander Isak 24,  AM(L),FW",192,77,30(4),2361,17,2,4,-,2.4,72.7,1.2,6,7.03,Real Sociedad,2020/2021
"David Silva 38,  M(CLR),FW",170,67,17(4),1408,2,5,4,-,1,85,0.5,-,6.99,Real Sociedad,2020/2021
"Adnan Januzaj 29,  AM(CLR)",186,76,12(15),1011,4,5,2,-,1.2,76.3,0.3,2,6.83,Real Sociedad,2020/2021
"Aritz Elustondo 29,  D(CR)",180,71,22(1),1887,1,-,5,-,0.2,85.4,2.9,2,6.8,Real Sociedad,2020/2021
"Andoni Gorosabel 27,  D(R)",174,70,28(4),2391,-,1,3,-,0.3,80.8,0.7,-,6.71,Real Sociedad,2020/2021
"Robin Le Normand 27,  D(C)",187,80,30(3),2748,-,1,5,1,0.5,85.1,3.6,-,6.68,Real Sociedad,2020/2021
"Asier Illarramendi 34,  M(C)",179,75,6,343,-,-,2,-,-,92.6,1.8,1,6.68,Real Sociedad,2020/2021
"Nacho Monreal 38,  D(CL),M(L)",179,72,23(3),2082,1,1,1,-,0.5,81.6,1.2,2,6.66,Real Sociedad,2020/2021
"Martín Zubimendi 25,  DMC",180,74,17(14),1873,-,-,6,-,0.2,88.4,1.5,-,6.62,Real Sociedad,2020/2021
"Willian José 32,  FW",189,93,8(5),689,3,1,-,-,1.1,76.5,1.1,1,6.58,Real Sociedad,2020/2021
"Igor Zubeldia 26,  D(C),DMC",181,73,21(3),1958,1,1,5,-,0.4,86.9,2.2,-,6.57,Real Sociedad,2020/2021
"Aihen Muñoz 26,  D(L)",175,68,14(2),1210,-,1,6,-,0.3,71.2,0.9,-,6.57,Real Sociedad,2020/2021
"Álex Remiro 28,  GK",191,79,38,3420,-,-,-,-,-,68.6,0.2,1,6.51,Real Sociedad,2020/2021
"Ander Guevara 26,  DMC",180,73,25(6),2088,1,1,5,-,0.3,82.8,0.8,1,6.51,Real Sociedad,2020/2021
"Portu 31,  M(CLR),FW",167,66,24(13),2190,8,3,3,-,0.8,73.1,0.5,1,6.49,Real Sociedad,2020/2021
"Jon Guridi 29,  M(C)",179,64,8(9),828,-,1,2,-,0.5,80.7,0.8,-,6.46,Real Sociedad,2020/2021
"Ander Barrenetxea 22,  M(LR)",178,75,13(18),1300,3,-,7,-,0.7,74.8,0.1,1,6.42,Real Sociedad,2020/2021
"Joseba Zaldúa 31,  D(R)",176,70,6(6),636,-,-,3,-,0.2,79.4,0.8,-,6.42,Real Sociedad,2020/2021
"Roberto López 23,  Midfielder",179,70,4(13),500,3,-,-,-,0.8,79.3,0.3,-,6.39,Real Sociedad,2020/2021
"Jon Pacheco 23,  D(C)",184,77,0(1),31,-,-,-,-,1,92,-,-,6.39,Real Sociedad,2020/2021
"Robert Navarro 21,  AM(L)",178,69,0(1),34,-,-,-,-,-,80,1,-,6.36,Real Sociedad,2020/2021
"Martín Merquelanz 28,  Forward",176,72,4(9),541,-,1,-,-,0.8,77.7,0.4,-,6.36,Real Sociedad,2020/2021
"Carlos Fernández 27,  AM(C),FW",185,72,4(7),389,1,2,5,-,0.6,66.7,1.4,-,6.32,Real Sociedad,2020/2021
"Modibo Sagnan 24,  D(C)",187,77,7(9),620,-,-,3,-,0.3,88.3,0.8,-,6.25,Real Sociedad,2020/2021
"Jon Bautista 28,  FW",180,72,0(21),353,-,1,3,-,0.6,61.4,1.1,-,6.19,Real Sociedad,2020/2021
"Urko González 23,  Defender",189,80,1(1),47,-,-,1,-,-,90.3,-,-,6.17,Real Sociedad,2020/2021
"Aritz Arambarri 26,  Defender",186,76,0(1),25,-,-,-,-,-,80,1,-,6.12,Real Sociedad,2020/2021
"Nabil Fekir 30,  AM(CLR),FW",173,72,33,2637,5,5,5,1,2.6,85.3,0.8,6,7.12,Real Betis,2020/2021
"Emerson Royal 25,  D(CR),M(R)",181,79,34,2993,1,4,9,1,0.3,81.2,1.8,2,6.98,Real Betis,2020/2021
"Sergio Canales 33,  M(CLR)",176,65,28(3),2502,8,6,4,-,1.5,87.4,0.3,-,6.95,Real Betis,2020/2021
"Guido Rodríguez 29,  DMC",185,80,34(1),2873,1,-,10,-,0.9,84,1.6,3,6.95,Real Betis,2020/2021
"Claudio Bravo 40,  GK",184,80,20,1800,-,-,3,-,-,60.5,0.2,1,6.76,Real Betis,2020/2021
"Álex Moreno 30,  D(L),M(L)",179,68,20(3),1787,-,2,4,-,0.5,78.5,1,-,6.75,Real Betis,2020/2021
"Aïssa Mandi 32,  D(CLR)",184,78,27(1),2394,3,1,5,2,0.3,91,1.5,-,6.67,Real Betis,2020/2021
"Joaquín 42,  M(CLR),FW",179,75,16(11),1298,2,5,2,-,0.4,84.9,0.5,2,6.65,Real Betis,2020/2021
"Marc Bartra 33,  D(CR),DMC",184,70,19,1695,-,1,3,-,0.5,80.6,3.1,1,6.64,Real Betis,2020/2021
"Juan Miranda 24,  D(L)",185,76,18(4),1653,1,2,4,-,0.5,76.1,1.2,-,6.63,Real Betis,2020/2021
"Víctor Ruiz 35,  D(C)",184,95,24(3),2158,2,-,9,-,0.1,86.3,2.4,1,6.63,Real Betis,2020/2021
"Antonio Sanabria 28,  FW",180,70,10(6),936,3,-,2,-,1.6,72.9,2.7,-,6.62,Real Betis,2020/2021
"Borja Iglesias 31,  FW",187,86,15(13),1414,11,-,2,-,1.4,70.5,1.2,1,6.58,Real Betis,2020/2021
"Aitor Ruibal 28,  D(R),M(LR)",176,74,21(7),1606,2,2,2,-,1.2,75.9,0.5,-,6.54,Real Betis,2020/2021
"Cristian Tello 32,  M(LR)",178,65,12(17),1282,5,3,-,1,1.2,80.4,0.2,1,6.53,Real Betis,2020/2021
"Diego Lainez 23,  AM(R)",168,58,8(13),859,-,2,5,-,0.6,79.8,0.3,-,6.48,Real Betis,2020/2021
"Sidnei 34,  D(C)",185,80,7(4),695,-,-,1,-,0.1,90.4,1.7,-,6.47,Real Betis,2020/2021
"Andrés Guardado 37,  D(L),M(CL)",169,60,17(7),1322,1,-,4,-,0.5,83.7,1,1,6.46,Real Betis,2020/2021
"Joel Robles 33,  GK",195,78,18,1620,-,-,2,-,-,58.5,0.1,2,6.39,Real Betis,2020/2021
"Martín Montoya 32,  D(LR),M(R)",175,73,2(3),238,-,-,-,1,0.4,81.7,1.6,-,6.38,Real Betis,2020/2021
"William Carvalho 31,  M(C)",187,83,12(15),1220,2,-,4,1,0.6,84.7,1.1,1,6.37,Real Betis,2020/2021
"Paul Akouokou 26,  DMC",181,68,4(6),377,-,-,3,1,-,91.4,1,-,6.29,Real Betis,2020/2021
"Juanmi 30,  AM(CLR),FW",172,69,5(11),601,2,-,1,-,0.9,77.2,0.8,-,6.29,Real Betis,2020/2021
"Rodri 23,  AM(CLR)",168,62,5(10),532,-,-,-,-,0.3,85.7,0.1,-,6.22,Real Betis,2020/2021
"Loren Morón 30,  FW",188,66,10(17),984,1,-,3,-,0.9,63.2,1.2,-,6.2,Real Betis,2020/2021
"Gerard Moreno 31,  AM(CR),FW",180,77,30(3),2683,23,7,3,-,2.9,69.7,1.9,12,7.62,Villarreal,2020/2021
"Dani Parejo 34,  M(C)",182,74,36,3120,3,4,5,-,0.8,90.2,0.7,1,7.1,Villarreal,2020/2021
"Mario Gaspar 33,  D(CR),M(R)",182,74,22(3),1852,-,2,3,1,0.6,82.5,1.4,1,6.77,Villarreal,2020/2021
"Pau Torres 27,  D(C)",191,80,33,2970,2,2,2,-,0.2,87.8,1.7,-,6.76,Villarreal,2020/2021
"Juan Foyth 26,  D(CR),DMC",187,83,13(3),1170,-,-,5,-,0.1,87.3,1.8,-,6.72,Villarreal,2020/2021
"Iborra 36,  M(C)",190,80,10(3),928,-,-,4,-,0.2,90.1,1.5,-,6.7,Villarreal,2020/2021
"Étienne Capoue 35,  D(C),M(CL)",189,80,15(1),1195,1,-,5,1,0.5,90,1.4,-,6.68,Villarreal,2020/2021
"Manu Trigueros 32,  M(CLR),FW",178,75,30(5),2540,1,7,6,1,0.9,86.6,0.4,2,6.66,Villarreal,2020/2021
"Rubén Peña 32,  D(LR),M(LR),FW",170,65,12(7),1113,1,1,1,-,0.3,78.9,0.8,1,6.66,Villarreal,2020/2021
"Alfonso Pedraza 27,  D(L),M(L)",184,73,24(5),2102,1,2,8,-,0.8,80.3,1.1,1,6.64,Villarreal,2020/2021
"Ramiro Funes Mori 33,  D(C),DMC",186,79,8(2),726,-,-,1,-,0.4,87,2.2,-,6.63,Villarreal,2020/2021
"Moi Gómez 29,  M(CLR)",176,71,29(6),2573,4,-,1,-,0.7,86.5,0.2,-,6.6,Villarreal,2020/2021
"Raúl Albiol 38,  D(C)",187,74,35,3119,-,-,7,-,0.2,88.8,1.9,-,6.57,Villarreal,2020/2021
"Sergio Asenjo 34,  GK",189,87,36,3240,-,-,2,-,-,75,0.2,-,6.57,Villarreal,2020/2021
"Samuel Chukwueze 24,  AM(CR)",172,70,13(15),1363,4,2,-,-,1.1,77.3,0.4,1,6.56,Villarreal,2020/2021
"Paco Alcácer 30,  AM(R),FW",175,72,19(8),1557,6,4,-,-,1.4,73.3,0.5,1,6.55,Villarreal,2020/2021
"Pervis Estupiñán 26,  D(L),M(L)",175,73,12(13),1164,-,-,1,-,0.4,80.5,0.5,1,6.53,Villarreal,2020/2021
"Yeremy Pino 21,  AM(LR)",172,65,6(18),786,3,1,4,-,0.5,81.6,0.3,-,6.53,Villarreal,2020/2021
"Alberto Moreno 31,  D(L),M(L)",171,65,2(3),194,-,-,-,-,0.8,89,-,-,6.5,Villarreal,2020/2021
"Carlos Bacca 37,  FW",181,77,9(14),782,5,-,1,-,0.9,65.4,0.4,1,6.44,Villarreal,2020/2021
"Fer Niño 23,  FW",191,0,8(9),594,3,-,1,-,0.8,72.7,0.8,-,6.41,Villarreal,2020/2021
"Francis Coquelin 32,  M(CLR)",176,74,7(15),730,-,-,4,-,0.2,88.8,0.5,-,6.36,Villarreal,2020/2021
"Jaume Costa 36,  D(LR),M(L)",171,62,3(11),346,-,1,1,-,0.1,82.3,0.2,-,6.27,Villarreal,2020/2021
"Álex Baena 22,  AM(CL),FW",175,70,2(4),137,-,-,-,-,0.3,84.3,-,-,6.23,Villarreal,2020/2021
"Dani Raba 28,  AM(CR)",184,76,1(4),146,-,-,-,-,1.2,78.7,0.2,-,6.22,Villarreal,2020/2021
"Takefusa Kubo 22,  AM(CLR),FW",173,64,2(11),293,-,-,-,1,0.6,77.8,-,-,6.19,Villarreal,2020/2021
"Sofian Chakla 30,  D(C)",188,73,0(1),12,-,-,-,-,1,44.4,2,-,6.11,Villarreal,2020/2021
"Álex Millán 24,  FW",0,0,0(1),1,-,-,-,-,-,-,-,-,5.97,Villarreal,2020/2021
"Gerónimo Rulli 31,  GK",189,84,3,181,-,-,-,1,-,77.2,-,-,5.91,Villarreal,2020/2021
"Iago Aspas 36,  AM(CR),FW",176,67,33,2871,14,13,9,-,1.5,78.8,0.5,8,7.32,Celta Vigo,2020/2021
"Renato Tapia 28,  D(C),DMC",185,78,32,2710,-,1,11,-,0.5,81.2,2,4,6.88,Celta Vigo,2020/2021
"Santi Mina 28,  AM(LR),FW",185,79,29(5),2423,12,3,4,-,1.3,72,3,2,6.87,Celta Vigo,2020/2021
"Nolito 37,  AM(CL)",175,65,35(1),2628,7,5,7,-,1.5,75.5,0.4,-,6.83,Celta Vigo,2020/2021
"Carlos Domínguez 23,  D(C)",187,81,4,360,-,-,2,-,0.3,80.3,2.8,-,6.82,Celta Vigo,2020/2021
"Hugo Mallo 32,  D(CR),M(R)",173,69,30(1),2604,3,1,8,-,0.6,76.1,2.1,-,6.76,Celta Vigo,2020/2021
"Brais Méndez 27,  AM(CR),FW",187,76,30(4),2679,9,-,8,-,1.5,78.6,1,1,6.75,Celta Vigo,2020/2021
"Denis Suárez 30,  M(CLR)",176,69,34(1),2864,-,9,10,-,0.5,84.4,0.4,-,6.73,Celta Vigo,2020/2021
"Lucas Olaza 29,  D(L),M(L)",173,68,18,1618,-,2,4,-,0.6,78,1.5,-,6.72,Celta Vigo,2020/2021
"Jeison Murillo 31,  D(C)",182,78,31,2700,2,-,9,1,0.3,88.1,2.9,2,6.59,Celta Vigo,2020/2021
"Aarón Martín 26,  D(L),M(L)",180,72,17(2),1540,-,3,1,-,0.3,82.3,0.8,-,6.58,Celta Vigo,2020/2021
"Augusto Solari 32,  AM(CR)",180,80,3(13),478,2,2,2,-,0.3,75.8,0.6,-,6.56,Celta Vigo,2020/2021
"Iván Villar 26,  GK",183,76,19(2),1774,-,-,1,-,-,55.8,0.2,-,6.55,Celta Vigo,2020/2021
"Joseph Aidoo 28,  D(C)",184,80,14(11),1285,-,-,3,-,0.4,82,1.7,1,6.48,Celta Vigo,2020/2021
