Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Barri 28,  Midfielder",188,81,1(1),112,-,-,-,-,0.5,71.4,1,-,6.64,Getafe,2017/2018
"Francisco Portillo 33,  M(CLR)",169,60,28(5),2469,2,3,6,-,0.6,75,0.4,-,6.58,Getafe,2017/2018
"Mauro Arambarri 28,  DMC",175,74,26(1),2135,1,1,8,1,0.8,70.3,0.7,-,6.57,Getafe,2017/2018
"Loïc Rémy 37,  M(LR),FW",185,80,6(5),459,3,-,2,1,1,70.3,1.9,1,6.5,Getafe,2017/2018
"Francisco Molinero 38,  D(R)",177,77,5(5),576,-,-,5,-,0.4,70.1,0.6,-,6.48,Getafe,2017/2018
"David Alba 24,  Defender",0,0,1,62,-,-,-,-,-,77.8,1,-,6.47,Getafe,2017/2018
"Gaku Shibasaki 31,  M(C),FW",175,64,12(10),1004,1,-,2,-,0.5,74.7,0.3,-,6.4,Getafe,2017/2018
"Álvaro Jiménez 28,  M(R)",175,71,5(8),524,1,1,3,1,0.7,62.2,0.4,-,6.35,Getafe,2017/2018
"Miguel Rubio 26,  D(C)",191,86,0(1),28,-,-,-,-,-,30,3,-,6.34,Getafe,2017/2018
"Mathieu Flamini 40,  M(C)",178,67,6(2),482,-,-,1,1,0.1,67.8,1.5,-,6.31,Getafe,2017/2018
"Sergio Mora 44,  M(C)",182,73,6(20),802,-,-,5,-,0.2,76.2,0.5,-,6.22,Getafe,2017/2018
"Dani Pacheco 33,  Forward",170,70,0(11),166,-,-,-,-,0.1,70,-,-,6.21,Getafe,2017/2018
"Merveille Ndockyt 25,  Midfielder",182,63,0(6),63,-,-,1,-,-,64,0.3,-,6.12,Getafe,2017/2018
"Carlos Calderón 28,  Midfielder",182,70,0(1),3,-,-,-,-,-,100,-,-,6.11,Getafe,2017/2018
"Jefferson Montero 34,  M(L)",173,70,0(4),57,-,-,-,-,-,100,0.5,-,6.11,Getafe,2017/2018
"Mehdi Lacen 40,  M(C)",176,74,0(4),59,-,-,1,-,0.5,87.5,-,-,6.05,Getafe,2017/2018
"Hugo Duro 24,  AM(L),FW",177,70,0(2),18,-,-,-,-,0.5,100,-,-,5.92,Getafe,2017/2018
"Yoel Rodríguez 35,  GK",186,78,1,90,-,-,-,-,-,33.3,-,-,7.5,Eibar,2017/2018
"Asier Riesgo 40,  GK",185,76,1,90,-,-,-,-,-,35.5,2,-,7.29,Eibar,2017/2018
"Iván Ramis 39,  D(C)",188,82,15(1),1304,3,-,4,-,0.9,82.9,3.5,1,6.99,Eibar,2017/2018
"Cote 34,  D(L)",182,74,28(2),2431,-,8,4,-,0.5,66,1.2,3,6.99,Eibar,2017/2018
"Pedro León 37,  M(LR)",183,70,10(2),929,-,3,1,-,2,66.4,0.8,1,6.98,Eibar,2017/2018
"Paulo Oliveira 32,  D(C)",187,81,25(1),2215,-,-,3,-,0.5,73.5,2.7,1,6.93,Eibar,2017/2018
"Anaitz Arbilla 36,  D(CLR)",178,76,26(3),2411,2,1,8,-,0.6,80.1,1.5,1,6.85,Eibar,2017/2018
"David Lombán 36,  D(C)",185,79,11(2),996,1,-,3,-,0.3,80.8,3.4,2,6.84,Eibar,2017/2018
"Alejandro Gálvez 34,  D(C),M(C)",188,79,4,360,1,-,1,-,0.5,76.8,3,1,6.82,Eibar,2017/2018
"Dani García 33,  DMC",180,81,32,2781,-,1,14,-,0.6,80.7,1.3,-,6.79,Eibar,2017/2018
"Joan Jordán 29,  M(C)",184,74,25(10),2423,6,4,1,1,1.1,83.2,1.1,3,6.78,Eibar,2017/2018
"Fabián Orellana 38,  AM(CLR)",170,64,13(4),1182,3,2,4,1,1.5,73.8,0.7,1,6.75,Eibar,2017/2018
"Takashi Inui 35,  AM(CLR)",169,63,31(3),2640,5,2,4,-,1.9,80.4,0.4,2,6.64,Eibar,2017/2018
"Sergi Enrich 34,  FW",181,77,14(5),1331,3,1,2,-,1.7,67.9,3.4,-,6.63,Eibar,2017/2018
"David Juncà 30,  D(L)",175,67,10(5),902,-,2,3,-,0.2,73.4,0.3,-,6.62,Eibar,2017/2018
"Kike García 34,  FW",186,79,28(7),2467,8,1,5,-,2,72.4,3.1,3,6.62,Eibar,2017/2018
"Iván Alejo 29,  AM(R)",184,73,14(8),1109,1,3,5,-,0.6,69.3,0.6,-,6.62,Eibar,2017/2018
"Pape Diop 38,  M(C)",180,77,12(3),943,-,-,5,-,0.9,76,2.2,-,6.6,Eibar,2017/2018
"Ander Capa 32,  D(R),M(R)",175,75,25(8),2248,-,1,4,-,0.2,72.9,0.8,-,6.6,Eibar,2017/2018
"Charles 39,  FW",179,76,18(12),1581,8,1,5,1,1.5,68.8,2.4,1,6.6,Eibar,2017/2018
"Rubén Peña 32,  D(LR),M(LR),FW",170,65,18(10),1730,1,-,1,-,0.4,71.6,0.5,-,6.59,Eibar,2017/2018
"Gonzalo Escalante 30,  DMC",182,76,16(12),1562,1,-,3,-,0.9,73.9,1.7,-,6.57,Eibar,2017/2018
"Marko Dmitrovic 32,  GK",194,91,36,3240,-,-,1,-,-,45.8,0.4,-,6.54,Eibar,2017/2018
"Bebé 33,  AM(LR),FW",190,83,3(6),361,-,1,-,-,1,74,0.2,-,6.43,Eibar,2017/2018
"Christian Rivera 26,  M(C)",191,87,2(5),241,-,-,-,-,0.1,84.8,0.1,-,6.27,Eibar,2017/2018
"Imanol Sarriegui 28,  Midfielder",180,0,0(3),38,-,-,1,-,-,80,-,-,6.08,Eibar,2017/2018
"Francesc Regis 27,  Forward",0,0,0(1),1,-,-,-,-,-,-,-,-,6,Eibar,2017/2018
"Alejandro Granell 35,  DMC,M(L)",181,78,33(1),2855,1,7,11,-,1.3,79.5,0.7,5,7.18,Girona,2017/2018
"Cristhian Stuani 37,  AM(CLR),FW",186,76,32(1),2723,21,-,8,-,2.2,66.7,3.6,3,7.03,Girona,2017/2018
"Pablo Maffeo 26,  D(LR),M(R)",172,70,32(1),2651,-,1,11,-,0.8,74,1.9,-,6.97,Girona,2017/2018
"Bernardo Espinosa 34,  D(C)",192,85,32(2),2869,-,3,7,-,0.8,82.1,3.1,1,6.86,Girona,2017/2018
"Borja García 33,  AM(CL)",175,72,34(3),2815,2,5,2,-,1.4,85.9,0.4,-,6.85,Girona,2017/2018
"Portu 31,  M(CLR),FW",167,66,35(2),3014,11,5,5,-,1.3,76.5,0.6,-,6.81,Girona,2017/2018
"Marc Muniesa 31,  D(CL)",179,72,14,1130,-,1,3,-,0.1,79.2,1.7,-,6.8,Girona,2017/2018
"Pedro Alcalá 35,  D(C)",196,93,8,690,1,-,4,-,1,72.2,2.5,1,6.8,Girona,2017/2018
"Johan Mojica 31,  D(L),M(L)",185,66,22(8),2132,-,4,6,-,0.7,77.8,0.9,1,6.74,Girona,2017/2018
"Juanpe 32,  D(C)",190,80,34(1),3064,5,1,7,-,0.7,76.8,1.7,1,6.73,Girona,2017/2018
"Yassine Bounou 32,  GK",195,78,30,2656,-,-,2,-,-,45.6,0.1,1,6.68,Girona,2017/2018
"Pere Pons 31,  M(C)",177,70,30(1),2564,-,2,8,-,0.5,80.2,0.8,-,6.64,Girona,2017/2018
"Jonás Ramalho 30,  D(CR)",181,68,25(1),2297,-,-,3,-,0.3,75,1.5,-,6.59,Girona,2017/2018
"David Timor 34,  D(C),M(C)",185,80,10(7),923,2,-,8,-,0.7,81.7,1.4,1,6.58,Girona,2017/2018
"Aday Benítez 36,  M(LR)",179,75,20(11),1834,2,-,10,-,1.1,78.3,1.2,-,6.57,Girona,2017/2018
"Aleix García 26,  DMC",173,68,7(13),844,1,-,3,-,0.6,84.3,0.5,1,6.51,Girona,2017/2018
"Gorka Iraizoz 43,  GK",191,87,8(1),765,-,-,1,-,-,48.8,-,-,6.5,Girona,2017/2018
"Michael Olunga 29,  FW",193,85,4(10),428,3,1,-,-,1.2,68.8,1.4,1,6.48,Girona,2017/2018
"Carles Planas 33,  D(L),M(L)",173,76,2(3),190,-,1,-,-,0.2,71.1,0.6,-,6.48,Girona,2017/2018
"Anthony Lozano 30,  AM(L),FW",185,74,4(10),465,1,-,-,-,1.1,67.2,1.6,-,6.44,Girona,2017/2018
"Olarenwaju Kayode 30,  AM(R),FW",176,65,2(10),377,-,1,2,-,0.6,64.8,0.4,1,6.22,Girona,2017/2018
"Douglas Luiz 25,  M(C)",175,66,1(14),295,-,-,4,-,0.7,78,0.2,-,6.17,Girona,2017/2018
"Kévin Soni 25,  Midfielder",183,76,0(2),17,-,-,-,-,-,60,0.5,-,6.06,Girona,2017/2018
"Marlos Moreno 27,  AM(LR)",171,66,0(2),28,-,-,-,-,-,100,-,-,6.05,Girona,2017/2018
"Eloi Amagat 38,  M(C)",180,72,0(2),14,-,-,-,-,1,100,-,-,6.05,Girona,2017/2018
"Gerard Moreno 31,  AM(CR),FW",180,77,38,3413,16,1,4,-,2.8,70,3.6,8,7.31,Espanyol,2017/2018
"Víctor Sánchez 36,  D(LR),M(CL)",174,72,29(1),2464,-,2,13,-,0.4,73.4,1.8,-,6.94,Espanyol,2017/2018
"Javi López 38,  D(R),DMC",180,76,12(2),967,-,-,4,-,0.2,74.8,1.3,-,6.94,Espanyol,2017/2018
"David López 34,  D(C),DMC",183,81,37,3330,1,-,7,-,0.4,81.3,1.8,1,6.87,Espanyol,2017/2018
"Sergi Darder 30,  M(CLR)",180,71,32(3),2790,1,2,7,-,0.8,82.8,0.5,-,6.79,Espanyol,2017/2018
"Pau López 29,  GK",189,77,28(1),2566,-,-,3,-,-,49.7,0.3,1,6.79,Espanyol,2017/2018
"Diego López 42,  GK",196,89,10,854,-,-,1,-,-,47.6,0.2,1,6.78,Espanyol,2017/2018
"Léo Baptistão 31,  AM(CLR),FW",185,72,31(5),2686,8,3,4,-,2.2,67.4,1.3,2,6.78,Espanyol,2017/2018
"Naldo 35,  D(C)",185,72,10(1),922,-,-,2,-,0.1,83.1,2.2,-,6.76,Espanyol,2017/2018
"Aarón Martín 26,  D(L),M(L)",180,72,31(1),2815,-,-,6,-,0.2,79.3,0.6,1,6.76,Espanyol,2017/2018
"Pablo Piatti 34,  M(CLR)",163,63,22(8),1749,2,3,-,-,1,73.7,0.8,1,6.71,Espanyol,2017/2018
"Carlos Sánchez 38,  D(C),M(C)",182,80,13(1),1123,-,-,3,-,0.3,82.3,1.9,-,6.68,Espanyol,2017/2018
"Dídac Vilá 34,  D(L),M(L)",185,74,7(7),726,-,-,3,-,0.8,78,1,-,6.68,Espanyol,2017/2018
"Óscar Duarte 34,  D(C),DMC",186,88,11,990,-,-,1,-,0.3,78.8,3.1,-,6.62,Espanyol,2017/2018
"Mario Hermoso 28,  D(CL)",184,75,22,1929,1,-,5,1,0.5,74.5,2.4,1,6.58,Espanyol,2017/2018
"Esteban Granero 36,  M(CLR)",180,78,11(14),1226,1,2,5,-,0.5,84.3,0.5,-,6.51,Espanyol,2017/2018
"Javi Fuego 40,  M(C)",181,76,17,1347,-,-,6,-,0.4,79.1,1.7,1,6.5,Espanyol,2017/2018
"Sergio García 40,  M(CLR),FW",174,72,14(19),1629,2,6,4,-,1.2,73.1,0.5,1,6.5,Espanyol,2017/2018
"Marc Navarro 28,  D(R)",188,79,10(9),1105,1,-,3,-,1.1,72.7,0.6,-,6.44,Espanyol,2017/2018
"José Manuel Jurado 37,  M(CLR)",173,72,20(9),1509,-,3,1,-,0.4,82.5,0.1,-,6.44,Espanyol,2017/2018
"Sergio Sánchez 37,  D(CR)",185,84,1(1),102,-,-,1,-,0.5,70.4,1,-,6.41,Espanyol,2017/2018
"Marc Roca 27,  D(C),DMC",184,77,2(6),261,-,-,-,-,0.5,89.3,-,-,6.4,Espanyol,2017/2018
"Óscar Melendo 26,  AM(CLR),FW",167,63,6(12),682,-,1,1,-,0.4,83.7,0.2,-,6.25,Espanyol,2017/2018
"Pape Diop 38,  M(C)",180,77,3(2),263,-,-,2,-,0.2,78.8,0.8,-,6.24,Espanyol,2017/2018
"Hernán Pérez 35,  M(LR)",177,76,1(3),140,-,-,1,-,-,66.7,1,-,6.04,Espanyol,2017/2018
"Asier Illarramendi 34,  M(C)",179,75,35(1),3165,7,5,8,1,1,87.5,0.7,6,7.21,Real Sociedad,2017/2018
"Aritz Elustondo 29,  D(CR)",180,71,18(1),1598,3,2,1,-,0.6,85.8,2.2,2,7.14,Real Sociedad,2017/2018
"Willian José 32,  FW",189,93,32(2),2780,15,4,4,-,2.6,75.2,1.5,1,7.01,Real Sociedad,2017/2018
"Mikel Oyarzabal 26,  AM(CLR),FW",181,78,31(4),2784,12,5,4,-,1.9,78,0.9,2,6.99,Real Sociedad,2017/2018
"Héctor Moreno 36,  D(CL)",186,76,8,720,1,-,1,-,1,86.6,3.4,-,6.96,Real Sociedad,2017/2018
"Alberto de la Bella 38,  D(L)",182,79,17,1529,-,1,4,-,0.4,82.8,1.5,-,6.92,Real Sociedad,2017/2018
"Iñigo Martínez 32,  D(C)",182,76,12,1056,1,1,-,-,0.9,79.8,2.4,1,6.87,Real Sociedad,2017/2018
"Miguel Ángel Moyá 39,  GK",188,83,9,765,-,-,-,-,-,74.2,0.2,-,6.86,Real Sociedad,2017/2018
"Adnan Januzaj 29,  AM(CLR)",186,76,18(10),1580,3,5,4,-,2.1,80.5,0.2,4,6.86,Real Sociedad,2017/2018
"Sergio Canales 33,  M(CLR)",176,65,20(16),1921,4,5,4,-,1.8,85.1,0.1,1,6.86,Real Sociedad,2017/2018
"Xabi Prieto 40,  M(CLR)",187,76,24(2),1940,3,5,1,-,0.6,85.5,1.3,-,6.84,Real Sociedad,2017/2018
"Diego Llorente 30,  D(C),DMC",186,75,26(1),2328,3,-,8,1,0.8,89.2,2.4,-,6.83,Real Sociedad,2017/2018
"Raúl Navas 35,  D(C)",186,84,20,1792,-,1,4,-,0.7,86.3,2,-,6.83,Real Sociedad,2017/2018
"Kévin Rodrigues 30,  D(L),M(L)",170,70,18(2),1633,1,2,2,-,0.7,84.3,1,-,6.8,Real Sociedad,2017/2018
"David Zurutuza 37,  M(CL)",186,79,26(5),2249,-,2,2,-,0.5,85.8,1.1,-,6.63,Real Sociedad,2017/2018
"Igor Zubeldia 26,  D(C),DMC",181,73,16(9),1580,1,2,2,1,0.8,86,1.5,1,6.6,Real Sociedad,2017/2018
"Álvaro Odriozola 28,  D(R)",176,66,32(3),2918,-,4,2,1,0.2,88.5,0.1,-,6.53,Real Sociedad,2017/2018
"Carlos Vela 35,  M(CLR),FW",177,77,2(11),375,1,-,-,-,0.8,82.8,0.5,-,6.53,Real Sociedad,2017/2018
"Juanmi 30,  AM(CLR),FW",172,69,18(12),1491,8,2,3,-,1.3,81,0.4,-,6.5,Real Sociedad,2017/2018
"Gerónimo Rulli 31,  GK",189,84,26,2340,-,-,3,-,-,74,0.1,-,6.42,Real Sociedad,2017/2018
"Rubén Pardo 31,  M(C)",181,69,3(3),222,-,1,-,1,0.2,80.3,0.5,-,6.32,Real Sociedad,2017/2018
"Andoni Gorosabel 27,  D(R)",174,70,1(1),76,-,-,-,-,-,86.8,0.5,-,6.3,Real Sociedad,2017/2018
"Imanol Agirretxe 37,  FW",187,78,2(9),224,-,-,-,-,0.5,65.5,0.7,-,6.18,Real Sociedad,2017/2018
"Jon Bautista 28,  FW",180,72,1(10),174,1,-,-,-,0.6,77.1,0.6,-,6.14,Real Sociedad,2017/2018
"Carlos Martínez 37,  D(R)",189,79,0(1),2,-,-,-,-,-,50,1,-,6.08,Real Sociedad,2017/2018
"Jon Guridi 29,  M(C)",179,64,0(4),50,-,-,-,-,-,78.3,-,-,6.06,Real Sociedad,2017/2018
"Toño 37,  GK",191,86,3(1),316,-,-,-,-,-,66.7,0.3,-,5.48,Real Sociedad,2017/2018
"Iago Aspas 36,  AM(CR),FW",176,67,33(1),2938,22,5,9,-,2.8,78.8,0.5,11,7.49,Celta Vigo,2017/2018
"Jonny Otto 30,  D(CLR),M(LR)",175,70,36,3203,2,1,10,-,0.4,83.9,1,3,7,Celta Vigo,2017/2018
"Pablo Hernández 37,  M(C)",185,85,18(12),1813,3,2,5,-,0.6,83.7,2.8,3,6.98,Celta Vigo,2017/2018
"Pione Sisto 29,  AM(CLR),FW",171,64,31(3),2535,5,9,2,-,1.5,84.2,-,-,6.96,Celta Vigo,2017/2018
"Hugo Mallo 32,  D(CR),M(R)",173,69,34,3004,-,5,12,-,0.7,74.8,1.9,1,6.95,Celta Vigo,2017/2018
"Maxi Gómez 27,  FW",186,91,35(1),3078,17,4,12,-,2.3,72.3,2.5,3,6.95,Celta Vigo,2017/2018
"Daniel Wass 34,  D(LR),M(CLR)",181,74,34(1),2941,4,9,4,-,1.5,79.9,1.4,1,6.87,Celta Vigo,2017/2018
"Stanislav Lobotka 29,  DMC",170,68,34(4),3061,-,-,2,-,0.2,91,0.7,-,6.69,Celta Vigo,2017/2018
"Sergi Gómez 31,  D(CR)",185,80,31(2),2682,1,-,3,-,0.5,88.1,1.9,1,6.67,Celta Vigo,2017/2018
"Gustavo Cabral 38,  D(C)",182,80,20(6),1891,1,1,5,-,0.4,88.6,2.2,1,6.66,Celta Vigo,2017/2018
"Facundo Roncaglia 37,  D(CLR)",179,76,17(4),1492,-,-,2,-,0.2,87.7,1.1,-,6.55,Celta Vigo,2017/2018
"Emre Mor 26,  AM(CLR),FW",169,64,4(19),652,1,2,4,-,0.5,73.3,-,-,6.54,Celta Vigo,2017/2018
"Sergio Álvarez 37,  GK",180,75,16(1),1475,-,-,-,-,-,65.6,0.5,2,6.53,Celta Vigo,2017/2018
"Andreu Fontàs 34,  D(C),DMC",188,91,9(3),884,-,1,2,-,0.1,88.2,0.8,-,6.5,Celta Vigo,2017/2018
"Rubén Blanco 28,  GK",188,70,22,1942,-,-,3,1,-,58.9,0.3,-,6.48,Celta Vigo,2017/2018
"Brais Méndez 27,  AM(CR),FW",187,76,12(8),951,1,1,-,-,1.1,80.3,0.4,-,6.42,Celta Vigo,2017/2018
"Jozabed 33,  M(C)",180,65,18(6),1484,-,4,7,-,0.8,87,0.2,-,6.41,Celta Vigo,2017/2018
"Nemanja Radoja 31,  DMC",186,77,11(15),1099,-,1,3,-,0.2,86.1,0.7,-,6.29,Celta Vigo,2017/2018
"Róbert Mazán 30,  D(L)",180,75,1(1),82,-,-,-,-,1,87.8,0.5,-,6.21,Celta Vigo,2017/2018
"Lucas Boyé 28,  AM(L),FW",179,81,2(11),269,-,-,2,-,0.6,66.4,0.1,-,6.17,Celta Vigo,2017/2018
"John Guidetti 31,  FW",185,79,0(8),107,-,-,-,-,0.6,73.7,0.1,-,6.09,Celta Vigo,2017/2018
"Daniel Molina 28,  Midfielder",178,64,0(1),4,-,-,-,-,-,66.7,-,-,6.01,Celta Vigo,2017/2018
"Andrew Hjulsager 29,  M(CLR),FW",175,73,0(2),12,-,-,-,-,0.5,66.7,-,-,5.92,Celta Vigo,2017/2018
"Víctor López 26,  Defender",0,0,1,61,-,1,-,-,1,61.5,-,-,7.18,Deportivo Alaves,2017/2018
"Martín Aguirregabiria 27,  D(LR),M(R)",178,69,20(1),1829,-,4,4,-,0.1,71.8,0.9,1,7.02,Deportivo Alaves,2017/2018
"Manu García 37,  DMC",182,74,27(3),2439,3,-,9,-,0.9,73.4,2.5,1,6.98,Deportivo Alaves,2017/2018
"Rubén Duarte 28,  D(CL)",180,75,24,2141,-,2,8,1,0.3,70.3,1.2,2,6.94,Deportivo Alaves,2017/2018
"Víctor Laguardia 34,  D(C)",185,80,17,1530,2,-,3,-,0.3,68.3,2.6,1,6.92,Deportivo Alaves,2017/2018
"Rodrigo Ely 30,  D(C)",188,83,30(1),2692,1,-,10,1,0.6,72.9,3.7,2,6.83,Deportivo Alaves,2017/2018
"Guillermo Maripán 29,  D(C)",193,84,17(2),1527,-,-,4,-,0.2,76.8,1.5,-,6.81,Deportivo Alaves,2017/2018
"Munir El Haddadi 28,  AM(CLR),FW",175,69,28(5),2458,10,6,7,1,1.9,70.9,1.2,2,6.81,Deportivo Alaves,2017/2018
"Tomás Pina 36,  M(C)",184,78,28(2),2393,1,-,8,-,0.4,81.9,1.6,1,6.8,Deportivo Alaves,2017/2018
"Ibai Gómez 34,  AM(LR)",177,72,26(8),2327,7,6,1,-,1.6,72.8,0.2,4,6.77,Deportivo Alaves,2017/2018
"Fernando Pacheco 31,  GK",186,81,37(1),3357,-,-,2,-,-,50.4,0.2,1,6.76,Deportivo Alaves,2017/2018
"Alfonso Pedraza 27,  D(L),M(L)",184,73,27(6),2441,3,5,5,-,1.3,68.4,0.6,1,6.72,Deportivo Alaves,2017/2018
"Antonio Sivera 27,  GK",184,75,1,63,-,-,-,-,-,38.5,-,-,6.71,Deportivo Alaves,2017/2018
"John Guidetti 31,  FW",185,79,15(2),1233,3,3,3,-,1.6,65.1,1.9,-,6.7,Deportivo Alaves,2017/2018
"Rubén Sobrino 31,  AM(CLR),FW",185,73,15(13),1461,3,2,5,-,0.9,73,2.1,1,6.66,Deportivo Alaves,2017/2018
"Mubarak Wakaso 33,  M(CLR)",171,66,12(9),1099,-,1,7,-,0.5,75.1,0.8,-,6.57,Deportivo Alaves,2017/2018
"Ermedin Demirovic 25,  AM(CL),FW",185,80,2(1),181,1,1,-,-,2,55.2,1.3,-,6.55,Deportivo Alaves,2017/2018
"Álvaro Medrán Just 30,  M(C)",170,69,9(8),941,2,-,2,-,1,80.6,0.4,-,6.54,Deportivo Alaves,2017/2018
"Alexis Ruano 38,  D(CLR)",182,75,25(3),2184,1,-,6,-,0.5,76.3,1,-,6.49,Deportivo Alaves,2017/2018
"Adrián Diéguez 28,  D(C)",188,69,6,438,-,-,5,-,0.5,78.4,0.7,-,6.44,Deportivo Alaves,2017/2018
"Daniel Torres 34,  DMC",187,80,14(4),1218,-,-,2,-,0.2,82.8,0.6,-,6.43,Deportivo Alaves,2017/2018
"Burgui 30,  AM(LR)",184,75,12(11),1035,1,-,1,-,0.7,76.5,0.1,-,6.41,Deportivo Alaves,2017/2018
"Óscar Romero 31,  AM(CLR),FW",176,73,2(3),248,-,-,-,-,1.6,62.7,1.2,-,6.35,Deportivo Alaves,2017/2018
"Hernán Pérez 35,  M(LR)",177,76,4(6),370,-,-,2,-,0.8,70.5,0.6,-,6.35,Deportivo Alaves,2017/2018
"Christian Santos 35,  FW",183,75,5(5),433,2,-,2,1,0.7,65.9,3.3,-,6.28,Deportivo Alaves,2017/2018
"Enzo Zidane 28,  AM(C)",185,80,1(1),71,-,-,-,-,-,56.7,-,-,6.2,Deportivo Alaves,2017/2018
"Carlos Vigaray 29,  D(CLR)",182,80,9(3),894,-,-,6,-,0.3,73.8,0.5,-,6.17,Deportivo Alaves,2017/2018
"Aleksandar Katai 33,  AM(CLR),FW",182,70,0(3),52,-,-,-,-,0.7,88.9,-,-,6.13,Deportivo Alaves,2017/2018
"Héctor Hernández 32,  D(L)",171,69,0(1),16,-,-,-,-,-,100,-,-,6.13,Deportivo Alaves,2017/2018
"Bojan 33,  AM(CLR),FW",170,65,4(9),436,-,-,-,-,0.4,80.1,-,-,6.13,Deportivo Alaves,2017/2018
"Iván López 30,  D(R)",175,69,3,175,-,1,-,-,0.3,80,0.3,-,7.14,Levante,2017/2018
"José Luís Morales 36,  D(R),M(CLR),FW",180,70,35,3066,10,8,6,1,1.7,69.5,0.4,4,7.01,Levante,2017/2018
"Jefferson Lerma 29,  D(R),DMC",179,70,25(1),2138,-,1,16,-,1,81.7,3.4,-,6.99,Levante,2017/2018
"José Campaña 30,  M(CLR)",179,70,33(2),2745,1,4,8,1,0.6,83.9,0.9,4,6.91,Levante,2017/2018
"Raúl Fernández 36,  GK",195,92,11,990,-,-,-,-,-,48.6,0.3,1,6.82,Levante,2017/2018
"Coke 36,  D(CLR),M(R)",182,78,16(1),1386,3,-,4,1,0.6,74.1,1.4,-,6.81,Levante,2017/2018
"Enis Bardhi 28,  M(CLR),FW",172,67,16(10),1581,9,1,9,-,1.4,81.3,0.2,-,6.78,Levante,2017/2018
"Antonio Luna 33,  D(L),M(L)",178,68,22(1),2021,-,2,5,-,0.2,69.9,0.7,-,6.7,Levante,2017/2018
"Ivi López 29,  AM(L)",174,70,17(12),1760,4,3,3,-,1.3,74,0.4,3,6.65,Levante,2017/2018
"Emmanuel Boateng 27,  AM(CLR),FW",175,70,10(15),1271,6,-,5,-,1.7,64.7,3,1,6.63,Levante,2017/2018
"Sergio Postigo 35,  D(C)",184,78,27(3),2426,1,-,6,-,0.2,80.3,0.9,-,6.61,Levante,2017/2018
"Oier Olazábal 34,  GK",190,86,26,2340,-,-,2,-,-,47.2,0.2,1,6.61,Levante,2017/2018
"Toño 34,  D(L),M(L)",179,69,12,1080,-,1,2,-,0.2,77.7,0.2,-,6.6,Levante,2017/2018
"Erick Cabaco 28,  D(C)",185,79,12(2),1040,-,-,5,-,0.1,71.6,1.4,-,6.58,Levante,2017/2018
"Jason 29,  M(LR)",178,65,22(5),1795,1,2,2,-,1.2,69.9,0.7,1,6.58,Levante,2017/2018
"Sasa Lukic 27,  M(C)",183,76,12(4),996,-,1,4,-,0.1,85.2,0.8,-,6.52,Levante,2017/2018
"Chema Rodríguez 32,  D(CL)",189,80,23(2),2017,1,1,8,1,0.3,77.4,1.2,-,6.5,Levante,2017/2018
"Shaq Moore 27,  D(R)",180,74,5(1),425,-,-,-,-,0.5,75.3,0.3,-,6.49,Levante,2017/2018
"Aly Abeid 26,  D(L)",174,70,1,78,-,-,-,-,-,75,1,-,6.48,Levante,2017/2018
"Rober Pier 29,  D(C),DMC",182,74,19(6),1905,-,-,4,-,0.3,82.3,0.7,-,6.48,Levante,2017/2018
"Roger Martí 33,  FW",179,74,10(7),963,3,2,4,-,1.6,71.6,0.6,-,6.48,Levante,2017/2018
"Pedro López 40,  D(R),M(R)",174,72,19(3),1598,-,-,4,-,0.1,75.9,0.4,-,6.47,Levante,2017/2018
"Rubén Rochina 32,  M(CLR)",182,76,2(4),149,1,-,-,1,1.2,76.5,-,-,6.4,Levante,2017/2018
"Enes Ünal 26,  FW",187,78,7,597,1,1,-,-,1.1,74.3,2.1,-,6.38,Levante,2017/2018
"Álex Alegría 31,  FW",190,82,8(1),632,-,-,1,-,1.6,68.9,3,-,6.35,Levante,2017/2018
"Cheick Doukouré 31,  DMC",180,82,12(7),1021,1,-,4,-,1,82.8,0.8,-,6.24,Levante,2017/2018
"Koke Vegas 28,  GK",188,88,2,91,-,-,-,1,-,48.1,-,-,6.22,Levante,2017/2018
"Armando Sadiku 32,  FW",182,81,4(2),269,-,-,1,-,0.8,76.8,1.7,-,6.21,Levante,2017/2018
"Moctar El Hacen 26,  Midfielder",181,79,1(1),82,-,-,-,-,-,62.5,2,-,6.19,Levante,2017/2018
"Giampaolo Pazzini 39,  FW",180,77,5(4),444,1,-,1,-,1.1,66.2,0.6,-,6.17,Levante,2017/2018
"Samu García 33,  AM(R),FW",179,72,2(9),185,-,-,1,-,0.2,62.9,0.2,-,6.09,Levante,2017/2018
"Nano Mesa 29,  Forward",178,77,2(7),274,-,-,1,-,0.7,61.4,0.3,-,6.07,Levante,2017/2018
"Fahad Al Muwallad 29,  Forward",167,64,0(2),26,-,-,-,-,-,66.7,-,-,5.99,Levante,2017/2018
"Raúl García 37,  M(CLR),FW",184,83,30(4),2639,10,1,10,-,2.3,58,3.8,1,7.1,Athletic Bilbao,2017/2018
"Aymeric Laporte 29,  D(CL)",189,86,19,1710,-,1,5,-,0.4,83.7,2.6,1,7.05,Athletic Bilbao,2017/2018
"Iker Muniain 31,  AM(CLR)",170,65,7(7),775,4,2,1,-,1.3,85.1,0.1,1,6.94,Athletic Bilbao,2017/2018
"Unai Núñez 27,  D(C)",186,80,33,2942,1,-,11,-,0.6,82.3,2.2,1,6.94,Athletic Bilbao,2017/2018
