Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Nacho Vidal 29,  D(R)",180,75,5(2),447,1,-,1,-,0.4,79.1,0.6,-,6.88,Valencia,2017/2018
"Jaume Domènech 33,  GK",185,73,5,450,-,-,2,-,-,67.9,0.2,-,6.87,Valencia,2017/2018
"Simone Zaza 32,  FW",186,84,23(10),2079,13,1,8,1,2.2,70.7,2.3,3,6.83,Valencia,2017/2018
"Álvaro Medrán Just 30,  M(C)",170,69,1,73,-,-,-,-,1,91.7,-,-,6.83,Valencia,2017/2018
"Neto 34,  GK",190,84,33,2970,-,-,2,-,-,51.5,0.2,1,6.81,Valencia,2017/2018
"Rúben Vezo 29,  D(CR)",182,80,17(2),1554,-,-,1,1,0.2,77.2,2.1,-,6.79,Valencia,2017/2018
"Santi Mina 28,  AM(LR),FW",185,79,17(15),1550,12,2,4,-,1.3,77.9,1.2,-,6.74,Valencia,2017/2018
"Ezequiel Garay 37,  D(C)",189,90,23(1),2031,-,-,5,-,0.3,85.6,1.9,-,6.7,Valencia,2017/2018
"Carlos Soler 27,  M(CLR)",180,76,27(6),2376,1,4,4,-,1.4,85,0.3,-,6.68,Valencia,2017/2018
"Andreas Pereira 28,  M(CLR)",178,71,12(11),1078,1,3,5,-,0.6,71.6,0.6,1,6.54,Valencia,2017/2018
"Nemanja Maksimovic 29,  M(C)",189,69,6(9),551,-,-,1,-,0.5,84.9,0.9,-,6.53,Valencia,2017/2018
"Toni Lato 26,  D(L),M(L)",171,64,9(7),799,-,1,4,-,0.1,78.7,0.6,-,6.51,Valencia,2017/2018
"Nacho Gil 28,  AM(LR)",168,63,2(4),228,-,1,-,-,0.3,83.1,0.2,-,6.45,Valencia,2017/2018
"Luciano Vietto 30,  AM(CLR),FW",174,73,5(9),524,2,1,1,-,0.4,79.5,0.2,-,6.39,Valencia,2017/2018
"Ferran Torres 24,  AM(LR),FW",184,77,2(11),302,-,1,-,-,0.2,69.4,0.4,-,6.26,Valencia,2017/2018
"Rodri 27,  D(C),DMC",190,82,36(1),3228,1,3,8,-,0.9,90.1,2.7,3,7.2,Villarreal,2017/2018
"Samu Castillejo 29,  AM(CLR),FW",182,67,25(5),2085,6,5,4,-,1.9,82.5,0.5,3,7.16,Villarreal,2017/2018
"Mario Gaspar 33,  D(CR),M(R)",182,74,31(1),2806,2,3,6,-,0.9,78.6,1.8,3,7.14,Villarreal,2017/2018
"Cédric Bakambu 32,  AM(LR),FW",182,73,15,1269,9,-,5,-,2.1,73.8,1.1,2,7.01,Villarreal,2017/2018
"Carlos Bacca 37,  FW",181,77,30(5),2512,15,6,9,-,2.1,73.8,0.7,3,6.95,Villarreal,2017/2018
"Manu Trigueros 32,  M(CLR),FW",178,75,32(2),2709,3,4,9,1,0.8,87.6,0.8,1,6.91,Villarreal,2017/2018
"Víctor Ruiz 35,  D(C)",184,95,27,2417,2,1,9,1,0.2,85.6,2.2,-,6.9,Villarreal,2017/2018
"Pablo Fornals 28,  M(CLR)",178,67,30(5),2623,3,12,4,-,1.5,78.1,0.8,4,6.9,Villarreal,2017/2018
"Jaume Costa 36,  D(LR),M(L)",171,62,29(1),2541,-,-,13,1,0.4,82.5,1.1,-,6.86,Villarreal,2017/2018
"Sergio Asenjo 34,  GK",189,87,23,2070,-,-,3,-,-,55.2,0.4,3,6.79,Villarreal,2017/2018
"Álvaro González 34,  D(C)",178,72,32(1),2899,-,2,13,1,0.5,83.7,1.9,-,6.76,Villarreal,2017/2018
"Dani Raba 28,  AM(CR)",184,76,14(7),1115,2,4,3,1,0.9,78.8,0.4,1,6.68,Villarreal,2017/2018
"Mariano Barbosa 39,  GK",188,79,12(1),1125,-,-,-,-,-,60.4,0.1,-,6.67,Villarreal,2017/2018
"Daniele Bonera 42,  D(CR)",183,84,14(1),1191,-,1,4,1,0.1,86.9,1.2,-,6.63,Villarreal,2017/2018
"Andrés Fernández 37,  GK",187,82,3,226,-,-,-,-,-,58.3,0.7,-,6.62,Villarreal,2017/2018
"Enes Ünal 26,  FW",187,78,11(12),1122,5,2,1,-,1.6,73.2,1.9,1,6.58,Villarreal,2017/2018
"Antonio Rukavina 40,  D(LR),M(R)",177,74,14(3),1270,-,-,5,-,0.1,83.4,0.5,-,6.56,Villarreal,2017/2018
"Denis Cheryshev 33,  AM(L),FW",179,74,9(15),922,2,1,2,-,1.2,71.7,0.5,-,6.55,Villarreal,2017/2018
"Nicola Sansone 32,  AM(LR),FW",175,68,5(13),627,5,1,1,-,0.8,78.7,0.1,-,6.53,Villarreal,2017/2018
"Adrián Marín 27,  D(L),M(L)",181,73,2(1),233,-,-,1,-,-,85.4,0.7,-,6.48,Villarreal,2017/2018
"Roberto Soriano 33,  AM(CLR)",182,76,11(11),1136,-,-,3,-,1,80.2,0.6,-,6.41,Villarreal,2017/2018
"Alfred N'Diaye 34,  D(C),M(C)",189,90,1(1),100,-,-,-,-,-,88.9,1.5,-,6.35,Villarreal,2017/2018
"Roger Martínez 29,  FW",180,76,2(6),227,1,-,1,-,1.4,75,0.6,-,6.29,Villarreal,2017/2018
"Javi Fuego 40,  M(C)",181,76,6(5),535,-,-,2,-,0.1,78.9,0.8,-,6.22,Villarreal,2017/2018
"Pau Torres 27,  D(C)",191,80,0(2),51,-,-,-,-,-,64.5,1.5,-,6.14,Villarreal,2017/2018
"Leonardo Suárez 27,  FW",167,60,0(1),28,-,-,-,-,1,81.8,-,-,6.12,Villarreal,2017/2018
"Salem Al Dawsari 32,  M(L)",172,71,0(1),33,-,-,1,-,-,88.2,-,-,6.1,Villarreal,2017/2018
"Darío Poveda 27,  Forward",185,75,0(1),1,-,-,-,-,-,50,-,-,6.04,Villarreal,2017/2018
"Ramiro Guerra 26,  Midfielder",183,75,0(4),67,-,-,1,-,-,80.6,-,-,6.03,Villarreal,2017/2018
"Mario González 28,  FW",183,76,0(2),16,-,-,-,-,0.5,57.1,1,-,6.03,Villarreal,2017/2018
"Rúben Semedo 29,  D(C)",189,84,3(1),231,-,-,-,-,0.3,87.5,1.8,-,5.94,Villarreal,2017/2018
"Chuca 26,  Midfielder",182,75,1(3),86,-,-,1,-,0.8,77.8,-,-,5.89,Villarreal,2017/2018
"Marc Bartra 33,  D(CR),DMC",184,70,16,1421,1,-,6,-,0.8,85.8,3.2,2,7.54,Real Betis,2017/2018
"Fabián Ruiz 27,  M(CL)",189,70,30(4),2662,3,6,3,-,1.2,86.4,0.8,3,7.17,Real Betis,2017/2018
"Junior Firpo 27,  D(L),M(L)",184,78,14,1190,2,2,4,-,0.9,83.7,1.4,-,7.12,Real Betis,2017/2018
"Dani Giménez 40,  GK",185,81,4,309,-,-,-,-,-,64.4,0.5,-,7.08,Real Betis,2017/2018
"Joaquín 42,  M(CLR),FW",179,75,29(6),2487,4,7,7,-,0.9,86.2,0.5,5,7.01,Real Betis,2017/2018
"Loren Morón 30,  FW",188,66,12(3),1064,7,-,3,-,1.9,72,0.9,2,6.96,Real Betis,2017/2018
"Andrés Guardado 37,  D(L),M(CL)",169,60,25(4),2267,2,8,7,-,1.1,86.5,0.6,2,6.91,Real Betis,2017/2018
"Francis Guerrero 28,  D(R),M(LR)",175,78,10(4),992,1,-,2,-,0.3,79.5,0.9,-,6.85,Real Betis,2017/2018
"Zouhair Feddal 34,  D(C)",192,84,14(1),1257,3,-,7,-,0.4,81.3,1.9,-,6.85,Real Betis,2017/2018
"Aïssa Mandi 32,  D(CLR)",184,78,34,3025,1,-,9,1,0.4,91.9,1.8,1,6.84,Real Betis,2017/2018
"Antonio Barragán 36,  D(CR),M(R)",182,76,28(1),2377,-,6,7,-,0.3,83.7,1.6,2,6.77,Real Betis,2017/2018
"Antonio Sanabria 28,  FW",180,70,8(9),847,8,-,-,-,1.4,73.1,1.4,-,6.75,Real Betis,2017/2018
"Ryad Boudebouz 34,  M(CLR),FW",177,74,15(12),1361,2,3,2,-,0.7,80.6,0.2,1,6.71,Real Betis,2017/2018
"Cristian Tello 32,  M(LR)",178,65,16(16),1685,4,3,2,-,1.1,77.3,0.2,3,6.68,Real Betis,2017/2018
"Joel Campbell 31,  AM(CLR),FW",178,71,2(6),209,2,1,1,-,0.9,88.8,-,-,6.65,Real Betis,2017/2018
"Javi García 37,  D(C),DMC",187,82,27(5),2411,1,-,7,-,0.3,91.8,1.5,-,6.62,Real Betis,2017/2018
"Sergio León 35,  FW",178,73,23(8),1983,11,1,5,-,2.1,69.2,0.8,1,6.61,Real Betis,2017/2018
"Antonio Adán 36,  GK",190,86,30,2700,-,2,4,-,-,67.4,0.2,2,6.59,Real Betis,2017/2018
"Rafa Navarro 30,  D(R)",173,61,1(2),134,-,-,-,-,0.3,90.5,0.3,-,6.59,Real Betis,2017/2018
"Jordi Amat 31,  D(CL),DMC",185,83,24(1),2052,-,-,6,2,0.3,90,1.2,-,6.53,Real Betis,2017/2018
"Riza Durmisi 30,  D(L),M(L)",168,68,23(1),2080,2,3,4,-,0.8,84.9,0.3,-,6.49,Real Betis,2017/2018
"Alin Tosça 32,  D(CL)",181,78,5(1),424,-,-,-,-,0.3,86.8,1,-,6.36,Real Betis,2017/2018
"Víctor Camarasa 29,  M(CR)",183,76,14(10),1253,1,-,2,-,0.9,86.8,0.4,-,6.34,Real Betis,2017/2018
"Juanjo Narváez 29,  Forward",181,79,4(3),305,-,-,-,-,0.4,91,0.3,-,6.32,Real Betis,2017/2018
"Rubén Castro 42,  AM(LR),FW",169,68,3(7),355,1,1,-,-,0.9,82.8,0.2,-,6.28,Real Betis,2017/2018
"Nahuel Leiva 27,  AM(LR)",172,70,3(4),249,-,-,2,-,0.3,81.4,0.1,-,6.2,Real Betis,2017/2018
"Pedro López 29,  Goalkeeper",187,80,4(1),411,-,-,-,-,-,76.1,-,-,6.11,Real Betis,2017/2018
"Julio Gracia 26,  Midfielder",170,66,0(2),22,-,-,-,-,0.5,81,-,-,5.96,Real Betis,2017/2018
"Aitor Ruibal 27,  D(R),M(LR)",176,74,0(2),7,-,-,-,-,-,100,-,-,5.94,Real Betis,2017/2018
"Éver Banega 35,  M(C)",176,78,25(6),2397,3,3,9,1,1.2,86.8,0.4,-,7.08,Sevilla,2017/2018
"Sergio Escudero 34,  D(L),M(L)",176,65,26(1),2332,-,2,10,-,0.7,81.5,2.1,3,7.06,Sevilla,2017/2018
"Nicolás Pareja 40,  D(C)",181,75,5,406,-,-,2,-,0.6,86.4,2.8,-,6.96,Sevilla,2017/2018
"Guido Pizarro 34,  DMC",186,80,19(5),1754,1,-,9,-,0.5,86.3,2,1,6.92,Sevilla,2017/2018
"Steven Nzonzi 35,  M(C)",196,75,26(1),2216,1,2,2,-,0.8,88,3.8,1,6.89,Sevilla,2017/2018
"David Soria 30,  GK",192,85,15,1265,-,-,1,-,-,66.8,0.3,1,6.87,Sevilla,2017/2018
"Clément Lenglet 28,  D(C)",186,81,33(2),3002,3,1,9,-,0.4,83.9,2,3,6.87,Sevilla,2017/2018
"Simon Kjær 34,  D(C)",190,86,18(2),1572,2,-,3,-,0.5,84.4,2.2,-,6.82,Sevilla,2017/2018
"Gabriel Mercado 37,  D(CR)",181,82,25(1),2124,-,1,9,-,0.7,83.1,1.6,1,6.8,Sevilla,2017/2018
"Ganso 34,  AM(C),FW",184,79,7(1),524,2,-,-,-,0.9,82.4,0.3,-,6.79,Sevilla,2017/2018
"Lionel Carole 32,  D(CL),M(L)",182,79,6,540,-,1,-,-,0.5,82.7,1.2,-,6.79,Sevilla,2017/2018
"Carlos Fernández 27,  AM(C),FW",185,72,2,139,1,-,-,-,2.5,77.8,1,-,6.77,Sevilla,2017/2018
"Daniel Carriço 35,  D(C),DMC",180,79,5(1),459,-,-,1,-,0.3,85.9,2,-,6.75,Sevilla,2017/2018
"Franco Vázquez 35,  AM(CLR),FW",187,82,22(8),1845,4,6,5,-,1.9,74.8,1.3,3,6.74,Sevilla,2017/2018
"Pablo Sarabia 31,  D(L),M(CLR),FW",174,70,27(7),2400,6,5,7,1,1.7,79,0.4,1,6.73,Sevilla,2017/2018
"Miguel Layún 35,  D(LR),M(CLR)",180,76,11(5),1181,2,-,4,-,1.4,77.7,0.9,-,6.73,Sevilla,2017/2018
"Joaquín Correa 29,  AM(CL),FW",189,75,15(6),1199,1,1,5,-,1.1,83.9,0.7,-,6.72,Sevilla,2017/2018
"Nolito 37,  AM(CL)",175,65,17(13),1600,4,5,4,-,1.3,73.4,0.4,-,6.72,Sevilla,2017/2018
"Wissam Ben Yedder 33,  AM(C),FW",170,68,18(7),1700,9,3,1,1,1.9,78.8,0.6,1,6.67,Sevilla,2017/2018
"Jesús Navas 38,  D(R),M(R)",172,60,20(6),1763,1,-,2,-,0.7,77,0.5,1,6.62,Sevilla,2017/2018
"Borja Lasso 30,  Midfielder",177,70,1,54,-,-,-,-,-,74.3,-,-,6.6,Sevilla,2017/2018
"Sébastien Corchia 33,  D(R),M(R)",176,69,9(3),824,-,1,4,-,0.4,80.2,1,-,6.59,Sevilla,2017/2018
"Luis Muriel 32,  AM(CL),FW",179,79,17(12),1604,7,1,4,-,2,75.4,0.9,3,6.57,Sevilla,2017/2018
"Walter Montoya 30,  M(CR)",172,73,1,77,-,-,-,-,1,69.6,1,-,6.55,Sevilla,2017/2018
"Sergio Rico 30,  GK",195,90,23(1),2155,-,-,2,-,-,60.1,0.5,1,6.5,Sevilla,2017/2018
"Johannes Geis 30,  D(C),DMC",181,81,7(7),670,-,1,-,-,0.4,84.9,0.4,-,6.47,Sevilla,2017/2018
"Michael Krohn-Dehli 40,  M(CLR)",171,70,5(8),533,1,1,-,-,0.4,85.4,0.1,-,6.46,Sevilla,2017/2018
"Roque Mesa 34,  DMC",172,74,4(3),342,-,-,2,-,0.1,91.4,0.1,-,6.45,Sevilla,2017/2018
"Sandro Ramírez 28,  AM(LR),FW",175,71,7(6),715,-,1,-,-,1.8,81.5,0.3,-,6.45,Sevilla,2017/2018
"Guilherme Arana 26,  D(L),M(L)",178,76,2(1),192,-,-,-,-,-,87,0.7,-,6.31,Sevilla,2017/2018
"José Lara 24,  Midfielder",161,60,0(1),9,-,-,-,-,-,75,-,-,6.16,Sevilla,2017/2018
"Djené Dakonam 32,  D(CR),DMC",187,72,36,3240,1,-,9,-,0.3,70.6,2,2,7.11,Getafe,2017/2018
"Juan Cala 34,  D(C)",185,78,20,1800,2,2,9,-,0.8,63.4,2.9,2,6.96,Getafe,2017/2018
"Leandro Cabrera 32,  D(CL)",190,80,8(1),720,-,-,3,-,0.2,50.5,2.1,-,6.95,Getafe,2017/2018
"Damián Suárez 35,  D(R),M(R)",172,61,33,2879,1,4,14,1,0.3,68.8,0.7,1,6.92,Getafe,2017/2018
"Fayçal Fajr 35,  M(CLR)",180,71,26(5),2384,1,4,7,-,0.7,75,0.8,1,6.84,Getafe,2017/2018
"Vicente Guaita 37,  GK",190,81,33,2970,-,-,1,-,-,38.9,0.4,3,6.82,Getafe,2017/2018
"Alberto Redondo 26,  Defender",0,0,1,90,-,-,-,-,-,42.9,2,-,6.8,Getafe,2017/2018
"Bruno González 33,  D(C)",185,83,17(3),1538,-,-,5,-,0.3,66.4,2,1,6.79,Getafe,2017/2018
"Ángel Rodríguez 36,  FW",172,68,26(7),2299,13,2,6,-,2.1,69.6,0.9,3,6.78,Getafe,2017/2018
"Markel Bergara 37,  M(C)",180,74,18,1469,4,1,5,-,0.9,72,1.7,-,6.77,Getafe,2017/2018
"Emiliano Martínez 31,  GK",195,88,5,450,-,-,-,-,-,42.1,0.2,-,6.73,Getafe,2017/2018
"Jorge Molina 41,  FW",188,72,31(5),2793,7,4,10,-,1.8,59.2,2.9,1,6.68,Getafe,2017/2018
"Antunes 36,  D(L),M(L)",175,72,31(3),2797,-,2,14,-,0.9,63.1,0.6,-,6.67,Getafe,2017/2018
"Amath Ndiaye 27,  AM(LR),FW",173,70,36(1),2884,3,3,9,-,1.1,68,0.6,1,6.66,Getafe,2017/2018
"Mathías Olivera 26,  D(L),M(L)",184,78,1(2),102,1,-,-,-,0.3,34.5,2,-,6.65,Getafe,2017/2018
