Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Raphaël Varane 30,  D(C)",191,81,23(3),2182,-,-,4,1,0.5,88.2,1.9,-,6.9,Real Madrid,2015/2016
"Álvaro Arbeloa 41,  D(LR)",184,79,2(4),258,-,-,1,-,-,85,2,-,6.73,Real Madrid,2015/2016
"Jesé 31,  AM(LR),FW",178,72,7(21),827,5,6,-,-,0.8,80.7,0.1,-,6.71,Real Madrid,2015/2016
"Denis Cheryshev 33,  AM(L),FW",179,74,0(2),33,-,1,-,-,0.5,81,-,-,6.58,Real Madrid,2015/2016
"Mateo Kovacic 29,  M(CL)",177,78,8(17),1030,-,2,4,1,0.4,90.5,0.1,-,6.5,Real Madrid,2015/2016
"Borja Mayoral 26,  AM(R),FW",182,74,3(3),283,-,-,-,-,0.5,78.9,0.8,-,6.36,Real Madrid,2015/2016
"Marcos Llorente 29,  D(R),M(CR),FW",184,74,0(2),23,-,-,-,-,-,95.2,-,-,6.19,Real Madrid,2015/2016
"Filipe Luís 38,  D(L)",181,77,32,2834,1,4,11,1,0.3,82.5,1.3,3,7.6,Atletico Madrid,2015/2016
"Diego Godín 38,  D(C)",187,78,31,2651,1,1,5,1,0.8,78.4,3,6,7.52,Atletico Madrid,2015/2016
"Antoine Griezmann 32,  AM(CLR),FW",176,73,36(2),3058,22,5,5,-,2.4,78.3,1.5,8,7.5,Atletico Madrid,2015/2016
"Koke 32,  M(CLR)",176,77,34(1),2973,5,14,4,-,1.2,82,0.7,2,7.49,Atletico Madrid,2015/2016
"Saúl Ñíguez 29,  D(CL),M(CLR)",184,76,26(5),2329,4,2,1,-,1.5,76.3,2.6,3,7.37,Atletico Madrid,2015/2016
"Gabi 40,  M(C)",180,74,34(1),2883,1,3,11,1,0.5,82.1,1.3,2,7.22,Atletico Madrid,2015/2016
"José Giménez 29,  D(CR)",185,77,27,2430,1,1,8,-,0.4,73.3,2.1,1,7.22,Atletico Madrid,2015/2016
"Tiago 42,  M(C)",184,75,12(2),1053,1,2,4,-,0.5,84.7,1.4,-,7.14,Atletico Madrid,2015/2016
"Juanfran 39,  D(R)",181,71,34(1),3030,1,1,6,-,0.2,77.1,0.5,1,7.06,Atletico Madrid,2015/2016
"Lucas Hernández 28,  D(CL)",184,79,8(2),834,-,-,-,-,-,70.2,1.4,-,7.04,Atletico Madrid,2015/2016
"Fernando Torres 39,  FW",186,79,17(13),1692,11,4,3,-,1.9,65.9,2.1,1,6.98,Atletico Madrid,2015/2016
"Guilherme Siqueira 37,  D(L)",182,81,1,90,-,-,1,-,-,82.6,-,-,6.97,Atletico Madrid,2015/2016
"Stefan Savic 33,  D(C)",187,81,10(2),925,-,-,1,-,0.2,78.2,2.3,-,6.97,Atletico Madrid,2015/2016
"Yannick Carrasco 30,  D(L),M(CLR),FW",181,73,16(13),1502,4,1,5,-,1.9,82,0.5,1,6.94,Atletico Madrid,2015/2016
"Augusto Fernández 37,  M(CR)",177,73,11(2),857,-,-,4,-,0.3,85.8,0.5,-,6.87,Atletico Madrid,2015/2016
"Jesús Gámez 38,  D(LR)",177,75,7(3),727,-,-,3,-,0.2,74.9,0.8,-,6.84,Atletico Madrid,2015/2016
"Jan Oblak 31,  GK",188,87,38,3420,-,-,-,-,-,46.6,0.2,-,6.83,Atletico Madrid,2015/2016
"Thomas Partey 30,  D(R),M(CR)",185,77,3(10),433,2,1,3,-,0.7,78.4,0.5,-,6.74,Atletico Madrid,2015/2016
"Ángel Correa 29,  AM(CLR),FW",171,68,8(18),949,5,4,7,-,1.2,68.5,0.2,1,6.71,Atletico Madrid,2015/2016
"Jackson Martínez 37,  FW",185,79,8(7),657,2,3,-,-,1.7,71,1.3,-,6.63,Atletico Madrid,2015/2016
"Nacho Monsalve 29,  Defender",188,81,1,90,-,-,-,-,-,84.4,1,-,6.57,Atletico Madrid,2015/2016
"Luciano Vietto 30,  AM(CLR),FW",174,73,12(7),966,1,3,3,-,1.3,79.7,0.3,-,6.48,Atletico Madrid,2015/2016
"Óliver Torres 29,  M(CLR)",178,70,9(12),815,-,2,2,-,0.4,80.4,0.1,-,6.47,Atletico Madrid,2015/2016
"Matías Kranevitter 30,  DMC",177,75,3(5),325,-,-,1,-,0.1,77.1,0.5,-,6.32,Atletico Madrid,2015/2016
"Raúl García 37,  M(CLR),FW",184,83,0(1),9,-,-,-,-,1,80,-,-,6.22,Atletico Madrid,2015/2016
"Bruno Soriano 39,  M(C)",184,73,28(3),2594,5,1,5,1,0.8,86.4,1.8,5,7.14,Villarreal,2015/2016
"Adrián Marín 27,  D(L),M(L)",181,73,10(1),925,-,-,1,-,0.1,75.6,0.7,-,7.14,Villarreal,2015/2016
"Alphonse Areola 31,  GK",195,94,32,2880,-,-,1,-,-,46.7,0.6,3,7.09,Villarreal,2015/2016
"Mateo Musacchio 33,  D(C)",180,73,12(1),1010,1,-,1,-,0.2,83,1,-,7.08,Villarreal,2015/2016
"Jaume Costa 36,  D(LR),M(L)",171,62,17(1),1538,1,1,8,-,0.2,78.4,0.9,2,7.01,Villarreal,2015/2016
"Mario Gaspar 33,  D(CR),M(R)",182,74,32(1),2874,2,2,8,-,1,72.9,1.1,1,6.93,Villarreal,2015/2016
"Denis Suárez 30,  M(CLR)",176,69,25(8),2372,4,4,3,-,1.1,72.9,0.3,4,6.93,Villarreal,2015/2016
"Eric Bailly 29,  D(CR)",187,77,25,2026,-,-,9,1,0.2,76.9,1.6,2,6.92,Villarreal,2015/2016
"Roberto Soldado 38,  FW",180,74,27(1),2256,5,10,12,-,1.4,68.4,0.8,2,6.87,Villarreal,2015/2016
"Bojan Jokic 37,  D(CL),M(L)",176,77,2,126,-,-,-,1,-,69.2,1,-,6.87,Villarreal,2015/2016
"Víctor Ruiz 35,  D(C)",184,95,32(3),2990,-,-,9,-,0.1,80.6,1.7,1,6.86,Villarreal,2015/2016
"Jonathan dos Santos 33,  M(CR)",172,74,20(6),1762,-,1,4,-,0.7,81.5,0.6,-,6.82,Villarreal,2015/2016
"Tomás Pina 36,  M(C)",184,78,19(8),1634,-,1,4,-,0.3,78.6,1.9,-,6.71,Villarreal,2015/2016
"Manu Trigueros 32,  M(CLR),FW",178,75,24(7),2119,2,1,5,-,0.9,81.9,0.8,1,6.68,Villarreal,2015/2016
"Adrián López 36,  M(CLR),FW",183,73,10(6),793,4,4,1,-,0.5,68.4,1.4,-,6.65,Villarreal,2015/2016
"Samu Castillejo 29,  AM(CLR),FW",182,67,19(9),1701,1,1,4,-,0.9,70.9,0.8,1,6.63,Villarreal,2015/2016
"Rodri 27,  D(C),DMC",190,82,1(2),94,-,-,1,-,0.7,86.8,0.3,-,6.61,Villarreal,2015/2016
"Antonio Rukavina 40,  D(LR),M(R)",177,74,14(4),1346,-,-,5,-,0.1,78.8,0.6,-,6.61,Villarreal,2015/2016
"Cédric Bakambu 32,  AM(LR),FW",182,73,21(13),1861,12,3,4,-,1.4,73.7,0.8,3,6.57,Villarreal,2015/2016
"Sergio Asenjo 34,  GK",189,87,4,360,-,-,1,-,-,51.6,0.3,-,6.56,Villarreal,2015/2016
"Samu García 33,  AM(R),FW",179,72,7(9),759,2,1,2,-,0.6,73.4,1,-,6.52,Villarreal,2015/2016
"Léo Baptistão 31,  AM(CLR),FW",185,72,12(14),1259,3,1,1,-,1.2,66.9,0.8,-,6.45,Villarreal,2015/2016
"Nahuel Leiva 27,  AM(LR)",172,70,11(9),1000,-,1,4,-,0.5,74.6,0.4,-,6.44,Villarreal,2015/2016
"Daniele Bonera 42,  D(CR)",183,84,10(4),974,-,-,3,1,0.2,85.6,0.5,-,6.43,Villarreal,2015/2016
"Alfonso Pedraza 27,  D(L),M(L)",184,73,2,107,-,-,-,-,0.5,68.4,-,-,6.42,Villarreal,2015/2016
"Mariano Barbosa 39,  GK",188,79,2,180,-,-,-,-,-,73,-,-,6.14,Villarreal,2015/2016
"Aritz Aduriz 43,  FW",181,77,30(4),2776,20,6,9,-,2.7,60.6,4.8,6,7.37,Athletic Bilbao,2015/2016
"Raúl García 37,  M(CLR),FW",184,83,27(3),2375,7,6,10,-,2.6,63.7,3.7,2,7.25,Athletic Bilbao,2015/2016
"Mikel San José 34,  D(C),DMC",188,78,30(4),2691,2,3,6,1,0.7,78.7,2.8,2,7.05,Athletic Bilbao,2015/2016
"Beñat Etxebarria 37,  M(C)",176,75,32(4),2900,1,5,8,-,0.8,81.3,0.4,2,7.03,Athletic Bilbao,2015/2016
"Óscar De Marcos 34,  D(LR),M(CR)",182,77,33(1),2886,1,3,6,-,0.4,70.6,1.4,1,7.02,Athletic Bilbao,2015/2016
"Markel Susaeta 36,  M(LR)",179,63,22(6),1922,3,8,3,-,0.9,76.9,0.6,-,6.96,Athletic Bilbao,2015/2016
"Aymeric Laporte 29,  D(CL)",189,86,25(1),2214,3,1,7,2,0.7,80.2,2.1,1,6.93,Athletic Bilbao,2015/2016
"Mikel Balenziaga 36,  D(L)",177,76,33(1),2906,-,3,6,-,0.2,77.6,0.9,1,6.9,Athletic Bilbao,2015/2016
"Eneko Bóveda 35,  D(CR)",183,76,15(8),1462,-,-,1,-,0.2,77.1,1.7,2,6.89,Athletic Bilbao,2015/2016
"Xabier Etxeita 36,  D(C)",186,78,28(2),2485,-,1,5,-,0.3,80.3,1.7,-,6.86,Athletic Bilbao,2015/2016
"Íñigo Lekue 30,  D(LR),M(LR)",180,70,12(8),1158,1,-,2,-,0.6,75.5,1.2,1,6.83,Athletic Bilbao,2015/2016
"Iñaki Williams 29,  AM(CLR),FW",186,81,21(4),1639,8,3,2,1,1.7,65.3,0.3,2,6.8,Athletic Bilbao,2015/2016
"Ager Aketxe 30,  AM(C)",174,69,2(1),186,-,-,-,-,1.3,78.9,1.3,-,6.78,Athletic Bilbao,2015/2016
"Gurpegi 43,  D(C),M(C)",181,74,12(3),1143,-,-,4,-,0.3,79.9,1.9,-,6.72,Athletic Bilbao,2015/2016
"Iker Muniain 31,  AM(CLR)",170,65,13(7),1020,2,-,3,-,1.1,83.8,0.3,-,6.68,Athletic Bilbao,2015/2016
"Ander Iturraspe 35,  M(C)",187,80,7(9),700,-,1,1,-,0.3,77.9,1.7,1,6.63,Athletic Bilbao,2015/2016
"Gorka Iraizoz 43,  GK",191,87,37,3244,-,-,1,1,-,55.8,0.2,-,6.62,Athletic Bilbao,2015/2016
"Sabin Merino 32,  AM(L),FW",187,78,13(9),1130,5,-,1,-,1.2,68.4,1.5,1,6.55,Athletic Bilbao,2015/2016
"Mikel Rico 39,  M(C)",179,75,8(9),692,1,1,2,1,0.7,75.7,0.4,-,6.51,Athletic Bilbao,2015/2016
"Gorka Elustondo 37,  D(C),M(C)",184,79,4(7),466,1,-,1,-,0.3,82.5,0.5,-,6.45,Athletic Bilbao,2015/2016
"Javier Eraso 33,  AM(CR)",180,71,8(8),778,2,1,2,-,0.8,76.5,0.6,-,6.23,Athletic Bilbao,2015/2016
"Borja Viguera 36,  AM(L),FW",184,74,3(6),289,-,-,-,-,0.8,73.3,1.1,-,6.22,Athletic Bilbao,2015/2016
"Kike Sola 38,  FW",184,78,1(4),76,-,-,-,-,0.2,72.7,0.8,-,6.09,Athletic Bilbao,2015/2016
"Ibai Gómez 34,  AM(LR)",177,72,1(4),116,-,-,3,-,0.4,74.4,-,-,6.05,Athletic Bilbao,2015/2016
"Iago Herrerín 36,  GK",187,88,1(1),174,-,-,-,-,-,50,-,-,5.8,Athletic Bilbao,2015/2016
"Nolito 37,  AM(CL)",175,65,27(2),2473,12,7,9,-,2.8,67.6,0.6,9,7.44,Celta Vigo,2015/2016
"Augusto Fernández 37,  M(CR)",177,73,15,1338,1,1,7,-,0.6,90.3,1.1,-,7.17,Celta Vigo,2015/2016
"Fabián Orellana 38,  AM(CLR)",170,64,34,2921,7,7,9,1,2.3,77.8,0.6,2,7.1,Celta Vigo,2015/2016
"Gustavo Cabral 38,  D(C)",182,80,31,2675,-,-,9,2,0.2,87.4,2.5,-,7.06,Celta Vigo,2015/2016
"Iago Aspas 36,  AM(CR),FW",176,67,31(4),2668,14,4,8,-,2.3,77.5,0.6,6,7.02,Celta Vigo,2015/2016
"Hugo Mallo 32,  D(CR),M(R)",173,69,33(1),2944,1,4,9,-,0.2,78.5,1.1,1,7,Celta Vigo,2015/2016
"Pablo Hernández 37,  M(C)",185,85,28(5),2313,2,4,14,1,0.8,79.1,3.8,1,6.97,Celta Vigo,2015/2016
"Andreu Fontàs 34,  D(C),DMC",188,91,6(1),540,1,-,1,-,0.3,89.7,1.6,-,6.89,Celta Vigo,2015/2016
"Daniel Wass 34,  D(LR),M(CLR)",181,74,31(5),2706,2,5,3,-,1.4,80.3,1.5,1,6.87,Celta Vigo,2015/2016
"Jonny Otto 30,  D(CLR),M(LR)",175,70,34(2),2960,1,4,8,2,0.4,83.5,0.9,2,6.81,Celta Vigo,2015/2016
"Sergi Gómez 31,  D(CR)",185,80,29(2),2615,-,1,6,-,0.1,85.6,1.7,1,6.78,Celta Vigo,2015/2016
"Carles Planas 33,  D(L),M(L)",173,76,18(8),1680,-,2,4,-,0.1,77.2,1.2,-,6.62,Celta Vigo,2015/2016
"David Goldar 29,  Defender",180,77,1,90,-,-,1,-,1,41.7,1,-,6.62,Celta Vigo,2015/2016
"Marcelo Díaz 37,  DMC",166,67,10(4),983,-,1,3,-,0.9,89.1,0.1,-,6.53,Celta Vigo,2015/2016
"Théo Bongonda 28,  AM(CLR)",177,73,14(9),1195,2,1,5,-,0.8,75.7,0.3,-,6.51,Celta Vigo,2015/2016
"Sergio Álvarez 37,  GK",180,75,30(1),2725,-,-,1,-,-,53.4,0.3,-,6.48,Celta Vigo,2015/2016
"Nemanja Radoja 31,  DMC",186,77,15(15),1450,-,1,5,-,0.2,83.4,0.6,-,6.48,Celta Vigo,2015/2016
"Claudio Beauvue 35,  AM(CLR),FW",175,70,6(4),505,1,-,1,-,1.1,68.4,1.9,-,6.4,Celta Vigo,2015/2016
"John Guidetti 31,  FW",185,79,12(23),1234,7,-,3,-,0.9,72.4,0.4,-,6.38,Celta Vigo,2015/2016
"Diego Alende 26,  Defender",180,76,0(1),39,-,-,-,-,-,85.7,1,-,6.37,Celta Vigo,2015/2016
"Josep Señé 32,  AM(CR)",186,79,4(4),384,-,1,1,-,0.3,71.6,1.1,1,6.27,Celta Vigo,2015/2016
"Borja Fernández 28,  Midfielder",178,71,1(3),132,-,-,-,-,-,72.5,1,-,6.26,Celta Vigo,2015/2016
"Rubén Blanco 28,  GK",188,70,8,690,-,-,1,1,-,51.3,0.3,-,6.23,Celta Vigo,2015/2016
"Pape Cheikh 26,  DMC",180,68,0(6),59,-,-,-,-,-,92,-,-,6.17,Celta Vigo,2015/2016
"Néstor Díaz 31,  Goalkeeper",183,72,0(1),4,-,-,-,-,-,100,-,-,6.04,Celta Vigo,2015/2016
"Lévy Madinda 31,  M(C)",182,77,0(1),1,-,-,-,-,-,100,-,-,6,Celta Vigo,2015/2016
"Dejan Drazic 28,  Midfielder",175,69,1(5),104,-,-,1,-,0.2,83.3,0.2,-,5.95,Celta Vigo,2015/2016
"Grzegorz Krychowiak 34,  D(C),M(C)",186,82,25(1),2271,-,-,6,-,0.8,84.3,2.9,3,7.23,Sevilla,2015/2016
"Éver Banega 35,  M(C)",176,78,20(5),1726,5,2,6,1,1.6,82.9,0.2,4,7.21,Sevilla,2015/2016
"Mariano 37,  D(R),M(R)",182,76,18(5),1685,-,3,6,-,0.4,75,0.7,1,6.95,Sevilla,2015/2016
"Sergio Escudero 34,  D(L),M(L)",176,65,13(2),1173,1,1,2,-,0.8,78.4,1.3,1,6.91,Sevilla,2015/2016
"Yevhen Konoplyanka 34,  AM(CL),FW",178,70,15(17),1613,4,4,4,-,1.6,79.8,0.1,2,6.89,Sevilla,2015/2016
"Kevin Gameiro 36,  AM(C),FW",172,70,22(9),2084,16,4,2,-,2.3,74.4,0.5,2,6.86,Sevilla,2015/2016
"Steven Nzonzi 35,  M(C)",196,75,22(6),1847,3,1,2,1,0.7,79.9,2.5,2,6.86,Sevilla,2015/2016
"Vitolo 34,  M(CLR),FW",185,80,23(5),2053,2,4,4,1,0.9,75,0.6,-,6.84,Sevilla,2015/2016
"Sergio Rico 30,  GK",195,90,34,3060,-,-,2,-,-,60.8,0.4,2,6.8,Sevilla,2015/2016
"Daniel Carriço 35,  D(C),DMC",180,79,11(3),1050,1,1,4,-,0.5,80.2,1.8,-,6.78,Sevilla,2015/2016
"Nicolás Pareja 40,  D(C)",181,75,1(1),123,-,-,1,-,-,73,2.5,-,6.77,Sevilla,2015/2016
"Diego González 29,  D(CL)",185,83,1(1),107,1,-,-,-,1,91.1,0.5,-,6.73,Sevilla,2015/2016
"Iborra 36,  M(C)",190,80,21(8),1741,7,2,8,1,1.1,67,2.6,-,6.72,Sevilla,2015/2016
"Michael Krohn-Dehli 40,  M(CLR)",171,70,16(11),1658,1,3,3,-,0.9,84.4,0.4,-,6.7,Sevilla,2015/2016
"Coke 36,  D(CLR),M(R)",182,78,21(1),1741,1,1,3,1,1.4,73,1.4,1,6.7,Sevilla,2015/2016
"Benoît Trémoulinas 38,  D(L),M(L)",173,65,24,2159,-,3,3,-,0.5,76.4,1,-,6.69,Sevilla,2015/2016
"Adil Rami 38,  D(C)",190,90,28,2428,-,1,7,1,0.4,79.7,1.8,-,6.61,Sevilla,2015/2016
"Marco Andreolli 37,  D(C)",187,81,7,555,-,-,2,-,0.4,84.4,1.7,-,6.59,Sevilla,2015/2016
"Timothée Kolodziejczak 32,  D(CL),M(L)",185,75,26(3),2384,-,-,6,1,0.3,82.5,0.8,-,6.59,Sevilla,2015/2016
"Fernando Llorente 39,  FW",193,90,14(9),1162,4,3,4,-,1.3,63.7,2.8,-,6.59,Sevilla,2015/2016
"Beto 41,  GK",182,81,4,360,-,-,1,-,-,67.3,1,-,6.58,Sevilla,2015/2016
"Sebastián Cristóforo 30,  M(C)",175,68,17(4),1452,-,1,5,-,0.1,86.2,0.3,-,6.55,Sevilla,2015/2016
"José Antonio Reyes 40,  M(CLR)",176,72,14(10),1186,1,1,6,-,0.9,66.2,0.7,-,6.53,Sevilla,2015/2016
"Curro Sánchez 28,  Midfielder",173,71,3(1),301,-,1,3,-,0.8,69.7,1.8,-,6.4,Sevilla,2015/2016
"Ciro Immobile 34,  FW",185,78,4(4),332,2,-,2,-,1.8,63.5,0.5,-,6.37,Sevilla,2015/2016
"Antonio Cotán 28,  Midfielder",175,69,1,90,-,-,-,-,-,87,1,-,6.34,Sevilla,2015/2016
"Diogo Figueiras 33,  D(LR),M(R)",168,64,4,279,-,-,2,-,0.5,73.5,0.5,-,6.32,Sevilla,2015/2016
"Federico Fazio 37,  D(C)",195,85,4,295,-,-,-,1,0.3,67.2,3.5,-,6.32,Sevilla,2015/2016
"Gaël Kakuta 32,  M(CLR),FW",173,64,1(1),47,-,-,1,-,-,66.7,-,-,6.3,Sevilla,2015/2016
"David Carmona 27,  Defender",175,72,1,90,-,-,-,-,1,62.5,-,-,6.22,Sevilla,2015/2016
"Juan Muñoz 28,  Forward",179,72,3(5),301,1,-,-,-,0.8,70.6,0.1,-,6.14,Sevilla,2015/2016
"José Matos 28,  Defender",168,64,1,90,-,-,-,-,-,82.9,-,-,6.01,Sevilla,2015/2016
"Carlos Fernández 27,  AM(C),FW",185,72,0(1),27,-,-,-,-,-,88.9,1,-,5.99,Sevilla,2015/2016
"Ignacio Camacho 33,  D(C),M(C)",182,75,23,2008,2,1,7,1,1,73.5,3.2,3,7.22,Malaga,2015/2016
"Weligton 44,  D(C)",186,71,30,2608,-,2,5,-,0.1,71.7,3,2,7.18,Malaga,2015/2016
"Federico Ricca 29,  D(CL)",179,73,7(1),641,1,1,3,-,0.3,63.4,2.6,1,7.14,Malaga,2015/2016
"Charles 39,  FW",179,76,33(2),3007,12,3,12,-,2.4,70.4,3.8,4,7.02,Malaga,2015/2016
"Gonzalo Castro 39,  AM(LR),FW",178,80,15(1),1247,1,1,1,-,1.3,70,0.4,1,7,Malaga,2015/2016
"Roberto Rosales 35,  D(R),M(R)",174,73,35,3071,-,5,5,-,0.5,74.6,1.1,2,6.98,Malaga,2015/2016
"Sergi Darder 30,  M(CLR)",180,71,1,85,-,-,1,-,3,80.6,-,-,6.96,Malaga,2015/2016
"Albentosa 35,  D(C)",193,89,27(2),2553,2,-,11,-,0.6,69.7,1.8,2,6.93,Malaga,2015/2016
"Recio 33,  M(C)",183,74,32(1),2750,-,4,16,-,1.1,82.3,0.8,-,6.93,Malaga,2015/2016
"Miguel Torres 38,  D(CLR)",185,81,22(1),1959,-,2,9,-,-,70,1.1,-,6.84,Malaga,2015/2016
"Carlos Kameni 40,  GK",186,86,28,2467,-,1,2,-,-,60.2,0.3,2,6.82,Malaga,2015/2016
"Egor Filipenko 35,  D(C)",194,85,6(2),562,-,-,1,-,1,68.3,1.4,-,6.81,Malaga,2015/2016
"Guillermo Ochoa 38,  GK",190,85,10(1),953,-,-,-,-,-,53.3,0.2,-,6.8,Malaga,2015/2016
"Juankar 33,  D(L),M(L)",179,70,14(5),1247,1,2,1,-,0.8,76.2,1.1,-,6.76,Malaga,2015/2016
"Marcos Angeleri 40,  D(CR)",182,76,13,1112,-,-,3,-,0.2,80.2,1,-,6.72,Malaga,2015/2016
"Fernando Tissone 37,  M(C)",180,77,12,997,-,-,2,2,0.7,77.3,1.4,-,6.72,Malaga,2015/2016
"Arthur Boka 40,  D(L),M(C)",166,65,12(2),1049,-,-,3,1,0.5,78.2,0.9,-,6.65,Malaga,2015/2016
"Duje Cop 34,  AM(L),FW",184,72,25(6),2064,7,3,3,-,1.6,67.9,1.2,1,6.61,Malaga,2015/2016
"Juanpi 30,  AM(CR)",176,67,18(11),1621,4,1,6,-,1.1,77.3,0.4,1,6.6,Malaga,2015/2016
"Christian Atsu 32,  AM(CLR)",165,65,3(9),386,2,-,-,-,0.8,78.6,0.3,-,6.57,Malaga,2015/2016
