Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Duda 43,  M(CLR)",175,71,11(16),1062,1,1,5,-,0.9,69.5,0.2,-,6.48,Malaga,2015/2016
"Pablo Fornals 28,  M(CLR)",178,67,12(15),1286,1,-,1,-,0.8,78.3,0.5,-,6.48,Malaga,2015/2016
"Fábio Espinho 38,  M(C),FW",171,65,0(2),87,-,-,-,-,1,89.1,1,-,6.42,Malaga,2015/2016
"Nordin Amrabat 36,  M(CLR),FW",179,73,13,1012,-,1,5,1,2,72.2,0.2,-,6.4,Malaga,2015/2016
"Adnane Tighadouini 31,  AM(L),FW",179,70,4(6),387,1,-,-,-,1.5,74,0.2,-,6.4,Malaga,2015/2016
"Roque Santa Cruz 42,  FW",191,93,3(14),419,2,1,-,-,0.3,74,1.2,-,6.3,Malaga,2015/2016
"Ricardo Horta 29,  AM(CLR),FW",173,63,9(8),782,-,-,2,-,1.1,77.8,0.2,-,6.24,Malaga,2015/2016
"Hachim Mastour 25,  Midfielder",175,63,0(1),5,-,-,-,-,-,50,-,-,6.1,Malaga,2015/2016
"Javier Ontiveros 26,  AM(LR)",170,75,0(4),57,-,-,-,-,0.3,83.8,-,-,6.1,Malaga,2015/2016
"Ikechukwu Uche 40,  FW",172,70,1(2),81,-,-,-,-,0.3,77.8,-,-,6.06,Malaga,2015/2016
"Asier Illarramendi 34,  M(C)",179,75,32(1),2847,1,1,15,-,0.7,81,1.8,2,7.27,Real Sociedad,2015/2016
"Diego Reyes 31,  D(C),DMC",190,76,26(1),2313,2,-,3,1,0.4,81.7,2.8,2,7.24,Real Sociedad,2015/2016
"Yuri Berchiche 34,  D(L),M(L)",181,79,21,1849,-,4,10,-,0.7,76.5,2.7,2,7.22,Real Sociedad,2015/2016
"David Zurutuza 37,  M(CL)",186,79,14(2),1130,1,3,1,-,1.1,78.5,1.9,-,7.13,Real Sociedad,2015/2016
"Imanol Agirretxe 37,  FW",187,78,14(2),1174,13,-,-,-,2.9,66.2,1.8,3,7.06,Real Sociedad,2015/2016
"Iñigo Martínez 32,  D(C)",182,76,30,2700,1,-,7,-,0.5,78.5,2.3,1,6.95,Real Sociedad,2015/2016
"Aritz Elustondo 29,  D(CR)",180,71,30(1),2602,1,-,8,-,0.5,78.1,1.7,-,6.94,Real Sociedad,2015/2016
"Carlos Martínez 37,  D(R)",189,79,6(4),536,-,2,2,-,0.3,78.8,1.3,1,6.92,Real Sociedad,2015/2016
"Alberto de la Bella 38,  D(L)",182,79,14(1),1248,-,2,5,-,0.3,76.7,1.3,1,6.89,Real Sociedad,2015/2016
"Mikel González 38,  D(C)",190,78,17(2),1551,-,-,1,-,0.3,78.5,1.3,-,6.88,Real Sociedad,2015/2016
"Carlos Vela 35,  M(CLR),FW",177,77,32(3),2765,5,4,5,-,1.7,79.3,0.5,1,6.81,Real Sociedad,2015/2016
"Joseba Zaldúa 31,  D(R)",176,70,10(3),918,-,-,5,-,0.2,69.5,1.4,-,6.79,Real Sociedad,2015/2016
"Rubén Pardo 31,  M(C)",181,69,19(9),1788,-,7,7,-,1.3,81.6,0.6,-,6.79,Real Sociedad,2015/2016
"Mikel Oyarzabal 26,  AM(CLR),FW",181,78,16(6),1501,6,1,1,-,1.4,71.6,1,1,6.77,Real Sociedad,2015/2016
"Xabi Prieto 40,  M(CLR)",187,76,27(9),2380,3,3,3,-,0.5,77.5,1.7,1,6.75,Real Sociedad,2015/2016
"Esteban Granero 36,  M(CLR)",180,78,9(6),837,-,-,7,1,0.4,83.8,0.5,-,6.72,Real Sociedad,2015/2016
"Markel Bergara 37,  M(C)",180,74,15(5),1357,1,-,6,1,0.6,81.8,1.5,-,6.7,Real Sociedad,2015/2016
"Gerónimo Rulli 31,  GK",189,84,36,3192,-,-,5,1,-,58.5,0.2,3,6.66,Real Sociedad,2015/2016
"Jonathas 35,  FW",190,81,17(10),1603,7,2,6,1,2.1,68.6,1.9,1,6.65,Real Sociedad,2015/2016
"Bruma 29,  AM(CLR)",173,70,14(18),1454,2,1,-,-,1.4,79.9,0.1,-,6.56,Real Sociedad,2015/2016
"Gonzalo Castro 39,  AM(LR),FW",178,80,1(7),155,-,3,-,-,0.1,71,0.1,-,6.44,Real Sociedad,2015/2016
"Jon Bautista 28,  FW",180,72,1(3),118,1,-,2,-,1,60.6,1.3,-,6.41,Real Sociedad,2015/2016
"Eneko Capilla 28,  Midfielder",182,75,0(1),8,-,-,-,-,1,66.7,-,-,6.38,Real Sociedad,2015/2016
"Sergio Canales 33,  M(CLR)",176,65,11(5),900,-,-,3,-,1.5,82.8,0.1,-,6.31,Real Sociedad,2015/2016
"Héctor Hernández 32,  D(L)",171,69,4(9),396,-,1,1,-,0.3,75.3,0.4,-,6.28,Real Sociedad,2015/2016
"Igor Zubeldia 26,  D(C),DMC",181,73,0(1),6,-,-,-,-,-,80,-,-,6.08,Real Sociedad,2015/2016
"Oier Olazábal 34,  GK",190,86,2(1),227,-,-,1,-,-,48.7,-,-,6.05,Real Sociedad,2015/2016
"Charly Musonda 27,  AM(LR)",173,66,13(3),1228,1,1,2,-,0.9,78.4,0.1,-,7.09,Real Betis,2015/2016
"Germán Pezzella 32,  D(C)",187,82,23(2),2165,3,1,9,-,0.7,73.1,3,4,7.07,Real Betis,2015/2016
"Bruno González 33,  D(C)",185,83,32,2807,-,-,9,-,0.5,77.6,2.2,-,7.06,Real Betis,2015/2016
"Cristiano Piccini 31,  D(CR)",189,79,16,1421,-,-,4,-,0.9,78.4,1.8,-,7.04,Real Betis,2015/2016
"Martín Montoya 32,  D(LR),M(R)",175,73,13,1167,-,1,4,-,0.1,77.7,1.7,1,7.04,Real Betis,2015/2016
"Heiko Westermann 40,  D(CLR)",190,87,20,1633,1,-,3,2,0.8,75.9,2.9,5,7.02,Real Betis,2015/2016
"Alfred N'Diaye 34,  D(C),M(C)",189,90,34,3010,2,-,6,-,0.7,79.7,1.8,4,7,Real Betis,2015/2016
"Juan Vargas 40,  D(L),M(CL)",180,77,20,1719,2,2,5,1,0.9,74.8,1.2,2,6.98,Real Betis,2015/2016
"Joaquín 42,  M(CLR),FW",179,75,22(8),1963,1,5,3,-,0.9,79.3,0.7,1,6.88,Real Betis,2015/2016
"Petros Araujo 34,  M(CLR)",182,78,27(3),2329,1,1,7,1,0.3,83.2,0.7,1,6.79,Real Betis,2015/2016
"Rubén Castro 42,  AM(LR),FW",169,68,38,3378,19,4,3,-,2.7,75.2,0.8,-,6.79,Real Betis,2015/2016
"Antonio Adán 36,  GK",190,86,36,3213,-,-,6,-,-,38.7,0.3,2,6.78,Real Betis,2015/2016
"Álvaro Cejudo 40,  M(LR)",179,74,21(9),1877,1,2,10,-,1.2,71.6,0.7,-,6.73,Real Betis,2015/2016
"Jordi Figueras 36,  D(C)",185,82,2(1),167,-,-,1,-,-,76.1,2,-,6.7,Real Betis,2015/2016
"Dani Ceballos 27,  M(CL)",179,70,22(12),2136,-,2,9,1,0.5,80.9,0.5,1,6.7,Real Betis,2015/2016
"Fran Varela 29,  D(L)",174,68,10(4),909,-,1,3,-,0.4,76.4,0.7,-,6.55,Real Betis,2015/2016
"Vincenzo Rennella 35,  FW",188,78,2(4),192,1,-,1,-,0.8,58.2,1.2,-,6.5,Real Betis,2015/2016
"Francisco Molinero 38,  D(R)",177,77,15(6),1193,-,1,5,-,0.2,76.5,1,-,6.41,Real Betis,2015/2016
"Foued Kadir 40,  M(CLR)",180,73,6(2),485,-,-,1,-,1.3,78.7,0.5,-,6.4,Real Betis,2015/2016
"Ricky van Wolfswinkel 35,  FW",186,70,6(11),617,1,2,2,-,0.8,70,1,-,6.36,Real Betis,2015/2016
"Francisco Portillo 33,  M(CLR)",169,60,11(8),967,-,-,4,-,0.3,83.8,0.2,-,6.31,Real Betis,2015/2016
"Didier Digard 37,  M(C)",183,76,2(6),295,-,-,2,-,0.3,71.7,0.6,-,6.3,Real Betis,2015/2016
"Dani Giménez 40,  GK",185,81,2(1),207,-,-,-,-,-,50,-,-,6.29,Real Betis,2015/2016
"Fabián Ruiz 27,  M(CL)",189,70,6(6),430,-,1,-,-,0.3,79.8,0.3,-,6.25,Real Betis,2015/2016
"Jorge Molina 41,  FW",188,72,10(13),919,1,1,4,-,0.6,63.8,1,-,6.24,Real Betis,2015/2016
"Leandro Damião 34,  FW",188,90,1(2),129,-,-,-,-,2,68.2,1.7,-,6.22,Real Betis,2015/2016
"Rafael van der Vaart 41,  M(C)",176,74,2(5),180,-,-,-,-,0.9,74.7,0.1,-,6.21,Real Betis,2015/2016
"Xavi Torres 37,  M(C)",182,76,6(6),635,-,-,2,-,0.6,76.4,1,-,6.15,Real Betis,2015/2016
"Álvaro Vadillo 29,  AM(LR)",180,69,1(2),85,-,-,-,-,0.3,85.3,0.3,-,6.14,Real Betis,2015/2016
"Pedro Bigas 33,  D(CL)",181,83,26(1),2353,3,-,5,-,0.6,84.5,1.6,2,7.2,Las Palmas,2015/2016
"Jonathan Viera 34,  AM(CLR),FW",171,66,36,3121,10,9,4,-,2.4,81.9,0.4,5,7.19,Las Palmas,2015/2016
"Antolín Alcáraz 41,  D(C)",187,81,6,540,1,-,2,-,0.3,72.9,2.8,1,7.16,Las Palmas,2015/2016
"Raúl Lizoain 33,  GK",188,83,7(1),707,-,-,-,-,-,53.9,0.8,-,7.12,Las Palmas,2015/2016
"David García 42,  D(CR)",182,80,18(1),1609,2,1,2,-,0.5,80.3,2,1,7.1,Las Palmas,2015/2016
"Dani Castellano 36,  D(L)",180,70,25(2),2247,-,-,5,-,0.3,82.2,1.3,-,7.07,Las Palmas,2015/2016
"Aythami Artiles 37,  D(C)",184,79,30(1),2643,-,1,9,2,0.3,83.1,2.9,2,6.98,Las Palmas,2015/2016
"Javi Castellano 36,  DMC",182,73,1,90,-,-,-,-,1,76.9,3,-,6.92,Las Palmas,2015/2016
"Javi Varas 41,  GK",182,74,31,2711,-,-,1,1,-,57.2,0.4,2,6.84,Las Palmas,2015/2016
"Momo 41,  AM(LR)",178,68,15(8),1386,-,3,3,-,0.7,86.2,0.2,-,6.8,Las Palmas,2015/2016
"Vicente Gómez 35,  DMC",187,76,16(5),1461,1,1,3,-,0.3,87.8,1.7,1,6.77,Las Palmas,2015/2016
"Tana 33,  AM(CLR)",169,73,26(1),2127,5,4,2,-,1.1,84.3,0.2,1,6.76,Las Palmas,2015/2016
"Mauricio Lemos 28,  D(C)",177,80,8(2),736,-,-,5,-,0.4,83,1.4,-,6.72,Las Palmas,2015/2016
"David Simón 35,  D(R)",179,76,24(3),2262,1,2,7,-,0.4,78.5,1.4,-,6.69,Las Palmas,2015/2016
"Willian José 32,  FW",189,93,19(11),1728,9,1,6,-,1.8,72.9,1.3,-,6.68,Las Palmas,2015/2016
"Sergio Araújo 32,  FW",180,79,20(10),1821,5,3,4,-,2,70.4,1.7,1,6.67,Las Palmas,2015/2016
"Javier Garrido 39,  D(CL)",180,76,18,1576,-,1,2,-,0.1,86.7,0.6,-,6.65,Las Palmas,2015/2016
"Roque Mesa 34,  DMC",172,74,34,2839,1,2,12,-,1,87.8,0.4,-,6.6,Las Palmas,2015/2016
"Ángel Montoro 35,  M(C)",181,72,5(4),433,-,-,2,-,0.1,83.9,0.7,-,6.56,Las Palmas,2015/2016
"Nabil El Zhar 37,  M(CLR)",171,66,17(13),1708,2,4,4,-,0.9,80.9,0.5,-,6.55,Las Palmas,2015/2016
"Hernán 33,  DMC",181,71,11(7),928,1,-,4,-,0.5,85.5,1.3,1,6.52,Las Palmas,2015/2016
"Mubarak Wakaso 33,  M(CLR)",171,66,10(10),925,1,-,11,-,1,82.4,0.5,-,6.49,Las Palmas,2015/2016
"Juan Emmanuel Culio 40,  DMC",176,78,6(6),558,-,1,2,1,0.4,85.3,0.6,-,6.46,Las Palmas,2015/2016
"Nili 30,  Midfielder",176,71,4(4),318,-,-,-,-,0.5,79.6,0.1,-,6.31,Las Palmas,2015/2016
"Juan Carlos Valerón 48,  AM(C)",180,72,3(10),375,-,-,-,-,0.1,87.9,0.2,-,6.22,Las Palmas,2015/2016
"Ángel 43,  D(R)",180,71,0(3),30,-,-,-,-,-,88.6,-,-,6.15,Las Palmas,2015/2016
"Nauzet Alemán 39,  M(C)",178,71,2(8),243,-,-,-,-,0.3,77.2,-,-,6.14,Las Palmas,2015/2016
"Shkodran Mustafi 31,  D(CR)",184,82,30,2682,2,-,14,-,0.7,81.3,3,4,7.33,Valencia,2015/2016
"Dani Parejo 34,  M(C)",182,74,30(3),2735,8,5,8,-,1.4,85.5,0.8,3,7.15,Valencia,2015/2016
"Jaume Domènech 33,  GK",185,73,17,1530,-,-,-,-,-,52.4,0.4,1,7.12,Valencia,2015/2016
"Denis Cheryshev 33,  AM(L),FW",179,74,6(1),482,3,-,2,-,1.9,71,1,-,7.12,Valencia,2015/2016
"João Cancelo 29,  D(LR),M(R)",182,74,25(3),2121,1,4,5,1,0.3,78.6,1.1,2,7.1,Valencia,2015/2016
"Rúben Vezo 29,  D(CR)",182,80,10(5),1084,-,-,2,-,0.2,74.3,1.9,-,6.99,Valencia,2015/2016
"Aderllan Santos 34,  D(C)",193,83,17,1520,-,-,-,1,0.4,83.7,1.9,-,6.9,Valencia,2015/2016
"Aymen Abdennour 34,  D(C)",186,85,22,1853,-,-,4,-,0.3,83.2,1.9,-,6.88,Valencia,2015/2016
"Javi Fuego 40,  M(C)",181,76,23(3),2047,-,-,10,1,0.2,85.2,1.1,-,6.82,Valencia,2015/2016
"Guilherme Siqueira 37,  D(L)",182,81,14,1097,-,-,1,-,0.4,83.5,0.7,-,6.79,Valencia,2015/2016
"André Gomes 30,  M(CLR)",188,84,27(3),2381,3,3,10,-,1.4,81,1.3,-,6.78,Valencia,2015/2016
"Diego Alves 38,  GK",190,90,13,1170,-,-,1,-,-,60.5,0.1,1,6.76,Valencia,2015/2016
"Danilo Barbosa 28,  D(C),DMC",183,80,16(3),1366,-,-,4,-,0.8,75.5,1.3,1,6.74,Valencia,2015/2016
"Paco Alcácer 30,  AM(R),FW",175,72,25(9),2420,13,6,2,-,1.8,74.9,0.4,1,6.74,Valencia,2015/2016
"José Gayà 28,  D(L),M(L)",172,66,15(5),1441,-,-,5,1,0.1,82.2,0.5,-,6.72,Valencia,2015/2016
"Mathew Ryan 31,  GK",184,83,8,720,-,-,-,-,-,57.9,0.4,-,6.71,Valencia,2015/2016
"Enzo Pérez 38,  M(CR)",178,77,16(4),1266,-,-,10,-,0.3,87.8,0.9,-,6.68,Valencia,2015/2016
"Rodrigo 33,  M(CLR),FW",182,77,15(10),1361,2,3,1,1,1.5,75.9,1,-,6.65,Valencia,2015/2016
"Lucas Orbán 35,  D(CL)",184,76,6(1),524,-,-,4,1,-,81.6,1.1,-,6.62,Valencia,2015/2016
"Sofiane Féghouli 34,  M(CR)",177,75,13(8),1259,1,1,4,-,1,68.8,1.2,1,6.58,Valencia,2015/2016
"Antonio Barragán 36,  D(CR),M(R)",182,76,19(5),1660,-,-,5,1,-,79.9,1,-,6.56,Valencia,2015/2016
"Zakaria Bakkali 28,  AM(LR)",168,71,4(12),563,1,3,1,-,0.8,83.9,-,-,6.56,Valencia,2015/2016
"Álvaro Negredo 38,  FW",186,71,12(13),1148,5,2,-,-,1.6,63,2.7,-,6.56,Valencia,2015/2016
"Rodrigo De Paul 29,  AM(CLR),FW",180,70,6(3),522,-,-,3,-,1.1,75.3,0.1,-,6.55,Valencia,2015/2016
"Santi Mina 28,  AM(LR),FW",185,79,18(8),1581,4,1,2,-,1,76.4,1.1,-,6.53,Valencia,2015/2016
"Sito 27,  Midfielder",180,70,0(1),51,-,-,-,-,-,80,-,-,6.37,Valencia,2015/2016
"Pablo Piatti 34,  M(CLR)",163,63,9(12),791,-,-,3,-,0.5,74.4,0.3,-,6.36,Valencia,2015/2016
"Wilfried Zahibo 30,  DMC",189,77,2,136,-,-,1,-,-,72.9,2.5,-,6.3,Valencia,2015/2016
"Fran Villalba 25,  AM(L)",171,63,0(1),3,-,-,1,-,-,75,-,-,6.03,Valencia,2015/2016
"Tropi 28,  Midfielder",173,69,0(1),2,-,-,-,-,-,50,-,-,5.98,Valencia,2015/2016
"Marco Asensio 28,  AM(CLR),FW",182,76,33(1),2833,4,10,3,-,1.8,81,0.3,4,7.03,Espanyol,2015/2016
"Pape Diop 38,  M(C)",180,77,29(1),2485,3,-,13,1,0.7,77.7,2.4,1,6.91,Espanyol,2015/2016
"Hernán Pérez 35,  M(LR)",177,76,27(5),2448,7,1,12,-,1.5,71.2,1.5,2,6.91,Espanyol,2015/2016
"Víctor Sánchez 36,  D(LR),M(CL)",174,72,28(1),2315,1,6,11,2,0.8,79.3,0.9,3,6.87,Espanyol,2015/2016
"Anaitz Arbilla 36,  D(CLR)",178,76,7,630,-,-,3,-,1,78.6,1.3,-,6.85,Espanyol,2015/2016
"Joan Jordán 29,  M(C)",184,74,5(4),624,1,-,3,-,1,88.4,0.8,-,6.78,Espanyol,2015/2016
"Javi López 38,  D(R),DMC",180,76,28(3),2423,-,2,11,-,0.1,71.1,0.9,1,6.77,Espanyol,2015/2016
"Óscar Duarte 34,  D(C),DMC",186,88,13(1),1196,1,-,5,-,0.6,72.6,2.8,-,6.74,Espanyol,2015/2016
"Rubén Duarte 28,  D(CL)",180,75,21(1),1865,-,1,5,-,0.5,73.3,0.8,-,6.69,Espanyol,2015/2016
"Gerard Moreno 31,  AM(CR),FW",180,77,19(13),1916,7,3,3,1,1.6,71.5,1.8,1,6.66,Espanyol,2015/2016
"Álvaro González 34,  D(C)",178,72,36,3227,-,1,10,-,0.4,75.7,1.8,-,6.63,Espanyol,2015/2016
"Felipe Caicedo 35,  FW",183,84,26(5),2145,8,-,6,-,1.3,75.6,1.9,-,6.62,Espanyol,2015/2016
"Antonio Raíllo 32,  D(C)",187,80,4,360,-,-,1,-,1,77.1,2.8,-,6.55,Espanyol,2015/2016
"Burgui 30,  AM(LR)",184,75,8(18),976,1,3,-,-,1.2,76.6,0.2,-,6.54,Espanyol,2015/2016
"Fuentes 34,  D(CL)",177,72,9(1),760,-,-,2,-,0.1,77.7,1.4,-,6.49,Espanyol,2015/2016
"Rober Correa 31,  D(R)",180,71,5(2),468,-,-,2,1,-,83,1,-,6.48,Espanyol,2015/2016
"Víctor Álvarez 31,  D(L),M(L)",178,71,25(2),1968,1,2,6,-,0.5,66.2,1.4,1,6.48,Espanyol,2015/2016
"Abraham 38,  M(C)",177,75,13(7),1102,1,1,1,-,0.8,79.9,0.4,-,6.46,Espanyol,2015/2016
"Pau López 29,  GK",189,77,35(1),3195,-,-,4,-,-,48,0.4,-,6.44,Espanyol,2015/2016
"Enzo Roco 31,  D(C)",192,79,26(7),2462,2,-,9,-,0.3,79.9,1.2,1,6.39,Espanyol,2015/2016
"Paco Montañés 37,  AM(LR)",173,75,2(5),273,-,-,1,-,0.6,71.4,0.1,-,6.27,Espanyol,2015/2016
"José Cañas 36,  DMC",177,69,7(6),690,-,-,5,-,-,83.7,0.8,-,6.21,Espanyol,2015/2016
"Salva Sevilla 40,  M(CL)",178,71,5(10),527,1,-,3,-,0.5,87.1,0.2,-,6.19,Espanyol,2015/2016
"Mamadou Sylla 29,  FW",184,84,2(12),330,-,-,3,-,0.6,72.6,0.6,-,6.08,Espanyol,2015/2016
"Michael Ciani 39,  D(C)",189,88,2,136,-,-,-,-,-,77.6,2,-,5.7,Espanyol,2015/2016
"Giedrius Arlauskis 36,  GK",193,82,3,226,-,-,-,-,-,33.9,0.7,-,5.47,Espanyol,2015/2016
"Gonzalo Escalante 30,  DMC",182,76,32(2),2829,3,1,15,-,0.7,73.3,1.7,3,7,Eibar,2015/2016
"Keko 32,  M(R)",172,68,27(2),2316,3,3,4,1,1.2,71.3,0.3,-,6.97,Eibar,2015/2016
"Ander Capa 32,  D(R),M(R)",175,75,34(2),3122,2,5,12,-,0.4,62.9,0.9,1,6.94,Eibar,2015/2016
"Sergi Enrich 34,  FW",181,77,25(13),2422,9,6,4,-,1.2,67.7,3.1,3,6.84,Eibar,2015/2016
"Dani García 33,  DMC",180,81,35,3057,-,-,15,-,0.6,76.4,1.6,-,6.8,Eibar,2015/2016
"Borja Bastón 31,  FW",186,83,29(7),2581,18,3,3,-,2.6,69.1,1.7,1,6.78,Eibar,2015/2016
"Aleksandar Pantic 31,  D(C)",184,77,18(2),1677,-,-,6,-,0.5,64.1,2.8,1,6.77,Eibar,2015/2016
"Mauro Dos Santos 34,  D(C)",188,79,30(1),2682,-,1,7,-,0.4,67.2,2.7,1,6.75,Eibar,2015/2016
"Iván Ramis 39,  D(C)",188,82,21(2),1795,-,1,7,1,0.3,77.2,2.5,-,6.73,Eibar,2015/2016
"Saúl Berjón 37,  AM(LR),FW",178,84,16(13),1400,4,4,1,-,1.2,64.6,0.4,1,6.72,Eibar,2015/2016
"David Juncà 30,  D(L)",175,67,25(6),2336,-,4,8,-,0.3,67.8,0.7,-,6.71,Eibar,2015/2016
"Adrián González 35,  M(CL)",183,78,26(6),2233,5,-,6,-,1.4,73.4,1.9,1,6.62,Eibar,2015/2016
"Antonio Luna 33,  D(L),M(L)",178,68,12(3),1003,-,1,2,-,0.1,71.2,0.5,-,6.59,Eibar,2015/2016
"Xabi Irureta 37,  GK",180,74,4,360,-,-,-,-,-,38.5,0.3,-,6.56,Eibar,2015/2016
"Asier Riesgo 40,  GK",185,76,34,3060,-,-,1,-,-,41.4,0.6,1,6.56,Eibar,2015/2016
"Takashi Inui 35,  AM(CLR)",169,63,18(9),1629,3,3,1,-,1.3,75.1,0.2,2,6.55,Eibar,2015/2016
"Eddy Israfilov 31,  DMC",191,80,1(5),208,-,-,2,-,0.3,65.8,1,-,6.41,Eibar,2015/2016
"Ion Ansotegi 41,  D(C)",192,84,6(2),542,-,-,-,-,0.5,67.9,1.6,-,6.38,Eibar,2015/2016
"Jota 32,  AM(CLR)",180,70,8(5),693,-,-,1,-,1,77.6,0.2,-,6.36,Eibar,2015/2016
"Lillo 34,  D(CLR)",176,71,5(5),551,-,-,4,1,0.4,75.4,1.4,-,6.35,Eibar,2015/2016
"Simone Verdi 31,  AM(CLR),FW",171,62,3(6),290,-,-,2,-,0.7,82.2,0.1,-,6.31,Eibar,2015/2016
"Mikel Arruabarrena 41,  AM(C)",188,78,0(6),57,1,-,-,-,0.2,86.8,-,-,6.19,Eibar,2015/2016
"Izet Hajrovic 32,  AM(R)",177,72,2(5),174,-,-,-,-,0.3,80.6,0.3,-,6.17,Eibar,2015/2016
"Josip Radosevic 29,  DMC",180,80,5(3),405,-,-,1,1,0.1,74.9,1.1,-,6.15,Eibar,2015/2016
"Ekiza 36,  D(C)",180,73,2(2),189,-,-,1,-,-,54.2,1,-,6.11,Eibar,2015/2016
"Iñigo Barrenetxea 30,  Midfielder",179,70,0(2),3,-,-,-,-,-,85.7,0.5,-,6.11,Eibar,2015/2016
"Ander Gayoso 30,  Defender",171,71,0(1),5,-,-,-,-,-,20,-,-,6.02,Eibar,2015/2016
"Imanol Corral 30,  Defender",180,70,0(1),1,-,-,-,-,-,-,-,-,6,Eibar,2015/2016
"Lucas Pérez 35,  AM(CR),FW",180,82,35(1),3141,17,8,3,-,2.8,79.1,0.1,2,7.1,Deportivo La Coruna,2015/2016
"Sidnei 34,  D(C)",185,80,33,2897,-,-,2,-,0.2,78.4,1.5,1,6.97,Deportivo La Coruna,2015/2016
"Alejandro Arribas 34,  D(C)",182,76,31,2737,2,-,9,1,0.4,73.7,2.7,1,6.92,Deportivo La Coruna,2015/2016
"Luis Alberto 31,  AM(CL),FW",182,70,25(4),2108,6,7,3,-,2.8,69.1,0.7,3,6.88,Deportivo La Coruna,2015/2016
"Federico Cartabia 31,  AM(CLR)",171,68,15(11),1356,3,3,3,-,2,78.8,0.3,2,6.88,Deportivo La Coruna,2015/2016
"Pedro Mosquera 35,  M(C)",184,75,37,3288,-,2,10,-,0.8,82.5,1.2,-,6.83,Deportivo La Coruna,2015/2016
"Álex Bergantiños 38,  M(C)",177,72,20(2),1750,2,1,3,-,0.7,77.4,1.6,-,6.82,Deportivo La Coruna,2015/2016
"Fayçal Fajr 35,  M(CLR)",180,71,31(7),2841,5,3,3,-,1.2,82.2,0.6,2,6.81,Deportivo La Coruna,2015/2016
"Fernando Navarro 41,  D(CL)",177,70,35,2961,-,2,5,-,-,75.4,1.5,-,6.81,Deportivo La Coruna,2015/2016
"Celso Borges 35,  D(C),M(C)",182,75,21(3),1910,3,2,3,1,0.8,79.7,3.5,1,6.8,Deportivo La Coruna,2015/2016
"Juanfran 35,  D(R),M(R)",180,72,30(5),2683,1,2,4,-,0.5,74.3,1.3,2,6.8,Deportivo La Coruna,2015/2016
"Laure 38,  D(R)",171,68,16(7),1548,-,-,6,-,-,73.6,0.6,-,6.56,Deportivo La Coruna,2015/2016
"Luisinho 38,  D(L),M(L)",171,66,11(9),1091,-,-,5,1,0.4,75.1,0.7,-,6.52,Deportivo La Coruna,2015/2016
"Alberto Lopo 43,  D(C)",186,82,8(2),741,-,-,5,-,0.4,79.1,1.6,-,6.52,Deportivo La Coruna,2015/2016
"Germán Lux 41,  GK",185,79,29,2558,-,-,5,1,-,49.1,0.3,2,6.49,Deportivo La Coruna,2015/2016
"Cani 42,  M(CLR)",180,75,12(6),892,-,-,2,-,0.6,71.2,0.2,-,6.4,Deportivo La Coruna,2015/2016
"Jonás Gutiérrez 40,  D(LR),M(CLR)",184,73,3(12),391,-,1,2,-,0.2,65.2,0.7,1,6.39,Deportivo La Coruna,2015/2016
"Miguel Cardoso 29,  M(CLR),FW",176,73,0(3),41,-,1,-,-,1.3,80,-,-,6.35,Deportivo La Coruna,2015/2016
"Oriol Riera 37,  FW",184,78,7(15),788,2,-,3,-,1.1,65.5,2.1,-,6.33,Deportivo La Coruna,2015/2016
"Juan Domínguez 34,  M(C)",181,71,2(3),185,-,-,-,-,0.6,78.3,0.4,-,6.21,Deportivo La Coruna,2015/2016
"Manuel Pablo 48,  D(LR)",177,73,2(1),175,-,-,-,-,0.3,83.1,0.3,-,6.2,Deportivo La Coruna,2015/2016
"Jonathan Rodríguez 30,  FW",181,78,6(7),566,-,-,2,-,1.3,72.3,0.4,-,6.12,Deportivo La Coruna,2015/2016
"Stipe Pletikosa 45,  GK",193,82,2,180,-,-,-,-,-,52.7,-,-,6.03,Deportivo La Coruna,2015/2016
"Manu 37,  GK",182,77,8(1),683,-,-,2,-,-,42.1,0.3,-,5.98,Deportivo La Coruna,2015/2016
"Rober Pier 29,  D(C),DMC",182,74,0(2),50,-,-,-,-,0.5,80,-,-,5.97,Deportivo La Coruna,2015/2016
"Rubén Rochina 32,  M(CLR)",182,76,29(6),2497,6,6,10,-,2.2,70.8,1.1,3,7.11,Granada,2015/2016
"Jesús 35,  GK",190,87,1,90,-,-,-,-,-,40.5,-,-,7.09,Granada,2015/2016
"Miguel Lopes 37,  D(CR)",183,83,23(3),1973,-,1,8,1,0.4,75.9,1.5,3,7.08,Granada,2015/2016
"Youssef El Arabi 37,  AM(C),FW",183,84,27(8),2517,16,2,3,-,2,65.3,2,1,6.91,Granada,2015/2016
"Ricardo Costa 42,  D(C)",183,80,14,1250,1,-,7,-,0.6,79.9,2.1,-,6.84,Granada,2015/2016
"Rubén Pérez 34,  M(C)",178,73,30(1),2484,-,2,17,-,0.5,77.5,1.1,1,6.83,Granada,2015/2016
"Isaac Cuenca 32,  D(R),M(LR)",179,68,8(4),788,2,2,-,-,0.8,85.5,0.3,1,6.79,Granada,2015/2016
"Piti 42,  M(CLR)",174,69,5(3),416,2,2,3,-,1.3,58.5,0.9,-,6.78,Granada,2015/2016
