Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Sergio Asenjo 34,  GK",189,87,24,2105,-,-,-,-,-,36,0.3,1,6.89,Villarreal,2016/2017
"Víctor Ruiz 35,  D(C)",184,95,27(1),2367,1,1,4,2,0.2,84.3,2.1,-,6.86,Villarreal,2016/2017
"Cédric Bakambu 32,  AM(LR),FW",182,73,17(9),1570,11,1,5,-,1.9,73,0.9,2,6.79,Villarreal,2016/2017
"Mateo Musacchio 33,  D(C)",180,73,23,2067,-,2,6,-,0.3,81.6,1.2,-,6.78,Villarreal,2016/2017
"Jonathan dos Santos 33,  M(CR)",172,74,22(12),2207,2,3,4,-,1.2,86.7,0.5,-,6.77,Villarreal,2016/2017
"Álvaro González 34,  D(C)",178,72,21(3),1884,1,1,7,-,0.3,84.4,1.2,1,6.73,Villarreal,2016/2017
"Daniele Bonera 42,  D(CR)",183,84,6,540,-,-,2,-,-,88.6,1.2,-,6.69,Villarreal,2016/2017
"Alexandre Pato 34,  M(CLR),FW",175,72,11(3),882,2,1,-,-,2,68.8,0.7,1,6.64,Villarreal,2016/2017
"Nicola Sansone 32,  AM(LR),FW",175,68,25(7),2126,8,3,7,-,1.5,78.1,0.2,1,6.63,Villarreal,2016/2017
"Rodri 27,  D(C),DMC",190,82,8(15),838,-,1,1,-,0.3,90.2,0.9,1,6.6,Villarreal,2016/2017
"Adrián López 36,  M(CLR),FW",183,73,7(8),675,2,1,-,-,0.7,74.1,1.1,-,6.52,Villarreal,2016/2017
"Antonio Rukavina 40,  D(LR),M(R)",177,74,3(1),271,-,-,2,-,0.3,72.2,1,-,6.51,Villarreal,2016/2017
"Rafael Borré 28,  AM(C),FW",174,70,2(15),346,2,1,-,-,0.6,76.5,0.1,-,6.4,Villarreal,2016/2017
"Denis Cheryshev 33,  AM(L),FW",179,74,2(9),336,-,-,1,-,0.6,67.6,0.8,-,6.21,Villarreal,2016/2017
"Alfred N'Diaye 34,  D(C),M(C)",189,90,1(6),112,-,1,1,-,0.1,64.9,0.3,-,6.15,Villarreal,2016/2017
"Aitor Cantalapiedra 28,  AM(R)",177,67,0(1),3,-,-,-,-,-,-,-,-,6,Villarreal,2016/2017
"Mario González 28,  FW",183,76,0(2),23,-,-,-,-,-,50,0.5,-,5.99,Villarreal,2016/2017
"Leonardo Suárez 27,  FW",167,60,0(3),16,-,-,-,-,0.3,86.7,-,-,5.99,Villarreal,2016/2017
"Asier Illarramendi 34,  M(C)",179,75,33(1),3004,1,2,13,-,0.6,84.1,1.2,6,7.32,Real Sociedad,2016/2017
"Carlos Martínez 37,  D(R)",189,79,10,870,-,2,2,-,0.1,75.8,2,-,7.2,Real Sociedad,2016/2017
"Carlos Vela 35,  M(CLR),FW",177,77,31(4),2562,9,2,6,-,1.8,79.6,0.3,3,7.07,Real Sociedad,2016/2017
"Yuri Berchiche 34,  D(L),M(L)",181,79,35,3090,3,2,9,-,1.2,81.8,1.8,1,7.07,Real Sociedad,2016/2017
"David Zurutuza 37,  M(CL)",186,79,29(2),2505,3,1,7,1,0.8,83.9,1.4,1,6.94,Real Sociedad,2016/2017
"Xabi Prieto 40,  M(CLR)",187,76,32(6),2822,8,6,2,-,0.9,82.1,2,1,6.94,Real Sociedad,2016/2017
"Willian José 32,  FW",189,93,27(1),2078,12,4,4,-,2.5,72.7,1,2,6.92,Real Sociedad,2016/2017
"Raúl Navas 35,  D(C)",186,84,31(1),2799,1,1,5,-,0.8,83.8,2.3,-,6.9,Real Sociedad,2016/2017
"Iñigo Martínez 32,  D(C)",182,76,34,3000,3,2,9,1,1.2,83.6,2,2,6.86,Real Sociedad,2016/2017
"Mikel González 38,  D(C)",190,78,8(1),666,-,-,2,-,0.1,84.1,1.2,-,6.7,Real Sociedad,2016/2017
"Mikel Oyarzabal 26,  AM(CLR),FW",181,78,30(8),2727,2,7,-,-,1.5,75.2,0.8,1,6.65,Real Sociedad,2016/2017
"Joseba Zaldúa 31,  D(R)",176,70,12(2),1107,-,1,1,1,0.5,77.6,1.1,1,6.64,Real Sociedad,2016/2017
"Gerónimo Rulli 31,  GK",189,84,38,3420,-,-,4,-,-,72.8,0.2,1,6.64,Real Sociedad,2016/2017
"Álvaro Odriozola 28,  D(R)",176,66,15,1285,-,4,-,-,0.1,81.8,0.6,1,6.61,Real Sociedad,2016/2017
"Héctor Hernández 32,  D(L)",171,69,2(2),251,-,-,-,-,0.8,82.8,-,-,6.5,Real Sociedad,2016/2017
"Sergio Canales 33,  M(CLR)",176,65,7(24),995,-,4,2,-,0.6,85.5,0.1,1,6.45,Real Sociedad,2016/2017
"Esteban Granero 36,  M(CLR)",180,78,8(11),695,-,1,4,1,0.5,84.3,0.6,1,6.44,Real Sociedad,2016/2017
"Jon Bautista 28,  FW",180,72,2(10),305,3,-,-,-,1.2,66.7,1,-,6.43,Real Sociedad,2016/2017
"Igor Zubeldia 26,  D(C),DMC",181,73,3(1),254,-,-,1,-,0.5,89.3,0.8,-,6.42,Real Sociedad,2016/2017
"Juanmi 30,  AM(CLR),FW",172,69,19(16),1836,11,-,6,1,1.4,79.1,0.3,-,6.35,Real Sociedad,2016/2017
"Rubén Pardo 31,  M(C)",181,69,2(1),159,-,-,-,-,-,72.3,-,-,6.27,Real Sociedad,2016/2017
"Aritz Elustondo 29,  D(CR)",180,71,4(5),461,-,-,-,1,0.4,75.6,0.9,-,6.22,Real Sociedad,2016/2017
"Markel Bergara 37,  M(C)",180,74,3(3),286,-,-,-,-,-,75.6,1.3,-,6.2,Real Sociedad,2016/2017
"Kévin Rodrigues 30,  D(L),M(L)",170,70,1(1),103,-,-,1,-,1.5,91.5,-,-,6.13,Real Sociedad,2016/2017
"David Concha 27,  Forward",179,70,1(7),110,-,-,-,-,0.3,74.2,0.1,-,6.04,Real Sociedad,2016/2017
"Jon Gaztañaga 32,  Midfielder",180,70,0(2),24,-,-,1,-,0.5,81.5,-,-,6.02,Real Sociedad,2016/2017
"Jon Guridi 29,  M(C)",179,64,1,75,-,-,-,-,-,88.6,-,-,5.97,Real Sociedad,2016/2017
"Borja Viguera 36,  AM(L),FW",184,74,0(1),26,1,-,-,-,1,64.3,1,-,7.39,Athletic Bilbao,2016/2017
"Yeray Álvarez 29,  D(C)",182,78,25(1),2270,-,-,3,-,0.5,77.1,2.1,1,7.22,Athletic Bilbao,2016/2017
"Raúl García 37,  M(CLR),FW",184,83,34(2),2884,10,4,11,-,2.7,60.9,4.2,3,7.16,Athletic Bilbao,2016/2017
"Aritz Aduriz 43,  FW",181,77,27(5),2431,16,1,8,1,2.7,62.5,4.4,5,7.14,Athletic Bilbao,2016/2017
"Iker Muniain 31,  AM(CLR)",170,65,28(7),2412,7,2,5,-,1.2,81.7,0.3,4,6.98,Athletic Bilbao,2016/2017
"Beñat Etxebarria 37,  M(C)",176,75,28(4),2412,1,5,9,-,1.1,83.7,0.4,2,6.97,Athletic Bilbao,2016/2017
"Aymeric Laporte 29,  D(CL)",189,86,33,2866,2,-,10,-,0.5,84.1,2.3,2,6.97,Athletic Bilbao,2016/2017
"Eneko Bóveda 35,  D(CR)",183,76,18(1),1559,-,-,1,-,0.1,77.4,1.9,-,6.92,Athletic Bilbao,2016/2017
"Gorka Elustondo 37,  D(C),M(C)",184,79,1(1),104,-,-,-,-,0.5,78.6,1,-,6.86,Athletic Bilbao,2016/2017
"Mikel San José 34,  D(C),DMC",188,78,30(5),2702,4,1,9,-,0.8,76.1,2.4,-,6.8,Athletic Bilbao,2016/2017
"Iñaki Williams 29,  AM(CLR),FW",186,81,31(7),2802,5,6,4,-,1.8,67.8,0.8,1,6.79,Athletic Bilbao,2016/2017
"Íñigo Lekue 30,  D(LR),M(LR)",180,70,17(8),1574,2,1,1,-,0.8,77.2,0.9,1,6.79,Athletic Bilbao,2016/2017
"Óscar De Marcos 34,  D(LR),M(CR)",182,77,24(3),2150,1,4,3,-,0.4,78.5,1.1,-,6.76,Athletic Bilbao,2016/2017
"Mikel Balenziaga 36,  D(L)",177,76,33,2851,1,1,3,1,0.3,76.8,0.6,1,6.73,Athletic Bilbao,2016/2017
"Markel Susaeta 36,  M(LR)",179,63,11(15),1104,1,2,4,-,0.6,77.3,0.5,1,6.7,Athletic Bilbao,2016/2017
"Mikel Vesga 30,  DMC",191,83,3(3),287,-,-,1,-,0.5,76.8,1.5,-,6.65,Athletic Bilbao,2016/2017
"Xabier Etxeita 36,  D(C)",186,78,7(3),713,-,-,2,-,0.2,84.6,1.3,-,6.62,Athletic Bilbao,2016/2017
"Gorka Iraizoz 43,  GK",191,87,16(1),1405,-,-,1,-,-,57.6,0.4,-,6.56,Athletic Bilbao,2016/2017
"Kepa 29,  GK",189,84,23,2016,-,-,1,-,-,61.5,0.3,-,6.56,Athletic Bilbao,2016/2017
"Ander Iturraspe 35,  M(C)",187,80,12(12),1152,-,1,3,-,0.2,85.3,0.9,-,6.43,Athletic Bilbao,2016/2017
"Sabin Merino 32,  AM(L),FW",187,78,5(8),436,1,1,2,-,1.2,70.4,1.1,-,6.43,Athletic Bilbao,2016/2017
"Saborit 31,  D(L)",187,73,5(4),461,-,-,1,-,0.6,70.4,0.6,-,6.36,Athletic Bilbao,2016/2017
"Mikel Rico 39,  M(C)",179,75,4(14),470,1,-,4,-,0.6,82.4,0.3,-,6.3,Athletic Bilbao,2016/2017
"Asier Villalibre 26,  FW",184,86,0(6),71,-,1,-,-,0.2,55.6,0.8,-,6.24,Athletic Bilbao,2016/2017
"Javier Eraso 33,  AM(CR)",180,71,4(3),377,-,1,2,-,0.7,83.1,0.3,-,6.19,Athletic Bilbao,2016/2017
"Gerard Moreno 31,  AM(CR),FW",180,77,37,3280,13,4,6,-,2.2,71.4,2.6,6,7.24,Espanyol,2016/2017
"David López 34,  D(C),DMC",183,81,36,3240,3,2,3,-,0.5,79.2,2,1,7.12,Espanyol,2016/2017
"Pablo Piatti 34,  M(CLR)",163,63,30,2351,10,10,8,-,1.4,76.8,0.5,2,7.06,Espanyol,2016/2017
"Víctor Sánchez 36,  D(LR),M(CL)",174,72,25(1),2281,1,1,8,-,0.3,74.2,1.2,1,7.01,Espanyol,2016/2017
"Marc Navarro 28,  D(R)",188,79,10(2),789,2,1,-,-,1.3,75.7,0.9,2,6.98,Espanyol,2016/2017
"Léo Baptistão 31,  AM(CLR),FW",185,72,16(5),1429,6,4,1,-,1.6,70.9,0.8,1,6.91,Espanyol,2016/2017
"Diego Reyes 31,  D(C),DMC",190,76,32(2),2889,1,-,2,-,0.3,79.5,2.3,-,6.88,Espanyol,2016/2017
"Aarón Martín 26,  D(L),M(L)",180,72,28(2),2587,-,-,5,-,0.1,77.2,0.7,1,6.88,Espanyol,2016/2017
"José Manuel Jurado 37,  M(CLR)",173,72,27(4),2460,3,3,1,-,1.1,82.9,0.2,-,6.8,Espanyol,2016/2017
"Diego López 42,  GK",196,89,35,3113,-,-,3,-,-,53,0.3,3,6.75,Espanyol,2016/2017
"Javi López 38,  D(R),DMC",180,76,17(2),1526,-,1,3,-,0.1,71.7,0.8,-,6.68,Espanyol,2016/2017
"Javi Fuego 40,  M(C)",181,76,29(2),2566,1,-,8,1,0.3,81.3,1.2,-,6.65,Espanyol,2016/2017
"Hernán Pérez 35,  M(LR)",177,76,20(12),1797,3,1,8,-,0.8,72.8,0.9,-,6.62,Espanyol,2016/2017
"Martín Demichelis 43,  D(C)",184,80,1(1),98,-,-,-,-,-,71.7,2.5,-,6.58,Espanyol,2016/2017
"Víctor Álvarez 31,  D(L),M(L)",178,71,2(2),202,-,-,2,-,-,64.3,1,-,6.57,Espanyol,2016/2017
"José Antonio Reyes 40,  M(CLR)",176,72,10(11),866,3,4,1,-,0.7,70.6,0.3,-,6.52,Espanyol,2016/2017
"Marc Roca 27,  D(C),DMC",184,77,14(11),1320,-,1,4,-,0.5,83.9,0.4,-,6.47,Espanyol,2016/2017
"Óscar Duarte 34,  D(C),DMC",186,88,13(2),1124,-,-,4,-,0.4,80.9,1.1,-,6.45,Espanyol,2016/2017
"Pape Diop 38,  M(C)",180,77,9(9),899,-,-,6,-,0.2,73.4,1.5,-,6.37,Espanyol,2016/2017
"Roberto Jiménez 38,  GK",192,94,3(1),307,-,-,-,-,-,45.7,0.5,-,6.36,Espanyol,2016/2017
"Rubén Duarte 28,  D(CL)",180,75,1(2),101,-,-,1,-,-,54.5,-,-,6.28,Espanyol,2016/2017
"Felipe Caicedo 35,  FW",183,84,14(13),1290,2,1,3,1,0.6,76.8,1.1,-,6.25,Espanyol,2016/2017
"Álvaro Vázquez 32,  FW",182,75,2(8),313,-,1,-,-,0.5,76.9,0.1,-,6.25,Espanyol,2016/2017
"Óscar Melendo 26,  AM(CLR),FW",167,63,2(9),300,-,-,-,-,0.1,81.6,0.1,-,6.14,Espanyol,2016/2017
"Salva Sevilla 40,  M(CL)",178,71,3(3),268,-,-,1,-,0.2,81.4,0.7,-,6.1,Espanyol,2016/2017
"Michael Ciani 39,  D(C)",189,88,0(1),53,-,-,-,-,-,66.7,-,-,5.87,Espanyol,2016/2017
"Álvaro González 34,  D(C)",178,72,2,180,-,-,2,-,1,69.4,0.5,-,5.73,Espanyol,2016/2017
