Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Marcos Llorente 29,  D(R),M(CR),FW",184,74,31(1),2806,-,2,5,-,0.4,87,1,2,7.16,Deportivo Alaves,2016/2017
"Deyverson 32,  FW",187,80,29(3),2583,7,1,14,-,1.8,54.9,6.7,3,7.16,Deportivo Alaves,2016/2017
"Théo Hernández 26,  D(CL),M(L)",184,81,30(2),2727,1,3,12,1,0.8,80.6,0.7,2,7,Deportivo Alaves,2016/2017
"Manu García 37,  DMC",182,74,25(2),2015,3,1,8,-,0.9,80.7,1.9,4,6.92,Deportivo Alaves,2016/2017
"Zouhair Feddal 34,  D(C)",192,84,27,2246,2,1,6,2,0.4,76.1,1.7,1,6.91,Deportivo Alaves,2016/2017
"Víctor Laguardia 34,  D(C)",185,80,24(2),2148,2,1,6,-,0.4,78,1.9,-,6.89,Deportivo Alaves,2016/2017
"Fernando Pacheco 31,  GK",186,81,36,3240,-,-,1,-,-,57,0.2,3,6.87,Deportivo Alaves,2016/2017
"Rodrigo Ely 30,  D(C)",188,83,8(2),789,1,-,4,-,0.8,79,2.8,-,6.85,Deportivo Alaves,2016/2017
"Ibai Gómez 34,  AM(LR)",177,72,23(6),1828,5,2,2,-,1.8,77.7,0.1,3,6.81,Deportivo Alaves,2016/2017
"Adrià Ortolá 30,  Goalkeeper",187,74,2,180,-,-,-,-,-,58.1,-,-,6.79,Deportivo Alaves,2016/2017
"Kiko Femenía 33,  D(LR),M(R)",176,61,28(3),2503,-,2,6,-,0.2,83,0.4,1,6.78,Deportivo Alaves,2016/2017
"Óscar Romero 31,  AM(CLR),FW",176,73,4(9),529,-,1,3,-,1.8,77.4,0.3,1,6.74,Deportivo Alaves,2016/2017
"Édgar Méndez 34,  M(LR),FW",187,80,18(9),1618,4,1,6,-,1.6,65.4,0.9,-,6.68,Deportivo Alaves,2016/2017
"Aleksandar Pantic 31,  D(C)",184,77,1(1),154,-,-,1,-,0.5,64.9,1,-,6.68,Deportivo Alaves,2016/2017
"Rubén Sobrino 31,  AM(CLR),FW",185,73,5(6),501,2,1,1,-,1.1,78.4,0.5,1,6.66,Deportivo Alaves,2016/2017
"Nenad Krsticic 33,  M(CR)",182,75,9(5),747,2,-,3,-,0.2,76.1,0.6,1,6.65,Deportivo Alaves,2016/2017
"Daniel Torres 34,  DMC",187,80,17(4),1439,-,-,7,-,0.3,82.8,0.8,-,6.61,Deportivo Alaves,2016/2017
"Aleksandar Katai 33,  AM(CLR),FW",182,70,8(12),771,3,3,3,1,1.1,74.6,0.5,-,6.61,Deportivo Alaves,2016/2017
"Raúl Carnero 34,  D(CL),M(L)",180,74,14(4),1268,-,-,6,-,0.2,72.2,0.7,-,6.55,Deportivo Alaves,2016/2017
"Gaizka Toquero 39,  AM(R),FW",182,72,15(8),1228,1,1,4,-,0.4,60.7,1.5,1,6.52,Deportivo Alaves,2016/2017
"Víctor Camarasa 29,  M(CR)",183,76,28(3),2506,3,1,4,-,1,84.5,0.6,-,6.48,Deportivo Alaves,2016/2017
"Alexis Ruano 38,  D(CLR)",182,75,19(5),1818,2,1,10,1,0.3,82.1,1.3,-,6.45,Deportivo Alaves,2016/2017
"Christian Santos 35,  FW",183,75,8(13),832,3,1,2,-,1,65.1,2.4,1,6.42,Deportivo Alaves,2016/2017
"Carlos Vigaray 29,  D(CLR)",182,80,10(9),944,-,3,1,-,0.1,76.7,0.3,-,6.33,Deportivo Alaves,2016/2017
"Cristian Espinoza 28,  AM(LR)",175,73,1(5),159,-,-,1,-,0.3,68.8,0.2,-,6.11,Deportivo Alaves,2016/2017
"Pedro León 37,  M(LR)",183,70,34(3),3010,10,5,6,-,2.3,68.1,0.9,7,7.13,Eibar,2016/2017
"Iván Ramis 39,  D(C)",188,82,20(2),1722,3,-,5,-,0.5,81.3,2.9,2,7.05,Eibar,2016/2017
"Florian Lejeune 32,  D(C)",189,89,33(1),2971,1,1,6,1,0.8,74.8,3.4,3,7.01,Eibar,2016/2017
"Antonio Luna 33,  D(L),M(L)",178,68,24(2),2117,1,5,3,-,0.1,71.4,1,2,6.99,Eibar,2016/2017
"Anaitz Arbilla 36,  D(CLR)",178,76,17(5),1573,-,2,5,-,0.4,70.7,2.2,-,6.96,Eibar,2016/2017
"Sergi Enrich 34,  FW",181,77,31(7),2829,11,7,5,-,1.7,70.5,2.8,2,6.89,Eibar,2016/2017
"David Juncà 30,  D(L)",175,67,7(2),683,-,2,1,-,0.4,66.7,1.2,1,6.89,Eibar,2016/2017
"Ander Capa 32,  D(R),M(R)",175,75,29(2),2553,-,3,8,1,0.3,63.7,0.8,-,6.87,Eibar,2016/2017
"Dani García 33,  DMC",180,81,36,3185,1,1,9,1,0.6,81.7,1,2,6.85,Eibar,2016/2017
"Takashi Inui 35,  AM(CLR)",169,63,26(2),2088,3,2,5,-,1.6,79.9,0.6,-,6.83,Eibar,2016/2017
"Fran Rico 36,  M(C)",178,72,13(4),1225,2,1,5,-,0.8,74.6,1,-,6.74,Eibar,2016/2017
"Yoel Rodríguez 35,  GK",186,78,22(3),2117,-,-,1,1,-,45.3,0.2,-,6.73,Eibar,2016/2017
"Alejandro Gálvez 34,  D(C),M(C)",188,79,15(5),1329,-,-,4,-,0.3,73.4,1.4,-,6.72,Eibar,2016/2017
"Kike García 34,  FW",186,79,18(6),1537,7,1,8,-,1.1,67.7,1.8,1,6.69,Eibar,2016/2017
"Gonzalo Escalante 30,  DMC",182,76,24(6),2021,2,1,10,1,0.8,76.2,1.8,-,6.63,Eibar,2016/2017
"Markel Areitio 27,  Goalkeeper",180,73,0(1),43,-,-,-,-,-,38.1,-,-,6.62,Eibar,2016/2017
"Adrián González 35,  M(CL)",183,78,19(9),1538,7,1,3,-,1.5,74.1,1.5,-,6.59,Eibar,2016/2017
"Bebé 33,  AM(LR),FW",190,83,8(12),688,3,2,2,-,1.2,72.5,0.2,1,6.43,Eibar,2016/2017
"Mauro Dos Santos 34,  D(C)",188,79,8(3),761,-,-,1,-,0.2,73.5,1.5,-,6.34,Eibar,2016/2017
"Christian Rivera 26,  M(C)",191,87,6(11),712,-,-,3,-,0.4,76.5,0.6,-,6.34,Eibar,2016/2017
"Rubén Peña 32,  D(LR),M(LR),FW",170,65,9(19),1052,1,-,3,-,0.8,71.3,0.3,-,6.25,Eibar,2016/2017
"Jota 32,  AM(CLR)",180,70,3(2),204,-,-,-,-,0.6,72.7,0.4,-,6.19,Eibar,2016/2017
"Nano Mesa 29,  Forward",178,77,1(5),159,1,-,-,-,1.2,65.6,0.3,-,6.16,Eibar,2016/2017
"Asier Riesgo 40,  GK",185,76,16,1254,-,-,-,2,-,39.8,0.3,-,6.14,Eibar,2016/2017
"Ignacio Camacho 33,  D(C),M(C)",182,75,35,3146,4,2,15,-,1.1,75.6,4.5,2,7.26,Malaga,2016/2017
"Sandro Ramírez 28,  AM(LR),FW",175,71,28(2),2316,14,3,4,-,3.1,79,0.3,5,7.05,Malaga,2016/2017
"Roberto Rosales 35,  D(R),M(R)",174,73,32,2861,1,2,4,1,0.6,77.6,1.4,-,6.97,Malaga,2016/2017
"Luis Hernández 34,  D(CR)",183,75,19,1679,1,1,3,-,0.2,84.6,1.5,-,6.96,Malaga,2016/2017
"Juankar 33,  D(L),M(L)",179,70,23(5),2065,2,4,8,1,0.5,73.5,1.4,-,6.87,Malaga,2016/2017
"Diego Llorente 30,  D(C),DMC",186,75,23(2),2029,2,-,2,1,0.4,78.6,2.3,1,6.85,Malaga,2016/2017
"Pablo Fornals 28,  M(CLR)",178,67,31(1),2674,6,2,6,-,1.3,78.2,1,1,6.79,Malaga,2016/2017
"Recio 33,  M(C)",183,74,16(2),1360,3,2,9,-,0.8,84.6,1.1,-,6.74,Malaga,2016/2017
"Federico Ricca 29,  D(CL)",179,73,19(2),1623,-,1,6,-,0.5,74.2,1.3,-,6.73,Malaga,2016/2017
"Juanpi 30,  AM(CR)",176,67,16(6),1474,2,-,4,1,1.9,80.5,0.3,1,6.7,Malaga,2016/2017
"Javier Ontiveros 26,  AM(LR)",170,75,7(11),829,2,3,4,-,1.3,71.4,0.4,-,6.69,Malaga,2016/2017
"Martín Demichelis 43,  D(C)",184,80,7(3),675,-,-,3,-,0.4,81.1,3,1,6.68,Malaga,2016/2017
"Gonzalo Castro 39,  AM(LR),FW",178,80,21(8),1792,1,3,4,1,1.1,75,0.8,-,6.64,Malaga,2016/2017
"Carlos Kameni 40,  GK",186,86,35,3150,-,-,2,-,-,55.3,0.2,1,6.61,Malaga,2016/2017
"Mikel Villanueva 30,  D(C)",192,79,14(1),1263,-,-,4,-,0.3,80.3,1,-,6.55,Malaga,2016/2017
"José Rodríguez 29,  D(C),M(CR)",180,72,6,456,-,-,-,1,0.3,83.1,0.3,-,6.54,Malaga,2016/2017
"Miguel Torres 38,  D(CLR)",185,81,18(4),1565,-,-,4,-,0.2,75.6,1.5,-,6.53,Malaga,2016/2017
"Luis Muñoz 27,  Defender",182,76,4(1),381,-,-,-,-,0.2,72.9,1.2,-,6.5,Malaga,2016/2017
"Charles 39,  FW",179,76,11(10),1139,3,1,5,-,1.8,65.7,2.9,1,6.49,Malaga,2016/2017
"Keko 32,  M(R)",172,68,13(9),1056,-,3,6,-,0.8,75.5,0.3,1,6.48,Malaga,2016/2017
"Jony 32,  M(LR)",179,76,15(9),1250,2,1,3,-,1.3,67.3,0.2,-,6.41,Malaga,2016/2017
"Duda 43,  M(CLR)",175,71,2(14),379,1,2,3,-,0.4,73.2,0.3,-,6.35,Malaga,2016/2017
"Michael Santos 31,  FW",175,68,8(6),738,3,-,3,-,1.4,69.8,0.6,1,6.34,Malaga,2016/2017
"Zdravko Kuzmanovic 36,  M(C)",186,80,3(1),216,-,-,1,-,1,87.7,0.8,-,6.34,Malaga,2016/2017
"Youssef En-Nesyri 26,  FW",188,73,0(13),325,1,1,2,-,1.2,61.8,0.7,-,6.29,Malaga,2016/2017
"Bakary Koné 35,  D(C)",188,80,7,603,-,-,1,1,0.1,75.8,1,-,6.14,Malaga,2016/2017
"Adalberto Peñaranda 26,  AM(L),FW",185,83,1(2),171,-,-,1,-,-,78.4,0.7,-,6.12,Malaga,2016/2017
"Weligton 44,  D(C)",186,71,1,90,-,-,1,-,-,66.7,1,-,5.89,Malaga,2016/2017
"Denys Boyko 36,  GK",197,85,3,270,-,-,-,-,-,67.5,-,-,5.86,Malaga,2016/2017
"Dani Parejo 34,  M(C)",182,74,36,3195,5,7,12,-,1.4,86.5,0.8,2,7.16,Valencia,2016/2017
"Nani 37,  M(CLR),FW",177,72,22(3),1871,5,7,6,-,2.7,76.9,1.1,2,7.06,Valencia,2016/2017
"Enzo Pérez 38,  M(CR)",178,77,26(1),2196,-,1,14,1,0.4,87.8,1.3,1,7.03,Valencia,2016/2017
"Martín Montoya 32,  D(LR),M(R)",175,73,26(3),2223,2,1,8,-,0.4,81.7,1.6,-,6.96,Valencia,2016/2017
"José Gayà 28,  D(L),M(L)",172,66,24(3),2090,1,2,4,-,0.5,77.9,0.4,1,6.96,Valencia,2016/2017
"João Cancelo 29,  D(LR),M(R)",182,74,27(8),2426,1,4,5,1,0.6,73.1,0.9,-,6.9,Valencia,2016/2017
"Jaume Domènech 33,  GK",185,73,3,270,-,-,-,-,-,67.1,-,-,6.86,Valencia,2016/2017
"Eliaquim Mangala 33,  D(C)",188,84,30,2646,2,-,11,1,0.3,83.7,1.5,-,6.86,Valencia,2016/2017
"Ezequiel Garay 37,  D(C)",189,90,27,2341,4,-,7,-,0.4,80.1,2,1,6.83,Valencia,2016/2017
"Shkodran Mustafi 31,  D(CR)",184,82,0(1),45,-,-,-,-,1,73.5,1,-,6.79,Valencia,2016/2017
"Toni Lato 26,  D(L),M(L)",171,64,4(4),481,-,1,2,-,-,80.7,0.5,-,6.78,Valencia,2016/2017
"Aderllan Santos 34,  D(C)",193,83,11(1),1001,-,-,1,-,0.2,84.3,1.3,-,6.77,Valencia,2016/2017
"Rodrigo 33,  M(CLR),FW",182,77,17(2),1396,5,3,1,-,1.6,73.3,1,-,6.77,Valencia,2016/2017
"Simone Zaza 32,  FW",186,84,15(5),1376,6,1,7,-,3,69.3,2.5,-,6.72,Valencia,2016/2017
"Munir El Haddadi 28,  AM(CLR),FW",175,69,22(11),2036,6,3,3,1,1.4,79.3,0.7,2,6.7,Valencia,2016/2017
"Mario Suárez 37,  D(C),M(C)",188,80,17(4),1499,3,-,3,-,0.5,79.9,1.2,2,6.69,Valencia,2016/2017
"Carlos Soler 27,  M(CLR)",180,76,19(4),1725,3,1,4,1,1.2,86.1,0.4,1,6.66,Valencia,2016/2017
"Paco Alcácer 30,  AM(R),FW",175,72,1,90,-,-,-,-,2,76.2,-,-,6.6,Valencia,2016/2017
"Santi Mina 28,  AM(LR),FW",185,79,13(16),1404,6,2,2,-,1.1,75.2,1,2,6.58,Valencia,2016/2017
"Diego Alves 38,  GK",190,90,33,2970,-,-,4,-,-,53.2,0.1,2,6.55,Valencia,2016/2017
"Fabián Orellana 38,  AM(CLR)",170,64,13(3),1145,1,1,3,1,0.9,83.6,0.4,1,6.52,Valencia,2016/2017
"Aymen Abdennour 34,  D(C)",186,85,9(4),878,-,-,4,-,0.2,84,1.3,-,6.51,Valencia,2016/2017
"Rúben Vezo 29,  D(CR)",182,80,1,46,-,1,-,-,-,96,1,-,6.5,Valencia,2016/2017
"Álvaro Medrán Just 30,  M(C)",170,69,10(6),949,2,-,3,-,0.8,83.8,0.3,-,6.44,Valencia,2016/2017
"Mathew Ryan 31,  GK",184,83,2,180,-,-,-,-,-,77,-,-,6.39,Valencia,2016/2017
"Guilherme Siqueira 37,  D(L)",182,81,7(3),544,-,1,2,-,-,79,0.2,-,6.32,Valencia,2016/2017
"Federico Cartabia 31,  AM(CLR)",171,68,2(2),152,-,-,-,-,0.5,75.9,0.3,-,6.25,Valencia,2016/2017
"Zakaria Bakkali 28,  AM(LR)",168,71,1(17),276,1,-,2,-,0.3,85,-,-,6.23,Valencia,2016/2017
"Nacho Gil 28,  AM(LR)",168,63,0(2),3,-,-,-,-,-,-,-,-,6,Valencia,2016/2017
"Rafa Mir 26,  FW",191,86,0(2),5,-,-,-,-,0.5,-,-,-,5.9,Valencia,2016/2017
"Sito 27,  Midfielder",180,70,0(1),1,-,-,-,-,-,100,-,-,5.88,Valencia,2016/2017
"Fabián Orellana 38,  AM(CLR)",170,64,6(1),522,2,2,2,-,1.6,76.6,0.4,1,7.16,Celta Vigo,2016/2017
"Iago Aspas 36,  AM(CR),FW",176,67,25(7),2320,19,3,8,1,2.4,76.3,0.5,6,7.11,Celta Vigo,2016/2017
"Carles Planas 33,  D(L),M(L)",173,76,11(1),948,-,-,3,-,0.2,78.3,1.2,1,6.93,Celta Vigo,2016/2017
"Rubén Blanco 28,  GK",188,70,11,990,-,-,2,-,-,48.3,0.3,1,6.91,Celta Vigo,2016/2017
"Gustavo Cabral 38,  D(C)",182,80,25,2179,2,1,6,-,0.8,84.3,2.3,2,6.87,Celta Vigo,2016/2017
"Pablo Hernández 37,  M(C)",185,85,20(6),1899,1,-,9,1,0.5,79.6,3.2,1,6.82,Celta Vigo,2016/2017
"Facundo Roncaglia 37,  D(CLR)",179,76,30(2),2716,2,-,7,1,0.6,81.9,1.5,1,6.81,Celta Vigo,2016/2017
"Daniel Wass 34,  D(LR),M(CLR)",181,74,29(3),2394,3,4,3,-,1.3,75.5,2.1,-,6.8,Celta Vigo,2016/2017
"Nemanja Radoja 31,  DMC",186,77,27(4),2420,1,-,3,-,0.3,86.6,1.1,2,6.77,Celta Vigo,2016/2017
"Hugo Mallo 32,  D(CR),M(R)",173,69,22(1),1988,2,1,10,1,0.6,73.4,1.5,-,6.73,Celta Vigo,2016/2017
"Jonny Otto 30,  D(CLR),M(LR)",175,70,23(7),2208,-,3,8,-,0.4,83.3,0.5,1,6.72,Celta Vigo,2016/2017
"Andreu Fontàs 34,  D(C),DMC",188,91,17,1462,1,1,6,1,0.2,81.7,1,-,6.71,Celta Vigo,2016/2017
"Pione Sisto 29,  AM(CLR),FW",171,64,19(11),1666,3,3,1,-,1,84.2,0.1,1,6.67,Celta Vigo,2016/2017
"Álvaro Lemos 30,  D(R)",175,77,5,439,1,-,2,-,0.6,65.9,0.6,-,6.6,Celta Vigo,2016/2017
"Théo Bongonda 28,  AM(CLR)",177,73,26(4),2171,1,3,3,-,1.1,77.6,0.4,-,6.55,Celta Vigo,2016/2017
"Sergi Gómez 31,  D(CR)",185,80,21(4),1905,-,-,2,2,0.1,84,1.5,-,6.51,Celta Vigo,2016/2017
"Jozabed 33,  M(C)",180,65,12(7),1096,2,2,2,-,0.8,81.5,0.2,-,6.5,Celta Vigo,2016/2017
"Giuseppe Rossi 37,  FW",173,72,9(9),791,4,1,1,-,1.4,81.2,0.2,1,6.49,Celta Vigo,2016/2017
"Marcelo Díaz 37,  DMC",166,67,17(9),1644,1,2,5,-,0.5,88.3,0.5,-,6.48,Celta Vigo,2016/2017
"Sergio Álvarez 37,  GK",180,75,27,2341,-,1,-,1,-,53.4,0.3,-,6.46,Celta Vigo,2016/2017
"Claudio Beauvue 35,  AM(CLR),FW",175,70,5(8),652,1,2,1,-,1.5,70.2,2.4,1,6.45,Celta Vigo,2016/2017
"Josep Señé 32,  AM(CR)",186,79,8(5),665,-,2,1,-,1.2,73.4,1.6,-,6.33,Celta Vigo,2016/2017
"John Guidetti 31,  FW",185,79,14(9),1070,4,1,8,-,0.8,73.2,0.6,-,6.3,Celta Vigo,2016/2017
"Andrew Hjulsager 29,  M(CLR),FW",175,73,3(4),259,1,-,-,-,1.3,70.4,0.1,-,6.3,Celta Vigo,2016/2017
"Pape Cheikh 26,  DMC",180,68,5(11),562,1,-,3,-,0.1,87.5,0.1,-,6.27,Celta Vigo,2016/2017
"David Costas 28,  D(C)",184,71,1,90,-,1,1,-,-,84.5,1,-,6.06,Celta Vigo,2016/2017
"Iván Villar 26,  GK",183,76,1,90,-,-,-,-,-,38.1,-,-,5.75,Celta Vigo,2016/2017
"Jonathan Viera 34,  AM(CLR),FW",171,66,30(1),2589,7,7,4,-,2.2,85.1,0.2,2,7.18,Las Palmas,2016/2017
"Dani Castellano 36,  D(L)",180,70,25(2),2110,-,1,2,-,0.3,88.9,0.9,4,6.95,Las Palmas,2016/2017
"Mauricio Lemos 28,  D(C)",177,80,21(2),1854,5,-,6,-,0.8,83.3,1.3,-,6.86,Las Palmas,2016/2017
"Pedro Bigas 33,  D(CL)",181,83,31(1),2652,4,1,4,1,0.6,86.8,2,1,6.86,Las Palmas,2016/2017
"Jesé 31,  AM(LR),FW",178,72,13(3),1161,3,1,5,-,2.1,82.2,0.1,2,6.84,Las Palmas,2016/2017
"Vicente Gómez 35,  DMC",187,76,28(1),2321,2,-,3,-,0.8,89.6,1.6,1,6.75,Las Palmas,2016/2017
"Kevin-Prince Boateng 37,  M(CLR),FW",186,76,25(3),1991,10,4,10,2,2.8,76.5,1.1,1,6.75,Las Palmas,2016/2017
"David Simón 35,  D(R)",179,76,14(2),1321,-,1,3,-,0.7,82.6,1,-,6.65,Las Palmas,2016/2017
"David García 42,  D(CR)",182,80,17(5),1648,1,1,6,-,0.5,84.9,1.4,-,6.62,Las Palmas,2016/2017
"Tana 33,  AM(CLR)",169,73,25(7),2211,4,4,4,-,0.8,85.8,0.2,1,6.61,Las Palmas,2016/2017
"Roque Mesa 34,  DMC",172,74,34(1),3038,1,2,14,-,0.7,91.4,0.3,-,6.6,Las Palmas,2016/2017
"Sergio Araújo 32,  FW",180,79,5(6),531,2,1,2,-,1.5,79.5,0.7,-,6.59,Las Palmas,2016/2017
"Momo 41,  AM(LR)",178,68,12(11),1242,3,-,3,-,0.5,83.3,0.3,1,6.59,Las Palmas,2016/2017
"Nabil El Zhar 37,  M(CLR)",171,66,8(4),717,3,2,1,-,1,79.5,-,1,6.58,Las Palmas,2016/2017
"Marko Livaja 30,  AM(C),FW",182,80,16(9),1445,5,3,12,1,1,71.3,0.8,-,6.55,Las Palmas,2016/2017
"Míchel Macedo 34,  D(R)",177,88,24(1),2086,-,4,5,-,0.4,86.5,0.9,-,6.53,Las Palmas,2016/2017
"Alen Halilovic 27,  AM(CR)",169,69,6(12),646,-,2,2,-,0.9,80.1,0.1,-,6.52,Las Palmas,2016/2017
"Mateo García 27,  AM(LR)",167,65,8(11),723,2,-,-,-,0.4,78.5,0.1,1,6.49,Las Palmas,2016/2017
"Ángel Montoro 35,  M(C)",181,72,12(5),1107,-,-,1,-,0.2,90.1,0.4,-,6.49,Las Palmas,2016/2017
"Hélder Lopes 35,  D(L)",179,66,13(2),1226,-,1,4,-,0.4,83.6,0.7,-,6.42,Las Palmas,2016/2017
"Raúl Lizoain 33,  GK",188,83,13,1170,-,-,2,-,-,74.5,0.2,-,6.38,Las Palmas,2016/2017
"Javi Varas 41,  GK",182,74,25,2250,-,-,-,-,-,68.7,0.2,2,6.32,Las Palmas,2016/2017
"Javi Castellano 36,  DMC",182,73,0(5),94,-,-,-,-,-,95.2,0.2,-,6.22,Las Palmas,2016/2017
"Aythami Artiles 37,  D(C)",184,79,9(3),837,-,-,4,1,0.3,86.4,1.4,-,6.17,Las Palmas,2016/2017
"Benito Ramírez 28,  Midfielder",180,70,0(2),14,-,-,-,-,-,40,0.5,-,6.15,Las Palmas,2016/2017
"Asdrúbal 33,  Forward",173,68,0(3),31,-,-,-,-,-,100,-,-,6.07,Las Palmas,2016/2017
"Tyronne 33,  Midfielder",180,72,0(3),42,-,-,1,-,-,86.7,0.3,-,6.05,Las Palmas,2016/2017
"Hernán 33,  DMC",181,71,3(7),288,-,-,1,1,0.7,86.5,0.6,-,5.9,Las Palmas,2016/2017
"Erik Expósito 27,  FW",192,83,2,167,-,-,-,-,0.5,79.2,1,-,5.78,Las Palmas,2016/2017
"Dani Ceballos 27,  M(CL)",179,70,24(6),2336,2,2,8,-,1.2,80.8,0.4,3,7.32,Real Betis,2016/2017
"Germán Pezzella 32,  D(C)",187,82,36,3103,1,-,10,-,0.5,74.8,2.8,1,6.85,Real Betis,2016/2017
"Bruno González 33,  D(C)",185,83,15(1),1331,1,-,9,-,0.2,79.1,1.8,1,6.84,Real Betis,2016/2017
"Petros Araujo 34,  M(CLR)",182,78,24(8),2143,1,2,8,1,0.4,88,0.4,1,6.81,Real Betis,2016/2017
"Aïssa Mandi 32,  D(CLR)",184,78,25(1),2218,2,1,4,-,0.5,85.4,2,-,6.78,Real Betis,2016/2017
"Antonio Adán 36,  GK",190,86,37,3330,-,-,5,-,-,52.7,0.3,1,6.78,Real Betis,2016/2017
"Riza Durmisi 30,  D(L),M(L)",168,68,27,2387,1,4,4,-,0.8,76.3,0.3,2,6.76,Real Betis,2016/2017
"Felipe Gutiérrez 33,  M(C)",175,70,9(5),756,1,-,3,-,0.5,72.9,0.4,1,6.75,Real Betis,2016/2017
"Rubén Pardo 31,  M(C)",181,69,15(1),1272,1,-,2,-,1.1,78.7,0.3,-,6.75,Real Betis,2016/2017
"Rubén Castro 42,  AM(LR),FW",169,68,32(3),2783,13,3,3,-,3.3,78.1,0.2,2,6.72,Real Betis,2016/2017
"José Carlos Ramírez 27,  D(C)",185,74,6,498,-,-,-,-,-,66.8,1.3,-,6.72,Real Betis,2016/2017
"Joaquín 42,  M(CLR),FW",179,75,19(9),1676,3,4,2,-,1,84.4,0.4,1,6.7,Real Betis,2016/2017
"Cristiano Piccini 31,  D(CR)",189,79,21(2),1742,2,3,5,2,0.7,73.1,1,-,6.65,Real Betis,2016/2017
"Alin Tosça 32,  D(CL)",181,78,17,1503,-,-,2,-,0.2,78.8,1.4,-,6.61,Real Betis,2016/2017
"Antonio Sanabria 28,  FW",180,70,16(6),1494,4,1,2,-,1.7,63,3.5,1,6.57,Real Betis,2016/2017
"Álex Alegría 31,  FW",190,82,15(10),1435,3,2,2,-,1.8,69.4,2.9,1,6.55,Real Betis,2016/2017
"Ryan Donk 37,  D(C),DMC",192,80,9(7),856,-,1,3,-,0.2,76.5,1.3,-,6.54,Real Betis,2016/2017
"Álvaro Cejudo 40,  M(LR)",179,74,6(11),806,1,1,9,-,0.9,78.1,0.6,-,6.54,Real Betis,2016/2017
"Rafa Navarro 30,  D(R)",173,61,14(4),1279,2,2,4,-,0.4,79.6,0.3,1,6.53,Real Betis,2016/2017
"Charly Musonda 27,  AM(LR)",173,66,1(7),278,-,1,2,-,0.8,78.3,-,-,6.49,Real Betis,2016/2017
"Darko Brasanac 32,  M(CR)",178,73,19(6),1629,1,1,7,-,0.6,75.5,0.8,1,6.47,Real Betis,2016/2017
"Álex Martínez 33,  D(L)",176,67,11(3),967,-,-,2,-,0.6,72.2,0.9,-,6.42,Real Betis,2016/2017
"Fabián Ruiz 27,  M(CL)",189,70,3(1),154,-,-,-,-,0.3,82.3,0.5,-,6.41,Real Betis,2016/2017
"Jonas Martin 33,  M(CL)",184,77,15(5),1157,2,-,5,-,0.5,81.7,1,-,6.4,Real Betis,2016/2017
"Dani Giménez 40,  GK",185,81,2,91,-,-,-,1,-,50,-,-,6.14,Real Betis,2016/2017
"Roman Zozulya 34,  AM(R),FW",180,62,1(5),152,-,-,1,-,0.5,70.8,0.5,-,6.06,Real Betis,2016/2017
"Nahuel Leiva 27,  AM(LR)",172,70,0(10),148,-,-,-,1,0.1,75.3,-,-,5.87,Real Betis,2016/2017
"Lucas Pérez 35,  AM(CR),FW",180,82,1,90,1,1,-,-,3,84,-,-,8.08,Deportivo La Coruna,2016/2017
"Davy Roef 30,  GK",187,84,1,90,-,-,-,-,-,72.7,1,-,7.98,Deportivo La Coruna,2016/2017
"Celso Borges 35,  D(C),M(C)",182,75,30(4),2723,6,-,5,-,1.2,83.1,3.9,2,6.98,Deportivo La Coruna,2016/2017
"Juanfran 35,  D(R),M(R)",180,72,34,2962,-,6,2,1,0.7,74.3,1.1,1,6.9,Deportivo La Coruna,2016/2017
"Emre Çolak 32,  M(CLR)",169,67,29(4),2477,3,6,5,-,1.3,82,0.2,1,6.86,Deportivo La Coruna,2016/2017
"Pedro Mosquera 35,  M(C)",184,75,17(6),1560,3,-,7,-,0.4,80.6,1,1,6.84,Deportivo La Coruna,2016/2017
"Guilherme 32,  M(C)",179,77,26(4),2282,2,1,6,-,1,83.8,1.8,-,6.77,Deportivo La Coruna,2016/2017
"Florin Andone 30,  FW",180,78,32(5),2901,12,2,6,-,2.7,67.3,1.5,2,6.76,Deportivo La Coruna,2016/2017
"Fernando Navarro 41,  D(CL)",177,70,22(3),2051,-,-,6,-,0.2,76.1,1.4,-,6.75,Deportivo La Coruna,2016/2017
"Ryan Babel 37,  M(LR),FW",185,79,5(6),561,4,1,3,-,1.2,79.6,1.6,1,6.75,Deportivo La Coruna,2016/2017
"Alejandro Arribas 34,  D(C)",182,76,20(3),1907,-,-,7,-,0.6,77,1.4,-,6.73,Deportivo La Coruna,2016/2017
"Luisinho 38,  D(L),M(L)",171,66,20(6),1908,-,2,6,-,0.5,76.4,0.5,1,6.71,Deportivo La Coruna,2016/2017
"Sidnei 34,  D(C)",185,80,29,2491,1,-,2,-,0.4,86.2,1.3,-,6.69,Deportivo La Coruna,2016/2017
"Gaël Kakuta 32,  M(CLR),FW",173,64,8(2),544,2,1,-,-,1.1,63.2,0.8,-,6.66,Deportivo La Coruna,2016/2017
"Albentosa 35,  D(C)",193,89,26(1),2335,1,1,10,1,0.4,81.5,1.7,-,6.64,Deportivo La Coruna,2016/2017
"Joselu 33,  FW",192,80,9(11),892,5,1,7,-,1.5,62.6,3.2,2,6.6,Deportivo La Coruna,2016/2017
"Przemyslaw Tyton 37,  GK",195,88,12(1),1125,-,-,1,-,-,48.7,0.2,-,6.58,Deportivo La Coruna,2016/2017
