Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Yeremy Pino 21,  AM(LR)",172,65,21(10),1688,6,4,2,-,0.9,78.9,0.5,2,6.63,Villarreal,2021/2022
"Aïssa Mandi 32,  D(CLR)",184,78,14(3),1374,1,-,3,-,0.6,93,1.5,-,6.63,Villarreal,2021/2022
"Boulaye Dia 27,  AM(CR),FW",180,75,13(12),1267,5,5,3,-,1.5,75.3,1.2,-,6.62,Villarreal,2021/2022
"Sèrge Aurier 31,  D(CLR),M(R)",176,76,10(9),1003,-,1,4,-,0.6,85.9,1.1,-,6.53,Villarreal,2021/2022
"Pervis Estupiñán 26,  D(L),M(L)",175,73,17(11),1574,-,1,3,-,0.5,81.5,0.8,-,6.52,Villarreal,2021/2022
"Iborra 36,  M(C)",190,80,12(8),1032,-,1,4,-,0.4,85.8,1.3,-,6.47,Villarreal,2021/2022
"Paco Alcácer 30,  AM(R),FW",175,72,10(8),792,1,3,1,-,1,71.2,0.6,-,6.45,Villarreal,2021/2022
"Moi Gómez 29,  M(CLR)",176,71,13(16),1280,2,2,2,-,0.4,82.8,0.4,-,6.41,Villarreal,2021/2022
"Mario Gaspar 33,  D(CR),M(R)",182,74,7(5),622,-,-,1,-,0.3,79.2,0.7,-,6.4,Villarreal,2021/2022
"Rubén Peña 32,  D(LR),M(LR),FW",170,65,1(6),127,-,-,1,-,0.4,79.5,0.3,-,6.28,Villarreal,2021/2022
"Nicolas Jackson 22,  FW",186,78,0(9),158,-,-,1,-,0.6,76,1.4,-,6.26,Villarreal,2021/2022
"Dani Raba 28,  AM(CR)",184,76,0(7),83,-,-,1,-,-,70.3,0.3,-,6.1,Villarreal,2021/2022
"Carlo García 23,  Midfielder",181,0,0(1),6,-,-,-,-,-,100,-,-,6.05,Villarreal,2021/2022
"Nikita Iosifov 22,  Forward",175,62,0(1),1,-,-,-,-,-,100,-,-,6,Villarreal,2021/2022
"Iker Muniain 31,  AM(CLR)",170,65,34(1),2803,4,10,3,-,1.2,84.8,0.1,6,7.19,Athletic Bilbao,2021/2022
"Iñigo Martínez 32,  D(C)",182,76,26(1),2344,3,-,7,2,1,79.2,2.7,2,6.94,Athletic Bilbao,2021/2022
"Yuri Berchiche 34,  D(L),M(L)",181,79,11(3),1016,1,2,3,-,0.6,79.3,1.5,-,6.89,Athletic Bilbao,2021/2022
"Yeray Álvarez 29,  D(C)",182,78,21(1),1860,-,-,6,-,0.3,82,2.6,1,6.82,Athletic Bilbao,2021/2022
"Julen Agirrezabala 23,  GK",187,80,4,360,-,-,-,-,-,71.4,-,-,6.81,Athletic Bilbao,2021/2022
"Dani Vivian 24,  D(C)",183,78,22(2),1985,2,1,2,-,0.7,83.4,1.3,1,6.8,Athletic Bilbao,2021/2022
"Alex Berenguer 28,  D(LR),M(CLR),FW",175,73,24(10),2174,3,6,8,-,1.4,71.5,1.5,3,6.78,Athletic Bilbao,2021/2022
"Óscar De Marcos 34,  D(LR),M(CR)",182,77,19(3),1685,1,2,4,-,0.1,74.2,1,-,6.76,Athletic Bilbao,2021/2022
"Iñaki Williams 29,  AM(CLR),FW",186,81,32(6),2787,8,5,4,-,2.5,67.7,1.3,1,6.71,Athletic Bilbao,2021/2022
"Oihan Sancet 23,  M(C),FW",188,73,16(11),1426,6,4,2,-,1.1,78.2,0.6,2,6.68,Athletic Bilbao,2021/2022
"Unai Simón 26,  GK",190,88,34,3060,-,-,3,-,-,66.6,0.2,-,6.6,Athletic Bilbao,2021/2022
"Íñigo Lekue 30,  D(LR),M(LR)",180,70,22(3),1928,-,2,3,-,0.3,72.5,0.7,-,6.59,Athletic Bilbao,2021/2022
"Raúl García 37,  M(CLR),FW",184,83,24(11),1816,6,2,4,-,1.3,62,1.6,-,6.56,Athletic Bilbao,2021/2022
"Mikel Balenziaga 36,  D(L)",177,76,23(3),2027,-,-,2,-,0.3,77.6,1.3,-,6.55,Athletic Bilbao,2021/2022
"Unai Vencedor 23,  DMC",176,71,29(5),2397,-,-,4,-,0.6,80.1,0.7,-,6.48,Athletic Bilbao,2021/2022
"Dani García 33,  DMC",180,81,27(5),2194,-,-,9,-,0.4,78.1,1.1,-,6.43,Athletic Bilbao,2021/2022
"Nico Williams 21,  AM(LR)",181,67,11(23),1330,-,-,4,-,1,78.1,0.3,-,6.36,Athletic Bilbao,2021/2022
"Mikel Vesga 30,  DMC",191,83,17(15),1357,2,-,3,2,0.4,77.7,1.3,-,6.32,Athletic Bilbao,2021/2022
"Asier Villalibre 26,  FW",184,86,3(16),540,2,-,-,-,1,62.2,1,-,6.27,Athletic Bilbao,2021/2022
"Unai Núñez 27,  D(C)",186,80,7(2),621,-,-,2,-,0.7,86.1,1.3,-,6.25,Athletic Bilbao,2021/2022
"Nico Serrano 21,  Forward",181,0,3(11),308,1,-,-,-,0.6,77.7,0.1,-,6.23,Athletic Bilbao,2021/2022
"Oier Zarraga 25,  DMC,M(R)",175,76,8(23),1151,1,-,5,-,0.6,80,0.3,-,6.23,Athletic Bilbao,2021/2022
"Álex Petxa 27,  Defender",179,67,1(16),401,-,-,4,-,0.1,75.2,0.4,-,6.15,Athletic Bilbao,2021/2022
"Ander Capa 32,  D(R),M(R)",175,75,0(1),3,-,-,-,-,1,50,-,-,6.01,Athletic Bilbao,2021/2022
"Peru Nolaskoain 25,  Defender",186,81,0(1),1,-,-,-,-,-,100,-,-,6,Athletic Bilbao,2021/2022
"Jon Morcillo 25,  AM(L)",183,72,0(7),49,-,-,2,-,0.1,76.9,-,-,5.96,Athletic Bilbao,2021/2022
"Gonçalo Guedes 27,  AM(CLR),FW",179,68,30(6),2614,11,6,3,-,1.9,68.5,0.4,5,6.99,Valencia,2021/2022
"Gabriel Paulista 33,  D(CR)",185,72,19,1602,2,1,2,-,0.3,77.7,2,3,6.98,Valencia,2021/2022
"Carlos Soler 27,  M(CLR)",180,76,28(4),2485,11,5,4,-,1.3,74.4,0.4,1,6.93,Valencia,2021/2022
"Omar Alderete 27,  D(C)",188,77,28(1),2412,2,-,15,-,0.6,60.8,2.4,1,6.79,Valencia,2021/2022
"Cristiano Piccini 31,  D(CR)",189,79,3(3),322,1,-,1,-,0.5,65.7,0.3,1,6.77,Valencia,2021/2022
"Giorgi Mamardashvili 23,  GK",199,86,18,1620,-,-,2,-,-,51.3,0.3,2,6.71,Valencia,2021/2022
"Thierry Correia 25,  D(R),M(R)",176,69,18(1),1424,-,1,5,-,0.2,70.7,1,-,6.65,Valencia,2021/2022
"José Gayà 28,  D(L),M(L)",172,66,22(2),1875,2,4,6,2,0.8,75.7,0.3,1,6.63,Valencia,2021/2022
"Jesús Vázquez 21,  D(L)",182,76,8(7),813,-,-,-,-,0.3,72.8,0.8,-,6.6,Valencia,2021/2022
"Maxi Gómez 27,  FW",186,91,21(8),1961,5,1,5,1,1.5,64.8,2.9,1,6.6,Valencia,2021/2022
"Rubén Sobrino 31,  AM(CLR),FW",185,73,0(1),13,-,-,-,-,-,100,1,-,6.59,Valencia,2021/2022
"Daniel Wass 34,  D(LR),M(CLR)",181,74,19,1592,1,1,6,-,1.5,81.2,1.5,-,6.59,Valencia,2021/2022
"Jasper Cillessen 34,  GK",185,83,17,1458,-,1,1,-,-,61.2,0.1,-,6.56,Valencia,2021/2022
"Hugo Duro 24,  AM(L),FW",177,70,22(8),1847,7,1,2,1,1,71.8,1.3,-,6.49,Valencia,2021/2022
"Dimitri Foulquier 31,  D(CLR),M(R)",183,72,25(4),2337,-,1,11,-,0.6,67.7,0.7,1,6.46,Valencia,2021/2022
"Hugo Guillamón 24,  D(C),DMC",178,62,28(3),2368,1,-,8,2,0.2,80.5,1.5,-,6.45,Valencia,2021/2022
"Toni Lato 26,  D(L),M(L)",171,64,7(4),591,-,1,5,-,-,76.5,0.4,-,6.43,Valencia,2021/2022
"Mouctar Diakhaby 27,  D(C),DMC",189,78,21(8),1945,-,1,11,-,0.3,74.7,1.1,-,6.42,Valencia,2021/2022
"Marcos André 27,  FW",184,78,8(21),963,1,3,3,-,1,68.2,1.4,-,6.41,Valencia,2021/2022
"Yunus Musah 21,  M(CR)",178,75,13(16),1262,1,-,5,-,0.2,77.4,0.6,-,6.4,Valencia,2021/2022
"Uros Racic 26,  DMC",193,81,13(15),1201,-,-,1,1,0.6,73.5,1.2,-,6.4,Valencia,2021/2022
"Ilaix Moriba 21,  DMC",185,73,9(5),819,-,-,7,1,1,77,1,-,6.37,Valencia,2021/2022
"Bryan Gil 23,  AM(CLR)",175,60,9(4),758,-,1,3,-,0.8,74.9,0.2,-,6.35,Valencia,2021/2022
"Hélder Costa 30,  AM(CLR)",178,79,13(9),1119,-,1,3,-,0.4,70.8,0.4,-,6.34,Valencia,2021/2022
"Denis Cheryshev 33,  AM(L),FW",179,74,5(12),561,-,1,1,-,0.6,70.2,0.3,-,6.31,Valencia,2021/2022
"Jason 29,  M(LR)",178,65,1(4),74,-,-,2,-,0.4,90.5,0.2,-,6.28,Valencia,2021/2022
"Jaume Domènech 33,  GK",185,73,4(1),343,-,-,2,-,-,58,-,-,6.22,Valencia,2021/2022
"Koba Koindredi 22,  M(C)",184,80,1(9),175,-,-,1,-,0.1,68.2,0.5,-,6.16,Valencia,2021/2022
"Rubén Iranzo 21,  Defender",182,63,1(3),134,-,-,2,-,0.3,80.9,-,-,6.08,Valencia,2021/2022
"Manu Vallejo 27,  FW",167,72,0(9),90,-,-,3,-,0.3,65.5,0.2,-,6.07,Valencia,2021/2022
"Eray Cömert 26,  D(C)",183,80,5(3),408,-,-,2,-,0.4,84.5,0.3,-,6.07,Valencia,2021/2022
"Mario Domínguez 20,  Forward",175,0,0(2),23,-,-,-,-,-,66.7,-,-,6.02,Valencia,2021/2022
"Yellu Santiago 19,  Midfielder",192,0,0(3),81,-,-,-,-,-,80,-,-,5.96,Valencia,2021/2022
"Cristhian Mosquera 19,  D(C)",188,78,3(3),211,-,-,1,-,0.2,85.5,0.2,-,5.91,Valencia,2021/2022
"David García 30,  D(C)",185,72,35,3106,4,-,8,-,0.9,80,3.9,3,6.94,Osasuna,2021/2022
"Lucas Torró 29,  DMC",190,77,32(1),2734,1,-,10,-,1,77.8,4,1,6.92,Osasuna,2021/2022
"Nacho Vidal 29,  D(R)",180,75,33(2),2906,-,1,9,-,0.6,71,2,-,6.78,Osasuna,2021/2022
"Ante Budimir 32,  FW",190,75,20(8),1741,8,2,3,-,1.6,58,3.9,2,6.76,Osasuna,2021/2022
"Sergio Herrera 30,  GK",192,82,36,3240,-,-,3,-,-,54.8,0.3,2,6.71,Osasuna,2021/2022
"Rubén García 30,  AM(CLR),FW",171,72,30(7),2399,1,6,1,-,0.9,77.9,0.8,3,6.7,Osasuna,2021/2022
"Jon Moncayola 25,  D(R),M(CR)",189,86,33(3),2923,2,3,3,-,1.1,82.1,0.5,-,6.61,Osasuna,2021/2022
"Unai García 32,  D(C)",186,81,15(3),1407,-,-,5,-,0.4,75.1,1.9,-,6.58,Osasuna,2021/2022
"Manu Sánchez 23,  D(L)",179,70,25(8),2260,1,3,5,-,0.2,74.7,0.3,1,6.55,Osasuna,2021/2022
"Jonás Ramalho 30,  D(CR)",181,68,3,245,-,-,-,-,0.7,79.6,2.3,-,6.52,Osasuna,2021/2022
"Aridane Hernández 35,  D(C)",186,77,12(3),1159,-,-,1,-,0.1,79.7,1.5,-,6.5,Osasuna,2021/2022
"Kike García 34,  FW",186,79,18(15),1860,5,1,2,-,1.6,67.6,2.3,1,6.47,Osasuna,2021/2022
"Juan Cruz 31,  D(CL)",180,79,22(1),1935,-,-,4,-,0.1,82.9,1,-,6.46,Osasuna,2021/2022
"Chimy Ávila 30,  AM(LR),FW",172,81,22(14),1875,6,1,7,1,1.8,60,1.4,1,6.46,Osasuna,2021/2022
"Kike Barja 26,  AM(LR)",178,69,9(12),863,2,-,2,-,0.8,77.7,0.4,-,6.43,Osasuna,2021/2022
"Cote 34,  D(L)",182,74,12(11),1083,1,1,2,1,0.5,78.7,0.4,-,6.43,Osasuna,2021/2022
"Darko Brasanac 32,  M(CR)",178,73,27(8),2412,1,2,9,-,0.5,76.4,0.9,-,6.39,Osasuna,2021/2022
"Unai Dufur 25,  Defender",0,0,1,90,-,-,-,-,1,71.4,2,-,6.37,Osasuna,2021/2022
"Javi Martínez 24,  M(CR)",180,68,9(17),870,1,1,1,-,0.3,77.8,0.4,-,6.31,Osasuna,2021/2022
"Roberto Torres 35,  AM(CLR)",178,72,6(22),799,2,2,3,-,0.5,69.1,0.1,-,6.3,Osasuna,2021/2022
"Rober Ibáñez 31,  AM(R)",175,67,1(3),91,-,-,-,-,0.8,80.6,-,-,6.22,Osasuna,2021/2022
"Iñigo Pérez 36,  D(L),M(CL)",178,74,4(6),337,1,-,-,-,0.4,74.8,0.2,-,6.22,Osasuna,2021/2022
"Oier Sanjurjo 37,  D(CR),M(C)",178,72,9(17),751,1,-,3,-,0.3,72.2,0.8,1,6.15,Osasuna,2021/2022
"Jaume Grau 26,  DMC",182,67,0(1),2,-,-,-,-,-,50,-,-,6.11,Osasuna,2021/2022
"Iker Benito 21,  Forward",0,0,1(3),117,-,-,1,-,0.8,78.3,0.3,-,6.06,Osasuna,2021/2022
"Barbero 25,  Forward",187,78,0(6),16,-,-,-,-,-,63.6,0.3,-,5.97,Osasuna,2021/2022
"Jesús Areso 24,  D(R)",182,81,2(1),189,-,-,1,-,-,84.2,1,-,5.83,Osasuna,2021/2022
"Javier Ontiveros 26,  AM(LR)",170,75,0(3),36,-,-,-,-,0.7,79.3,0.3,-,5.81,Osasuna,2021/2022
"Juan Pérez 27,  GK",187,83,2,180,-,-,-,-,-,40,-,-,5.44,Osasuna,2021/2022
"Iago Aspas 36,  AM(CR),FW",176,67,36(1),3094,18,6,8,-,2.4,75.5,0.6,5,7.19,Celta Vigo,2021/2022
"Javi Galán 29,  D(L),M(L)",172,70,37,3300,-,3,9,-,0.5,81.9,0.7,1,7.01,Celta Vigo,2021/2022
"Brais Méndez 27,  AM(CR),FW",187,76,36(1),3036,4,5,8,-,1.5,80.3,1.2,2,6.83,Celta Vigo,2021/2022
"Santi Mina 28,  AM(LR),FW",185,79,30(3),2380,7,3,4,-,1.8,66.7,3.9,2,6.82,Celta Vigo,2021/2022
"Kevin Vázquez 31,  D(R),M(R)",173,72,16(1),1332,-,1,3,-,0.2,78.3,1.1,-,6.79,Celta Vigo,2021/2022
"Denis Suárez 30,  M(CLR)",176,69,33(5),2839,4,6,4,-,0.6,83.6,0.4,1,6.78,Celta Vigo,2021/2022
"Franco Cervi 29,  D(L),M(CL)",165,67,22(12),1811,4,3,6,-,0.6,80.1,0.5,1,6.71,Celta Vigo,2021/2022
"Matías Dituro 36,  GK",191,86,38,3420,-,-,1,-,-,60.2,0.2,2,6.64,Celta Vigo,2021/2022
"Hugo Mallo 32,  D(CR),M(R)",173,69,21,1830,1,1,3,2,0.8,76.8,2,-,6.62,Celta Vigo,2021/2022
"Fran Beltrán 25,  DMC",170,66,31(6),2611,1,-,4,-,0.5,91.2,0.4,1,6.61,Celta Vigo,2021/2022
"Joseph Aidoo 28,  D(C)",184,80,30(2),2641,-,-,1,-,0.2,81.2,1.9,1,6.58,Celta Vigo,2021/2022
"Néstor Araújo 32,  D(C)",188,92,29(5),2617,-,-,4,-,0.2,85.6,1.9,-,6.51,Celta Vigo,2021/2022
"Carlos Domínguez 23,  D(C)",187,81,3(5),341,-,-,1,-,0.1,79.4,1.3,-,6.46,Celta Vigo,2021/2022
"Renato Tapia 28,  D(C),DMC",185,78,13(16),1406,-,-,10,-,0.4,80,1,1,6.45,Celta Vigo,2021/2022
"Thiago Galhardo 34,  AM(CLR),FW",183,78,9(22),1135,2,2,5,-,1,63.8,1.5,-,6.4,Celta Vigo,2021/2022
"Okay Yokuslu 30,  D(C),DMC",190,79,1(7),133,-,-,-,-,0.3,90,0.8,-,6.34,Celta Vigo,2021/2022
"Jeison Murillo 31,  D(C)",182,78,13(7),1118,-,-,5,1,0.3,89.2,1.6,-,6.34,Celta Vigo,2021/2022
"Nolito 37,  AM(CL)",175,65,15(17),1384,2,-,1,-,0.6,78,0.4,-,6.28,Celta Vigo,2021/2022
"Gabri Veiga 21,  AM(C)",184,76,0(7),102,-,-,-,-,0.3,79.7,0.1,-,6.22,Celta Vigo,2021/2022
"José Fontán 24,  D(CL)",183,76,3(6),274,-,-,3,-,0.1,85.5,0.4,-,6.15,Celta Vigo,2021/2022
"Orbelín Pineda 27,  AM(C)",169,63,0(7),94,-,-,-,-,0.7,87.7,0.1,-,6.14,Celta Vigo,2021/2022
"Augusto Solari 32,  AM(CR)",180,80,4(22),700,-,-,5,-,0.3,69.3,0.2,-,6.14,Celta Vigo,2021/2022
"Hugo Álvarez 20,  Midfielder",176,0,0(1),10,-,-,-,-,1,33.3,-,-,6.12,Celta Vigo,2021/2022
"Miguel Baeza 23,  AM(C)",177,67,0(1),1,-,-,-,-,-,100,-,-,6,Celta Vigo,2021/2022
"Hugo Sotelo 20,  Midfielder",180,0,0(1),1,-,-,-,-,-,100,-,-,5.91,Celta Vigo,2021/2022
"Óscar Trejo 35,  M(CLR),FW",180,79,24(8),2023,3,9,13,-,0.7,82.2,0.8,2,7,Rayo Vallecano,2021/2022
"Santi Comesaña 27,  M(C)",184,75,32(3),2698,1,2,10,1,0.9,82.7,1.7,-,6.86,Rayo Vallecano,2021/2022
"Álvaro García 31,  AM(CL)",167,61,34(2),3006,7,4,6,-,1.9,70.2,0.1,1,6.81,Rayo Vallecano,2021/2022
"Alejandro Catena 29,  D(C)",194,82,36,3240,2,2,8,-,0.6,81.3,3.4,1,6.8,Rayo Vallecano,2021/2022
"Stole Dimitrievski 30,  GK",188,84,30(1),2771,-,-,-,-,-,50.3,0.4,1,6.72,Rayo Vallecano,2021/2022
"Isi Palazón 29,  AM(R)",169,71,27(7),2301,2,4,7,-,1.7,74.3,1.4,3,6.67,Rayo Vallecano,2021/2022
"Óscar Valentín 29,  DMC",177,72,29(6),2580,-,-,8,-,0.3,83.8,1.1,-,6.65,Rayo Vallecano,2021/2022
"Fran García 24,  D(L)",167,69,34,3027,1,-,4,-,0.7,80.1,0.7,-,6.65,Rayo Vallecano,2021/2022
"Martín Merquelanz 28,  Forward",176,72,3(1),176,-,-,-,-,0.5,73.7,0.8,-,6.58,Rayo Vallecano,2021/2022
"Iván Balliu 32,  D(R),M(R)",172,63,35,3148,1,2,10,1,0.4,76.3,0.7,-,6.56,Rayo Vallecano,2021/2022
"Esteban Saveljich 32,  D(C)",187,80,21,1708,-,-,4,-,0.4,82.5,2.7,-,6.53,Rayo Vallecano,2021/2022
"Sergi Guardiola 32,  FW",184,78,20(12),1716,8,2,3,-,1.6,69,0.8,1,6.49,Rayo Vallecano,2021/2022
"Pathé Ciss 30,  DMC",186,71,11(20),1087,2,1,5,-,0.6,83.3,1.1,1,6.46,Rayo Vallecano,2021/2022
"Radamel Falcao 38,  FW",177,72,8(14),832,6,-,1,-,1.5,77.8,1.2,-,6.44,Rayo Vallecano,2021/2022
"Nikola Maras 28,  D(C)",189,79,11(5),1041,-,-,4,-,0.1,81.1,1.9,-,6.44,Rayo Vallecano,2021/2022
"Randy Nteka 26,  AM(C),FW",189,75,16(18),1462,3,-,3,-,0.9,67.3,1.8,1,6.4,Rayo Vallecano,2021/2022
"Bebé 33,  AM(LR),FW",190,83,6(23),852,1,2,2,-,1.7,76.7,0.3,-,6.37,Rayo Vallecano,2021/2022
"Unai López 28,  M(CR)",170,68,13(14),1155,-,-,5,-,0.7,86.4,0.3,1,6.32,Rayo Vallecano,2021/2022
"Luca Zidane 25,  GK",183,78,8,646,-,-,-,1,-,69.3,0.1,-,6.29,Rayo Vallecano,2021/2022
"Mario Suárez 37,  D(C),M(C)",188,80,8(6),710,-,-,2,-,0.6,77.9,2.1,1,6.25,Rayo Vallecano,2021/2022
"Mario Hernández 25,  D(R)",177,0,5(4),394,1,-,3,-,0.3,68.5,0.2,-,6.24,Rayo Vallecano,2021/2022
"José Pozo 28,  AM(C)",171,67,0(5),68,-,-,-,-,0.6,91.8,0.2,-,6.18,Rayo Vallecano,2021/2022
"Kévin Rodrigues 30,  D(L),M(L)",170,70,5(8),434,-,-,-,-,0.3,71.2,0.8,-,6.15,Rayo Vallecano,2021/2022
"Mamadou Sylla 30,  FW",184,84,1(11),247,-,-,2,-,0.9,72.6,1.2,-,6.07,Rayo Vallecano,2021/2022
"Yacine Qasmi 33,  Forward",184,79,0(1),3,-,-,-,-,-,50,1,-,6.03,Rayo Vallecano,2021/2022
"Vere 23,  Midfielder",0,0,0(2),12,-,-,-,-,0.5,85.7,0.5,-,6.02,Rayo Vallecano,2021/2022
"Álvaro Aguirre 24,  Forward",0,0,0(1),8,-,-,-,-,-,100,-,-,5.98,Rayo Vallecano,2021/2022
"Andrés Martín 24,  Forward",177,64,1(6),182,-,-,-,-,0.7,63.6,0.3,-,5.96,Rayo Vallecano,2021/2022
"John Donald 23,  D(C),DMC",185,0,2,180,-,-,-,-,1,88.1,1,-,7.17,Elche,2021/2022
"Lucas Boyé 28,  AM(L),FW",179,81,22(2),1724,7,3,3,-,2,73.4,1.3,3,6.91,Elche,2021/2022
"Edgar Badia 32,  GK",180,70,24,2160,-,-,2,-,-,63.9,0.4,2,6.77,Elche,2021/2022
"Johan Mojica 31,  D(L),M(L)",185,66,32(1),2857,2,5,4,1,0.5,77.4,0.8,3,6.69,Elche,2021/2022
"Lucas Olaza 29,  D(L),M(L)",173,68,3(2),293,1,-,1,-,0.8,80.6,0.2,1,6.69,Elche,2021/2022
"Helibelton Palacios 30,  D(CR)",177,75,22(4),1932,-,-,6,-,-,78.7,1,-,6.69,Elche,2021/2022
"Fidel 34,  M(CLR)",180,74,29(4),2283,5,6,9,-,0.5,78.7,0.2,1,6.67,Elche,2021/2022
"Pedro Bigas 33,  D(CL)",181,83,19,1556,1,-,6,-,0.6,86.9,1.9,-,6.63,Elche,2021/2022
"Kiko Casilla 37,  GK",190,86,14,1260,-,-,3,-,-,61.9,0.2,-,6.61,Elche,2021/2022
"Omar Mascarell 31,  D(C),DMC",181,76,30(2),2504,-,-,6,-,0.4,85.4,1.3,-,6.56,Elche,2021/2022
"Kike Pérez 27,  M(C)",184,80,5(7),518,2,-,1,-,0.8,74.9,1.2,-,6.53,Elche,2021/2022
"Pere Milla 31,  AM(CLR),FW",184,72,18(15),1640,8,3,5,-,0.9,72.4,1,2,6.51,Elche,2021/2022
"Josan 34,  D(R),M(R)",175,68,10(21),1200,2,3,2,-,0.4,78.7,0.1,-,6.49,Elche,2021/2022
"Enzo Roco 31,  D(C)",192,79,29(1),2555,1,-,10,-,0.4,82.4,2,-,6.48,Elche,2021/2022
"Tete Morente 27,  M(CLR)",180,76,18(14),1636,3,3,4,-,0.9,74.4,0.7,2,6.47,Elche,2021/2022
"Gerard Gumbau 29,  DMC",187,77,20(11),1891,-,4,8,1,0.7,84.1,0.6,1,6.46,Elche,2021/2022
"Darío Benedetto 33,  FW",177,75,6(8),585,2,1,1,-,1.3,68.3,0.9,1,6.45,Elche,2021/2022
"Gonzalo Verdú 35,  D(C)",185,80,17(3),1388,-,-,11,-,0.2,84.2,1.4,-,6.42,Elche,2021/2022
"Lucas Pérez 35,  AM(CR),FW",180,82,16(2),1279,2,1,-,-,0.8,78.8,0.1,-,6.4,Elche,2021/2022
"Guido Carrillo 32,  FW",191,87,11(18),1157,2,-,3,-,0.8,70.2,2.9,-,6.39,Elche,2021/2022
"Diego González 29,  D(CL)",185,83,19(9),1790,-,-,3,1,0.1,82.7,1,-,6.36,Elche,2021/2022
"Ezequiel Ponce 26,  AM(L),FW",180,80,5(8),664,1,-,1,1,1.2,77.7,1.3,-,6.36,Elche,2021/2022
"Raúl Guti 27,  DMC",177,74,17(14),1629,-,-,2,1,0.6,84.3,0.4,-,6.31,Elche,2021/2022
"Iván Marcone 33,  DMC",184,79,10(10),807,-,-,5,-,0.1,82.3,0.3,-,6.28,Elche,2021/2022
"Antonio Barragán 36,  D(CR),M(R)",182,76,12(4),1023,-,-,5,-,0.1,82.5,0.5,-,6.24,Elche,2021/2022
"Javier Pastore 34,  AM(CLR)",187,78,7(7),526,-,-,2,1,0.6,77.4,0.3,-,6.24,Elche,2021/2022
"Pablo Piatti 34,  M(CLR)",163,63,3(7),307,-,-,-,-,0.4,76.3,0.7,-,6.21,Elche,2021/2022
"Josema 27,  D(CL)",184,81,1(5),181,-,-,-,-,-,67.4,0.5,-,6.11,Elche,2021/2022
"Joselu 33,  FW",192,80,33(1),2989,16,2,3,-,2.7,61,5.1,5,7.15,Espanyol,2021/2022
"Sergi Darder 30,  M(CLR)",180,71,38,3325,6,3,4,-,1,78.5,0.3,5,7.08,Espanyol,2021/2022
"Fernando Pacheco 31,  GK",186,81,16,1440,-,-,-,-,-,68.9,0.3,1,6.73,Espanyol,2021/2022
"Adri Embarba 31,  AM(CLR),FW",173,66,0(1),34,-,-,-,-,2,75,-,-,6.72,Espanyol,2021/2022
"Vinicius Souza 24,  DMC",187,80,27(7),2434,1,1,8,1,0.3,80.1,2.1,-,6.68,Espanyol,2021/2022
"Brian Oliván 29,  D(CL)",177,73,29(1),2413,1,7,7,-,0.5,70.1,0.6,-,6.6,Espanyol,2021/2022
"César Montes 27,  D(C)",191,77,18(2),1589,3,-,7,-,0.7,78.2,3.4,1,6.6,Espanyol,2021/2022
"José Gragera 23,  Midfielder",186,78,5(4),461,1,-,2,-,0.4,85.5,1.3,-,6.6,Espanyol,2021/2022
"Martin Braithwaite 32,  AM(CLR),FW",180,77,29(2),2468,10,2,5,1,1.9,68.9,1.5,2,6.56,Espanyol,2021/2022
"Javi Puado 25,  AM(CLR),FW",177,69,25(12),2350,7,2,4,-,1.5,79.9,0.6,-,6.51,Espanyol,2021/2022
"Leandro Cabrera 32,  D(CL)",190,80,31(1),2673,-,1,8,2,0.7,73.3,1.9,-,6.48,Espanyol,2021/2022
"Edu Expósito 27,  M(C)",178,68,13(15),1165,2,2,3,1,0.7,79.1,0.5,1,6.47,Espanyol,2021/2022
"Rubén Sánchez 23,  M(R)",185,0,9(9),894,-,2,1,-,0.5,77,0.8,-,6.47,Espanyol,2021/2022
"Fernando Calero 28,  D(C),DMC",183,71,20(7),1618,-,1,6,-,0.3,81.8,1.3,-,6.45,Espanyol,2021/2022
"Luca Koleosho 19,  AM(L)",175,68,0(4),54,1,-,-,-,0.3,72,-,-,6.45,Espanyol,2021/2022
"Ronaël Pierre-Gabriel 25,  D(CLR),M(R)",177,76,2(6),239,1,-,-,1,0.3,78.8,0.5,-,6.43,Espanyol,2021/2022
"Denis Suárez 30,  M(CLR)",176,69,11(7),950,-,-,2,-,0.2,77.1,0.2,-,6.43,Espanyol,2021/2022
"Sergi Gómez 31,  D(CR)",185,80,26(3),2343,-,-,-,2,0.3,86,1.5,-,6.43,Espanyol,2021/2022
"Álvaro Fernández 25,  GK",185,75,12,991,-,-,1,-,-,61.1,0.3,-,6.42,Espanyol,2021/2022
"Adrià Pedrosa 25,  D(L),M(L)",176,69,2(5),226,-,-,-,-,0.1,83.6,0.1,-,6.4,Espanyol,2021/2022
"Óscar Gil 25,  D(R)",173,0,31(2),2571,-,1,14,-,0.3,77.8,0.4,-,6.4,Espanyol,2021/2022
"Nico Melamed 22,  AM(CL)",173,0,16(16),1251,1,2,4,-,1,84.1,0.4,-,6.36,Espanyol,2021/2022
"José Carlos Lazo 28,  Midfielder",180,69,0(10),149,1,1,-,-,0.4,79.3,-,1,6.35,Espanyol,2021/2022
"Aleix Vidal 34,  D(R),M(LR)",177,70,10(15),1025,-,3,8,1,0.1,77.9,0.1,-,6.25,Espanyol,2021/2022
