Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Federico Valverde 25,  M(CLR)",182,78,19(12),1832,-,1,2,-,1.1,89.7,0.5,-,6.76,Real Madrid,2021/2022
"David Alaba 31,  D(CL),M(CL)",180,78,30,2645,2,3,2,-,0.7,92.6,0.5,1,6.75,Real Madrid,2021/2022
"Lucas Vázquez 32,  D(R),M(R)",173,70,20(9),1835,3,-,3,-,0.6,89.3,0.1,-,6.73,Real Madrid,2021/2022
"Marcelo 35,  D(L),M(L)",173,72,5(7),521,-,2,-,-,0.7,85.8,0.3,-,6.7,Real Madrid,2021/2022
"Antonio Blanco 23,  DMC",176,70,0(1),31,-,-,-,-,-,90,-,-,6.7,Real Madrid,2021/2022
"Rodrygo 23,  AM(CLR),FW",174,64,17(16),1528,4,4,3,-,1,86.1,0.4,2,6.66,Real Madrid,2021/2022
"Nacho 34,  D(CLR)",180,76,17(11),1549,3,-,7,-,0.4,93,1,-,6.65,Real Madrid,2021/2022
"Isco 31,  M(CLR),FW",176,79,3(11),323,1,-,1,-,0.6,90.7,0.3,-,6.6,Real Madrid,2021/2022
"Eden Hazard 33,  M(CLR),FW",175,74,7(11),714,-,1,2,-,0.7,90.9,0.1,-,6.59,Real Madrid,2021/2022
"Gareth Bale 34,  M(CLR),FW",186,81,4(1),283,1,-,2,-,3,72.9,1.4,-,6.56,Real Madrid,2021/2022
"Mariano Díaz 30,  FW",180,76,3(6),340,1,1,2,-,1.6,70,1,-,6.54,Real Madrid,2021/2022
"Mario Gila 23,  D(C)",185,74,0(2),24,-,-,-,-,-,86.4,-,-,6.47,Real Madrid,2021/2022
"Dani Ceballos 27,  M(CL)",179,70,2(9),269,-,-,1,-,0.9,91.9,-,-,6.39,Real Madrid,2021/2022
"Luka Jovic 26,  FW",181,78,1(14),360,1,3,1,-,1.1,77.6,0.5,-,6.34,Real Madrid,2021/2022
"Sergio Santos 23,  Defender",180,73,0(1),10,-,-,-,-,-,100,-,-,6.28,Real Madrid,2021/2022
"Peter González 21,  Forward",180,0,0(3),25,-,-,-,-,0.7,81.3,-,-,6.19,Real Madrid,2021/2022
"Juanmi Latasa 23,  FW",192,86,0(1),8,-,-,-,-,1,80,-,-,5.94,Real Madrid,2021/2022
"Ousmane Dembélé 26,  AM(CLR),FW",178,67,15(6),1413,1,13,3,-,2.2,84.4,0.2,4,7.46,Barcelona,2021/2022
"Antoine Griezmann 33,  AM(CLR),FW",176,73,3,264,-,-,-,-,1.3,85.1,1.3,-,7.15,Barcelona,2021/2022
"Pedri 21,  AM(CL)",174,60,10(2),891,3,1,-,-,1,86.5,0.3,-,7.12,Barcelona,2021/2022
"Memphis Depay 30,  AM(CL),FW",178,78,20(8),1850,12,2,3,-,2.2,82.1,0.4,5,7.1,Barcelona,2021/2022
"Sergio Busquets 35,  DMC",189,74,36,3202,2,-,12,-,0.4,87.6,1.7,-,7.05,Barcelona,2021/2022
"Dani Alves 40,  D(R),M(CR)",172,70,13(1),1103,1,3,2,1,0.4,88,0.6,1,7.03,Barcelona,2021/2022
"Jordi Alba 35,  D(L),M(L)",170,68,30,2648,2,10,11,-,1,86.6,0.5,2,6.99,Barcelona,2021/2022
"Pierre-Emerick Aubameyang 34,  M(CLR),FW",187,80,13(4),1092,11,1,-,-,2.2,75.5,0.4,3,6.98,Barcelona,2021/2022
"Abde Ezzalzouli 22,  AM(L)",177,72,6(4),582,1,-,4,-,1.6,76.2,0.3,1,6.94,Barcelona,2021/2022
"Gerard Piqué 37,  D(C)",194,85,25(2),2097,1,-,8,1,0.7,90,3,1,6.93,Barcelona,2021/2022
"Martin Braithwaite 32,  AM(CLR),FW",180,77,3(1),237,2,1,-,-,1.8,81.5,0.8,1,6.93,Barcelona,2021/2022
"Frenkie de Jong 26,  D(C),DMC",181,74,30(2),2486,3,3,5,1,0.5,91.3,0.8,5,6.91,Barcelona,2021/2022
"Ferran Torres 24,  AM(LR),FW",184,77,17(1),1418,4,4,1,-,2.9,84.6,0.7,-,6.88,Barcelona,2021/2022
"Ilias Akhomach 19,  AM(R)",175,0,2,126,-,-,-,-,2,87.8,0.5,-,6.87,Barcelona,2021/2022
"Ronald Araujo 25,  D(CR)",188,79,25(5),2271,4,-,6,-,0.6,90.2,2,3,6.84,Barcelona,2021/2022
"Gavi 19,  AM(CL)",173,70,28(6),2331,2,5,9,1,0.9,89.3,0.9,1,6.79,Barcelona,2021/2022
"Sergiño Dest 23,  D(LR),M(R)",173,62,17(4),1516,-,3,2,-,0.6,92.4,0.3,-,6.76,Barcelona,2021/2022
"Adama Traoré 28,  M(CLR),FW",178,86,4(7),379,-,2,-,-,0.8,85.2,0.5,1,6.74,Barcelona,2021/2022
"Ansu Fati 21,  AM(L),FW",178,66,3(7),334,4,-,-,-,1.8,85.1,0.1,-,6.7,Barcelona,2021/2022
"Eric García 23,  D(C)",182,76,23(3),2044,-,-,5,1,0.2,93.2,1.2,-,6.62,Barcelona,2021/2022
"Neto 34,  GK",190,84,3,270,-,-,-,-,-,79.5,-,-,6.56,Barcelona,2021/2022
"Luuk de Jong 33,  AM(C),FW",188,86,6(15),643,6,-,1,-,1.1,72,1.6,-,6.54,Barcelona,2021/2022
"Samuel Umtiti 30,  D(CL)",182,75,1,90,-,-,1,-,-,87.2,3,-,6.53,Barcelona,2021/2022
"Nico González 22,  DMC",188,85,12(15),1111,2,1,6,-,0.6,90,0.2,-,6.53,Barcelona,2021/2022
"Sergi Roberto 32,  D(R),M(CR)",178,68,4(5),400,2,1,1,-,0.4,92,0.2,-,6.53,Barcelona,2021/2022
"Ferran Jutglà 25,  AM(L),FW",176,75,4(2),303,1,-,1,-,1.7,85,1,-,6.52,Barcelona,2021/2022
"Marc-André ter Stegen 31,  GK",187,85,35,3150,-,-,3,-,-,85.9,0.2,-,6.51,Barcelona,2021/2022
"Óscar Mingueza 24,  D(CR),M(R)",184,75,9(10),892,-,1,2,-,0.1,89.3,0.5,-,6.49,Barcelona,2021/2022
"Philippe Coutinho 31,  M(CLR)",172,68,5(7),500,2,-,1,-,2,86.8,0.2,-,6.46,Barcelona,2021/2022
"Clément Lenglet 28,  D(C)",186,81,7(14),818,-,1,4,-,0.1,91,0.8,-,6.3,Barcelona,2021/2022
"Sergio Agüero 35,  AM(CL),FW",173,70,2(2),151,1,-,-,-,1.5,74.4,0.8,-,6.3,Barcelona,2021/2022
"Riqui Puig 24,  AM(C),FW",169,56,2(13),475,1,-,-,-,0.6,92.7,0.1,-,6.29,Barcelona,2021/2022
"Emerson Royal 25,  D(CR),M(R)",181,79,1(2),90,-,-,-,-,-,86.5,-,-,6.28,Barcelona,2021/2022
"Yusuf Demir 20,  Forward",171,72,2(4),191,-,-,-,-,0.2,90.7,-,-,6.2,Barcelona,2021/2022
"Alejandro Balde 20,  D(LR),M(L)",175,69,2(3),188,-,-,-,-,0.2,95.7,-,-,6.14,Barcelona,2021/2022
"Estanis Pedrola 20,  Forward",185,0,0(1),10,-,-,-,-,-,-,-,-,6.07,Barcelona,2021/2022
"Álvaro Sanz 23,  Midfielder",171,68,0(2),27,-,-,-,-,-,83.3,-,-,6.01,Barcelona,2021/2022
"Mika Mármol 22,  D(C)",181,70,0(1),1,-,-,-,-,-,80,-,-,6,Barcelona,2021/2022
"Yannick Carrasco 30,  D(L),M(CLR),FW",181,73,28(6),2594,6,6,5,-,1.5,80.6,0.3,5,7.08,Atletico Madrid,2021/2022
"João Félix 24,  AM(CL),FW",181,70,13(11),1267,8,4,1,1,1.6,75,0.8,2,6.91,Atletico Madrid,2021/2022
"José Giménez 29,  D(CR)",185,77,24,2047,1,1,8,-,0.8,88.6,1.8,-,6.82,Atletico Madrid,2021/2022
"Geoffrey Kondogbia 31,  D(C),DMC",188,80,21(7),1885,1,2,9,2,0.5,86,1.4,-,6.81,Atletico Madrid,2021/2022
"Saúl Ñíguez 29,  D(CL),M(CLR)",184,76,2(1),200,-,1,-,-,1.3,86.8,2,-,6.81,Atletico Madrid,2021/2022
"Thomas Lemar 28,  AM(CLR)",171,63,17(7),1450,4,5,2,-,1.2,85.3,0.5,2,6.8,Atletico Madrid,2021/2022
"Rodrigo De Paul 29,  AM(CLR),FW",180,70,24(12),2155,3,1,7,-,0.7,81.9,0.5,5,6.8,Atletico Madrid,2021/2022
"Antoine Griezmann 33,  AM(CLR),FW",176,73,21(5),1709,3,4,3,-,1.7,80.7,1.2,-,6.8,Atletico Madrid,2021/2022
"Stefan Savic 33,  D(C)",187,81,28,2440,-,-,12,-,0.5,82.3,2.6,-,6.8,Atletico Madrid,2021/2022
"Reinildo 30,  D(CL),M(L)",180,73,15(2),1300,-,-,5,-,0.1,83.6,1.4,-,6.77,Atletico Madrid,2021/2022
"Marcos Llorente 29,  D(R),M(CR),FW",184,74,29,2456,-,2,5,-,0.6,84.8,0.6,-,6.67,Atletico Madrid,2021/2022
"Ángel Correa 29,  AM(CLR),FW",171,68,21(15),1860,12,5,3,1,1.4,76.5,0.2,2,6.67,Atletico Madrid,2021/2022
"Koke 32,  M(CLR)",176,77,29(2),2512,1,2,6,-,0.4,86.5,0.4,1,6.66,Atletico Madrid,2021/2022
"Kieran Trippier 33,  D(LR),M(R)",178,71,12(3),979,-,-,1,-,0.1,78.7,1.9,-,6.57,Atletico Madrid,2021/2022
"Luis Suárez 37,  AM(CLR),FW",182,72,20(15),1837,11,2,7,-,1.5,73.7,0.6,2,6.54,Atletico Madrid,2021/2022
"Mario Hermoso 28,  D(CL)",184,75,22(5),1872,2,1,6,1,0.6,87,1.8,1,6.54,Atletico Madrid,2021/2022
"Sime Vrsaljko 32,  D(LR),M(R)",181,76,10(11),910,1,2,4,-,0.2,77.2,1.6,1,6.53,Atletico Madrid,2021/2022
"Matheus Cunha 24,  AM(CL),FW",183,76,8(21),1053,6,4,3,-,1.3,71,0.7,-,6.53,Atletico Madrid,2021/2022
"Felipe 34,  D(C)",190,83,15(11),1499,2,1,5,1,0.4,81.8,1.7,-,6.52,Atletico Madrid,2021/2022
"Héctor Herrera 33,  M(C)",185,80,8(13),852,-,-,4,-,0.4,84.8,1.1,-,6.49,Atletico Madrid,2021/2022
"Renan Lodi 25,  D(L),M(L)",173,68,13(16),1181,2,2,5,-,0.3,81.6,1,2,6.47,Atletico Madrid,2021/2022
"Jan Oblak 31,  GK",188,87,38,3420,-,-,1,-,-,51.9,0.2,-,6.35,Atletico Madrid,2021/2022
"Carlos Martín 21,  Forward",0,0,0(1),5,-,-,1,-,-,50,1,-,6.3,Atletico Madrid,2021/2022
"Daniel Wass 34,  D(LR),M(CLR)",181,74,0(1),45,-,-,1,-,-,76.5,-,-,6.17,Atletico Madrid,2021/2022
"Benjamin Lecomte 32,  GK",186,78,1,1,-,-,1,-,-,-,-,-,6,Atletico Madrid,2021/2022
"Giuliano Simeone 21,  Forward",180,75,0(1),1,-,-,-,-,-,33.3,1,-,6,Atletico Madrid,2021/2022
"Javi Serrano 21,  Midfielder",178,75,1(4),67,-,-,1,1,-,78.4,0.8,-,5.97,Atletico Madrid,2021/2022
"Marcos Acuña 32,  D(CL),M(CL)",172,69,26(5),2266,1,3,10,-,0.5,84.2,0.7,3,6.96,Sevilla,2021/2022
"Jules Koundé 25,  D(CR)",180,75,31(1),2738,2,1,2,2,0.4,88.9,2.4,3,6.92,Sevilla,2021/2022
"Érik Lamela 32,  AM(CLR),FW",181,79,10(10),1016,5,2,5,-,1.1,86.3,0.5,3,6.86,Sevilla,2021/2022
"Ivan Rakitic 36,  M(CL)",184,78,26(9),2188,4,6,5,-,0.9,85.9,1.1,4,6.83,Sevilla,2021/2022
"Lucas Ocampos 29,  M(CLR),FW",187,84,23(7),2128,6,4,7,-,1.7,82.3,0.9,2,6.76,Sevilla,2021/2022
"Yassine Bounou 32,  GK",195,78,31,2790,-,2,2,-,-,74,0.2,2,6.76,Sevilla,2021/2022
"Diego Carlos 31,  D(C)",186,79,34,2961,3,-,2,1,0.9,87.6,2.4,1,6.75,Sevilla,2021/2022
"Papu Gómez 36,  M(CLR),FW",167,68,19(10),1792,5,1,4,-,1.2,89,0.3,2,6.73,Sevilla,2021/2022
"Marko Dmitrovic 32,  GK",194,91,7,541,-,-,1,-,-,80.7,0.1,-,6.7,Sevilla,2021/2022
"Thomas Delaney 32,  DMC",182,79,15(11),1545,2,1,2,1,0.7,78.3,2.1,2,6.69,Sevilla,2021/2022
"Fernando 36,  D(C),DMC",183,76,21(3),1851,1,1,6,-,0.3,89.2,1.5,-,6.69,Sevilla,2021/2022
"Jesús Corona 31,  D(R),M(CLR),FW",173,59,12(6),1161,2,4,2,-,0.7,82.2,0.4,1,6.68,Sevilla,2021/2022
"Jesús Navas 38,  D(R),M(R)",172,60,19(6),1788,-,3,4,-,0.4,81,0.6,1,6.64,Sevilla,2021/2022
"Joan Jordán 29,  M(C)",184,74,31(5),2530,-,1,9,-,0.4,88.5,0.3,-,6.62,Sevilla,2021/2022
"Youssef En-Nesyri 26,  FW",188,73,15(8),1282,5,1,1,-,1.6,66.5,2,-,6.58,Sevilla,2021/2022
"Rafa Mir 26,  FW",191,86,18(16),1804,10,-,6,-,1.8,67.6,1.7,1,6.54,Sevilla,2021/2022
"Nemanja Gudelj 32,  D(C),M(C)",187,79,9(12),1040,-,-,5,-,0.2,89.3,1.4,-,6.51,Sevilla,2021/2022
"Karim Rekik 29,  D(CL)",186,84,11(7),1095,-,2,2,-,0.2,90.4,1.3,-,6.47,Sevilla,2021/2022
"Oussama Idrissi 28,  AM(LR)",183,78,2(3),127,-,-,1,-,0.8,82.2,-,-,6.46,Sevilla,2021/2022
"Óliver Torres 29,  M(CLR)",178,70,11(15),1008,2,3,2,-,0.5,82.1,0.2,-,6.45,Sevilla,2021/2022
"Gonzalo Montiel 27,  D(CR),M(R)",175,68,15(3),1073,1,2,7,-,0.3,78.4,0.6,-,6.45,Sevilla,2021/2022
"Pedro Ortiz 23,  DMC",184,0,0(1),6,-,-,-,-,1,100,-,-,6.44,Sevilla,2021/2022
"Suso 30,  AM(CLR),FW",177,70,6(2),390,-,1,-,-,0.8,80.4,-,-,6.43,Sevilla,2021/2022
"Óscar Rodríguez 25,  AM(CLR)",174,67,4(7),416,-,-,1,-,1.3,83.2,0.3,-,6.41,Sevilla,2021/2022
"Ludwig Augustinsson 29,  D(L),M(L)",181,74,9(10),790,-,1,3,-,0.2,84.8,0.8,-,6.4,Sevilla,2021/2022
"Anthony Martial 28,  AM(LR),FW",181,76,7(2),495,-,1,1,-,0.8,84.1,0.7,-,6.34,Sevilla,2021/2022
"Munir El Haddadi 28,  AM(CLR),FW",175,69,5(12),471,2,-,3,-,0.7,79,0.5,-,6.33,Sevilla,2021/2022
"José Ángel Carmona 22,  D(CR),M(R)",183,0,0(1),23,-,-,-,-,-,66.7,-,-,6.28,Sevilla,2021/2022
"Iván Romero 22,  Forward",172,0,2(3),178,-,-,-,-,0.4,82.4,0.2,-,6.24,Sevilla,2021/2022
"Luismi Cruz 22,  Forward",166,0,0(2),12,-,-,-,-,-,33.3,-,-,6.1,Sevilla,2021/2022
"Valentino Fattore 22,  Defender",0,0,0(1),1,-,-,-,-,-,-,-,-,6,Sevilla,2021/2022
"Javi Díaz 26,  Goalkeeper",184,75,1,90,-,-,-,-,-,81.3,-,-,5.94,Sevilla,2021/2022
"Juanlu Sánchez 20,  D(R)",183,68,0(1),4,-,-,1,-,-,50,-,-,5.89,Sevilla,2021/2022
"Kike Hermoso 24,  Defender",190,76,1,90,1,-,-,-,2,83.3,6,1,7.77,Real Betis,2021/2022
"Nabil Fekir 30,  AM(CLR),FW",173,72,33(1),2812,6,8,7,1,2.5,86.4,0.8,7,7.38,Real Betis,2021/2022
"Marc Bartra 33,  D(CR),DMC",184,70,23,1994,1,-,5,-,0.7,82.4,2.7,1,6.95,Real Betis,2021/2022
"Sergio Canales 33,  M(CLR)",176,65,33(1),2803,5,7,7,-,1.6,85,0.3,2,6.94,Real Betis,2021/2022
"Martín Montoya 32,  D(LR),M(R)",175,73,6,519,-,1,2,-,0.8,82.7,1.7,-,6.94,Real Betis,2021/2022
"Juanmi 30,  AM(CLR),FW",172,69,26(7),2149,16,4,5,-,1.7,78.1,1,4,6.93,Real Betis,2021/2022
"Guido Rodríguez 29,  DMC",185,80,29(3),2533,1,2,7,1,0.7,85.5,1,-,6.92,Real Betis,2021/2022
"Álex Moreno 30,  D(L),M(L)",179,68,28(2),2408,5,3,4,1,0.9,76.2,0.8,2,6.92,Real Betis,2021/2022
"Germán Pezzella 32,  D(C)",187,82,22(1),1991,1,-,5,1,0.8,87.4,2.5,-,6.87,Real Betis,2021/2022
"Héctor Bellerín 29,  D(R),M(R)",178,74,22(1),1979,-,2,2,1,0.4,77.8,1.2,1,6.87,Real Betis,2021/2022
"William Carvalho 31,  M(C)",187,83,20(13),1806,2,3,6,-,1,88,1,1,6.8,Real Betis,2021/2022
"Juan Miranda 24,  D(L)",185,76,9(4),782,-,2,3,-,0.5,79.1,0.9,-,6.76,Real Betis,2021/2022
"Edgar González 26,  D(C),DMC",193,78,14(7),1457,1,1,6,-,0.2,88,1.5,-,6.74,Real Betis,2021/2022
"Víctor Ruiz 35,  D(C)",184,95,17(1),1425,-,-,2,-,0.4,87,2.6,-,6.72,Real Betis,2021/2022
"Rui Silva 30,  GK",191,91,21(1),1963,-,-,2,-,-,66.9,0.2,-,6.68,Real Betis,2021/2022
"Youssouf Sabaly 31,  D(LR),M(R)",174,67,9(1),789,-,1,1,-,0.4,84.6,1,-,6.63,Real Betis,2021/2022
"José Calderón 24,  Defender",0,0,0(1),64,-,-,-,-,-,97.4,-,-,6.62,Real Betis,2021/2022
"Willian José 32,  FW",189,93,19(13),1612,8,4,1,-,1.1,78.3,0.7,1,6.59,Real Betis,2021/2022
"Paul Akouokou 26,  DMC",181,68,6(2),518,-,-,2,1,0.3,87.6,0.8,-,6.58,Real Betis,2021/2022
"Borja Iglesias 31,  FW",187,86,18(15),1574,10,-,4,-,1.2,71.1,0.7,3,6.55,Real Betis,2021/2022
"Rodri 23,  AM(CLR)",168,62,10(11),882,1,2,-,-,0.7,82.9,-,-,6.47,Real Betis,2021/2022
"Claudio Bravo 40,  GK",184,80,17,1457,-,-,2,-,-,62.3,0.4,-,6.44,Real Betis,2021/2022
"Cristian Tello 32,  M(LR)",178,65,5(18),807,2,2,2,-,1.3,78.1,0.2,-,6.42,Real Betis,2021/2022
"Andrés Guardado 37,  D(L),M(CL)",169,60,17(11),1394,-,1,4,-,0.5,84.8,0.4,-,6.4,Real Betis,2021/2022
"Rober 23,  AM(R)",173,62,1(3),132,-,-,-,-,0.5,80,0.3,-,6.39,Real Betis,2021/2022
"Joaquín 42,  M(CLR),FW",179,75,2(19),455,-,1,-,-,0.5,85,0.1,-,6.39,Real Betis,2021/2022
"Aitor Ruibal 28,  D(R),M(LR)",176,74,9(10),858,-,-,6,-,1.1,79.7,0.3,-,6.26,Real Betis,2021/2022
"Diego Lainez 23,  AM(R)",168,58,1(6),136,-,-,-,-,0.1,79.6,-,-,6.16,Real Betis,2021/2022
"Loren Morón 30,  FW",188,66,0(1),3,-,-,-,-,-,-,-,-,6.11,Real Betis,2021/2022
"Víctor Camarasa 29,  M(CR)",183,76,0(7),102,-,-,-,-,0.1,82,0.3,-,6.08,Real Betis,2021/2022
"Raúl García 23,  FW",192,70,0(1),1,-,-,-,-,-,-,-,-,6,Real Betis,2021/2022
"Mikel Merino 27,  M(C)",188,83,33(1),2896,3,2,8,-,1.3,77.6,3.3,3,7.16,Real Sociedad,2021/2022
"Mathew Ryan 31,  GK",184,83,3,270,-,-,-,-,-,57,0.3,1,6.92,Real Sociedad,2021/2022
"Mikel Oyarzabal 26,  AM(CLR),FW",181,78,19(3),1674,9,3,-,1,1.9,74.8,1,4,6.9,Real Sociedad,2021/2022
"David Silva 38,  M(CLR),FW",170,67,22(3),1734,2,4,4,1,0.8,88.1,0.6,3,6.9,Real Sociedad,2021/2022
"Robin Le Normand 27,  D(C)",187,80,37,3330,1,1,7,-,0.5,88,2.9,1,6.86,Real Sociedad,2021/2022
"Rafinha 32,  M(CLR)",174,71,13(4),1060,1,-,3,-,0.8,88.5,0.8,-,6.78,Real Sociedad,2021/2022
"Aritz Elustondo 29,  D(CR)",180,71,22(8),2102,4,1,3,1,0.5,83.8,1.9,3,6.77,Real Sociedad,2021/2022
"Martín Zubimendi 25,  DMC",180,74,26(10),2587,2,1,4,-,0.6,85.7,1.8,1,6.76,Real Sociedad,2021/2022
"Diego Rico 31,  D(CL),M(L)",180,78,19(2),1647,-,-,4,-,0.5,75.6,1.2,-,6.74,Real Sociedad,2021/2022
"Alexander Isak 24,  AM(L),FW",192,77,26(6),2157,6,2,6,-,2.3,74.3,0.9,-,6.73,Real Sociedad,2021/2022
"Álex Remiro 28,  GK",191,79,35,3150,-,-,1,-,-,73.1,0.1,1,6.7,Real Sociedad,2021/2022
"Andoni Gorosabel 27,  D(R)",174,70,25(7),2298,-,4,4,-,0.3,84.9,0.7,-,6.66,Real Sociedad,2021/2022
"Jon Bautista 28,  FW",180,72,0(1),45,-,-,-,-,1,85.7,1,-,6.61,Real Sociedad,2021/2022
"Adnan Januzaj 29,  AM(CLR)",186,76,17(16),1626,3,-,5,-,1.3,75.6,0.3,1,6.57,Real Sociedad,2021/2022
"Alexander Sørloth 28,  AM(R),FW",195,90,20(13),1760,4,-,2,-,1.1,73.6,1.5,1,6.56,Real Sociedad,2021/2022
"Ander Barrenetxea 22,  M(LR)",178,75,6(5),549,1,1,-,-,0.7,73.3,0.4,-,6.54,Real Sociedad,2021/2022
"Aihen Muñoz 26,  D(L)",175,68,15(5),1345,-,-,2,1,0.4,78.6,1.3,-,6.48,Real Sociedad,2021/2022
"Jon Pacheco 23,  D(C)",184,77,4(6),376,-,-,1,-,-,84.5,1.2,-,6.45,Real Sociedad,2021/2022
"Asier Illarramendi 34,  M(C)",179,75,6(2),379,-,-,1,-,-,87.4,1.5,-,6.44,Real Sociedad,2021/2022
"Robert Navarro 21,  AM(L)",178,69,3(3),199,-,-,-,-,1.2,85.2,0.2,-,6.44,Real Sociedad,2021/2022
"Álex Sola 24,  D(R),M(R)",178,75,0(2),39,-,-,-,-,0.5,68.4,-,-,6.43,Real Sociedad,2021/2022
"Igor Zubeldia 26,  D(C),DMC",181,73,19(7),1649,-,1,7,-,0.3,87.6,1.6,-,6.41,Real Sociedad,2021/2022
"Joseba Zaldúa 31,  D(R)",176,70,14(10),1173,-,-,6,-,0.3,79.1,0.8,-,6.4,Real Sociedad,2021/2022
"Ander Guevara 26,  DMC",180,73,11(6),872,-,-,2,-,0.1,86.5,0.9,-,6.37,Real Sociedad,2021/2022
"Jon Guridi 29,  M(C)",179,64,1(7),200,1,-,-,-,0.3,73.1,0.1,-,6.32,Real Sociedad,2021/2022
"Cristo Romero 23,  Defender",173,62,0(1),16,-,-,-,-,1,85.7,-,-,6.32,Real Sociedad,2021/2022
"Beñat Turrientes 22,  M(C)",181,70,1(7),201,-,-,1,-,0.9,88.9,0.1,-,6.29,Real Sociedad,2021/2022
"Portu 31,  M(CLR),FW",167,66,17(20),1587,1,2,5,-,0.7,76.8,0.4,-,6.28,Real Sociedad,2021/2022
"Näis Djouahra 24,  Forward",171,67,1(6),209,-,-,-,-,0.7,78.5,0.3,-,6.27,Real Sociedad,2021/2022
"Julen Lobete 23,  FW",180,73,2(11),276,2,-,-,-,0.8,80,0.3,-,6.24,Real Sociedad,2021/2022
"Ander Martín 23,  Forward",176,78,1(4),85,-,-,-,-,0.6,79.1,0.4,-,6.23,Real Sociedad,2021/2022
"Germán Valera 22,  Midfielder",170,68,0(3),49,-,-,-,-,0.3,82.4,0.3,-,6.2,Real Sociedad,2021/2022
"Gerard Moreno 31,  AM(CR),FW",180,77,14(3),1194,9,3,2,-,2.2,69.4,1.1,6,7.44,Villarreal,2021/2022
"Dani Parejo 34,  M(C)",182,74,32(1),2712,2,10,3,-,0.5,87.6,0.5,1,7.17,Villarreal,2021/2022
"Étienne Capoue 35,  D(C),M(CL)",189,80,26(4),2298,1,1,9,-,0.5,88.4,1.8,3,6.96,Villarreal,2021/2022
"Juan Foyth 26,  D(CR),DMC",187,83,22(3),1932,1,1,4,1,0.2,84.3,1.4,1,6.94,Villarreal,2021/2022
"Arnaut Danjuma 27,  AM(L),FW",178,74,17(6),1478,10,3,2,-,2.7,77,0.1,3,6.91,Villarreal,2021/2022
"Giovani Lo Celso 27,  M(CR),FW",177,68,11(5),998,1,1,2,-,1.1,83.8,0.2,-,6.89,Villarreal,2021/2022
"Alfonso Pedraza 27,  D(L),M(L)",184,73,19(9),1706,4,4,2,-,0.8,77.2,0.5,4,6.86,Villarreal,2021/2022
"Pau Torres 27,  D(C)",191,80,33,2858,5,1,5,-,0.7,85.8,1.8,1,6.86,Villarreal,2021/2022
"Samuel Chukwueze 24,  AM(CR)",172,70,12(15),1330,3,3,4,-,1.2,75.2,0.3,1,6.78,Villarreal,2021/2022
"Sergio Asenjo 34,  GK",189,87,6,540,-,-,1,-,-,78.2,0.3,-,6.74,Villarreal,2021/2022
"Manu Trigueros 32,  M(CLR),FW",178,75,27(8),2191,6,4,3,-,1.2,80.3,0.5,-,6.72,Villarreal,2021/2022
"Gerónimo Rulli 31,  GK",189,84,32,2880,-,-,2,-,-,79.2,0.4,1,6.71,Villarreal,2021/2022
"Raúl Albiol 38,  D(C)",187,74,28,2467,-,-,8,-,0.2,86,1.5,-,6.67,Villarreal,2021/2022
"Francis Coquelin 32,  M(CLR)",176,74,8(12),828,2,1,3,-,0.3,86,0.8,1,6.65,Villarreal,2021/2022
"Alberto Moreno 31,  D(L),M(L)",171,65,13(11),1223,3,2,3,-,0.9,85.6,0.3,1,6.64,Villarreal,2021/2022
