Player,Age,Position,CM,KG,Start,Sub,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
Son ,29,  D,178,72,10,18,1092,0,0,3,0,0.3,74.7,0.3,0,6.3,Levante,2020/2021
Tono ,34,  D,179,69,9,3,729,0,2,2,0,0.2,82.1,0.6,0,6.29,Levante,2020/2021
Dani Gomez ,25,  FW,178,69,17,17,1660,2,2,3,0,0.9,78.4,0.4,0,6.27,Levante,2020/2021
Edgar Sevikyan ,22,  FW,175,0,0,1,7,0,0,0,0,0,75,0,0,6.23,Levante,2020/2021
Sergio Leon ,35,  FW,178,73,6,22,734,2,0,1,0,0.7,71.1,0.4,0,6.16,Levante,2020/2021
Cheick Doukoure ,31,  DMC,180,82,0,7,96,0,0,1,0,0,83.7,0,0,6.13,Levante,2020/2021
Alex Blesa ,22,  Midfielder,180,0,0,1,10,0,0,0,0,0,100,0,0,6,Levante,2020/2021
Giorgi Kochorashvili ,24,  Midfielder,178,74,0,3,22,0,0,0,0,0.3,46.2,0,0,5.99,Levante,2020/2021
Koke Vegas ,28,  GK,188,88,2,0,91,0,0,1,0,0,61.5,0,0,5.68,Levante,2020/2021
Mauro Arambarri ,28,  DMC,175,74,33,1,2990,3,0,11,0,1.4,73.2,1.6,1,6.86,Getafe,2020/2021
Juan Iglesias ,25,  D,185,79,7,3,605,0,0,2,0,0.4,56.6,1,0,6.73,Getafe,2020/2021
Mathias Olivera ,26,  D,184,78,30,1,2619,0,0,6,0,0.6,65.7,2.5,2,6.72,Getafe,2020/2021
Marc Cucurella ,25,  D,172,66,37,0,3250,3,2,8,0,0.7,73,1.9,1,6.7,Getafe,2020/2021
Djene Dakonam ,32,  D,187,72,34,0,2945,0,1,6,2,0.1,73.3,2.1,0,6.67,Getafe,2020/2021
Nemanja Maksimovic ,29,  M,189,69,34,1,2745,1,0,5,0,0.5,74.8,1.4,0,6.61,Getafe,2020/2021
Cucho Hernandez ,24,  AM,175,73,18,5,1475,2,3,5,0,1.2,69.7,2,2,6.6,Getafe,2020/2021
Carles Alena ,26,  AM,180,73,15,7,1369,2,2,1,0,1.4,70.8,0.6,1,6.55,Getafe,2020/2021
Enes Unal ,26,  FW,187,78,15,13,1322,4,2,4,0,1.4,59.3,3.7,1,6.55,Getafe,2020/2021
Damian Suarez ,35,  D,172,61,28,3,2440,1,0,12,1,0.3,63.3,1.1,1,6.51,Getafe,2020/2021
David Soria ,30,  GK,192,85,28,0,2520,0,0,2,0,0,45.8,0.3,3,6.5,Getafe,2020/2021
Ruben Yanez ,30,  GK,190,85,10,0,900,0,0,2,0,0,55.9,0.2,0,6.46,Getafe,2020/2021
Allan Nyom ,35,  D,188,78,28,3,2334,0,2,10,1,0.3,64.1,1.7,1,6.45,Getafe,2020/2021
Abdoulay Diaby ,32,  AM,172,74,0,1,17,0,0,0,0,1,62.5,0,0,6.39,Getafe,2020/2021
Xabier Etxeita ,36,  D,186,78,9,2,881,0,0,3,0,0.4,62.5,1.8,0,6.38,Getafe,2020/2021
Takefusa Kubo ,22,  AM,173,64,8,10,804,1,1,2,0,0.8,78.4,0.3,0,6.36,Getafe,2020/2021
Sofian Chakla ,30,  D,188,73,9,2,896,0,0,5,0,0.3,59.6,3.3,0,6.35,Getafe,2020/2021
Erick Cabaco ,28,  D,185,79,15,5,1328,0,0,8,0,0.3,62.1,2.2,0,6.35,Getafe,2020/2021
David Timor ,34,  D,185,80,15,15,1388,0,0,5,1,0.6,64,1.4,0,6.32,Getafe,2020/2021
Jaime Mata ,35,  AM,185,79,23,10,2042,5,0,10,1,1.2,68.3,2.5,0,6.31,Getafe,2020/2021
Chema Rodriguez ,32,  D,189,80,7,3,557,0,0,3,1,0.3,61.1,1,1,6.22,Getafe,2020/2021
Ante Palaversa ,23,  DMC,187,77,0,2,7,0,0,0,0,0,57.1,0,0,6.21,Getafe,2020/2021
Angel Rodriguez ,36,  FW,172,68,12,21,1364,5,0,4,0,1.2,69.7,0.7,1,6.19,Getafe,2020/2021
Francisco Portillo ,33,  M,169,60,3,13,411,0,1,1,0,0,76.5,0.1,0,6.15,Getafe,2020/2021
Victor Mollejo ,23,  Forward,176,63,0,4,71,0,0,0,0,0,66.7,0.3,0,6.11,Getafe,2020/2021
Koffi ,22,  Defender,0,0,0,1,45,0,0,0,0,0,70,0,0,6.07,Getafe,2020/2021
Dario Poveda ,27,  Forward,185,75,0,1,4,0,0,0,0,0,40,2,0,6.05,Getafe,2020/2021
Sabit Abdulai ,24,  Midfielder,0,0,0,3,58,0,0,1,0,0,53.8,0.3,0,6.02,Getafe,2020/2021
Mamor Niang ,22,  Forward,0,0,0,1,21,0,0,0,0,1,100,1,0,6,Getafe,2020/2021
John Patrick ,20,  Midfielder,192,0,0,6,60,0,0,0,0,0.3,60,0.2,0,5.96,Getafe,2020/2021
Jose Miranda ,25,  Forward,170,64,0,4,23,0,0,1,0,0.3,64.3,0.5,0,5.94,Getafe,2020/2021
Joselu ,33,  FW,192,80,34,3,3038,11,3,1,0,2.5,58.6,6.9,5,7.22,Deportivo Alaves,2020/2021
Florian Lejeune ,32,  D,189,89,34,0,3016,1,1,10,0,0.7,77,2.9,0,6.82,Deportivo Alaves,2020/2021
Antonio Sivera ,27,  GK,184,75,1,0,72,0,0,0,0,0,38.9,1,0,6.79,Deportivo Alaves,2020/2021
Ruben Duarte ,28,  D,180,75,29,2,2551,1,1,5,1,0.5,71.4,1.5,0,6.71,Deportivo Alaves,2020/2021
Lucas Perez ,35,  AM,180,82,19,9,1769,4,4,1,0,1.1,70.3,0.1,3,6.63,Deportivo Alaves,2020/2021
Ximo Navarro ,34,  D,176,75,28,3,2381,1,1,6,0,0.4,75.9,0.7,0,6.58,Deportivo Alaves,2020/2021
Luis Rioja ,30,  AM,175,68,25,10,2100,4,2,4,0,0.7,72.1,0.5,1,6.54,Deportivo Alaves,2020/2021
Edgar Mendez ,34,  M,187,80,26,7,2105,5,1,10,1,1.1,60.6,1.8,0,6.52,Deportivo Alaves,2020/2021
Rodrigo Ely ,30,  D,188,83,6,2,470,1,0,1,0,0.5,78.4,1.8,0,6.49,Deportivo Alaves,2020/2021
Tomas Pina ,36,  M,184,78,31,2,2590,1,1,12,0,0.3,82.5,1.4,2,6.48,Deportivo Alaves,2020/2021
Fernando Pacheco ,31,  GK,186,81,37,1,3348,0,0,1,0,0,66.1,0.2,3,6.47,Deportivo Alaves,2020/2021
Rodrigo Battaglia ,32,  M,187,79,29,3,2495,1,0,10,1,0.5,84.1,1.4,1,6.44,Deportivo Alaves,2020/2021
Victor Laguardia ,34,  D,185,80,30,2,2636,0,1,4,1,0.3,76.3,1.7,0,6.41,Deportivo Alaves,2020/2021
Martin Aguirregabiria ,27,  D,178,69,16,10,1557,0,1,1,0,0.1,71.4,0.7,0,6.38,Deportivo Alaves,2020/2021
Tachi ,26,  D,184,72,9,4,849,0,0,3,1,0.2,73.4,1.6,1,6.37,Deportivo Alaves,2020/2021
Pere Pons ,31,  M,177,70,13,10,1184,2,0,1,0,0.4,78.5,0.6,0,6.34,Deportivo Alaves,2020/2021
Deyverson ,32,  FW,187,80,11,16,872,1,3,4,0,0.5,51.2,2.3,0,6.34,Deportivo Alaves,2020/2021
Jota ,32,  AM,180,70,18,5,1408,0,2,3,1,0.7,75.2,0.2,0,6.28,Deportivo Alaves,2020/2021
Burgui ,30,  AM,184,75,0,1,20,0,0,0,0,0,100,0,0,6.26,Deportivo Alaves,2020/2021
Facundo Pellistri ,22,  AM,175,69,5,7,540,0,0,0,0,0.4,66,0.7,0,6.26,Deportivo Alaves,2020/2021
Manu Garcia ,37,  DMC,182,74,11,15,1115,0,0,7,1,0.4,69.5,1.6,0,6.24,Deportivo Alaves,2020/2021
Inigo Cordoba ,27,  AM,180,76,3,4,216,0,0,0,0,0.1,65.7,0.9,0,6.2,Deportivo Alaves,2020/2021
Abdallahi Mahmoud ,23,  Midfielder,189,75,1,1,66,0,0,0,0,0,86.7,0.5,0,6.19,Deportivo Alaves,2020/2021
Javi Lopez ,21,  D,184,0,2,8,245,0,0,1,1,0.1,81.8,0.2,0,6.18,Deportivo Alaves,2020/2021
Borja Sainz ,23,  AM,178,75,2,19,440,1,0,1,0,0.3,83.5,0.1,0,6.12,Deportivo Alaves,2020/2021
Adrian Marin ,27,  D,181,73,1,4,91,0,0,0,0,0.2,68.2,0.6,0,6.1,Deportivo Alaves,2020/2021
John Guidetti ,31,  FW,185,79,1,9,201,1,0,1,0,0.5,73.1,0.4,0,6.1,Deportivo Alaves,2020/2021
Stephane Paul Keller ,22,  Defender,0,0,0,1,16,0,0,0,0,0,84.6,0,0,6.06,Deportivo Alaves,2020/2021
Tomas Tavares ,23,  D,184,69,0,3,62,0,0,0,0,0,88.9,0.3,0,6.05,Deportivo Alaves,2020/2021
Sergi Garcia ,24,  Midfielder,195,0,0,2,17,0,0,0,0,0,40,0,0,6.03,Deportivo Alaves,2020/2021
Jony alamo ,22,  Midfielder,175,65,1,0,74,0,0,0,0,1,87.5,0,0,7.09,Elche,2020/2021
Fidel ,34,  M,180,74,28,2,2404,6,3,8,0,0.6,77.8,0.3,1,6.86,Elche,2020/2021
Lucas Boye ,28,  AM,179,81,32,2,2713,7,2,7,1,1.7,77.5,1.3,3,6.66,Elche,2020/2021
Guido Carrillo ,32,  FW,191,87,11,10,1001,3,2,3,0,1.2,71.7,4,1,6.66,Elche,2020/2021
Edgar Badia ,32,  GK,180,70,30,0,2700,0,0,0,0,0,72,0.2,2,6.65,Elche,2020/2021
Gonzalo Verdu ,35,  D,185,80,33,0,2945,0,2,11,0,0.3,84.2,1.9,1,6.63,Elche,2020/2021
Tete Morente ,27,  M,180,76,23,7,2027,2,5,5,0,0.6,80.3,0.7,0,6.6,Elche,2020/2021
Josema ,27,  D,184,81,21,8,1968,0,1,4,0,0.2,80.4,1.2,0,6.57,Elche,2020/2021
Josan ,34,  D,175,68,24,9,1935,4,2,3,0,0.5,82.3,0.2,3,6.56,Elche,2020/2021
Raul Guti ,27,  DMC,177,74,33,3,2876,3,1,3,1,0.8,83.9,0.4,0,6.54,Elche,2020/2021
Antonio Barragan ,36,  D,182,76,26,1,2239,0,3,8,0,0.2,85.7,1.2,0,6.53,Elche,2020/2021
Pere Milla ,31,  AM,184,72,22,10,1987,4,3,6,0,0.9,73,1.3,2,6.5,Elche,2020/2021
Diego Gonzalez ,29,  D,185,83,15,4,1280,1,0,5,0,0.3,88.9,1.6,0,6.44,Elche,2020/2021
Dani Calvo ,29,  D,190,82,19,4,1779,2,0,3,0,0.3,82.4,1.5,1,6.44,Elche,2020/2021
Helibelton Palacios ,30,  D,177,75,8,3,743,0,0,0,0,0,80.3,0.7,0,6.41,Elche,2020/2021
Johan Mojica ,31,  D,185,66,14,3,1206,0,0,3,0,0.4,75.7,0.7,0,6.4,Elche,2020/2021
Paulo Gazzaniga ,32,  GK,196,90,8,0,720,0,0,3,0,0,55.7,0.1,0,6.39,Elche,2020/2021
Ivan Marcone ,33,  DMC,184,79,30,3,2651,0,0,8,1,0.1,87.1,0.7,0,6.38,Elche,2020/2021
Jeison Lucumi ,28,  Midfielder,177,63,1,1,49,0,0,0,0,0,72.7,0.5,0,6.29,Elche,2020/2021
Emiliano Rigoni ,31,  M,180,87,12,11,1142,1,1,5,0,0.7,82.2,0.2,0,6.24,Elche,2020/2021
Omenuke Mfulu ,30,  M,182,76,9,11,789,0,0,4,0,0.2,87.2,0.5,0,6.23,Elche,2020/2021
Pablo Piatti ,34,  M,163,63,3,6,359,0,0,1,0,0.4,80.6,0.1,0,6.21,Elche,2020/2021
Cifuentes ,33,  Midfielder,174,66,4,7,449,0,0,1,0,0.3,76.1,0.5,0,6.2,Elche,2020/2021
Juan Sanchez Mino ,34,  D,177,78,5,4,497,0,0,2,0,0,84,0.3,0,6.16,Elche,2020/2021
Victor Rodriguez ,34,  AM,170,70,2,14,418,0,0,1,0,0,91.4,0.3,0,6.11,Elche,2020/2021
Youssouf Kone ,28,  D,174,71,1,2,72,0,0,0,0,0,76.5,0,0,6.06,Elche,2020/2021
Luismi ,31,  Midfielder,180,73,2,9,163,0,0,0,0,0,84.3,0.2,0,6.03,Elche,2020/2021
Nino ,43,  AM,169,68,0,16,273,0,0,1,0,0.2,92.1,0.1,0,6,Elche,2020/2021
Ramon Folch ,34,  Midfielder,182,78,0,1,1,0,0,0,0,0,0,0,0,6,Elche,2020/2021
John Donald ,23,  D,185,0,1,1,50,0,0,0,0,0,100,0,0,5.88,Elche,2020/2021
Javi Galan ,29,  D,172,70,34,3,3068,1,2,5,0,0.2,80.2,0.4,5,7.16,Huesca,2020/2021
Pablo Maffeo ,26,  D,172,70,25,0,1977,1,4,4,0,0.4,71.9,1.6,0,6.78,Huesca,2020/2021
Sandro Ramirez ,28,  AM,175,71,16,4,1294,5,1,2,0,1.5,80.3,0.5,1,6.76,Huesca,2020/2021
Dimitrios Siovas ,35,  D,192,83,34,2,3073,2,0,5,0,0.8,81.1,3.4,0,6.76,Huesca,2020/2021
David Ferreiro ,35,  AM,170,63,29,8,2543,2,4,5,0,0.7,75.8,0.3,1,6.74,Huesca,2020/2021
Rafa Mir ,26,  FW,191,86,32,6,2880,13,1,2,0,3.2,57.4,2.8,5,6.73,Huesca,2020/2021
Javier Ontiveros ,26,  AM,170,75,10,10,915,2,1,5,0,1.8,79.2,0.4,2,6.69,Huesca,2020/2021
Alvaro Fernandez ,25,  GK,185,75,22,0,1980,0,0,0,0,0,72.6,0.3,1,6.64,Huesca,2020/2021
Jorge Pulido ,32,  D,186,72,32,1,2886,1,0,5,1,0.5,83.6,1.9,0,6.57,Huesca,2020/2021
Jaime Seoane ,27,  M,175,73,23,6,2066,1,1,5,0,0.8,77.6,0.9,1,6.54,Huesca,2020/2021
Pablo Insua ,30,  D,187,80,17,3,1588,0,0,9,0,0.2,85.5,2.1,0,6.53,Huesca,2020/2021
Pedro Mosquera ,35,  M,184,75,24,3,2055,0,0,1,0,0.3,85.5,0.9,0,6.47,Huesca,2020/2021
Pedro Lopez ,40,  D,174,72,10,12,1064,0,1,2,0,0.1,86,0.8,0,6.44,Huesca,2020/2021
Borja Garcia ,33,  AM,175,72,13,8,1119,1,0,0,0,0.7,87.8,0.5,0,6.43,Huesca,2020/2021
Mikel Rico ,39,  M,179,75,27,5,2200,1,4,2,0,0.6,80.1,0.3,0,6.43,Huesca,2020/2021
Eugeni Valderrama ,29,  M,182,73,1,2,114,0,0,0,0,0,85.5,0.3,0,6.42,Huesca,2020/2021
Denis Vavro ,27,  D,189,81,9,2,616,0,0,1,0,0.7,76.6,1,0,6.42,Huesca,2020/2021
Andres Fernandez ,37,  GK,187,82,16,0,1440,0,0,0,0,0,65.2,0.3,0,6.35,Huesca,2020/2021
Sergio Gomez ,23,  D,171,68,4,25,773,0,1,1,0,0.3,82.2,0,0,6.28,Huesca,2020/2021
Gaston Silva ,30,  D,185,74,6,6,599,0,0,2,0,0,84,0.9,0,6.28,Huesca,2020/2021
Shinji Okazaki ,37,  AM,174,70,14,11,1128,1,1,1,0,0.8,76.3,1.2,0,6.25,Huesca,2020/2021
Idrissa Doumbia ,25,  DMC,187,82,7,16,770,0,0,4,0,0.2,92,0.3,0,6.24,Huesca,2020/2021
Dani Escriche ,25,  Forward,178,75,7,16,851,1,1,5,1,0.4,73.5,0.7,0,6.22,Huesca,2020/2021
Luisinho ,38,  D,171,66,2,3,178,0,0,1,0,0.2,82.4,0.4,0,6.2,Huesca,2020/2021
Juan Carlos Real ,33,  Midfielder,183,73,3,12,282,0,1,0,0,0.3,80.6,0.2,0,6.1,Huesca,2020/2021
Joaquin Munoz ,25,  Forward,173,60,0,3,39,0,0,0,0,0.3,54.5,0.3,0,6.08,Huesca,2020/2021
Kelechi Nwakali ,25,  AM,181,76,1,4,139,0,0,1,0,0,86.4,0.4,0,6.02,Huesca,2020/2021
Jawad El Yamiq ,32,  D,193,83,15,4,1377,0,1,6,0,0.4,78.5,2.6,2,6.83,Real Valladolid,2020/2021
Miguel Rubio ,26,  D,191,86,1,1,135,0,0,0,0,0.5,73.6,4.5,0,6.66,Real Valladolid,2020/2021
Raul Carnero ,34,  D,180,74,5,3,502,1,0,2,0,0.4,73.3,2.3,1,6.66,Real Valladolid,2020/2021
Lucas Olaza ,29,  D,173,68,14,0,1260,1,1,4,0,0.8,76.6,1.1,0,6.64,Real Valladolid,2020/2021
Roque Mesa ,34,  DMC,172,74,21,4,1772,1,0,4,1,1,80.9,0.6,1,6.62,Real Valladolid,2020/2021
Oscar Plano ,33,  AM,180,72,30,6,2530,5,5,1,1,1.1,75.7,1.5,2,6.61,Real Valladolid,2020/2021
Joaquin Fernandez ,27,  D,190,72,24,1,2076,1,0,8,0,0.3,79.1,2,0,6.6,Real Valladolid,2020/2021
Saidy Janko ,28,  D,181,83,14,5,1224,0,1,4,0,0.2,76.9,1.5,0,6.6,Real Valladolid,2020/2021
Pablo Hervias ,31,  D,173,71,10,17,1193,0,5,1,0,0.5,83.8,0.3,0,6.57,Real Valladolid,2020/2021
Toni Villa ,29,  AM,172,63,10,11,970,2,0,2,0,0.7,75.4,0.3,0,6.55,Real Valladolid,2020/2021
Fabian Orellana ,38,  AM,170,64,27,3,2153,6,2,5,0,1,78.8,0.3,1,6.54,Real Valladolid,2020/2021
Ruben Alcaraz ,32,  DMC,183,81,25,5,2170,1,0,10,0,0.9,83,1.8,1,6.53,Real Valladolid,2020/2021
Marcos Andre ,27,  FW,184,78,11,12,1171,4,1,3,0,1.4,60.8,1.8,2,6.5,Real Valladolid,2020/2021
Bruno Gonzalez ,33,  D,185,83,25,2,2261,1,0,8,0,0.2,75.6,2.1,0,6.5,Real Valladolid,2020/2021
Nacho Martinez ,35,  D,174,63,21,2,1813,0,1,3,1,0.3,71.2,0.9,0,6.41,Real Valladolid,2020/2021
Shon Weissman ,28,  FW,174,72,24,8,2139,6,1,3,0,1.2,73.7,0.8,2,6.41,Real Valladolid,2020/2021
Jordi Masip ,35,  GK,180,76,25,0,2250,0,0,3,0,0,46.7,0.2,0,6.41,Real Valladolid,2020/2021
Kike Perez ,27,  M,184,80,12,12,1155,0,0,3,0,0.6,81.7,1.1,0,6.4,Real Valladolid,2020/2021
Sergi Guardiola ,32,  FW,184,78,19,10,1795,1,2,5,0,1.2,67,2,0,6.37,Real Valladolid,2020/2021
Fede San Emeterio ,27,  DMC,174,68,17,7,1463,0,0,7,0,0.1,78.5,1.1,0,6.33,Real Valladolid,2020/2021
Oriol Rey ,26,  Midfielder,177,0,0,1,14,0,0,0,0,0,83.3,0,0,6.32,Real Valladolid,2020/2021
Luis Perez ,29,  D,173,68,15,7,1298,0,0,1,0,0.1,70.8,1,0,6.31,Real Valladolid,2020/2021
Michel Herrero ,35,  M,182,68,10,12,945,2,0,3,0,0.5,83.6,0.3,0,6.29,Real Valladolid,2020/2021
Jota ,24,  AM,175,60,7,10,665,1,0,1,0,0.7,74.6,0.1,0,6.28,Real Valladolid,2020/2021
Roberto Jimenez ,38,  GK,192,94,14,0,1171,0,0,0,1,0,44.1,0.1,0,6.26,Real Valladolid,2020/2021
Javi Sanchez ,27,  D,186,71,11,5,920,0,0,3,0,0.2,79.8,0.9,0,6.26,Real Valladolid,2020/2021
Kuki Zalazar ,25,  Forward,176,73,0,2,28,0,1,0,0,0,75,0.5,0,6.25,Real Valladolid,2020/2021
Kiko Olivas ,35,  D,184,76,1,4,173,0,0,1,0,0,85.6,0.4,0,6.23,Real Valladolid,2020/2021
Kenan Kodro ,30,  FW,190,80,4,10,453,0,0,1,0,0.4,65.5,1.6,0,6.18,Real Valladolid,2020/2021
Waldo Rubio ,28,  AM,181,80,5,5,376,1,0,1,0,0.9,67,0,0,6.13,Real Valladolid,2020/2021
Sergio Benito ,24,  Forward,173,73,0,1,1,0,0,0,0,0,0,0,0,6.1,Real Valladolid,2020/2021
Javi Moyano ,38,  D,180,71,2,0,104,0,0,0,0,0,60.7,1.5,0,6.04,Real Valladolid,2020/2021
Rober Correa ,31,  D,180,71,13,2,1140,0,2,3,0,0.4,70.7,3.2,1,7.01,Eibar,2020/2021
Bryan Gil ,23,  AM,175,60,26,2,2273,4,3,6,0,1.4,78,0.5,1,6.96,Eibar,2020/2021
Kike Garcia ,34,  FW,186,79,36,1,3105,12,2,2,1,2.4,68.1,5.1,3,6.95,Eibar,2020/2021
Paulo Oliveira ,32,  D,187,81,29,2,2640,0,1,4,0,0.4,68.3,3.1,2,6.74,Eibar,2020/2021
Edu Exposito ,27,  M,178,68,27,4,2461,0,3,4,0,1.4,77.5,1.1,0,6.72,Eibar,2020/2021
Anaitz Arbilla ,36,  D,178,76,30,4,2803,0,1,8,0,0.8,75.8,2,1,6.65,Eibar,2020/2021
Esteban Burgos ,32,  D,190,80,12,2,1116,3,1,5,0,0.4,75.1,2.2,1,6.58,Eibar,2020/2021
Sergi Enrich ,34,  FW,181,77,13,14,1402,3,0,1,0,1.7,76.9,3.2,1,6.58,Eibar,2020/2021
Alvaro Tejero ,27,  D,174,69,1,1,109,0,0,1,0,1,81.8,0.5,0,6.56,Eibar,2020/2021
Pape Diop ,38,  M,180,77,28,5,2336,1,1,7,2,0.8,69.4,2.7,1,6.53,Eibar,2020/2021
Rafa Soares ,28,  D,177,70,12,7,1131,0,1,2,0,0.1,71.5,0.9,1,6.52,Eibar,2020/2021
Marko Dmitrovic ,32,  GK,194,91,35,0,3121,1,0,0,0,0.1,50.2,0.3,1,6.43,Eibar,2020/2021
Pedro Bigas ,33,  D,181,83,19,2,1530,0,0,1,0,0.5,72.2,2.4,0,6.41,Eibar,2020/2021
Cote ,34,  D,182,74,11,3,905,0,0,3,0,0.1,78.8,1.2,0,6.41,Eibar,2020/2021
Pedro Leon ,37,  M,183,70,10,14,938,1,2,2,0,0.8,69.4,0.8,0,6.38,Eibar,2020/2021
Miguel Atienza ,24,  M,186,0,9,3,838,0,0,1,0,0.4,80.1,2.1,0,6.37,Eibar,2020/2021
Takashi Inui ,35,  AM,169,63,22,6,1829,1,0,0,0,1.3,75.9,0.3,0,6.36,Eibar,2020/2021
Sergio Alvarez ,32,  D,183,74,17,10,1565,0,0,3,0,0.2,77,1.7,0,6.34,Eibar,2020/2021
Recio ,33,  M,183,74,8,9,731,1,0,5,0,0.8,87.6,0.5,0,6.34,Eibar,2020/2021
Yoshinori Muto ,31,  FW,179,72,13,13,1122,1,1,1,0,0.8,68.7,1.5,0,6.31,Eibar,2020/2021
Alex Pozo ,25,  D,174,70,24,6,2187,0,0,4,0,0.4,73.8,0.4,0,6.31,Eibar,2020/2021
Aleix Garcia ,26,  DMC,173,68,5,6,437,0,1,1,0,0.3,87.6,0.5,0,6.31,Eibar,2020/2021
Kevin Rodrigues ,30,  D,170,70,11,11,1094,1,1,1,0,0.5,73.2,0.6,1,6.28,Eibar,2020/2021
Damian Kadzior ,31,  AM,174,71,2,4,195,0,0,0,0,0.8,83,0,0,6.11,Eibar,2020/2021
Yoel Rodriguez ,35,  GK,186,78,3,1,299,0,0,0,0,0,52.7,0,0,6.07,Eibar,2020/2021
Quique Gonzalez ,33,  Forward,177,78,0,12,163,0,0,0,0,0.3,71.4,0.3,0,6.01,Eibar,2020/2021
Sergio Cubero ,24,  Defender,187,71,0,1,1,0,0,0,0,0,0,0,0,6,Eibar,2020/2021
Unai Arietaleanizbeaskoa ,25,  Forward,175,70,0,4,43,0,0,1,0,0.3,57.1,0,0,5.92,Eibar,2020/2021
Unai Dufur ,25,  Defender,0,0,1,0,63,0,0,0,0,0,63.6,1,0,5.61,Eibar,2020/2021
Enaut Mendia ,24,  Midfielder,0,0,1,0,62,0,0,1,0,1,44.4,0,0,5.53,Eibar,2020/2021
Karim Benzema ,36,  FW,185,81,31,1,2600,27,12,0,0,4,85.2,0.6,10,7.69,Real Madrid,2021/2022
Vinicius Junior ,23,  AM,176,73,30,5,2701,17,10,6,0,2.3,85.9,0.1,8,7.56,Real Madrid,2021/2022
Miguel Gutierrez ,22,  D,180,73,3,0,262,0,1,1,0,0,94,0.7,0,7.44,Real Madrid,2021/2022
Andriy Lunin ,25,  GK,191,80,2,0,180,0,0,0,0,0,85.1,0,1,7.32,Real Madrid,2021/2022
Casemiro ,32,  DMC,185,84,31,1,2576,1,3,11,0,1.3,86,3.2,3,7.26,Real Madrid,2021/2022
Luka Modric ,38,  M,172,66,25,3,2050,2,8,5,0,1,90.1,0.2,0,7.01,Real Madrid,2021/2022
Toni Kroos ,34,  M,183,76,25,3,2112,1,3,4,0,1.6,94.9,0.3,1,6.98,Real Madrid,2021/2022
Eder Militao,26,  D,186,78,34,0,3033,1,2,5,0,1,89.3,2.4,3,6.97,Real Madrid,2021/2022
Ferland Mendy ,28,  D,180,73,20,2,1739,2,1,4,0,0.5,92,0.5,0,6.96,Real Madrid,2021/2022
Jesus Vallejo ,27,  D,184,79,4,1,341,0,0,1,0,0,86.6,2.2,0,6.93,Real Madrid,2021/2022
Marco Asensio ,28,  AM,182,76,19,12,1729,10,0,2,0,2.1,87.7,0,1,6.89,Real Madrid,2021/2022
Dani Carvajal ,32,  D,173,73,17,7,1553,1,3,1,0,0.4,87.4,0.6,2,6.85,Real Madrid,2021/2022
Eduardo Camavinga ,21,  D,182,68,13,13,1233,2,1,9,0,0.5,90,1.1,1,6.82,Real Madrid,2021/2022
Thibaut Courtois ,31,  GK,200,96,36,0,3240,0,0,1,0,0,79.2,0.2,0,6.79,Real Madrid,2021/2022
Federico Valverde ,25,  M,182,78,19,12,1832,0,1,2,0,1.1,89.7,0.5,0,6.76,Real Madrid,2021/2022
David Alaba ,31,  D,180,78,30,0,2645,2,3,2,0,0.7,92.6,0.5,1,6.75,Real Madrid,2021/2022
Lucas Vazquez ,32,  D,173,70,20,9,1835,3,0,3,0,0.6,89.3,0.1,0,6.73,Real Madrid,2021/2022
Marcelo ,35,  D,173,72,5,7,521,0,2,0,0,0.7,85.8,0.3,0,6.7,Real Madrid,2021/2022
Antonio Blanco ,23,  DMC,176,70,0,1,31,0,0,0,0,0,90,0,0,6.7,Real Madrid,2021/2022
Rodrygo ,23,  AM,174,64,17,16,1528,4,4,3,0,1,86.1,0.4,2,6.66,Real Madrid,2021/2022
Nacho ,34,  D,180,76,17,11,1549,3,0,7,0,0.4,93,1,0,6.65,Real Madrid,2021/2022
Isco ,31,  M,176,79,3,11,323,1,0,1,0,0.6,90.7,0.3,0,6.6,Real Madrid,2021/2022
Eden Hazard ,33,  M,175,74,7,11,714,0,1,2,0,0.7,90.9,0.1,0,6.59,Real Madrid,2021/2022
Gareth Bale ,34,  M,186,81,4,1,283,1,0,2,0,3,72.9,1.4,0,6.56,Real Madrid,2021/2022
Mariano Diaz ,30,  FW,180,76,3,6,340,1,1,2,0,1.6,70,1,0,6.54,Real Madrid,2021/2022
Mario Gila ,23,  D,185,74,0,2,24,0,0,0,0,0,86.4,0,0,6.47,Real Madrid,2021/2022
Dani Ceballos ,27,  M,179,70,2,9,269,0,0,1,0,0.9,91.9,0,0,6.39,Real Madrid,2021/2022
Luka Jovic ,26,  FW,181,78,1,14,360,1,3,1,0,1.1,77.6,0.5,0,6.34,Real Madrid,2021/2022
Sergio Santos ,23,  Defender,180,73,0,1,10,0,0,0,0,0,100,0,0,6.28,Real Madrid,2021/2022
Peter Gonzalez ,21,  Forward,180,0,0,3,25,0,0,0,0,0.7,81.3,0,0,6.19,Real Madrid,2021/2022
Juanmi Latasa ,23,  FW,192,86,0,1,8,0,0,0,0,1,80,0,0,5.94,Real Madrid,2021/2022
Ousmane Dembele ,26,  AM,178,67,15,6,1413,1,13,3,0,2.2,84.4,0.2,4,7.46,Barcelona,2021/2022
