Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Rajko Brezancic 34,  D(L)",176,71,0(1),66,-,-,-,-,-,66.7,1,-,6.08,Huesca,2018/2019
"Lluis Sastre 37,  DMC",174,71,1(3),117,-,-,-,-,-,79.8,-,-,6.07,Huesca,2018/2019
"Axel Werner 28,  GK",192,85,6,540,-,-,-,-,-,43.2,-,-,5.87,Huesca,2018/2019
"Emiliano Velázquez 29,  D(C)",184,79,14(4),1275,-,2,8,-,0.4,69.5,2.3,-,7.05,Rayo Vallecano,2018/2019
"Raúl de Tomás 29,  FW",180,72,32(1),2821,14,1,5,-,3.5,81.7,1.3,3,6.94,Rayo Vallecano,2018/2019
"Alejandro Catena 29,  D(C)",194,82,2,177,-,-,1,-,1.5,85.9,3,-,6.81,Rayo Vallecano,2018/2019
"Abdoulaye Ba 33,  D(C)",197,82,25(1),2113,1,-,4,2,0.3,82.4,2.7,1,6.78,Rayo Vallecano,2018/2019
"Mario Suárez 37,  D(C),M(C)",188,80,11(3),1027,2,-,5,-,1.3,79.2,2.1,-,6.78,Rayo Vallecano,2018/2019
"Adri Embarba 31,  AM(CLR),FW",173,66,27(9),2291,5,6,3,1,1.4,71.9,0.6,1,6.78,Rayo Vallecano,2018/2019
"Álex Moreno 30,  D(L),M(L)",179,68,36,3140,1,1,5,-,0.7,76.3,0.8,1,6.73,Rayo Vallecano,2018/2019
"Alejandro Gálvez 34,  D(C),M(C)",188,79,17,1418,1,-,6,-,0.4,81.1,2.1,-,6.73,Rayo Vallecano,2018/2019
"Santi Comesaña 27,  M(C)",184,75,23(2),2032,1,1,6,-,0.3,84.9,1.6,-,6.7,Rayo Vallecano,2018/2019
"Luis Advíncula 34,  D(R),M(R)",178,80,27(1),2391,1,3,2,2,0.6,82.2,0.9,1,6.67,Rayo Vallecano,2018/2019
"Giannelli Imbula 31,  M(C)",186,78,21(1),1739,1,1,7,-,1,91.3,0.4,1,6.67,Rayo Vallecano,2018/2019
"Óscar Trejo 35,  M(CLR),FW",180,79,22(4),1774,1,4,5,1,0.8,78.5,1.1,-,6.64,Rayo Vallecano,2018/2019
"Alberto García 39,  GK",181,77,17,1530,-,-,1,-,-,65.4,0.1,-,6.6,Rayo Vallecano,2018/2019
"Gorka Elustondo 37,  D(C),M(C)",184,79,3(2),286,-,-,1,-,0.4,81,2.2,-,6.56,Rayo Vallecano,2018/2019
"José Pozo 28,  AM(C)",171,67,16(13),1612,3,-,4,-,0.8,83.3,0.3,-,6.55,Rayo Vallecano,2018/2019
"Álvaro Medrán Just 30,  M(C)",170,69,12(9),1148,3,-,6,1,1.1,83.1,0.5,1,6.53,Rayo Vallecano,2018/2019
"Bebé 33,  AM(LR),FW",190,83,13(14),1296,1,1,6,-,2.2,68.1,0.9,1,6.51,Rayo Vallecano,2018/2019
"Stole Dimitrievski 30,  GK",188,84,21,1890,-,-,3,-,-,58.3,0.3,1,6.5,Rayo Vallecano,2018/2019
"Jordi Amat 32,  D(CL),DMC",185,83,31,2764,-,-,10,-,0.2,82.4,1.6,-,6.5,Rayo Vallecano,2018/2019
"Sergio Akieme 26,  D(L),M(L)",175,70,2,180,-,1,-,-,-,84.6,0.5,-,6.41,Rayo Vallecano,2018/2019
"Uche Agbo 28,  D(C),DMC",186,80,5(1),372,-,-,2,-,0.2,91.1,1.3,-,6.37,Rayo Vallecano,2018/2019
"Tito 38,  D(CLR)",175,64,12(3),1099,-,-,2,-,0.1,76.4,1.4,-,6.36,Rayo Vallecano,2018/2019
"Gaël Kakuta 32,  M(CLR),FW",173,64,9(3),720,1,-,1,-,0.5,76.6,0.4,-,6.35,Rayo Vallecano,2018/2019
"Álvaro García 31,  AM(CL)",167,61,17(18),1759,4,2,3,-,0.8,69.2,0.1,-,6.34,Rayo Vallecano,2018/2019
"Chechu Dorado 41,  D(C)",180,70,1,90,-,-,-,-,-,90.4,3,-,6.33,Rayo Vallecano,2018/2019
"Javi Guerra 42,  FW",178,76,1(7),232,-,1,-,-,0.9,78.4,1.3,-,6.31,Rayo Vallecano,2018/2019
"Álex Alegría 31,  FW",190,82,0(9),132,-,-,-,-,0.3,68.8,0.7,-,6.11,Rayo Vallecano,2018/2019
"Sergio Moreno 25,  Forward",178,0,0(1),13,-,-,-,-,1,100,-,-,6.07,Rayo Vallecano,2018/2019
"Franco Di Santo 34,  AM(CLR),FW",193,88,1(5),170,-,-,1,1,-,63.9,1.3,-,5.91,Rayo Vallecano,2018/2019
