Player,Age,Position,CM,KG,Start,Sub,Mins,Goals,Assists,G+A,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season,Nationality,Country
A.Abdennour,34,Defender,186,85,22,0,1853,0,0,0,4,0,0.3,83.2,1.9,0,6.88,Valencia,2015/2016,TUN,Tunisia
A.Abdennour,34,Defender,186,85,9,4,878,0,0,0,4,0,0.2,84,1.3,0,6.51,Valencia,2016/2017,TUN,Tunisia
A.Abeid,26,Defender,174,70,1,0,78,0,0,0,0,0,0,75,1,0,6.48,Levante,2017/2018,MTN,Mauritania
A.Aceves,20,Goalkeeper,190,0,0,1,12,0,0,0,0,0,0,80,1,0,6.61,Real Valladolid,2022/2023,ESP,Spain
A.Adan,36,Goalkeeper,190,86,2,1,260,0,0,0,0,0,0,55.9,0,0,6.79,Real Madrid,2010/2011,ESP,Spain
A.Adan,36,Goalkeeper,190,86,1,0,90,0,0,0,0,0,0,64.3,1,0,7.63,Real Madrid,2011/2012,ESP,Spain
A.Adan,36,Goalkeeper,190,86,3,0,186,0,0,0,0,1,0,68.6,0,0,6.22,Real Madrid,2012/2013,ESP,Spain
A.Adan,36,Goalkeeper,190,86,17,0,1524,0,0,0,1,0,0,46.8,0.8,0,6.56,Real Betis,2013/2014,ESP,Spain
A.Adan,36,Goalkeeper,190,86,36,0,3213,0,0,0,6,0,0,38.7,0.3,2,6.78,Real Betis,2015/2016,ESP,Spain
A.Adan,36,Goalkeeper,190,86,37,0,3330,0,0,0,5,0,0,52.7,0.3,1,6.78,Real Betis,2016/2017,ESP,Spain
A.Adan,36,Goalkeeper,190,86,30,0,2700,0,2,2,4,0,0,67.4,0.2,2,6.59,Real Betis,2017/2018,ESP,Spain
A.Adan,36,Goalkeeper,190,86,2,0,91,0,0,0,1,0,0,50,0,0,6.47,Atletico Madrid,2018/2019,ESP,Spain
A.Adan,36,Goalkeeper,190,86,0,1,24,0,0,0,0,0,0,60,0,0,6.11,Atletico Madrid,2019/2020,ESP,Spain
A.Aduriz,43,Forward,181,77,20,9,1856,10,2,12,6,1,1.7,73.5,3.2,2,6.92,Valencia,2010/2011,ESP,Spain
A.Aduriz,43,Forward,181,77,11,18,1286,7,1,8,5,1,1.9,69.6,2.1,1,6.67,Valencia,2011/2012,ESP,Spain
A.Aduriz,43,Forward,181,77,33,3,2594,14,6,20,11,1,2.3,72.5,2.6,2,6.89,Athletic Bilbao,2012/2013,ESP,Spain
A.Aduriz,43,Forward,181,77,26,5,2410,15,7,22,6,2,2.6,61.7,5.6,7,7.32,Athletic Bilbao,2013/2014,ESP,Spain
A.Aduriz,43,Forward,181,77,30,1,2586,18,4,22,12,0,2.8,59.5,6,5,7.37,Athletic Bilbao,2014/2015,ESP,Spain
A.Aduriz,43,Forward,181,77,30,4,2776,20,6,26,9,0,2.7,60.6,4.8,6,7.37,Athletic Bilbao,2015/2016,ESP,Spain
A.Aduriz,43,Forward,181,77,27,5,2431,16,1,17,8,1,2.7,62.5,4.4,5,7.14,Athletic Bilbao,2016/2017,ESP,Spain
A.Aduriz,43,Forward,181,77,21,12,2150,9,1,10,5,0,1.8,67.3,3.3,1,6.69,Athletic Bilbao,2017/2018,ESP,Spain
A.Aduriz,43,Forward,181,77,10,10,941,2,0,2,4,0,1,62.3,2.7,0,6.25,Athletic Bilbao,2018/2019,ESP,Spain
A.Aduriz,43,Forward,181,77,0,14,194,1,0,1,3,0,0.5,57.1,1.5,0,6.18,Athletic Bilbao,2019/2020,ESP,Spain
A.Afif,27,Forward,176,70,2,7,231,0,0,0,2,0,0.1,77.3,0.3,0,6.26,Sporting Gijon,2016/2017,QAT,Qatar
A.Aguado,27,Midfielder,174,66,18,16,1887,1,2,3,3,0,0.6,85.2,0.4,0,6.46,Real Valladolid,2022/2023,ESP,Spain
A.Aguilar,39,Midfielder,185,82,33,1,2871,0,0,0,11,1,1,79,3,2,6.97,Hercules,2010/2011,COL,Colombia
A.Aguilar,39,Midfielder,185,82,27,1,2414,3,3,6,12,1,1.5,81.7,2.5,0,7.08,Deportivo La Coruna,2012/2013,COL,Colombia
A.Aguirre,24,Forward,180,74,0,1,8,0,0,0,0,0,0,100,0,0,5.98,Rayo Vallecano,2021/2022,ESP,Spain
A.Aketxe,30,Forward,174,69,3,5,294,1,1,2,1,0,0.8,82.1,0.1,0,6.61,Athletic Bilbao,2014/2015,ESP,Spain
A.Aketxe,30,Forward,174,69,2,1,186,0,0,0,0,0,1.3,78.9,1.3,0,6.78,Athletic Bilbao,2015/2016,ESP,Spain
A.Aketxe,30,Forward,174,69,0,3,34,0,0,0,1,0,0.7,88.6,0,0,6.09,Athletic Bilbao,2017/2018,ESP,Spain
A.Alarcon,19,Midfielder,175,0,0,4,23,0,0,0,0,0,0.3,71.4,0,0,6.03,Barcelona,2022/2023,ESP,Spain
A.Alcaraz,41,Defender,187,81,6,0,540,1,0,1,2,0,0.3,72.9,2.8,1,7.16,Las Palmas,2015/2016,PAR,Paraguay
A.Alegria,31,Forward,190,82,15,10,1435,3,2,5,2,0,1.8,69.4,2.9,1,6.55,Real Betis,2016/2017,ESP,Spain
A.Alegria,31,Forward,190,82,8,1,632,0,0,0,1,0,1.6,68.9,3,0,6.35,Levante,2017/2018,ESP,Spain
A.Alegria,31,Forward,190,82,0,9,132,0,0,0,0,0,0.3,68.8,0.7,0,6.11,Rayo Vallecano,2018/2019,ESP,Spain
A.Alegria,31,Forward,190,82,0,6,103,0,0,0,0,0,0,65.6,1.7,0,6.11,Mallorca,2019/2020,ESP,Spain
A.Alfaro,37,Midfielder,175,72,8,12,719,2,1,3,1,0,1.3,81.9,0.6,0,6.41,Sevilla,2010/2011,ESP,Spain
A.Alfaro,37,Midfielder,175,72,13,16,1260,2,1,3,2,0,1.3,75.6,0.6,1,6.49,Mallorca,2011/2012,ESP,Spain
A.Alfaro,37,Midfielder,175,72,13,14,1306,6,2,8,1,0,1.3,80.2,0.7,1,6.5,Mallorca,2012/2013,ESP,Spain
A.Alfaro,21,Midfielder,183,0,0,1,14,0,0,0,0,0,0,100,0,0,5.95,Elche,2022/2023,ESP,Spain
A.Algobia,24,Midfielder,180,78,11,15,1130,0,0,0,3,0,0.3,81.7,0.3,0,6.21,Getafe,2022/2023,ESP,Spain
A.Almeida,23,Midfielder,176,62,29,5,2552,2,4,6,3,0,0.7,84.9,0.4,1,6.84,Valencia,2022/2023,PRT,Portugal
A.Amaya,40,Defender,192,86,9,3,936,0,0,0,4,0,0.2,80.2,2.3,0,7.01,Real Betis,2011/2012,ESP,Spain
A.Amaya,40,Defender,192,86,26,2,2428,0,0,0,6,2,0.4,78,3.4,0,7,Real Betis,2012/2013,ESP,Spain
A.Amaya,40,Defender,192,86,22,2,2027,1,1,2,9,1,1,72.3,4.3,4,7.21,Real Betis,2013/2014,ESP,Spain
A.Amaya,40,Defender,192,86,19,0,1592,1,0,1,6,0,0.3,81.3,3,1,7.15,Rayo Vallecano,2014/2015,ESP,Spain
A.Amaya,40,Defender,192,86,10,7,1030,1,0,1,4,1,0.2,75.1,2.4,0,6.5,Rayo Vallecano,2015/2016,ESP,Spain
A.Annan,37,Defender,175,64,5,1,386,0,0,0,1,0,0.2,84.3,1.8,0,6.65,Osasuna,2012/2013,GHA,Ghana
A.Aquilani,39,Midfielder,185,81,15,6,1298,0,0,0,4,0,0.6,84,0.6,0,6.47,Las Palmas,2017/2018,ITA,Italy
A.Arambarri,26,Defender,186,76,0,1,25,0,0,0,0,0,0,80,1,0,6.12,Real Sociedad,2020/2021,ESP,Spain
A.Arbeloa,41,Defender,184,79,20,6,1849,0,1,1,5,1,0.2,87.1,0.8,0,7.13,Real Madrid,2010/2011,ESP,Spain
A.Arbeloa,41,Defender,184,79,26,0,2226,0,3,3,9,0,0.2,89.1,0.7,1,7.18,Real Madrid,2011/2012,ESP,Spain
A.Arbeloa,41,Defender,184,79,25,1,2081,0,2,2,6,0,0.2,86.6,1.6,1,7.03,Real Madrid,2012/2013,ESP,Spain
A.Arbeloa,41,Defender,184,79,14,4,1322,0,0,0,7,0,0.1,91.6,1,0,6.83,Real Madrid,2013/2014,ESP,Spain
A.Arbeloa,41,Defender,184,79,12,10,1107,1,5,6,7,0,0.1,89.2,1,1,6.81,Real Madrid,2014/2015,ESP,Spain
A.Arbeloa,41,Defender,184,79,2,4,258,0,0,0,1,0,0,85,2,0,6.73,Real Madrid,2015/2016,ESP,Spain
A.Arbilla,36,Defender,178,76,8,3,789,0,0,0,1,0,0.6,81.1,1.4,0,6.75,Rayo Vallecano,2012/2013,ESP,Spain
A.Arbilla,36,Defender,178,76,26,4,2384,1,0,1,9,0,0.5,83.1,2.1,1,6.94,Rayo Vallecano,2013/2014,ESP,Spain
A.Arbilla,36,Defender,178,76,25,3,2230,1,1,2,9,1,0.9,73.7,1.8,2,7.06,Espanyol,2014/2015,ESP,Spain
A.Arbilla,36,Defender,178,76,7,0,630,0,0,0,3,0,1,78.6,1.3,0,6.85,Espanyol,2015/2016,ESP,Spain
A.Arbilla,36,Defender,178,76,17,5,1573,0,2,2,5,0,0.4,70.7,2.2,0,6.96,Eibar,2016/2017,ESP,Spain
A.Arbilla,36,Defender,178,76,26,3,2411,2,1,3,8,0,0.6,80.1,1.5,1,6.85,Eibar,2017/2018,ESP,Spain
A.Arbilla,36,Defender,178,76,30,4,2803,0,1,1,8,0,0.8,75.8,2,1,6.65,Eibar,2018/2019,ESP,Spain
A.Arbilla,36,Defender,178,76,22,2,2007,1,0,1,5,0,0.6,72.7,2.3,0,6.58,Eibar,2019/2020,ESP,Spain
A.Arbilla,36,Defender,178,76,30,4,2803,0,1,1,8,0,0.8,75.8,2,1,6.65,Eibar,2020/2021,ESP,Spain
A.Areola,31,Goalkeeper,195,94,32,0,2880,0,0,0,1,0,0,46.7,0.6,3,7.09,Villarreal,2015/2016,FRA,France
A.Areola,31,Goalkeeper,195,94,4,0,360,0,0,0,1,0,0,80.4,0.3,0,6.59,Real Madrid,2019/2020,FRA,France
A.Arribas,34,Defender,182,76,34,0,2997,1,1,2,17,0,0.5,68.6,1.3,3,6.95,Rayo Vallecano,2011/2012,ESP,Spain
A.Arribas,34,Defender,182,76,32,2,2746,2,0,2,10,3,0.6,69.2,2.7,2,7.01,Osasuna,2012/2013,ESP,Spain
A.Arribas,34,Defender,182,76,36,0,3198,1,1,2,9,1,0.8,78.5,2.7,0,7.1,Osasuna,2013/2014,ESP,Spain
A.Arribas,34,Defender,182,76,10,1,866,0,1,1,4,0,0.4,77.2,2.2,0,6.85,Sevilla,2014/2015,ESP,Spain
A.Arribas,34,Defender,182,76,31,0,2737,2,0,2,9,1,0.4,73.7,2.7,1,6.92,Deportivo La Coruna,2015/2016,ESP,Spain
A.Arribas,34,Defender,182,76,20,3,1907,0,0,0,7,0,0.6,77,1.4,0,6.73,Deportivo La Coruna,2016/2017,ESP,Spain
A.Arribas,34,Defender,182,76,3,0,270,0,0,0,0,0,0.7,83.9,0.7,0,6.06,Deportivo La Coruna,2017/2018,ESP,Spain
A.Arroyo,35,Defender,180,71,3,1,254,0,0,0,0,0,0,64.6,1,0,6.77,Getafe,2011/2012,ESP,Spain
A.Arroyo,35,Defender,180,71,16,1,1448,1,0,1,5,0,0.2,64.1,2.1,0,6.85,Getafe,2013/2014,ESP,Spain
A.Arroyo,35,Defender,180,71,10,2,892,0,0,0,3,0,0.3,75.8,0.9,0,6.43,Getafe,2014/2015,ESP,Spain
A.Artiles,37,Defender,184,79,17,2,1520,2,0,2,5,0,0.4,77.8,1.2,1,6.71,Deportivo La Coruna,2010/2011,ESP,Spain
A.Artiles,37,Defender,184,79,24,2,2174,0,1,1,10,0,0.5,80.6,2.1,2,6.98,Deportivo La Coruna,2012/2013,ESP,Spain
A.Artiles,37,Defender,184,79,30,1,2643,0,1,1,9,2,0.3,83.1,2.9,2,6.98,Las Palmas,2015/2016,ESP,Spain
A.Artiles,37,Defender,184,79,9,3,837,0,0,0,4,1,0.3,86.4,1.4,0,6.17,Las Palmas,2016/2017,ESP,Spain
A.Artiles,37,Defender,184,79,2,1,183,0,0,0,0,0,0,85.3,1.7,0,6.59,Las Palmas,2017/2018,ESP,Spain
A.Ba,33,Defender,197,82,20,0,1620,0,0,0,10,0,0.4,77.9,3,0,6.91,Rayo Vallecano,2014/2015,SEN,Senegal
A.Ba,33,Defender,197,82,25,1,2113,1,0,1,4,2,0.3,82.4,2.7,1,6.78,Rayo Vallecano,2018/2019,SEN,Senegal
A.Baba,29,Defender,180,72,2,0,109,0,0,0,1,0,0.5,62.9,0.5,0,6.24,Mallorca,2019/2020,GHA,Ghana
A.Baena,22,Forward,175,70,0,1,13,0,0,0,0,0,0,100,0,0,6.07,Villarreal,2019/2020,ESP,Spain
A.Baena,22,Forward,175,70,2,4,137,0,0,0,0,0,0.3,84.3,0,0,6.23,Villarreal,2020/2021,ESP,Spain
A.Baena,22,Forward,175,70,19,16,1947,6,2,8,11,1,1.8,81.6,0.1,2,6.59,Villarreal,2022/2023,ESP,Spain
A.Balde,20,Defender,175,69,2,3,188,0,0,0,0,0,0.2,95.7,0,0,6.14,Barcelona,2021/2022,ESP,Spain
A.Balde,20,Defender,175,69,30,3,2477,1,6,7,4,0,0.6,91.1,0.6,1,6.9,Barcelona,2022/2023,ESP,Spain
A.Barrada,34,Midfielder,179,73,25,7,2171,4,1,5,4,1,0.9,71.7,0.8,2,6.9,Getafe,2011/2012,MAR,Morocco
A.Barrada,34,Midfielder,179,73,30,2,2591,4,6,10,4,1,1.3,74.8,1.4,4,7.07,Getafe,2012/2013,MAR,Morocco
A.Barragan,36,Defender,182,76,15,3,1422,0,0,0,6,0,0.4,79.9,1,0,6.87,Valencia,2011/2012,ESP,Spain
A.Barragan,36,Defender,182,76,9,5,921,0,0,0,4,0,0.4,80.4,0.9,0,6.67,Valencia,2012/2013,ESP,Spain
A.Barragan,36,Defender,182,76,17,3,1492,0,4,4,1,2,0.3,79.9,1.2,0,6.88,Valencia,2013/2014,ESP,Spain
A.Barragan,36,Defender,182,76,32,2,2846,1,2,3,8,0,0.1,81.4,1.1,0,7.01,Valencia,2014/2015,ESP,Spain
A.Barragan,36,Defender,182,76,19,5,1660,0,0,0,5,1,0,79.9,1,0,6.56,Valencia,2015/2016,ESP,Spain
A.Barragan,36,Defender,182,76,28,1,2377,0,6,6,7,0,0.3,83.7,1.6,2,6.77,Real Betis,2017/2018,ESP,Spain
A.Barragan,36,Defender,182,76,12,2,937,0,0,0,4,0,0.1,86,0.8,0,6.29,Real Betis,2018/2019,ESP,Spain
A.Barragan,36,Defender,182,76,8,5,641,0,1,1,4,0,0.2,86.7,0.5,0,6.4,Real Betis,2019/2020,ESP,Spain
A.Barragan,36,Defender,182,76,26,1,2239,0,3,3,8,0,0.2,85.7,1.2,0,6.53,Elche,2020/2021,ESP,Spain
A.Barragan,36,Defender,182,76,12,4,1023,0,0,0,5,0,0.1,82.5,0.5,0,6.24,Elche,2021/2022,ESP,Spain
A.Barrenetxea,22,Midfielder,178,75,5,4,399,1,0,1,0,0,0.6,78.1,0.2,1,6.56,Real Sociedad,2018/2019,ESP,Spain
A.Barrenetxea,22,Midfielder,178,75,3,14,434,1,0,1,1,0,0.9,79.4,0.2,0,6.38,Real Sociedad,2019/2020,ESP,Spain
A.Barrenetxea,22,Midfielder,178,75,13,18,1300,3,0,3,7,0,0.7,74.8,0.1,1,6.42,Real Sociedad,2020/2021,ESP,Spain
A.Barrenetxea,22,Midfielder,178,75,6,5,549,1,1,2,0,0,0.7,73.3,0.4,0,6.54,Real Sociedad,2021/2022,ESP,Spain
A.Barrenetxea,22,Midfielder,178,75,9,14,874,3,1,4,4,0,0.8,77.2,0.5,0,6.64,Real Sociedad,2022/2023,ESP,Spain
A.Barrera,32,Midfielder,190,78,0,5,57,0,0,0,0,0,0.4,72.4,0.6,0,6.15,Sporting Gijon,2015/2016,ESP,Spain
A.Bastida,19,Midfielder,170,0,0,1,34,0,0,0,0,0,0,50,1,0,5.95,Cadiz,2020/2021,ESP,Spain
A.Bastida,19,Midfielder,170,0,2,4,195,0,0,0,1,0,0,77.4,0.2,0,6.13,Cadiz,2021/2022,ESP,Spain
A.Benitez,36,Midfielder,179,75,20,11,1834,2,0,2,10,0,1.1,78.3,1.2,0,6.57,Girona,2017/2018,ESP,Spain
A.Benitez,36,Midfielder,179,75,8,2,647,0,2,2,2,0,0.9,80.8,0.3,0,6.58,Girona,2018/2019,ESP,Spain
A.Berenguer,28,Defender,175,73,22,7,2119,1,6,7,3,0,0.6,65.8,0.9,4,6.89,Osasuna,2016/2017,ESP,Spain
A.Berenguer,28,Defender,175,73,27,8,2289,8,4,12,4,0,1.4,75.3,0.7,2,6.83,Athletic Bilbao,2020/2021,ESP,Spain
A.Berenguer,28,Defender,175,73,24,10,2174,3,6,9,8,0,1.4,71.5,1.5,3,6.78,Athletic Bilbao,2021/2022,ESP,Spain
A.Berenguer,28,Defender,175,73,26,11,2304,4,1,5,2,0,1.5,74.8,0.9,2,6.74,Athletic Bilbao,2022/2023,ESP,Spain
A.Bergantinos,38,Midfielder,177,72,22,7,2058,1,1,2,4,0,0.9,80.4,1.5,2,6.81,Deportivo La Coruna,2012/2013,ESP,Spain
A.Bergantinos,38,Midfielder,177,72,29,3,2628,0,1,1,5,0,0.4,78.4,1.6,1,6.78,Deportivo La Coruna,2014/2015,ESP,Spain
A.Bergantinos,38,Midfielder,177,72,20,2,1750,2,1,3,3,0,0.7,77.4,1.6,0,6.82,Deportivo La Coruna,2015/2016,ESP,Spain
A.Bergantinos,38,Midfielder,177,72,6,2,552,1,0,1,2,0,0.4,86.5,1.1,0,6.55,Deportivo La Coruna,2016/2017,ESP,Spain
A.Blanco,25,Midfielder,175,70,0,2,14,0,0,0,0,0,0,66.7,0,0,5.99,Deportivo Alaves,2018/2019,ESP,Spain
A.Blanco,25,Midfielder,175,70,6,7,580,1,0,1,1,0,0.5,77.8,0.2,0,6.26,Valencia,2020/2021,ESP,Spain
A.Blanco,23,Defender,176,70,2,2,218,0,0,0,0,0,0.5,93.4,0,0,6.73,Real Madrid,2020/2021,ESP,Spain
A.Blanco,23,Defender,176,70,0,1,31,0,0,0,0,0,0,90,0,0,6.7,Real Madrid,2021/2022,ESP,Spain
A.Blanco,23,Defender,176,70,2,1,159,0,0,0,0,0,0,93.4,1,0,6.18,Cadiz,2022/2023,ESP,Spain
A.Blesa,22,Midfielder,180,0,0,1,1,0,0,0,0,0,0,60,0,0,6.04,Levante,2019/2020,ESP,Spain
A.Blesa,22,Midfielder,180,0,0,1,10,0,0,0,0,0,0,100,0,0,6,Levante,2020/2021,ESP,Spain
A.Boka,40,Defender,166,65,18,5,1699,0,1,1,2,0,1,75.9,0.5,0,6.71,Malaga,2014/2015,CIV,Ivory Coast
A.Boka,40,Defender,166,65,12,2,1049,0,0,0,3,1,0.5,78.2,0.9,0,6.65,Malaga,2015/2016,CIV,Ivory Coast
A.Botia,35,Defender,189,89,27,1,2441,1,0,1,12,1,0.5,72.6,0.9,1,6.81,Sporting Gijon,2010/2011,ESP,Spain
A.Botia,35,Defender,189,89,33,1,2965,1,0,1,16,0,0.3,66.7,1.4,1,6.92,Sporting Gijon,2011/2012,ESP,Spain
A.Botia,35,Defender,189,89,14,4,1358,1,0,1,11,0,0.3,78.5,0.9,0,6.58,Sevilla,2012/2013,ESP,Spain
A.Botia,35,Defender,189,89,33,0,2878,0,1,1,15,1,0.3,76.7,1.7,1,6.8,Elche,2013/2014,ESP,Spain
A.Bravo,26,Midfielder,181,0,0,1,14,0,0,0,0,0,0,88.9,1,0,6.22,Granada,2020/2021,ESP,Spain
A.Brignoli,32,Goalkeeper,188,79,0,1,61,0,0,0,0,0,0,55,0,0,5.74,Leganes,2016/2017,ITA,Italy
A.Budimir,32,Forward,190,75,33,2,2782,13,2,15,12,0,1.6,64,4.7,3,6.92,Mallorca,2019/2020,CRO,Croatia
A.Budimir,32,Forward,190,75,18,12,1622,11,0,11,3,0,1.6,60.1,4.5,4,6.79,Osasuna,2020/2021,CRO,Croatia
A.Budimir,32,Forward,190,75,20,8,1741,8,2,10,3,0,1.6,58,3.9,2,6.76,Osasuna,2021/2022,CRO,Croatia
A.Budimir,32,Forward,190,75,22,9,1811,8,0,8,5,0,1.9,61.9,3.2,2,6.7,Osasuna,2022/2023,CRO,Croatia
A.Bunuel,26,Defender,173,70,10,5,1029,0,0,0,3,0,0.4,67.8,0.3,0,6.46,Osasuna,2016/2017,ESP,Spain
A.Butzke,24,Forward,193,72,0,1,1,0,0,0,0,0,0,0,0,0,6,Granada,2021/2022,ESP,Spain
A.Cabrera,35,Forward,172,64,0,2,35,0,0,0,0,0,0.5,77.8,0,0,5.96,Mallorca,2019/2020,ESP,Spain
A.Callens,31,Defender,185,82,0,6,117,0,0,0,1,0,0,84.3,0,0,6.16,Girona,2022/2023,PER,Peru
A.Cantalapiedra,28,Forward,177,67,0,1,3,0,0,0,0,0,0,0,0,0,6,Villarreal,2016/2017,ESP,Spain
A.Cantero,23,Forward,182,72,3,1,239,0,0,0,1,0,0.8,67.6,0.8,0,6.31,Levante,2020/2021,ESP,Spain
A.Cantero,23,Forward,182,72,4,21,597,0,1,1,1,0,0.6,68.3,0.1,0,6.12,Levante,2021/2022,ESP,Spain
A.Capa,32,Defender,175,75,27,7,2420,3,1,4,6,0,1,62.8,1.1,1,6.51,Eibar,2014/2015,ESP,Spain
A.Capa,32,Defender,175,75,34,2,3122,2,5,7,12,0,0.4,62.9,0.9,1,6.94,Eibar,2015/2016,ESP,Spain
A.Capa,32,Defender,175,75,29,2,2553,0,3,3,8,1,0.3,63.7,0.8,0,6.87,Eibar,2016/2017,ESP,Spain
A.Capa,32,Defender,175,75,25,8,2248,0,1,1,4,0,0.2,72.9,0.8,0,6.6,Eibar,2017/2018,ESP,Spain
A.Capa,32,Defender,175,75,17,8,1637,0,0,0,9,0,0.4,73.7,1.2,0,6.6,Athletic Bilbao,2018/2019,ESP,Spain
A.Capa,32,Defender,175,75,32,3,2875,3,4,7,10,0,0.5,75.1,1.3,2,6.88,Athletic Bilbao,2019/2020,ESP,Spain
A.Capa,32,Defender,175,75,25,3,2141,2,1,3,5,0,0.4,76,0.8,0,6.64,Athletic Bilbao,2020/2021,ESP,Spain
A.Capa,32,Defender,175,75,0,1,3,0,0,0,0,0,1,50,0,0,6.01,Athletic Bilbao,2021/2022,ESP,Spain
A.Capa,32,Defender,175,75,1,6,104,0,0,0,1,0,0,84.4,0.6,0,6.16,Athletic Bilbao,2022/2023,ESP,Spain
A.Carmona,32,Forward,172,70,0,3,52,0,0,0,1,0,0,66.7,0,0,6,Real Zaragoza,2012/2013,ESP,Spain
A.Catena,29,Defender,194,82,2,0,177,0,0,0,1,0,1.5,85.9,3,0,6.81,Rayo Vallecano,2018/2019,ESP,Spain
A.Catena,29,Defender,194,82,36,0,3240,2,2,4,8,0,0.6,81.3,3.4,1,6.8,Rayo Vallecano,2021/2022,ESP,Spain
A.Catena,29,Defender,194,82,35,0,3105,1,1,2,12,1,0.4,82.9,2.3,0,6.61,Rayo Vallecano,2022/2023,ESP,Spain
A.Cejudo,40,Midfielder,179,74,13,0,1029,2,2,4,2,0,2.3,74.4,0.9,2,7.47,Osasuna,2010/2011,ESP,Spain
A.Cejudo,40,Midfielder,179,74,28,6,2387,4,7,11,4,1,1.6,71.4,0.7,5,7.26,Osasuna,2011/2012,ESP,Spain
A.Cejudo,40,Midfielder,179,74,25,7,2010,3,5,8,3,0,2.1,65.7,0.8,1,6.87,Osasuna,2012/2013,ESP,Spain
A.Cejudo,40,Midfielder,179,74,27,3,2059,2,3,5,4,1,1.7,76.7,0.5,0,6.76,Osasuna,2013/2014,ESP,Spain
A.Cejudo,40,Midfielder,179,74,21,9,1877,1,2,3,10,0,1.2,71.6,0.7,0,6.73,Real Betis,2015/2016,ESP,Spain
A.Cejudo,40,Midfielder,179,74,6,11,806,1,1,2,9,0,0.9,78.1,0.6,0,6.54,Real Betis,2016/2017,ESP,Spain
A.Centelles,24,Defender,185,73,12,4,1124,1,2,3,0,1,0.3,75.9,0.4,0,6.59,Almeria,2022/2023,ESP,Spain
A.Cerci,36,Midfielder,178,78,0,6,114,0,0,0,0,1,1,91.2,0.2,0,5.92,Atletico Madrid,2014/2015,ITA,Italy
A.Cerci,36,Midfielder,178,78,0,1,14,0,0,0,0,0,0,50,1,0,6.24,Atletico Madrid,2016/2017,ITA,Italy
A.Christensen,27,Defender,187,82,22,1,1767,1,1,2,2,0,0.4,94,1.8,0,6.82,Barcelona,2022/2023,DEN,Denmark
A.Cifuentes,44,Goalkeeper,189,80,2,0,180,0,0,0,0,0,0,36.9,0,0,6.31,Cadiz,2020/2021,ESP,Spain
A.Cissokho,36,Defender,181,75,18,7,1687,2,2,4,6,1,0.4,79.2,1.4,1,6.87,Valencia,2012/2013,FRA,France
A.Coeff,32,Defender,185,71,8,5,770,0,0,0,1,0,0,81.3,1.2,0,6.51,Granada,2013/2014,FRA,France
A.Collado,24,Forward,177,66,0,1,84,0,0,0,0,0,2,83.3,0,0,5.96,Barcelona,2018/2019,ESP,Spain
A.Collado,24,Forward,177,66,0,1,5,0,0,0,0,0,0,90,1,0,6.1,Barcelona,2019/2020,ESP,Spain
A.Collado,24,Forward,177,66,13,4,1027,2,1,3,1,0,1,81.2,0.4,1,6.58,Granada,2021/2022,ESP,Spain
A.Collado,24,Forward,177,66,8,7,725,1,1,2,1,0,1.1,84.4,0.3,1,6.62,Elche,2022/2023,ESP,Spain
A.Colunga,39,Forward,169,64,22,7,1857,7,0,7,1,0,2.4,76.7,0.2,0,6.54,Getafe,2010/2011,ESP,Spain
A.Colunga,39,Forward,169,64,0,4,110,0,0,0,0,0,1,70.8,0,0,6.15,Getafe,2011/2012,ESP,Spain
A.Colunga,39,Forward,169,64,13,4,1095,3,2,5,2,0,2.1,71.4,0.1,1,6.78,Sporting Gijon,2011/2012,ESP,Spain
A.Colunga,39,Forward,169,64,15,7,1278,6,6,12,4,0,2,64.5,0.4,2,6.76,Getafe,2012/2013,ESP,Spain
A.Colunga,39,Forward,169,64,16,10,1419,4,1,5,4,0,1.8,70.1,0.6,0,6.5,Getafe,2013/2014,ESP,Spain
A.Colunga,39,Forward,169,64,3,1,220,0,0,0,0,1,1,69.4,0.8,0,6.07,Granada,2014/2015,ESP,Spain
A.Conceicao,34,Defender,188,81,14,2,1241,0,0,0,1,0,0.3,65.9,1.9,1,6.5,Mallorca,2012/2013,BRA,Brazil
A.Correa,29,Forward,171,68,8,18,949,5,4,9,7,0,1.2,68.5,0.2,1,6.71,Atletico Madrid,2015/2016,ARG,Argentina
A.Correa,29,Forward,171,68,10,21,1218,4,8,12,6,0,1.2,74.6,0.3,0,6.77,Atletico Madrid,2016/2017,ARG,Argentina
A.Correa,29,Forward,171,68,27,10,2265,8,4,12,3,1,1.3,73.6,0.2,2,6.85,Atletico Madrid,2017/2018,ARG,Argentina
A.Correa,29,Forward,171,68,20,16,1922,3,2,5,7,1,0.9,75.6,0.3,1,6.68,Atletico Madrid,2018/2019,ARG,Argentina
A.Correa,29,Forward,171,68,22,11,2065,5,6,11,5,0,1.3,76.9,0.4,1,6.67,Atletico Madrid,2019/2020,ARG,Argentina
A.Correa,29,Forward,171,68,29,9,2412,9,8,17,3,0,1.4,80,0.3,2,6.94,Atletico Madrid,2020/2021,ARG,Argentina
A.Correa,29,Forward,171,68,21,15,1860,12,5,17,3,1,1.4,76.5,0.2,2,6.67,Atletico Madrid,2021/2022,ARG,Argentina
A.Correa,29,Forward,171,68,13,22,1449,9,1,10,2,1,1.2,81.1,0.1,2,6.5,Atletico Madrid,2022/2023,ARG,Argentina
