Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Chema Rodríguez 32,  D(CL)",189,80,3(1),308,-,-,4,-,0.8,60,3,-,6.4,Getafe,2019/2020
"Allan Nyom 35,  D(LR),M(R)",188,78,31(3),2436,2,-,13,2,0.4,58.9,1.1,-,6.36,Getafe,2019/2020
"Fayçal Fajr 35,  M(CLR)",180,71,5(5),402,-,-,2,-,0.9,67.5,1,-,6.31,Getafe,2019/2020
"Enric Gallego 37,  FW",190,79,2(3),162,-,-,-,-,0.6,49,2.4,-,6.29,Getafe,2019/2020
"Francisco Portillo 33,  M(CLR)",169,60,3(13),365,-,2,3,-,0.2,73,0.1,-,6.29,Getafe,2019/2020
"Hugo Duro 24,  AM(L),FW",177,70,4(8),374,1,1,3,-,0.5,58.8,1.3,-,6.21,Getafe,2019/2020
"Amath Ndiaye 27,  AM(LR),FW",173,70,0(7),60,-,-,-,-,-,64.7,0.1,-,6.09,Getafe,2019/2020
"Antunes 36,  D(L),M(L)",175,72,0(1),5,-,-,-,-,-,-,-,-,6.08,Getafe,2019/2020
"Markel Bergara 37,  M(C)",180,74,0(2),70,-,-,2,-,0.5,56.3,0.5,-,6.02,Getafe,2019/2020
"Florent Poulolo 27,  Midfielder",189,80,0(1),1,-,-,-,-,-,-,-,-,6,Getafe,2019/2020
"Bruno González 33,  D(C)",185,83,2,180,-,-,1,-,-,84.6,1.5,-,5.85,Getafe,2019/2020
"Dani Parejo 34,  M(C)",182,74,35,3030,8,3,4,1,1,86.3,0.5,6,7.01,Valencia,2019/2020
"Jaume Domènech 33,  GK",185,73,14(1),1323,-,-,1,-,-,60.3,0.1,-,6.79,Valencia,2019/2020
"Rodrigo 33,  M(CLR),FW",182,77,23(4),1889,4,7,2,1,1.5,76.7,1.1,-,6.76,Valencia,2019/2020
"Geoffrey Kondogbia 31,  D(C),DMC",188,80,21(6),1807,1,1,6,-,0.7,84.1,1.5,2,6.75,Valencia,2019/2020
"Ferran Torres 24,  AM(LR),FW",184,77,26(8),2260,4,5,4,-,1,78.4,1.2,1,6.72,Valencia,2019/2020
"Jasper Cillessen 34,  GK",185,83,24,2097,-,1,1,-,-,56.8,0.3,1,6.72,Valencia,2019/2020
"Gabriel Paulista 33,  D(CR)",185,72,31(2),2803,1,1,5,-,0.2,88.1,2.5,-,6.71,Valencia,2019/2020
"Maxi Gómez 27,  FW",186,91,25(8),2149,10,2,5,-,1.2,61.7,2.7,3,6.7,Valencia,2019/2020
"Gonçalo Guedes 27,  AM(CLR),FW",179,68,14(7),1268,2,2,3,-,1.1,79.7,0.1,2,6.69,Valencia,2019/2020
"José Gayà 28,  D(L),M(L)",172,66,23(1),1989,-,1,5,-,0.4,80.1,0.9,-,6.64,Valencia,2019/2020
"Ezequiel Garay 37,  D(C)",189,90,17,1439,-,-,2,-,0.4,87.6,1.7,-,6.6,Valencia,2019/2020
"Daniel Wass 34,  D(LR),M(CLR)",181,74,30(5),2732,1,6,7,-,0.5,80.6,1.5,-,6.58,Valencia,2019/2020
"Jaume Costa 36,  D(LR),M(L)",171,62,16(4),1391,-,1,3,1,0.2,83.3,1,-,6.58,Valencia,2019/2020
"Francis Coquelin 32,  M(CLR)",176,74,21(5),1908,-,-,6,1,0.3,89.7,0.9,-,6.56,Valencia,2019/2020
"Thierry Correia 25,  D(R),M(R)",176,69,3(1),259,-,-,-,-,0.3,75.7,1,-,6.54,Valencia,2019/2020
"Mouctar Diakhaby 27,  D(C),DMC",189,78,15(6),1441,-,-,5,-,-,88.8,1.8,1,6.53,Valencia,2019/2020
"Hugo Guillamón 24,  D(C),DMC",178,62,5(1),495,-,-,3,-,-,91.2,1.2,-,6.51,Valencia,2019/2020
"Alessandro Florenzi 33,  D(LR),M(CLR)",173,67,9(3),755,-,-,1,1,0.7,77.4,0.3,-,6.42,Valencia,2019/2020
"Manu Vallejo 27,  FW",167,72,3(8),413,2,-,-,-,0.7,69,0.5,-,6.41,Valencia,2019/2020
"Carlos Soler 27,  M(CLR)",180,76,24(4),2075,2,-,4,-,0.6,80.5,0.7,-,6.39,Valencia,2019/2020
"Kevin Gameiro 36,  AM(C),FW",172,70,17(12),1585,6,2,-,-,0.7,79.2,0.2,1,6.38,Valencia,2019/2020
"Cristiano Piccini 31,  D(CR)",189,79,1(1),75,-,-,-,-,0.5,73.9,-,-,6.38,Valencia,2019/2020
"Denis Cheryshev 33,  AM(L),FW",179,74,9(15),920,1,2,5,-,0.9,71.7,0.5,-,6.27,Valencia,2019/2020
"Rubén Sobrino 31,  AM(CLR),FW",185,73,1(12),162,1,-,-,-,0.5,68.2,0.2,-,6.22,Valencia,2019/2020
"Lee Kang-In 23,  M(CLR),FW",174,72,3(14),445,2,-,1,2,0.6,86.7,0.1,-,6.2,Valencia,2019/2020
"Adrián Guerrero 26,  M(L)",174,68,1(1),127,-,-,1,-,-,76.2,-,-,6.16,Valencia,2019/2020
"Eliaquim Mangala 33,  D(C)",188,84,8,675,-,-,1,1,0.1,88.1,2,-,6.13,Valencia,2019/2020
"Vicente Esquerdo 25,  Midfielder",180,77,0(3),12,-,-,-,-,-,66.7,0.3,-,6.05,Valencia,2019/2020
"Chimy Ávila 30,  AM(LR),FW",172,81,18(2),1593,9,2,6,-,3.5,57.2,3.1,5,7.16,Osasuna,2019/2020
"Pervis Estupiñán 26,  D(L),M(L)",175,73,32(4),2978,1,5,9,-,0.5,74.6,1.2,4,6.91,Osasuna,2019/2020
"Rubén García 30,  AM(CLR),FW",171,72,25(5),2197,8,2,6,-,1.9,75.4,0.9,2,6.9,Osasuna,2019/2020
"Roberto Torres 35,  AM(CLR)",178,72,31(5),2723,7,8,1,-,2.2,70.5,0.8,4,6.83,Osasuna,2019/2020
"Aridane Hernández 34,  D(C)",186,77,29,2610,3,-,8,-,0.4,76.3,3.3,-,6.79,Osasuna,2019/2020
"David García 30,  D(C)",185,72,31(1),2792,-,-,7,-,0.6,70.5,5.1,2,6.75,Osasuna,2019/2020
"Oier Sanjurjo 37,  D(CR),M(C)",178,72,27(2),2329,2,1,12,1,0.6,70.5,2.8,1,6.74,Osasuna,2019/2020
"Nacho Vidal 29,  D(R)",180,75,26(4),2332,-,-,5,-,0.6,69.9,1.6,1,6.74,Osasuna,2019/2020
"Enric Gallego 37,  FW",190,79,9(5),880,3,-,5,1,1.5,54,6.4,2,6.73,Osasuna,2019/2020
"Unai García 32,  D(C)",186,81,6(2),536,1,-,-,-,0.3,72,2.8,-,6.7,Osasuna,2019/2020
"Juan Pérez 27,  GK",187,83,2,180,-,-,-,-,-,40.7,-,-,6.67,Osasuna,2019/2020
"Facundo Roncaglia 37,  D(CLR)",179,76,15(1),1282,1,-,2,2,0.2,76.1,2.2,-,6.63,Osasuna,2019/2020
"Toni Lato 26,  D(L),M(L)",171,64,6(2),473,1,-,3,-,0.5,67.6,1.4,1,6.62,Osasuna,2019/2020
"Sergio Herrera 30,  GK",192,82,18(1),1655,-,-,2,1,-,40.1,0.3,-,6.55,Osasuna,2019/2020
"Raúl Navas 35,  D(C)",186,84,8(1),711,-,-,2,-,-,79,1,-,6.5,Osasuna,2019/2020
"Jon Moncayola 25,  D(R),M(CR)",189,86,15(12),1493,1,-,4,-,0.5,75.4,0.8,-,6.48,Osasuna,2019/2020
"Kike Barja 26,  AM(LR)",178,69,4(4),313,-,1,-,-,0.8,74,0.6,-,6.45,Osasuna,2019/2020
"Adrián López 36,  M(CLR),FW",183,73,17(9),1454,2,-,-,-,0.7,71.5,1.7,-,6.45,Osasuna,2019/2020
"Darko Brasanac 32,  M(CR)",178,73,27(4),2251,-,1,8,-,0.7,73.6,1.5,-,6.43,Osasuna,2019/2020
"Fran Mérida 34,  AM(C)",177,74,12(11),1162,-,1,7,1,0.6,76.3,0.3,-,6.41,Osasuna,2019/2020
"Iñigo Pérez 36,  D(L),M(CL)",178,74,11(11),1074,2,1,4,-,0.9,76.7,0.3,-,6.41,Osasuna,2019/2020
"Rober Ibáñez 31,  AM(R)",175,67,5(9),533,1,-,3,-,0.6,80.5,0.3,-,6.35,Osasuna,2019/2020
"Lillo 34,  D(CLR)",176,71,2(2),194,-,-,2,-,0.3,80.6,0.8,-,6.35,Osasuna,2019/2020
"José Arnaiz 28,  AM(L),FW",175,70,8(6),791,2,1,2,-,1.5,77.6,0.7,-,6.3,Osasuna,2019/2020
"Rubén Martínez 39,  GK",188,79,18(1),1583,-,-,-,-,-,45.5,0.3,-,6.28,Osasuna,2019/2020
"Marc Cardona 28,  FW",183,70,9(10),703,1,2,1,-,0.6,74.4,0.6,-,6.21,Osasuna,2019/2020
"Juan Villar 35,  Forward",182,72,2(8),234,1,-,1,-,0.5,64.2,0.8,-,6.19,Osasuna,2019/2020
"Brandon Thomas 29,  FW",173,71,5(3),408,-,1,4,-,1,68.5,0.6,-,6.16,Osasuna,2019/2020
"Luis Perea 26,  Midfielder",192,80,0(2),19,-,-,-,-,-,87.5,0.5,-,6.07,Osasuna,2019/2020
"Javi Martínez 24,  M(CR)",180,68,0(1),10,-,-,-,-,-,83.3,1,-,6.02,Osasuna,2019/2020
"Aimar Oroz 22,  AM(C)",177,0,0(1),10,-,-,-,-,-,80,-,-,5.94,Osasuna,2019/2020
"Raúl García 37,  M(CLR),FW",184,83,33(2),2878,15,1,11,-,2.3,55.9,6.1,6,7.21,Athletic Bilbao,2019/2020
"Yeray Álvarez 29,  D(C)",182,78,32,2811,-,-,2,-,0.4,78.3,3.4,1,6.99,Athletic Bilbao,2019/2020
"Yuri Berchiche 34,  D(L),M(L)",181,79,32(1),2853,2,1,7,-,1.1,81.8,1.6,1,6.94,Athletic Bilbao,2019/2020
"Iñigo Martínez 32,  D(C)",182,76,33,2970,1,1,10,-,0.8,77.9,3.6,-,6.9,Athletic Bilbao,2019/2020
"Ander Capa 32,  D(R),M(R)",175,75,32(3),2875,3,4,10,-,0.5,75.1,1.3,2,6.88,Athletic Bilbao,2019/2020
"Iker Muniain 31,  AM(CLR)",170,65,26(5),2394,5,2,4,1,0.9,86.6,0.4,1,6.8,Athletic Bilbao,2019/2020
"Unai López 28,  M(CR)",170,68,24(2),1804,1,4,6,-,1.1,87.3,0.8,-,6.8,Athletic Bilbao,2019/2020
"Iñaki Williams 29,  AM(CLR),FW",186,81,34(4),2959,6,1,3,-,1.3,74.5,1.7,1,6.69,Athletic Bilbao,2019/2020
"Unai Simón 26,  GK",190,88,34,2992,-,-,2,1,-,55.2,0.3,3,6.64,Athletic Bilbao,2019/2020
"Dani García 33,  DMC",180,81,33(3),3027,-,1,11,-,0.4,81.4,1.8,1,6.6,Athletic Bilbao,2019/2020
"Unai Núñez 27,  D(C)",186,80,16(4),1569,-,-,7,-,0.4,82.4,2.5,-,6.55,Athletic Bilbao,2019/2020
"Iñigo Córdoba 27,  AM(CLR),FW",180,76,21(3),1455,1,4,4,-,1.2,72.7,0.7,1,6.54,Athletic Bilbao,2019/2020
"Mikel Vesga 30,  DMC",191,83,13(7),1264,-,1,3,-,0.7,81,1.8,-,6.48,Athletic Bilbao,2019/2020
"Oihan Sancet 23,  M(C),FW",188,73,9(8),743,1,1,1,-,0.6,80.7,0.5,-,6.43,Athletic Bilbao,2019/2020
"Mikel San José 34,  D(C),DMC",188,78,4(6),357,-,-,3,-,0.5,71.2,1.5,-,6.39,Athletic Bilbao,2019/2020
"Ibai Gómez 34,  AM(LR)",177,72,6(11),690,-,-,-,-,0.8,79,0.1,-,6.38,Athletic Bilbao,2019/2020
"Íñigo Lekue 30,  D(LR),M(LR)",180,70,6(8),617,-,1,-,-,0.2,76.5,0.6,-,6.38,Athletic Bilbao,2019/2020
"Mikel Balenziaga 36,  D(L)",177,76,6(3),563,-,-,1,-,0.3,72.3,1.1,-,6.35,Athletic Bilbao,2019/2020
"Beñat Etxebarria 37,  M(C)",176,75,3(8),388,-,-,-,-,0.5,84.4,0.4,-,6.34,Athletic Bilbao,2019/2020
"Kenan Kodro 30,  FW",190,80,4(8),361,1,-,-,-,0.3,65.4,1.8,-,6.26,Athletic Bilbao,2019/2020
"Óscar De Marcos 34,  D(LR),M(CR)",182,77,6(7),544,-,1,1,-,0.1,75.1,0.6,-,6.25,Athletic Bilbao,2019/2020
"Asier Villalibre 26,  FW",184,86,5(14),525,3,-,-,-,0.9,64.4,1.4,1,6.24,Athletic Bilbao,2019/2020
"Iago Herrerín 36,  GK",187,88,4(1),424,-,-,-,-,-,53.9,0.4,-,6.22,Athletic Bilbao,2019/2020
"Aritz Aduriz 43,  FW",181,77,0(14),194,1,-,3,-,0.5,57.1,1.5,-,6.18,Athletic Bilbao,2019/2020
"Gaizka Larrazabal 26,  D(R),M(R)",181,73,2(8),242,-,-,-,-,0.3,64.5,0.6,-,6.12,Athletic Bilbao,2019/2020
"Unai Vencedor 23,  DMC",176,71,1,74,-,-,1,-,1,86.1,-,-,6.1,Athletic Bilbao,2019/2020
"Koke Vegas 28,  GK",188,88,2,180,-,-,-,-,-,63.3,-,-,7.16,Levante,2019/2020
"José Campaña 30,  M(CLR)",179,70,35(2),3160,2,7,2,1,1.2,81.4,1.2,1,7,Levante,2019/2020
"Aitor Fernández 32,  GK",182,78,36,3240,-,-,2,-,-,61.5,0.4,2,6.97,Levante,2019/2020
"Rubén Rochina 32,  M(CLR)",182,76,22(6),1887,4,4,5,-,2.1,76.1,0.8,4,6.86,Levante,2019/2020
"Rúben Vezo 29,  D(CR)",182,80,29,2610,1,-,4,-,0.4,80.7,2.9,1,6.8,Levante,2019/2020
"Enis Bardhi 28,  M(CLR),FW",172,67,23(7),2114,7,2,5,-,1.9,76.9,0.2,3,6.77,Levante,2019/2020
"Sergio Postigo 35,  D(C)",184,78,27(1),2376,1,1,6,-,0.2,81.7,1.3,1,6.66,Levante,2019/2020
"Nemanja Radoja 31,  DMC",186,77,22(4),1994,1,-,3,-,-,85.5,1.7,-,6.65,Levante,2019/2020
"Erick Cabaco 28,  D(C)",185,79,9(2),808,-,-,4,-,0.4,75.9,1.7,-,6.63,Levante,2019/2020
"Toño 34,  D(L),M(L)",179,69,18(2),1590,-,2,2,-,0.1,79.4,0.8,1,6.61,Levante,2019/2020
"Borja Mayoral 26,  AM(R),FW",182,74,24(10),2149,8,2,2,-,1.4,79.3,1,1,6.61,Levante,2019/2020
"Jorge Miramón 34,  D(R),M(R)",175,74,27(5),2431,-,3,4,1,0.3,78.4,1,-,6.6,Levante,2019/2020
"Carlos Clerc 32,  D(CL),M(L)",182,72,20(3),1846,-,2,4,-,0.2,72.1,1.4,-,6.58,Levante,2019/2020
"Coke 36,  D(CLR),M(R)",182,78,11(6),987,1,-,3,-,0.5,78.9,1.1,1,6.51,Levante,2019/2020
"Bruno González 33,  D(C)",185,83,5(1),455,-,-,-,-,0.2,84.1,1.2,-,6.5,Levante,2019/2020
"Roger Martí 33,  FW",179,74,26(10),2272,11,1,4,1,1.6,65.6,1,4,6.48,Levante,2019/2020
"Óscar Duarte 34,  D(C),DMC",186,88,5(3),484,-,-,-,-,0.5,82.7,1.3,-,6.44,Levante,2019/2020
"José Luís Morales 36,  D(R),M(CLR),FW",180,70,29(9),2529,4,2,3,-,1.1,69.1,0.3,1,6.43,Levante,2019/2020
"Gonzalo Melero 30,  M(C),FW",183,77,14(11),1240,2,1,4,-,0.7,82.2,1.2,-,6.4,Levante,2019/2020
"Nikola Vukcevic 32,  DMC",184,76,20(10),1574,-,2,11,-,0.1,88.1,0.6,-,6.33,Levante,2019/2020
"Hernâni 32,  AM(LR)",179,72,5(15),644,2,-,1,1,1.1,64.4,0.2,-,6.27,Levante,2019/2020
"Rober Pier 29,  D(C),DMC",182,74,2(2),189,-,-,-,-,-,85.3,1.3,-,6.19,Levante,2019/2020
"Joan Monterde 26,  Forward",168,66,0(1),8,-,-,-,-,-,100,-,-,6.12,Levante,2019/2020
"Sergio León 35,  FW",178,73,6(16),664,1,-,2,-,1,58.6,0.5,-,6.1,Levante,2019/2020
"Giorgi Kochorashvili 24,  Midfielder",178,74,0(1),1,-,-,-,-,-,-,-,-,6.07,Levante,2019/2020
"Álex Blesa 22,  Midfielder",180,0,0(1),1,-,-,-,-,-,60,-,-,6.04,Levante,2019/2020
"Pablo Martínez 26,  M(C)",182,74,0(5),30,-,-,-,-,0.2,77.8,-,-,6.03,Levante,2019/2020
"Gonzalo Pereira 27,  Defender",180,75,0(1),13,-,-,-,-,-,100,-,-,6,Levante,2019/2020
"Eliseo Falcón 27,  Defender",183,83,1,74,-,-,-,1,-,87,1,-,4.71,Levante,2019/2020
"Víctor García 26,  Defender",180,79,1(1),88,1,-,-,-,1,64.7,0.5,-,6.97,Real Valladolid,2019/2020
"José Antonio Caro 29,  Goalkeeper",194,88,3,245,-,-,-,-,-,32.6,0.7,-,6.89,Real Valladolid,2019/2020
"Rubén Alcaraz 32,  DMC",183,81,20(7),1926,2,2,10,-,1.2,79.4,1.9,2,6.85,Real Valladolid,2019/2020
"Joaquín Fernández 27,  D(C),DMC",190,72,19(1),1661,2,-,9,-,0.5,78.8,2.8,2,6.84,Real Valladolid,2019/2020
"Mohammed Salisu 24,  D(CL)",191,82,30(1),2726,1,1,4,-,0.2,80.7,2.5,1,6.79,Real Valladolid,2019/2020
"Enes Ünal 26,  FW",187,78,23(12),2341,6,2,4,-,1.7,64.3,3.8,2,6.72,Real Valladolid,2019/2020
"Míchel Herrero 35,  M(CR)",182,68,27(2),2189,1,2,6,-,0.4,81.6,0.5,-,6.7,Real Valladolid,2019/2020
"Nacho Martínez 35,  D(LR),M(L)",174,63,21(2),1894,-,2,2,-,0.4,71.9,0.4,-,6.68,Real Valladolid,2019/2020
"Óscar Plano 33,  AM(CLR),FW",180,72,28(8),2510,4,2,6,-,1.1,72.7,1.1,2,6.67,Real Valladolid,2019/2020
"Raúl Carnero 34,  D(CL),M(L)",180,74,12,1014,-,1,2,-,0.7,70.3,1.3,-,6.61,Real Valladolid,2019/2020
"Javi Moyano 38,  D(R)",180,71,26,2231,-,-,4,-,0.2,70.5,1.7,-,6.6,Real Valladolid,2019/2020
"Kiko Olivas 35,  D(C)",184,76,33(2),2942,2,-,2,-,0.3,86.9,1.4,2,6.6,Real Valladolid,2019/2020
"Sergi Guardiola 32,  FW",184,78,31(4),2666,8,2,6,-,1.6,71.1,0.9,4,6.59,Real Valladolid,2019/2020
"Toni Villa 29,  AM(CLR)",172,63,18(5),1365,-,1,4,-,0.8,74.7,0.2,1,6.54,Real Valladolid,2019/2020
"Kike Pérez 27,  M(C)",184,80,2(4),217,-,-,1,-,0.8,88.7,0.7,-,6.52,Real Valladolid,2019/2020
"Pablo Hervías 31,  D(R),M(R)",173,71,9(16),1013,1,-,1,-,0.8,83.4,0.4,-,6.51,Real Valladolid,2019/2020
"Antoñito 36,  D(R),M(R)",175,67,11(4),1028,-,-,1,-,0.1,74.5,0.5,-,6.48,Real Valladolid,2019/2020
"Jordi Masip 35,  GK",180,76,35,3150,-,-,2,-,-,47.3,0.2,2,6.48,Real Valladolid,2019/2020
"Sandro Ramírez 28,  AM(LR),FW",175,71,15(9),1308,3,1,2,-,1.8,75.8,0.5,-,6.48,Real Valladolid,2019/2020
"Matheus Fernandes 25,  DMC",183,73,2(1),166,-,-,-,-,1,71.9,2,-,6.43,Real Valladolid,2019/2020
"Federico Barba 30,  D(CL)",185,77,5,450,-,-,3,-,0.2,65.1,1.4,-,6.34,Real Valladolid,2019/2020
"Fede San Emeterio 27,  DMC",174,68,20(5),1754,-,-,4,-,0.1,80.1,1.3,-,6.34,Real Valladolid,2019/2020
"Waldo Rubio 28,  AM(L)",181,80,9(12),875,-,2,6,-,0.8,65,0.2,-,6.32,Real Valladolid,2019/2020
"Javi Sánchez 27,  D(C)",186,71,6(2),497,-,1,1,-,0.4,81.2,1.3,-,6.32,Real Valladolid,2019/2020
"Pedro Porro 24,  D(R),M(R)",173,69,7(6),736,-,-,1,-,0.1,66.1,0.5,-,6.25,Real Valladolid,2019/2020
"Hatem Ben Arfa 37,  M(CR),FW",178,65,2(3),159,-,-,1,-,0.4,75.9,0.4,-,6.23,Real Valladolid,2019/2020
"Miguel de la Fuente 24,  FW",180,77,2(5),231,-,-,1,-,0.3,53.1,1.6,-,6.19,Real Valladolid,2019/2020
"Jorge de Frutos 27,  AM(LR)",173,72,0(3),56,-,-,-,-,0.3,86.7,-,-,6.17,Real Valladolid,2019/2020
"Anuar Tuhami 29,  AM(C)",173,69,1(10),182,-,-,1,-,0.1,85.6,0.3,-,6.09,Real Valladolid,2019/2020
"Samu Pérez 26,  Goalkeeper",179,69,0(1),25,-,-,-,-,-,14.3,-,-,5.94,Real Valladolid,2019/2020
"Fabián Orellana 38,  AM(CLR)",170,64,28(1),2398,8,7,9,1,1.4,76.9,0.6,2,6.91,Eibar,2019/2020
"Cote 34,  D(L)",182,74,27(1),2362,1,1,4,-,0.9,70,1.8,2,6.89,Eibar,2019/2020
"Yoel Rodríguez 35,  GK",186,78,4,271,-,-,1,-,-,45.3,0.3,1,6.86,Eibar,2019/2020
"Pedro Bigas 33,  D(CL)",181,83,21(2),1779,3,-,2,-,0.3,67.9,2.9,-,6.82,Eibar,2019/2020
"Álvaro Tejero 27,  D(R)",174,69,16(2),1450,-,-,4,-,0.3,73.2,1.2,1,6.73,Eibar,2019/2020
"Paulo Oliveira 32,  D(C)",187,81,23(3),2090,1,-,5,1,0.5,66.2,3.3,-,6.72,Eibar,2019/2020
"Edu Expósito 27,  M(C)",178,68,24(11),2311,4,1,3,-,1,81.5,1.2,2,6.67,Eibar,2019/2020
"Rober Correa 31,  D(R)",180,71,11(1),932,-,-,3,-,0.4,73.5,2.4,-,6.61,Eibar,2019/2020
"Gonzalo Escalante 30,  DMC",182,76,18(5),1672,-,1,7,1,0.9,68.7,2.7,1,6.6,Eibar,2019/2020
"Kike García 34,  FW",186,79,20(7),1774,5,1,2,-,2.2,64.8,4.2,1,6.6,Eibar,2019/2020
"Pedro León 37,  M(LR)",183,70,23(8),1903,1,2,4,-,1.2,67.1,1.1,-,6.59,Eibar,2019/2020
"Anaitz Arbilla 36,  D(CLR)",178,76,22(2),2007,1,-,5,-,0.6,72.7,2.3,-,6.58,Eibar,2019/2020
"Esteban Burgos 32,  D(C)",190,80,11(4),1115,1,-,3,-,0.2,62.6,2,2,6.56,Eibar,2019/2020
"Pape Diop 38,  M(C)",180,77,25(5),2259,1,-,7,-,0.9,72.6,2.2,-,6.49,Eibar,2019/2020
"Pablo De Blasis 36,  D(R),M(CLR)",165,65,15(15),1595,2,3,1,-,0.5,71,0.8,-,6.47,Eibar,2019/2020
"Marko Dmitrovic 32,  GK",194,91,35,3150,-,-,3,-,-,40.9,0.3,-,6.47,Eibar,2019/2020
"Sergi Enrich 34,  FW",181,77,21(9),1873,1,4,6,-,0.9,69.6,3.8,1,6.46,Eibar,2019/2020
"Takashi Inui 35,  AM(CLR)",169,63,23(6),1965,2,3,2,-,1.4,78.1,0.5,1,6.46,Eibar,2019/2020
"Sergio Álvarez 32,  D(C),M(C)",183,74,14(4),1150,-,-,6,-,0.2,70.7,1.3,-,6.42,Eibar,2019/2020
"Sebastián Cristóforo 30,  M(C)",175,68,9(9),873,-,-,1,-,0.4,75.8,0.6,-,6.39,Eibar,2019/2020
"Charles 39,  FW",179,76,13(17),1295,6,-,8,-,0.8,67.2,2.2,1,6.37,Eibar,2019/2020
"Iván Ramis 39,  D(C)",188,82,6(1),459,1,-,1,-,0.6,78.4,3,1,6.32,Eibar,2019/2020
"Rafa Soares 28,  D(L)",177,70,6,438,-,-,1,-,-,71.1,1.2,-,6.31,Eibar,2019/2020
"Quique González 33,  Forward",177,78,4(11),482,-,1,-,-,0.7,66.4,2.1,-,6.3,Eibar,2019/2020
"Miguel Atienza 24,  M(C)",186,0,0(3),28,-,-,-,-,0.7,64.3,0.7,-,6.15,Eibar,2019/2020
"Miguel Marí 26,  Midfielder",185,78,0(1),6,-,-,-,-,-,100,-,-,5.94,Eibar,2019/2020
"Nabil Fekir 30,  AM(CLR),FW",173,72,31(1),2652,7,4,6,2,3.2,83.9,1,8,7.22,Real Betis,2019/2020
"Marc Bartra 33,  D(CR),DMC",184,70,29(1),2527,3,1,8,-,0.8,85.3,3.4,2,6.9,Real Betis,2019/2020
"Joaquín 42,  M(CLR),FW",179,75,25(9),2071,8,3,4,-,1,84.1,0.5,2,6.89,Real Betis,2019/2020
"Sergio Canales 33,  M(CLR)",176,65,36,3167,6,6,5,-,1.4,88.4,0.2,2,6.88,Real Betis,2019/2020
"Emerson Royal 25,  D(CR),M(R)",181,79,32(1),2841,3,6,11,-,0.8,79.1,2,-,6.82,Real Betis,2019/2020
"Sidnei 34,  D(C)",185,80,14,1178,1,-,-,-,0.4,89.7,2.3,1,6.76,Real Betis,2019/2020
"Guido Rodríguez 29,  DMC",185,80,11(3),938,1,-,5,-,0.9,85.4,1.4,1,6.71,Real Betis,2019/2020
"Zouhair Feddal 34,  D(C)",192,84,18(1),1436,1,2,10,2,0.5,84.6,2.4,1,6.64,Real Betis,2019/2020
"Aïssa Mandi 32,  D(CLR)",184,78,29,2578,-,-,10,-,0.4,89.7,2.1,-,6.64,Real Betis,2019/2020
"Loren Morón 30,  FW",188,66,21(15),2032,10,3,2,1,1.4,66.2,1.2,-,6.61,Real Betis,2019/2020
"Álex Moreno 30,  D(L),M(L)",179,68,25(6),2267,-,4,5,-,0.8,78.5,0.6,-,6.58,Real Betis,2019/2020
"Alfonso Pedraza 27,  D(L),M(L)",184,73,15(6),1350,1,-,3,-,0.7,76.6,0.6,-,6.54,Real Betis,2019/2020
"Edgar González 26,  D(C),DMC",193,78,9(1),687,-,-,3,-,0.6,86.7,2.6,-,6.5,Real Betis,2019/2020
"Andrés Guardado 37,  D(L),M(CL)",169,60,25(3),2056,-,3,9,-,0.4,84.5,0.5,-,6.48,Real Betis,2019/2020
"Joel Robles 33,  GK",195,78,33,2888,-,-,3,1,-,69.9,0.2,2,6.42,Real Betis,2019/2020
"William Carvalho 31,  M(C)",187,83,11(2),894,-,-,6,1,0.5,88.1,1.5,-,6.41,Real Betis,2019/2020
"Antonio Barragán 36,  D(CR),M(R)",182,76,8(5),641,-,1,4,-,0.2,86.7,0.5,-,6.4,Real Betis,2019/2020
"Borja Iglesias 31,  FW",187,86,21(14),1922,3,2,3,1,1,74.8,1.1,-,6.37,Real Betis,2019/2020
"Dani Martín 25,  GK",187,76,5(1),530,-,-,-,-,-,70.5,0.3,-,6.37,Real Betis,2019/2020
"Carles Aleñá 26,  AM(CLR)",180,73,7(10),731,1,-,2,-,0.7,85.8,0.1,-,6.28,Real Betis,2019/2020
"Diego Lainez 23,  AM(R)",168,58,2(13),340,-,-,-,-,0.4,75.2,0.1,-,6.28,Real Betis,2019/2020
"Javi García 37,  D(C),DMC",187,82,4(4),374,-,-,2,-,0.4,83.2,2.6,-,6.27,Real Betis,2019/2020
"Cristian Tello 32,  M(LR)",178,65,5(22),772,2,-,1,-,0.7,79.7,0.1,-,6.21,Real Betis,2019/2020
"Wilfrid Kaptoum 27,  DMC",174,72,2(3),192,-,-,1,-,0.6,80,0.2,-,6.13,Real Betis,2019/2020
"Ismael Gutiérrez 23,  Midfielder",176,74,1(2),84,-,-,1,-,-,80.6,-,-,6.12,Real Betis,2019/2020
"Juanmi 30,  AM(CLR),FW",172,69,2(6),263,1,-,1,1,0.9,76.9,0.5,-,6.03,Real Betis,2019/2020
"Raúl García 23,  FW",192,70,0(3),16,-,-,-,-,-,57.1,0.3,-,5.91,Real Betis,2019/2020
"Guillermo Maripán 29,  D(C)",193,84,1,90,-,-,-,-,-,75,5,-,7.54,Deportivo Alaves,2019/2020
